,dist_id,dist_name,year,unemployment
16283,CA-33,CA Congressional District 33,2004,8.2
16875,CA-34,CA Congressional District 34,2004,8.1
17467,CA-35,CA Congressional District 35,2004,8.6
18059,CA-36,CA Congressional District 36,2004,5.5
18651,CA-37,CA Congressional District 37,2004,9.1
19243,CA-38,CA Congressional District 38,2004,8.0
19835,CA-39,CA Congressional District 39,2004,9.6
20427,CA-40,CA Congressional District 40,2004,5.8
21019,CA-41,CA Congressional District 41,2004,6.8
21611,CA-42,CA Congressional District 42,2004,4.6
22203,CA-43,CA Congressional District 43,2004,9.0
22795,CA-44,CA Congressional District 44,2004,8.3
23387,CA-45,CA Congressional District 45,2004,8.8
23979,CA-46,CA Congressional District 46,2004,5.3
24571,CA-47,CA Congressional District 47,2004,5.9
25163,CA-48,CA Congressional District 48,2004,4.6
25755,CA-49,CA Congressional District 49,2004,5.6
26347,CA-50,CA Congressional District 50,2004,4.3
26939,CA-52,CA Congressional District 52,2004,5.6
27531,CA-53,CA Congressional District 53,2004,5.7
28123,CO-1,CO Congressional District 1,2004,7.9
28715,CO-7,CO Congressional District 7,2004,9.0
29307,CT-1,CT Congressional District 1,2004,9.5
29899,CT-2,CT Congressional District 2,2004,4.7
30491,CT-3,CT Congressional District 3,2004,5.8
31083,CT-4,CT Congressional District 4,2004,5.9
31675,CT-5,CT Congressional District 5,2004,6.2
32267,DE-1,DE Congressional District (at Large),2004,7.0
33451,FL-9,FL Congressional District 9,2004,6.6
34043,FL-10,FL Congressional District 10,2004,6.3
34635,FL-11,FL Congressional District 11,2004,7.5
35227,FL-12,FL Congressional District 12,2004,7.9
35819,FL-17,FL Congressional District 17,2004,12.6
36411,FL-19,FL Congressional District 19,2004,7.8
37003,FL-20,FL Congressional District 20,2004,5.4
37595,FL-21,FL Congressional District 21,2004,8.0
38187,FL-22,FL Congressional District 22,2004,5.2
38779,FL-24,FL Congressional District 24,2004,6.1
39371,GA-4,GA Congressional District 4,2004,8.0
39963,GA-5,GA Congressional District 5,2004,7.8
40555,GA-6,GA Congressional District 6,2004,4.5
41147,GA-7,GA Congressional District 7,2004,4.8
41739,HI-1,HI Congressional District 1,2004,5.0
42331,IL-1,IL Congressional District 1,2004,17.9
42923,IL-2,IL Congressional District 2,2004,13.2
43515,IL-3,IL Congressional District 3,2004,9.0
44107,IL-4,IL Congressional District 4,2004,9.2
44699,IL-5,IL Congressional District 5,2004,6.9
45291,IL-6,IL Congressional District 6,2004,6.7
45883,IL-7,IL Congressional District 7,2004,8.8
46475,IL-8,IL Congressional District 8,2004,6.5
47067,IL-9,IL Congressional District 9,2004,9.3
47659,IL-10,IL Congressional District 10,2004,6.6
48251,IL-13,IL Congressional District 13,2004,5.2
48843,IN-7,IN Congressional District 7,2004,10.8
49435,KS-3,KS Congressional District 3,2004,5.0
50027,KY-3,KY Congressional District 3,2004,8.1
50619,LA-2,LA Congressional District 2,2004,11.2
51211,ME-1,ME Congressional District 1,2004,4.0
51803,ME-2,ME Congressional District 2,2004,6.3
52395,MD-2,MD Congressional District 2,2004,6.4
52987,MD-3,MD Congressional District 3,2004,5.2
53579,MD-4,MD Congressional District 4,2004,7.1
54171,MD-7,MD Congressional District 7,2004,10.3
54763,MD-8,MD Congressional District 8,2004,5.2
55355,MA-1,MA Congressional District 1,2004,6.8
55947,MA-2,MA Congressional District 2,2004,6.8
56539,MA-3,MA Congressional District 3,2004,5.5
57131,MA-4,MA Congressional District 4,2004,6.1
57723,MA-5,MA Congressional District 5,2004,5.8
58315,MA-6,MA Congressional District 6,2004,5.5
58907,MA-7,MA Congressional District 7,2004,4.9
59499,MA-8,MA Congressional District 8,2004,7.9
60091,MA-9,MA Congressional District 9,2004,6.3
60683,MA-10,MA Congressional District 10,2004,5.6
61275,MI-6,MI Congressional District 6,2004,7.7
61867,MI-9,MI Congressional District 9,2004,7.9
62459,MI-11,MI Congressional District 11,2004,6.3
63051,MI-12,MI Congressional District 12,2004,9.8
63643,MI-13,MI Congressional District 13,2004,17.7
64235,MI-14,MI Congressional District 14,2004,13.0
64827,MI-15,MI Congressional District 15,2004,7.1
65419,MN-3,MN Congressional District 3,2004,4.7
66011,MN-4,MN Congressional District 4,2004,6.7
66603,MN-5,MN Congressional District 5,2004,8.3
67195,MN-6,MN Congressional District 6,2004,4.8
67787,MO-1,MO Congressional District 1,2004,7.8
68379,MO-2,MO Congressional District 2,2004,3.9
68971,MO-5,MO Congressional District 5,2004,7.5
69563,MT-1,MT Congressional District (at Large),2004,5.8
70155,NE-2,NE Congressional District 2,2004,5.9
70747,NV-1,NV Congressional District 1,2004,7.8
71339,NV-3,NV Congressional District 3,2004,5.5
71931,NH-1,NH Congressional District 1,2004,5.1
72523,NH-2,NH Congressional District 2,2004,4.0
73115,NJ-1,NJ Congressional District 1,2004,8.5
73707,NJ-2,NJ Congressional District 2,2004,7.4
74299,NJ-3,NJ Congressional District 3,2004,4.5
74891,NJ-4,NJ Congressional District 4,2004,7.1
75483,NJ-5,NJ Congressional District 5,2004,4.6
76075,NJ-6,NJ Congressional District 6,2004,7.5
76667,NJ-7,NJ Congressional District 7,2004,6.0
77259,NJ-8,NJ Congressional District 8,2004,9.8
77851,NJ-9,NJ Congressional District 9,2004,6.6
78443,NJ-10,NJ Congressional District 10,2004,12.2
79035,NJ-11,NJ Congressional District 11,2004,5.5
79627,NJ-12,NJ Congressional District 12,2004,5.4
80219,NJ-13,NJ Congressional District 13,2004,8.7
80811,NY-1,NY Congressional District 1,2004,6.3
81403,NY-2,NY Congressional District 2,2004,6.4
81995,NY-3,NY Congressional District 3,2004,4.3
82587,NY-4,NY Congressional District 4,2004,5.5
83179,NY-5,NY Congressional District 5,2004,6.2
83771,NY-6,NY Congressional District 6,2004,8.0
84363,NY-7,NY Congressional District 7,2004,8.5
84955,NY-8,NY Congressional District 8,2004,6.0
85547,NY-9,NY Congressional District 9,2004,5.6
86139,NY-10,NY Congressional District 10,2004,8.9
86731,NY-11,NY Congressional District 11,2004,9.1
87323,NY-12,NY Congressional District 12,2004,9.4
87915,NY-13,NY Congressional District 13,2004,6.2
88507,NY-14,NY Congressional District 14,2004,6.0
89099,NY-15,NY Congressional District 15,2004,12.3
89691,NY-16,NY Congressional District 16,2004,13.7
90283,NY-17,NY Congressional District 17,2004,8.4
90875,NY-18,NY Congressional District 18,2004,6.6
91467,NY-19,NY Congressional District 19,2004,4.5
92059,NY-25,NY Congressional District 25,2004,6.9
92651,NY-27,NY Congressional District 27,2004,7.5
93243,NY-28,NY Congressional District 28,2004,10.6
93835,NC-4,NC Congressional District 4,2004,6.2
94427,ND-1,ND Congressional District (at Large),2004,4.5
95019,OH-1,OH Congressional District 1,2004,8.4
95611,OH-10,OH Congressional District 10,2004,7.3
96203,OH-11,OH Congressional District 11,2004,11.8
96795,OH-12,OH Congressional District 12,2004,6.6
97387,OH-13,OH Congressional District 13,2004,7.3
97979,OH-14,OH Congressional District 14,2004,7.5
98571,OH-17,OH Congressional District 17,2004,7.9
99163,OR-3,OR Congressional District 3,2004,7.7
99755,PA-1,PA Congressional District 1,2004,15.8
100347,PA-2,PA Congressional District 2,2004,15.2
100939,PA-6,PA Congressional District 6,2004,4.5
101531,PA-7,PA Congressional District 7,2004,5.0
102123,PA-8,PA Congressional District 8,2004,4.3
102715,PA-11,PA Congressional District 11,2004,7.1
103307,PA-13,PA Congressional District 13,2004,7.0
103899,PA-14,PA Congressional District 14,2004,8.0
104491,PA-15,PA Congressional District 15,2004,5.9
105083,PA-16,PA Congressional District 16,2004,3.1
105675,PA-17,PA Congressional District 17,2004,6.6
106267,PA-18,PA Congressional District 18,2004,4.9
106859,RI-1,RI Congressional District 1,2004,7.0
107451,RI-2,RI Congressional District 2,2004,6.1
108043,SD-1,SD Congressional District (at Large),2004,4.2
108635,TN-5,TN Congressional District 5,2004,5.4
109227,TN-9,TN Congressional District 9,2004,11.9
109819,TX-2,TX Congressional District 2,2004,9.7
110411,TX-3,TX Congressional District 3,2004,7.5
111003,TX-7,TX Congressional District 7,2004,5.3
111595,TX-9,TX Congressional District 9,2004,10.0
112187,TX-16,TX Congressional District 16,2004,10.7
112779,TX-18,TX Congressional District 18,2004,9.8
113371,TX-20,TX Congressional District 20,2004,9.0
113963,TX-24,TX Congressional District 24,2004,7.6
114555,TX-29,TX Congressional District 29,2004,8.8
115147,TX-30,TX Congressional District 30,2004,12.7
115739,TX-32,TX Congressional District 32,2004,7.2
116331,VT-1,VT Congressional District (at Large),2004,4.7
116923,VA-8,VA Congressional District 8,2004,4.9
117515,VA-11,VA Congressional District 11,2004,4.5
118107,WA-7,WA Congressional District 7,2004,8.8
118699,WA-8,WA Congressional District 8,2004,6.1
119291,WI-4,WI Congressional District 4,2004,12.4
119883,WY-1,WY Congressional District (at Large),2004,4.8
