bach_deg_num,black_pop,high_school_num,median_HH_income,median_age,mortgage_cost,total_pop,unemp_rate,white_pop,year,district_num,state_name
95628.0,22099.0,161506.0,26241.0,43.6,862,648623.0,4.8,606772.0,2008,4,Pennsylvania
48204.0,11946.0,198716.0,19709.0,38.7,644,641235.0,6.2,611209.0,2008,5,Pennsylvania
114839.0,49085.0,132468.0,32758.0,38.7,1284,703735.0,4.3,601840.0,2008,6,Pennsylvania
113281.0,59727.0,125689.0,35738.0,39.9,1300,669020.0,4.5,564019.0,2008,7,Pennsylvania
94591.0,27260.0,151755.0,34425.0,41.6,1390,668390.0,4.8,603270.0,2008,8,Pennsylvania
47665.0,14119.0,216807.0,22534.0,40.6,643,658862.0,5.2,635636.0,2008,9,Pennsylvania
57184.0,12782.0,193948.0,22492.0,42.1,752,652754.0,5.7,623018.0,2008,10,Pennsylvania
56889.0,34021.0,190069.0,22011.0,40.3,766,668851.0,6.4,602993.0,2008,11,Pennsylvania
48985.0,22085.0,202945.0,20449.0,42.5,577,617797.0,6.1,583261.0,2008,12,Pennsylvania
92819.0,62489.0,143936.0,31967.0,41.5,1072,676134.0,5.6,543430.0,2008,13,Pennsylvania
60610.0,136733.0,134327.0,21708.0,40.0,713,574861.0,6.4,412202.0,2008,14,Pennsylvania
83456.0,35014.0,166722.0,28078.0,39.7,1068,713689.0,5.6,614044.0,2008,15,Pennsylvania
78755.0,32136.0,163879.0,27538.0,37.2,1002,697108.0,4.7,610549.0,2008,16,Pennsylvania
60194.0,53091.0,197123.0,26955.0,40.3,811,669349.0,4.9,585122.0,2008,17,Pennsylvania
101209.0,20338.0,149217.0,29436.0,43.2,849,645194.0,4.5,599645.0,2008,18,Pennsylvania
78650.0,29716.0,195818.0,27806.0,39.3,953,714117.0,4.7,652161.0,2008,19,Pennsylvania
64440.0,33405.0,96144.0,26563.0,38.5,1055,522130.0,6.7,441595.0,2008,1,Rhode Island
68094.0,23764.0,101053.0,27937.0,39.1,1198,528658.0,8.2,432791.0,2008,2,Rhode Island
94810.0,161910.0,161477.0,25918.0,37.4,951,818365.0,6.2,615635.0,2008,1,South Carolina
101459.0,209844.0,133182.0,27280.0,36.8,871,783942.0,6.8,526924.0,2008,2,South Carolina
59774.0,136163.0,148709.0,21527.0,39.1,640,695317.0,8.4,533002.0,2008,3,South Carolina
86520.0,146498.0,142114.0,23211.0,37.7,708,756653.0,7.3,573819.0,2008,4,South Carolina
60893.0,229964.0,166865.0,22292.0,38.1,647,741335.0,8.3,484459.0,2008,5,South Carolina
45744.0,373417.0,161361.0,18786.0,36.8,607,684188.0,10.0,292143.0,2008,6,South Carolina
92952.0,7595.0,169985.0,24583.0,37.6,665,804194.0,3.7,700446.0,2008,1,South Dakota
55161.0,15762.0,170310.0,20171.0,40.4,560,672694.0,7.7,638300.0,2008,1,Tennessee
88583.0,42821.0,149485.0,24042.0,38.4,723,716506.0,5.4,643850.0,2008,2,Tennessee
64891.0,75859.0,146376.0,21522.0,39.3,667,685476.0,7.9,588358.0,2008,3,Tennessee
41220.0,26237.0,184618.0,19497.0,39.5,553,679236.0,7.3,631757.0,2008,4,Tennessee
90219.0,169433.0,128278.0,26955.0,36.8,897,700860.0,5.6,484983.0,2008,5,Tennessee
69593.0,57296.0,176341.0,24272.0,35.3,780,765069.0,6.0,672676.0,2008,6,Tennessee
110266.0,105016.0,130468.0,30485.0,37.7,1032,756487.0,6.0,614215.0,2008,7,Tennessee
46688.0,150578.0,169142.0,20733.0,37.9,647,652370.0,7.2,482208.0,2008,8,Tennessee
54298.0,372525.0,103993.0,21884.0,34.4,861,586190.0,10.1,180615.0,2008,9,Tennessee
59471.0,125170.0,135241.0,20920.0,36.1,643,696248.0,5.3,529798.0,2008,1,Texas
84759.0,149051.0,135289.0,29631.0,35.2,938,773072.0,5.9,532885.0,2008,2,Texas
151871.0,86504.0,96272.0,32345.0,33.4,1270,845481.0,4.6,578670.0,2008,3,Texas
81667.0,81972.0,160143.0,23973.0,35.5,814,812636.0,5.3,665477.0,2008,4,Texas
59544.0,102976.0,141608.0,24322.0,35.8,860,733117.0,5.9,550963.0,2008,5,Texas
85420.0,118617.0,133029.0,27094.0,33.3,988,783790.0,5.3,546520.0,2008,6,Texas
161019.0,72467.0,78270.0,40706.0,37.0,1200,751034.0,3.5,557983.0,2008,7,Texas
80009.0,66512.0,166727.0,25577.0,35.5,810,795104.0,4.8,684518.0,2008,8,Texas
57783.0,256604.0,109776.0,21698.0,30.7,834,693304.0,6.6,265253.0,2008,9,Texas
140513.0,106270.0,134904.0,31801.0,33.6,1183,955363.0,4.1,691158.0,2008,10,Texas
54991.0,29576.0,143226.0,23260.0,36.0,634,695280.0,3.3,605208.0,2008,11,Texas
79771.0,49497.0,134368.0,27024.0,33.1,950,813561.0,5.5,648546.0,2008,12,Texas
53045.0,41631.0,130182.0,22303.0,35.7,652,653635.0,3.6,545500.0,2008,13,Texas
81369.0,61752.0,130674.0,26840.0,35.7,868,756644.0,4.6,618692.0,2008,14,Texas
43427.0,12194.0,118404.0,16068.0,29.8,567,760723.0,6.5,594850.0,2008,15,Texas
54557.0,21519.0,99712.0,17666.0,31.4,681,705211.0,4.9,573889.0,2008,16,Texas
65536.0,71506.0,133805.0,21192.0,31.8,774,737508.0,4.6,596642.0,2008,17,Texas
49761.0,255994.0,114180.0,23057.0,32.2,792,673067.0,7.0,292088.0,2008,18,Texas
60896.0,35446.0,110506.0,21914.0,33.2,661,669198.0,3.9,568978.0,2008,19,Texas
43456.0,44309.0,122667.0,19713.0,32.0,741,677981.0,6.0,522471.0,2008,20,Texas
129261.0,52198.0,105179.0,29994.0,35.4,1043,828925.0,4.4,692346.0,2008,21,Texas
129163.0,110716.0,122885.0,33961.0,33.8,1211,873878.0,4.5,588854.0,2008,22,Texas
71926.0,23189.0,117350.0,20917.0,33.0,762,788817.0,5.1,643070.0,2008,23,Texas
123932.0,98923.0,111000.0,32433.0,34.3,1113,772580.0,5.0,534257.0,2008,24,Texas
101844.0,61022.0,107944.0,25870.0,32.1,961,789252.0,5.6,546195.0,2008,25,Texas
116322.0,119571.0,116914.0,30176.0,33.0,1155,875556.0,5.5,623366.0,2008,26,Texas
47063.0,17587.0,104213.0,18694.0,31.9,761,705633.0,6.2,628945.0,2008,27,Texas
50260.0,11529.0,113597.0,16916.0,29.1,669,802335.0,6.6,689518.0,2008,28,Texas
19008.0,65599.0,106542.0,20848.0,29.8,729,686198.0,6.8,409783.0,2008,29,Texas
49287.0,285018.0,108716.0,21981.0,31.6,867,710531.0,7.3,319887.0,2008,30,Texas
97029.0,104172.0,133412.0,28726.0,31.9,982,841984.0,5.9,646708.0,2008,31,Texas
98983.0,41161.0,71268.0,27024.0,34.1,963,669328.0,4.9,478299.0,2008,32,Texas
96812.0,15154.0,129824.0,24980.0,28.8,965,884032.0,4.0,811415.0,2008,1,Utah
116046.0,4371.0,119263.0,26655.0,31.1,989,877753.0,4.0,799868.0,2008,2,Utah
93273.0,10476.0,130808.0,23037.0,26.5,1090,974639.0,4.1,878238.0,2008,3,Utah
85431.0,4650.0,141969.0,25462.0,41.5,1024,621270.0,4.9,595770.0,2008,1,Vermont
93668.0,150433.0,139386.0,32809.0,37.3,1254,759591.0,4.6,555431.0,2008,1,Virginia
74418.0,142105.0,110489.0,29656.0,35.0,1205,641363.0,5.2,441885.0,2008,2,Virginia
56064.0,375009.0,124019.0,23113.0,33.9,919,670723.0,8.5,256041.0,2008,3,Virginia
72437.0,237257.0,141049.0,27688.0,37.0,1082,722546.0,6.2,450300.0,2008,4,Virginia
58352.0,151448.0,138920.0,22567.0,39.4,688,665495.0,5.8,486883.0,2008,5,Virginia
72248.0,75400.0,150477.0,23774.0,38.9,764,683159.0,4.3,582417.0,2008,6,Virginia
118233.0,123252.0,126561.0,33628.0,38.2,1185,739402.0,4.3,571749.0,2008,7,Virginia
143928.0,91657.0,60626.0,49306.0,38.5,1686,676038.0,3.5,452819.0,2008,8,Virginia
45622.0,24117.0,137799.0,18459.0,39.8,492,646843.0,5.8,605329.0,2008,9,Virginia
150801.0,57932.0,94444.0,42171.0,35.8,1907,805507.0,3.8,603586.0,2008,10,Virginia
141262.0,91822.0,74330.0,45898.0,37.4,2079,758422.0,3.5,493972.0,2008,11,Virginia
128291.0,17913.0,84229.0,38240.0,38.6,1527,695036.0,4.3,547476.0,2008,1,Washington
87290.0,7910.0,131569.0,27695.0,37.0,1159,746399.0,5.6,656712.0,2008,2,Washington
81268.0,11563.0,135095.0,27783.0,36.7,1065,766377.0,7.9,680958.0,2008,3,Washington
56080.0,7796.0,123832.0,22109.0,33.2,783,737770.0,6.8,568206.0,2008,4,Washington
77291.0,9485.0,121504.0,23005.0,36.3,797,708462.0,6.1,628285.0,2008,5,Washington
73625.0,37862.0,132200.0,25260.0,39.1,947,692925.0,6.9,549117.0,2008,6,Washington
151038.0,51459.0,66633.0,33331.0,38.5,1245,674904.0,4.6,484269.0,2008,7,Washington
143100.0,21828.0,108416.0,40132.0,38.3,1644,806333.0,4.0,625801.0,2008,8,Washington
72904.0,53703.0,138065.0,30975.0,37.3,1177,721018.0,5.0,523485.0,2008,9,Washington
46164.0,10954.0,170538.0,20794.0,40.8,527,594612.0,4.9,569777.0,2008,1,West Virginia
49472.0,26922.0,178698.0,22954.0,40.3,588,634584.0,6.8,590505.0,2008,2,West Virginia
35219.0,23883.0,166645.0,18262.0,40.8,441,585272.0,5.1,551804.0,2008,3,West Virginia
84166.0,34164.0,164140.0,29176.0,39.4,1044,728817.0,5.3,648286.0,2008,1,Wisconsin
99466.0,28676.0,134089.0,30001.0,35.8,1044,741583.0,4.5,666647.0,2008,2,Wisconsin
72997.0,5185.0,166054.0,25109.0,37.0,834,717051.0,4.7,686124.0,2008,3,Wisconsin
58596.0,224783.0,123846.0,22098.0,32.8,832,663737.0,8.1,368105.0,2008,4,Wisconsin
121361.0,15616.0,127992.0,33428.0,41.7,1188,706383.0,3.8,656075.0,2008,5,Wisconsin
65924.0,8902.0,185924.0,26265.0,39.6,834,689644.0,4.9,651266.0,2008,6,Wisconsin
63003.0,3156.0,183484.0,24622.0,40.7,743,681761.0,5.2,647589.0,2008,7,Wisconsin
76757.0,4903.0,178473.0,26685.0,39.1,825,698992.0,5.1,648805.0,2008,8,Wisconsin
54987.0,5660.0,106916.0,27157.0,36.6,760,532668.0,3.3,489365.0,2008,1,Wyoming
,282951.0,,,35.9,315,3954037.0,14.8,2994236.0,2008,1,Puerto Rico
60390.0,,146029.0,21748.0,37.6,759,,11.4,,2009,1,Alabama
54383.0,,139803.0,19698.0,36.7,658,,10.3,,2009,2,Alabama
53837.0,,132645.0,19056.0,36.9,654,,13.7,,2009,3,Alabama
38658.0,,149646.0,19200.0,39.7,563,,11.2,,2009,4,Alabama
83880.0,,133090.0,23369.0,37.8,684,,10.8,,2009,5,Alabama
112758.0,,136351.0,29180.0,38.0,951,,7.7,,2009,6,Alabama
43496.0,,129348.0,18034.0,34.3,705,,13.6,,2009,7,Alabama
75816.0,,119495.0,28739.0,32.6,1193,,9.5,,2009,1,Alaska
52936.0,,136907.0,19942.0,38.6,744,,12.4,,2009,1,Arizona
93326.0,,187645.0,27264.0,38.3,1088,,10.9,,2009,2,Arizona
107413.0,,108693.0,29267.0,36.0,1207,,9.8,,2009,3,Arizona
32076.0,,115434.0,21095.0,28.4,904,,14.0,,2009,4,Arizona
130419.0,,89375.0,29916.0,35.8,1164,,8.3,,2009,5,Arizona
114079.0,,154328.0,28036.0,34.4,1203,,9.7,,2009,6,Arizona
55247.0,,146810.0,20127.0,31.3,838,,12.4,,2009,7,Arizona
106500.0,,118137.0,25380.0,41.8,910,,8.5,,2009,8,Arizona
42823.0,,170903.0,18714.0,38.6,572,,10.1,,2009,1,Arkansas
76667.0,,150776.0,23194.0,35.7,735,,9.3,,2009,2,Arkansas
76916.0,,177668.0,21248.0,35.3,658,,7.6,,2009,3,Arkansas
45983.0,,163324.0,18334.0,39.5,537,,10.0,,2009,4,Arkansas
79119.0,,95123.0,24132.0,36.8,1142,,9.8,,2009,1,California
62983.0,,106903.0,21061.0,37.9,944,,14.3,,2009,2,California
101517.0,,109121.0,30535.0,38.5,1446,,11.2,,2009,3,California
104882.0,,120472.0,29294.0,41.6,1386,,10.6,,2009,4,California
77212.0,,99695.0,23039.0,32.3,1045,,14.9,,2009,5,California
114484.0,,75823.0,32543.0,41.2,1597,,8.9,,2009,6,California
80820.0,,109745.0,28534.0,37.3,1498,,11.6,,2009,7,California
168026.0,,77079.0,33650.0,38.1,1528,,9.9,,2009,8,California
104217.0,,74802.0,28734.0,35.8,1254,,10.5,,2009,9,California
113856.0,,89177.0,35032.0,37.8,1723,,9.8,,2009,10,California
101631.0,,104492.0,32169.0,35.9,1720,,11.8,,2009,11,California
133840.0,,80603.0,38156.0,39.8,1802,,8.7,,2009,12,California
107514.0,,104958.0,34626.0,37.1,1605,,11.2,,2009,13,California
122455.0,,52831.0,39379.0,37.5,1801,,8.3,,2009,14,California
124108.0,,76663.0,37548.0,36.5,1806,,10.0,,2009,15,California
88191.0,,92028.0,29215.0,34.4,1713,,11.7,,2009,16,California
64393.0,,76158.0,23263.0,32.8,1389,,12.5,,2009,17,California
30851.0,,102209.0,18227.0,30.0,980,,19.1,,2009,18,California
70006.0,,114071.0,24015.0,34.5,1154,,12.1,,2009,19,California
20430.0,,101119.0,15825.0,27.5,834,,16.7,,2009,20,California
51632.0,,101108.0,20091.0,30.4,990,,12.9,,2009,21,California
63482.0,,126643.0,24831.0,34.7,1181,,11.9,,2009,22,California
62772.0,,80560.0,22496.0,32.4,1365,,9.0,,2009,23,California
95750.0,,80411.0,30736.0,38.2,1781,,8.8,,2009,24,California
68649.0,,125257.0,24951.0,32.3,1477,,12.4,,2009,25,California
102570.0,,90084.0,31443.0,37.4,1629,,9.5,,2009,26,California
98376.0,,100952.0,26151.0,36.2,1526,,10.2,,2009,27,California
79429.0,,85649.0,21776.0,33.0,1386,,12.8,,2009,28,California
113614.0,,86535.0,25731.0,40.1,1399,,10.0,,2009,29,California
165929.0,,56950.0,41160.0,39.6,1873,,8.6,,2009,30,California
59372.0,,76755.0,16654.0,32.4,991,,11.7,,2009,31,California
52274.0,,101333.0,20667.0,32.8,1279,,11.2,,2009,32,California
92568.0,,84585.0,23092.0,34.4,1193,,12.4,,2009,33,California
30039.0,,93152.0,17880.0,30.6,1021,,11.0,,2009,34,California
49485.0,,89084.0,21030.0,30.5,1155,,12.6,,2009,35,California
137190.0,,84444.0,34084.0,36.9,1533,,9.1,,2009,36,California
49488.0,,87929.0,21319.0,30.5,1201,,13.6,,2009,37,California
38511.0,,104997.0,21097.0,32.1,1328,,10.6,,2009,38,California
46839.0,,100472.0,22229.0,31.8,1353,,11.0,,2009,39,California
91754.0,,94907.0,28155.0,35.3,1489,,9.6,,2009,40,California
61936.0,,126423.0,23350.0,34.1,1118,,13.7,,2009,41,California
108137.0,,78221.0,36022.0,37.7,2022,,9.2,,2009,42,California
31434.0,,109567.0,19725.0,28.1,1264,,15.8,,2009,43,California
74859.0,,110347.0,27187.0,32.5,1660,,12.7,,2009,44,California
75110.0,,145155.0,23196.0,35.4,1302,,14.3,,2009,45,California
115197.0,,79763.0,33313.0,39.4,1610,,9.5,,2009,46,California
33942.0,,90335.0,19919.0,30.0,1331,,11.4,,2009,47,California
162235.0,,70015.0,40694.0,39.4,1901,,7.7,,2009,48,California
76789.0,,108570.0,25461.0,32.1,1525,,13.4,,2009,49,California
141630.0,,79335.0,34297.0,37.0,1822,,8.0,,2009,50,California
56346.0,,101970.0,22232.0,32.6,1231,,12.6,,2009,51,California
90506.0,,97301.0,30596.0,37.7,1607,,9.1,,2009,52,California
105590.0,,67695.0,28280.0,31.7,1240,,9.6,,2009,53,California
112094.0,,93295.0,27048.0,33.3,1004,,9.7,,2009,1,Colorado
120135.0,,95429.0,30717.0,34.1,1318,,8.1,,2009,2,Colorado
83264.0,,133301.0,23612.0,38.5,857,,8.5,,2009,3,Colorado
90568.0,,112057.0,23580.0,35.0,1008,,8.3,,2009,4,Colorado
97973.0,,106503.0,27437.0,36.3,1054,,8.5,,2009,5,Colorado
175724.0,,84736.0,39186.0,38.3,1591,,7.3,,2009,6,Colorado
82280.0,,118486.0,27022.0,35.3,1033,,9.4,,2009,7,Colorado
85584.0,,139349.0,30223.0,39.0,1202,,9.1,,2009,1,Connecticut
90238.0,,144166.0,31008.0,40.6,1347,,8.2,,2009,2,Connecticut
86020.0,,149657.0,31221.0,38.5,1362,,9.2,,2009,3,Connecticut
118410.0,,101941.0,35062.0,39.3,1851,,9.9,,2009,4,Connecticut
94927.0,,132662.0,30250.0,40.0,1328,,9.8,,2009,5,Connecticut
103335.0,,185594.0,27821.0,38.2,1096,,8.6,,2009,1,Delaware
84646.0,,82834.0,34593.0,35.1,1292,,11.1,,2009,1,District of Columbia
65154.0,,137776.0,22466.0,37.4,881,,12.0,,2009,1,Florida
68694.0,,142313.0,21656.0,35.6,852,,11.6,,2009,2,Florida
42045.0,,141199.0,17629.0,34.1,825,,18.9,,2009,3,Florida
92507.0,,138332.0,27721.0,36.6,1039,,9.6,,2009,4,Florida
83910.0,,247736.0,21312.0,45.2,823,,13.9,,2009,5,Florida
78940.0,,163769.0,23347.0,38.3,887,,10.3,,2009,6,Florida
102026.0,,158321.0,23895.0,41.5,1075,,10.6,,2009,7,Florida
103940.0,,158815.0,24122.0,36.7,1110,,11.1,,2009,8,Florida
94828.0,,158310.0,25753.0,41.6,1056,,10.5,,2009,9,Florida
77530.0,,150771.0,25024.0,45.7,948,,10.4,,2009,10,Florida
69005.0,,140180.0,21367.0,35.0,958,,14.4,,2009,11,Florida
69745.0,,180798.0,22373.0,37.6,896,,11.9,,2009,12,Florida
91457.0,,176426.0,24016.0,48.0,984,,13.2,,2009,13,Florida
106150.0,,192503.0,25238.0,47.0,1052,,13.4,,2009,14,Florida
85824.0,,170986.0,23210.0,42.5,999,,13.0,,2009,15,Florida
78895.0,,169900.0,22856.0,44.5,983,,14.4,,2009,16,Florida
44208.0,,138198.0,18667.0,33.2,1025,,15.6,,2009,17,Florida
90732.0,,132446.0,19409.0,40.0,1148,,8.6,,2009,18,Florida
100521.0,,153449.0,24927.0,45.4,1151,,11.7,,2009,19,Florida
99379.0,,124983.0,29127.0,40.9,1400,,10.5,,2009,20,Florida
80292.0,,123627.0,20363.0,39.2,1225,,11.4,,2009,21,Florida
124456.0,,129138.0,29273.0,44.6,1379,,10.3,,2009,22,Florida
50364.0,,140429.0,19110.0,34.4,1085,,16.0,,2009,23,Florida
97278.0,,148394.0,26209.0,38.7,1134,,10.2,,2009,24,Florida
83968.0,,144595.0,22666.0,36.0,1421,,10.6,,2009,25,Florida
53155.0,,146601.0,21444.0,34.4,722,,10.7,,2009,1,Georgia
34698.0,,134457.0,17803.0,34.4,633,,12.4,,2009,2,Georgia
81824.0,,160400.0,27209.0,36.7,998,,10.5,,2009,3,Georgia
83557.0,,114984.0,24014.0,33.2,1054,,15.7,,2009,4,Georgia
137626.0,,107701.0,26605.0,34.1,1112,,12.9,,2009,5,Georgia
166304.0,,78396.0,37510.0,36.1,1427,,7.9,,2009,6,Georgia
126541.0,,142572.0,28343.0,34.3,1265,,10.4,,2009,7,Georgia
52628.0,,157036.0,21918.0,35.8,739,,9.3,,2009,8,Georgia
73340.0,,160814.0,23470.0,36.5,849,,10.4,,2009,9,Georgia
66442.0,,135069.0,20963.0,34.8,771,,10.0,,2009,10,Georgia
88042.0,,155105.0,25380.0,34.3,976,,10.6,,2009,11,Georgia
43817.0,,157473.0,19097.0,32.8,684,,10.1,,2009,12,Georgia
88681.0,,148744.0,26544.0,32.7,1048,,14.1,,2009,13,Georgia
97038.0,,122269.0,30630.0,38.8,1459,,5.2,,2009,1,Hawaii
76236.0,,132629.0,27768.0,36.8,1432,,9.0,,2009,2,Hawaii
85231.0,,159955.0,21849.0,35.8,904,,10.6,,2009,1,Idaho
72490.0,,118071.0,20989.0,32.3,772,,8.5,,2009,2,Idaho
44809.0,,117451.0,21768.0,35.3,946,,18.3,,2009,1,Illinois
48521.0,,114070.0,22464.0,34.8,988,,19.0,,2009,2,Illinois
64840.0,,127001.0,27544.0,35.0,1113,,11.2,,2009,3,Illinois
61968.0,,91355.0,21171.0,29.9,1025,,12.8,,2009,4,Illinois
120184.0,,102898.0,31259.0,33.8,1185,,9.7,,2009,5,Illinois
107172.0,,99660.0,32487.0,36.9,1445,,9.4,,2009,6,Illinois
93354.0,,88886.0,28042.0,33.9,1250,,13.6,,2009,7,Illinois
107456.0,,117303.0,32733.0,36.5,1491,,9.5,,2009,8,Illinois
116541.0,,88717.0,27881.0,38.4,1136,,8.5,,2009,9,Illinois
125800.0,,77312.0,34618.0,39.5,1615,,8.1,,2009,10,Illinois
72235.0,,165403.0,26226.0,35.6,1020,,10.8,,2009,11,Illinois
55291.0,,137978.0,22697.0,37.1,719,,10.4,,2009,12,Illinois
137431.0,,98065.0,36480.0,37.2,1632,,9.8,,2009,13,Illinois
104730.0,,129094.0,28454.0,33.8,1384,,9.6,,2009,14,Illinois
67456.0,,136542.0,22343.0,35.9,733,,8.6,,2009,15,Illinois
80294.0,,156315.0,25850.0,38.6,977,,11.5,,2009,16,Illinois
50438.0,,151056.0,21757.0,39.4,656,,8.9,,2009,17,Illinois
72548.0,,149007.0,26313.0,39.8,748,,7.0,,2009,18,Illinois
62821.0,,154420.0,24490.0,40.6,694,,8.0,,2009,19,Illinois
57106.0,,172212.0,24031.0,37.5,898,,12.0,,2009,1,Indiana
55736.0,,164749.0,22691.0,36.9,760,,12.2,,2009,2,Indiana
65833.0,,163729.0,23903.0,35.9,768,,13.5,,2009,3,Indiana
86467.0,,173347.0,25566.0,35.8,906,,8.8,,2009,4,Indiana
122608.0,,150084.0,29314.0,37.6,967,,8.4,,2009,5,Indiana
46370.0,,182361.0,21672.0,38.7,703,,12.3,,2009,6,Indiana
67859.0,,130288.0,21630.0,32.5,793,,15.2,,2009,7,Indiana
52937.0,,170614.0,22387.0,38.9,698,,7.3,,2009,8,Indiana
51581.0,,180200.0,23232.0,37.1,755,,9.8,,2009,9,Indiana
67470.0,,134854.0,24694.0,38.1,729,,5.8,,2009,1,Iowa
75907.0,,121128.0,24467.0,36.9,743,,6.8,,2009,2,Iowa
87736.0,,127599.0,27732.0,36.6,845,,6.0,,2009,3,Iowa
66391.0,,127476.0,23886.0,38.5,675,,5.8,,2009,4,Iowa
52741.0,,142904.0,23188.0,40.4,624,,5.3,,2009,5,Iowa
54141.0,,137841.0,22408.0,38.5,600,,5.0,,2009,1,Kansas
75739.0,,139253.0,23466.0,36.1,732,,7.2,,2009,2,Kansas
139163.0,,103452.0,29215.0,34.4,1075,,7.9,,2009,3,Kansas
79231.0,,136454.0,25249.0,35.5,747,,8.6,,2009,4,Kansas
38952.0,,178508.0,19426.0,39.3,561,,10.8,,2009,1,Kentucky
47968.0,,189935.0,21915.0,37.6,686,,10.3,,2009,2,Kentucky
89139.0,,136764.0,25220.0,37.3,810,,10.3,,2009,3,Kentucky
71318.0,,166316.0,23713.0,37.9,786,,9.2,,2009,4,Kentucky
26854.0,,166452.0,14909.0,38.5,426,,11.8,,2009,5,Kentucky
84456.0,,143995.0,22456.0,35.7,743,,8.9,,2009,6,Kentucky
91961.0,,136800.0,25558.0,38.9,881,,7.4,,2009,1,Louisiana
45006.0,,106699.0,19767.0,35.3,902,,12.7,,2009,2,Louisiana
39959.0,,164623.0,23223.0,35.6,647,,6.9,,2009,3,Louisiana
52959.0,,155957.0,22166.0,35.7,646,,8.9,,2009,4,Louisiana
48558.0,,144290.0,19406.0,35.7,537,,9.8,,2009,5,Louisiana
77509.0,,136580.0,23709.0,33.1,789,,6.9,,2009,6,Louisiana
63364.0,,149450.0,21721.0,34.9,610,,7.3,,2009,7,Louisiana
97998.0,,145620.0,25524.0,42.2,1027,,6.6,,2009,1,Maine
62082.0,,171624.0,20263.0,42.2,707,,7.8,,2009,2,Maine
88975.0,,145530.0,31205.0,41.3,1283,,7.8,,2009,1,Maryland
71434.0,,152743.0,30637.0,35.5,1173,,9.2,,2009,2,Maryland
116368.0,,117441.0,35238.0,36.8,1409,,7.3,,2009,3,Maryland
86560.0,,111598.0,36171.0,35.8,1664,,10.5,,2009,4,Maryland
94981.0,,140355.0,38206.0,36.8,1720,,7.3,,2009,5,Maryland
87532.0,,160108.0,30410.0,39.7,1212,,6.9,,2009,6,Maryland
80048.0,,113284.0,27393.0,37.3,1118,,9.4,,2009,7,Maryland
122479.0,,72806.0,39986.0,38.3,1730,,6.2,,2009,8,Maryland
74132.0,,139343.0,24868.0,40.5,975,,9.7,,2009,1,Massachusetts
70753.0,,137930.0,26903.0,39.6,1058,,9.6,,2009,2,Massachusetts
98166.0,,113321.0,29255.0,39.0,1240,,10.1,,2009,3,Massachusetts
86369.0,,110427.0,31315.0,39.4,1410,,9.1,,2009,4,Massachusetts
90307.0,,108057.0,31264.0,39.2,1432,,7.7,,2009,5,Massachusetts
110876.0,,119122.0,33389.0,41.6,1451,,8.1,,2009,6,Massachusetts
108237.0,,112295.0,32819.0,38.8,1483,,7.8,,2009,7,Massachusetts
117842.0,,94518.0,27367.0,31.1,1380,,10.8,,2009,8,Massachusetts
109696.0,,123220.0,33974.0,38.9,1472,,8.7,,2009,9,Massachusetts
114380.0,,122862.0,31571.0,44.4,1378,,8.7,,2009,10,Massachusetts
52891.0,,176472.0,19757.0,44.9,659,,13.1,,2009,1,Michigan
65643.0,,157329.0,21355.0,37.8,816,,13.8,,2009,2,Michigan
86947.0,,129761.0,24045.0,34.9,916,,12.3,,2009,3,Michigan
58158.0,,158540.0,20537.0,40.0,759,,13.3,,2009,4,Michigan
49467.0,,147071.0,22354.0,38.6,746,,15.8,,2009,5,Michigan
62749.0,,140316.0,21388.0,37.6,761,,15.0,,2009,6,Michigan
65481.0,,142390.0,23543.0,39.9,837,,13.8,,2009,7,Michigan
86928.0,,117588.0,26262.0,37.2,1037,,12.0,,2009,8,Michigan
118260.0,,85579.0,32266.0,39.9,1230,,11.4,,2009,9,Michigan
63487.0,,165698.0,25534.0,40.0,1030,,15.1,,2009,10,Michigan
95807.0,,115785.0,29382.0,39.6,1145,,11.5,,2009,11,Michigan
64033.0,,138493.0,24331.0,39.3,916,,15.9,,2009,12,Michigan
35635.0,,130660.0,16854.0,35.1,786,,25.9,,2009,13,Michigan
38828.0,,126065.0,17915.0,36.9,852,,23.5,,2009,14,Michigan
61185.0,,125665.0,23478.0,36.2,970,,13.5,,2009,15,Michigan
69089.0,,136030.0,25341.0,38.5,776,,6.1,,2009,1,Minnesota
114244.0,,121382.0,33855.0,35.8,1357,,7.7,,2009,2,Minnesota
134807.0,,88863.0,35197.0,39.4,1340,,7.4,,2009,3,Minnesota
94345.0,,103590.0,27713.0,36.0,974,,9.2,,2009,4,Minnesota
112474.0,,85436.0,27427.0,33.0,1058,,9.3,,2009,5,Minnesota
95485.0,,139534.0,30722.0,35.5,1313,,8.6,,2009,6,Minnesota
56381.0,,143520.0,23515.0,40.9,697,,7.1,,2009,7,Minnesota
62147.0,,153808.0,22771.0,42.1,782,,9.9,,2009,8,Minnesota
59239.0,,157702.0,19763.0,36.2,651,,10.7,,2009,1,Mississippi
48275.0,,119660.0,16617.0,33.7,601,,14.9,,2009,2,Mississippi
70515.0,,140265.0,19883.0,35.1,659,,8.2,,2009,3,Mississippi
56003.0,,155000.0,20495.0,35.2,712,,9.7,,2009,4,Mississippi
56586.0,,104239.0,22114.0,36.0,854,,13.7,,2009,1,Missouri
120975.0,,107540.0,33070.0,39.1,1208,,6.7,,2009,2,Missouri
75563.0,,129020.0,26107.0,37.3,863,,9.2,,2009,3,Missouri
