,Location,Incumbent,Inc_party,Inc_first_elected,Candidate,Cand_party,state_name,district_num,state_abb,dist_id,Cand_party_abb,is_incumbent,years_in_congress,District,Representative,Assumed office,Born,Female,Black,Hispanic,Asian,Age
488,New Jersey 10,Donald Payne,Democratic,2012.0,Donald Payne,Democratic,New Jersey,10,NJ,NJ_10,D,1,6,,,,,,,,,
489,New Jersey 11,Rodney Frelinghuysen,Republican,1994.0,Mikie Sherrill,Democratic,New Jersey,11,NJ,NJ_11,D,0,0,,,,,,,,,
490,New Jersey 11,Rodney Frelinghuysen,Republican,1994.0,Jay Webber,Republican,New Jersey,11,NJ,NJ_11,R,0,0,,,,,,,,,
491,New Jersey 12,Bonnie Watson Coleman,Democratic,2014.0,Daryl Kipnis,Republican,New Jersey,12,NJ,NJ_12,R,0,0,,,,,,,,,
492,New Jersey 12,Bonnie Watson Coleman,Democratic,2014.0,Bonnie Watson Coleman,Democratic,New Jersey,12,NJ,NJ_12,D,1,4,New Jersey 12,Bonnie Watson Coleman,2015.0,1945.0,1.0,1.0,0.0,0.0,73.0
493,New Mexico 1,Michelle Luján Grisham,Democratic,2012.0,Janice Arnold-Jones,Republican,New Mexico,1,NM,NM_1,R,0,0,,,,,,,,,
494,New Mexico 1,Michelle Luján Grisham,Democratic,2012.0,Deb Haaland,Democratic,New Mexico,1,NM,NM_1,D,0,0,,,,,,,,,
495,New Mexico 2,Steve Pearce,Republican,2010.0,Yvette Herrell,Republican,New Mexico,2,NM,NM_2,R,0,0,,,,,,,,,
496,New Mexico 2,Steve Pearce,Republican,2010.0,Xochitl Torres Small,Democratic,New Mexico,2,NM,NM_2,D,0,0,,,,,,,,,
497,New Mexico 3,Ben Ray Luján,Democratic,2008.0,Ben Ray Luján,Democratic,New Mexico,3,NM,NM_3,D,1,10,,,,,,,,,
498,New Mexico 3,Ben Ray Luján,Democratic,2008.0,Jerald McFall,Republican,New Mexico,3,NM,NM_3,R,0,0,,,,,,,,,
499,New York 1,Lee Zeldin,Republican,2014.0,Perry Gershon,Democratic,New York,1,NY,NY_1,D,0,0,,,,,,,,,
500,New York 1,Lee Zeldin,Republican,2014.0,Lee Zeldin,Republican,New York,1,NY,NY_1,R,1,4,New York 1,Lee Zeldin,2015.0,1980.0,0.0,0.0,0.0,0.0,38.0
501,New York 2,Peter King,Republican,1992.0,Liuba Grechen Shirley,Democratic,New York,2,NY,NY_2,D,0,0,,,,,,,,,
502,New York 2,Peter King,Republican,1992.0,Peter King,Republican,New York,2,NY,NY_2,R,1,26,New York 2,Peter King,1993.0,1944.0,0.0,0.0,0.0,0.0,74.0
503,New York 3,Tom Suozzi,Democratic,2016.0,Dan DeBono,Republican,New York,3,NY,NY_3,R,0,0,,,,,,,,,
504,New York 3,Tom Suozzi,Democratic,2016.0,Tom Suozzi,Democratic,New York,3,NY,NY_3,D,1,2,,,,,,,,,
505,New York 4,Kathleen Rice,Democratic,2014.0,Ameer Benno,Republican,New York,4,NY,NY_4,R,0,0,,,,,,,,,
506,New York 4,Kathleen Rice,Democratic,2014.0,Kathleen Rice,Democratic,New York,4,NY,NY_4,D,1,4,New York 4,Kathleen Rice,2015.0,1965.0,1.0,0.0,0.0,0.0,53.0
507,New York 5,Gregory Meeks,Democratic,1998.0,Gregory Meeks,Democratic,New York,5,NY,NY_5,D,1,20,New York 5,Gregory Meeks,1998.0,1953.0,0.0,1.0,0.0,0.0,65.0
508,New York 6,Grace Meng,Democratic,2012.0,Grace Meng,Democratic,New York,6,NY,NY_6,D,1,6,New York 6,Grace Meng,2013.0,1975.0,1.0,0.0,0.0,1.0,43.0
509,New York 7,Nydia Velázquez,Democratic,1992.0,Nydia Velázquez,Democratic,New York,7,NY,NY_7,D,1,26,New York 7,Nydia Velázquez,1993.0,1953.0,1.0,0.0,1.0,0.0,65.0
510,New York 8,Hakeem Jeffries,Democratic,2012.0,Hakeem Jeffries,Democratic,New York,8,NY,NY_8,D,1,6,New York 8,Hakeem Jeffries,2013.0,1970.0,0.0,1.0,0.0,0.0,48.0
511,New York 9,Yvette Clarke,Democratic,2006.0,Yvette Clarke,Democratic,New York,9,NY,NY_9,D,1,12,New York 9,Yvette Clarke,2007.0,1964.0,1.0,1.0,0.0,0.0,54.0
512,New York 9,Yvette Clarke,Democratic,2006.0,Lutchi Gayot,Republican,New York,9,NY,NY_9,R,0,0,,,,,,,,,
513,New York 10,Jerry Nadler,Democratic,1992.0,Naomi Levin,Republican,New York,10,NY,NY_10,R,0,0,,,,,,,,,
514,New York 10,Jerry Nadler,Democratic,1992.0,Jerry Nadler,Democratic,New York,10,NY,NY_10,D,1,26,,,,,,,,,
515,New York 11,Dan Donovan,Republican,2015.0,Dan Donovan,Republican,New York,11,NY,NY_11,R,1,3,New York 11,Dan Donovan,2015.0,1956.0,0.0,0.0,0.0,0.0,62.0
516,New York 11,Dan Donovan,Republican,2015.0,Max Rose,Democratic,New York,11,NY,NY_11,D,0,0,,,,,,,,,
517,New York 12,Carolyn Maloney,Democratic,1992.0,Carolyn Maloney,Democratic,New York,12,NY,NY_12,D,1,26,New York 12,Carolyn Maloney,1993.0,1946.0,1.0,0.0,0.0,0.0,72.0
518,New York 12,Carolyn Maloney,Democratic,1992.0,Eliot Rabin,Republican,New York,12,NY,NY_12,R,0,0,,,,,,,,,
519,New York 13,Adriano Espaillat,Democratic,2016.0,Jineea Butler,Republican,New York,13,NY,NY_13,R,0,0,,,,,,,,,
520,New York 13,Adriano Espaillat,Democratic,2016.0,Adriano Espaillat,Democratic,New York,13,NY,NY_13,D,1,2,New York 13,Adriano Espaillat,2017.0,1954.0,0.0,1.0,1.0,0.0,64.0
521,New York 14,Joe Crowley,Democratic,1998.0,Alexandria Ocasio-Cortez,Democratic,New York,14,NY,NY_14,D,0,0,,,,,,,,,
522,New York 14,Joe Crowley,Democratic,1998.0,Anthony Pappas,Republican,New York,14,NY,NY_14,R,0,0,,,,,,,,,
523,New York 15,José Serrano,Democratic,1990.0,Jason Gonzalez,Republican,New York,15,NY,NY_15,R,0,0,,,,,,,,,
524,New York 15,José Serrano,Democratic,1990.0,José Serrano,Democratic,New York,15,NY,NY_15,D,1,28,New York 15,José Serrano,1990.0,1943.0,0.0,0.0,1.0,0.0,75.0
525,New York 16,Eliot Engel,Democratic,1988.0,Eliot Engel,Democratic,New York,16,NY,NY_16,D,1,30,New York 16,Eliot Engel,1989.0,1947.0,0.0,0.0,0.0,0.0,71.0
526,New York 17,Nita Lowey,Democratic,1988.0,Nita Lowey,Democratic,New York,17,NY,NY_17,D,1,30,New York 17,Nita Lowey,1989.0,1937.0,1.0,0.0,0.0,0.0,81.0
527,New York 18,Sean Patrick Maloney,Democratic,2012.0,Sean Patrick Maloney,Democratic,New York,18,NY,NY_18,D,1,6,New York 18,Sean Patrick Maloney,2013.0,1966.0,0.0,0.0,0.0,0.0,52.0
528,New York 18,Sean Patrick Maloney,Democratic,2012.0,James O'Donnell,Republican,New York,18,NY,NY_18,R,0,0,,,,,,,,,
529,New York 19,John Faso,Republican,2016.0,Antonio Delgado,Democratic,New York,19,NY,NY_19,D,0,0,,,,,,,,,
530,New York 19,John Faso,Republican,2016.0,John Faso,Republican,New York,19,NY,NY_19,R,1,2,New York 19,John Faso,2017.0,1952.0,0.0,0.0,0.0,0.0,66.0
531,New York 20,Paul Tonko,Democratic,2008.0,Paul Tonko,Democratic,New York,20,NY,NY_20,D,1,10,New York 20,Paul Tonko,2009.0,1949.0,0.0,0.0,0.0,0.0,69.0
532,New York 20,Paul Tonko,Democratic,2008.0,Francis Vitollo,Republican,New York,20,NY,NY_20,R,0,0,,,,,,,,,
533,New York 21,Elise Stefanik,Republican,2014.0,Tedra Cobb,Democratic,New York,21,NY,NY_21,D,0,0,,,,,,,,,
534,New York 21,Elise Stefanik,Republican,2014.0,Elise Stefanik,Republican,New York,21,NY,NY_21,R,1,4,New York 21,Elise Stefanik,2015.0,1984.0,1.0,0.0,0.0,0.0,34.0
535,New York 22,Claudia Tenney,Republican,2016.0,Anthony Brindisi,Democratic,New York,22,NY,NY_22,D,0,0,,,,,,,,,
536,New York 22,Claudia Tenney,Republican,2016.0,Claudia Tenney,Republican,New York,22,NY,NY_22,R,1,2,New York 22,Claudia Tenney,2017.0,1961.0,1.0,0.0,0.0,0.0,57.0
537,New York 23,Tom Reed,Republican,2010.0,Tracy Mitrano,Democratic,New York,23,NY,NY_23,D,0,0,,,,,,,,,
538,New York 23,Tom Reed,Republican,2010.0,Tom Reed,Republican,New York,23,NY,NY_23,R,1,8,New York 23,Tom Reed,2010.0,1971.0,0.0,0.0,0.0,0.0,47.0
539,New York 24,John Katko,Republican,2014.0,Dana Balter,Democratic,New York,24,NY,NY_24,D,0,0,,,,,,,,,
540,New York 24,John Katko,Republican,2014.0,John Katko,Republican,New York,24,NY,NY_24,R,1,4,New York 24,John Katko,2015.0,1962.0,0.0,0.0,0.0,0.0,56.0
541,New York 25,,,,Jim Maxwell,Republican,New York,25,NY,NY_25,R,0,0,,,,,,,,,
542,New York 25,,,,Joe Morelle,Democratic,New York,25,NY,NY_25,D,0,0,,,,,,,,,
543,New York 26,Brian Higgins,Democratic,2004.0,Brian Higgins,Democratic,New York,26,NY,NY_26,D,1,14,New York 26,Brian Higgins,2005.0,1959.0,0.0,0.0,0.0,0.0,59.0
544,New York 26,Brian Higgins,Democratic,2004.0,Renee Zeno,Republican,New York,26,NY,NY_26,R,0,0,,,,,,,,,
545,New York 27,Chris Collins,Republican,2012.0,Chris Collins,Republican,New York,27,NY,NY_27,R,1,6,New York 27,Chris Collins,2013.0,1950.0,0.0,0.0,0.0,0.0,68.0
546,New York 27,Chris Collins,Republican,2012.0,Nate McMurray,Democratic,New York,27,NY,NY_27,D,0,0,,,,,,,,,
547,North Carolina 1,G. K. Butterfield,Democratic,2004.0,Roger Allison,Republican,North Carolina,1,NC,NC_1,R,0,0,,,,,,,,,
548,North Carolina 1,G. K. Butterfield,Democratic,2004.0,G. K. Butterfield,Democratic,North Carolina,1,NC,NC_1,D,1,14,North Carolina 1,G. K. Butterfield,2004.0,1947.0,0.0,0.0,0.0,0.0,71.0
549,North Carolina 2,George Holding,Republican,2012.0,Linda Coleman,Democratic,North Carolina,2,NC,NC_2,D,0,0,,,,,,,,,
550,North Carolina 2,George Holding,Republican,2012.0,George Holding,Republican,North Carolina,2,NC,NC_2,R,1,6,North Carolina 2,George Holding,2013.0,1968.0,0.0,0.0,0.0,0.0,50.0
551,North Carolina 3,Walter Jones,Republican,1994.0,Walter Jones,Republican,North Carolina,3,NC,NC_3,R,1,24,North Carolina 3,Walter Jones,1995.0,1943.0,0.0,0.0,0.0,0.0,75.0
552,North Carolina 4,David Price,Democratic,1996.0,David Price,Democratic,North Carolina,4,NC,NC_4,D,1,22,North Carolina 4,David Price,1997.0,1940.0,0.0,0.0,0.0,0.0,78.0
553,North Carolina 4,David Price,Democratic,1996.0,Steve Von Loor,Republican,North Carolina,4,NC,NC_4,R,0,0,,,,,,,,,
554,North Carolina 5,Virginia Foxx,Republican,2004.0,DD Adams,Democratic,North Carolina,5,NC,NC_5,D,0,0,,,,,,,,,
555,North Carolina 5,Virginia Foxx,Republican,2004.0,Virginia Foxx,Republican,North Carolina,5,NC,NC_5,R,1,14,North Carolina 5,Virginia Foxx,2005.0,1943.0,1.0,0.0,0.0,0.0,75.0
556,North Carolina 6,Mark Walker,Republican,2014.0,Mark Walker,Republican,North Carolina,6,NC,NC_6,R,1,4,North Carolina 6,Mark Walker,2015.0,1969.0,0.0,0.0,0.0,0.0,49.0
557,North Carolina 6,Mark Walker,Republican,2014.0,Ryan Watts,Democratic,North Carolina,6,NC,NC_6,D,0,0,,,,,,,,,
558,North Carolina 7,David Rouzer,Republican,2014.0,Kyle Horton,Democratic,North Carolina,7,NC,NC_7,D,0,0,,,,,,,,,
559,North Carolina 7,David Rouzer,Republican,2014.0,David Rouzer,Republican,North Carolina,7,NC,NC_7,R,1,4,North Carolina 7,David Rouzer,2015.0,1972.0,0.0,0.0,0.0,0.0,46.0
560,North Carolina 8,Richard Hudson,Republican,2012.0,Richard Hudson,Republican,North Carolina,8,NC,NC_8,R,1,6,North Carolina 8,Richard Hudson,2013.0,1971.0,0.0,0.0,0.0,0.0,47.0
561,North Carolina 8,Richard Hudson,Republican,2012.0,Frank McNeill,Democratic,North Carolina,8,NC,NC_8,D,0,0,,,,,,,,,
562,North Carolina 9,Robert Pittenger,Republican,2012.0,Mark Harris,Republican,North Carolina,9,NC,NC_9,R,0,0,,,,,,,,,
563,North Carolina 9,Robert Pittenger,Republican,2012.0,Dan McCready,Democratic,North Carolina,9,NC,NC_9,D,0,0,,,,,,,,,
564,North Carolina 10,Patrick McHenry,Republican,2004.0,David Brown,Democratic,North Carolina,10,NC,NC_10,D,0,0,,,,,,,,,
565,North Carolina 10,Patrick McHenry,Republican,2004.0,Patrick McHenry,Republican,North Carolina,10,NC,NC_10,R,1,14,North Carolina 10,Patrick McHenry,2005.0,1975.0,0.0,0.0,0.0,0.0,43.0
566,North Carolina 11,Mark Meadows,Republican,2012.0,Mark Meadows,Republican,North Carolina,11,NC,NC_11,R,1,6,North Carolina 11,Mark Meadows,2013.0,1959.0,0.0,0.0,0.0,0.0,59.0
567,North Carolina 11,Mark Meadows,Republican,2012.0,Phillip Price,Democratic,North Carolina,11,NC,NC_11,D,0,0,,,,,,,,,
568,North Carolina 12,Alma Adams,Democratic,2014.0,Alma Adams,Democratic,North Carolina,12,NC,NC_12,D,1,4,North Carolina 12,Alma Adams,2014.0,1946.0,1.0,1.0,0.0,0.0,72.0
569,North Carolina 12,Alma Adams,Democratic,2014.0,Paul Wright,Republican,North Carolina,12,NC,NC_12,R,0,0,,,,,,,,,
570,North Carolina 13,Ted Budd,Republican,2016.0,Ted Budd,Republican,North Carolina,13,NC,NC_13,R,1,2,North Carolina 13,Ted Budd,2017.0,1971.0,0.0,0.0,0.0,0.0,47.0
571,North Carolina 13,Ted Budd,Republican,2016.0,Kathy Manning,Democratic,North Carolina,13,NC,NC_13,D,0,0,,,,,,,,,
572,North Dakota 1,Kevin Cramer,Republican,2012.0,Kelly Armstrong,Republican,North Dakota,1,ND,ND_1,R,0,0,,,,,,,,,
573,North Dakota 1,Kevin Cramer,Republican,2012.0,Mac Schneider,Democratic,North Dakota,1,ND,ND_1,D,0,0,,,,,,,,,
574,Ohio 1,Steve Chabot,Republican,2010.0,Steve Chabot,Republican,Ohio,1,OH,OH_1,R,1,8,Ohio 1,Steve Chabot,2011.0,1953.0,0.0,0.0,0.0,0.0,65.0
575,Ohio 1,Steve Chabot,Republican,2010.0,Aftab Pureval,Democratic,Ohio,1,OH,OH_1,D,0,0,,,,,,,,,
576,Ohio 2,Brad Wenstrup,Republican,2012.0,Jill Schiller,Democratic,Ohio,2,OH,OH_2,D,0,0,,,,,,,,,
577,Ohio 2,Brad Wenstrup,Republican,2012.0,Brad Wenstrup,Republican,Ohio,2,OH,OH_2,R,1,6,Ohio 2,Brad Wenstrup,2013.0,1958.0,0.0,0.0,0.0,0.0,60.0
578,Ohio 3,Joyce Beatty,Democratic,2012.0,Joyce Beatty,Democratic,Ohio,3,OH,OH_3,D,1,6,Ohio 3,Joyce Beatty,2013.0,1950.0,1.0,1.0,0.0,0.0,68.0
579,Ohio 3,Joyce Beatty,Democratic,2012.0,James Burgess,Republican,Ohio,3,OH,OH_3,R,0,0,,,,,,,,,
580,Ohio 4,Jim Jordan,Republican,2006.0,Janet Garrett,Democratic,Ohio,4,OH,OH_4,D,0,0,,,,,,,,,
581,Ohio 4,Jim Jordan,Republican,2006.0,Jim Jordan,Republican,Ohio,4,OH,OH_4,R,1,12,Ohio 4,Jim Jordan,2007.0,1964.0,0.0,0.0,0.0,0.0,54.0
582,Ohio 5,Bob Latta,Republican,2006.0,Michael Galbraith,Democratic,Ohio,5,OH,OH_5,D,0,0,,,,,,,,,
583,Ohio 5,Bob Latta,Republican,2006.0,Bob Latta,Republican,Ohio,5,OH,OH_5,R,1,12,Ohio 5,Bob Latta,2007.0,1956.0,0.0,0.0,0.0,0.0,62.0
584,Ohio 6,Bill Johnson,Republican,2010.0,Bill Johnson,Republican,Ohio,6,OH,OH_6,R,1,8,Ohio 6,Bill Johnson,2011.0,1954.0,0.0,0.0,0.0,0.0,64.0
585,Ohio 6,Bill Johnson,Republican,2010.0,Shawna Roberts,Democratic,Ohio,6,OH,OH_6,D,0,0,,,,,,,,,
586,Ohio 7,Bob Gibbs,Republican,2010.0,Bob Gibbs,Republican,Ohio,7,OH,OH_7,R,1,8,Ohio 7,Bob Gibbs,2011.0,1954.0,0.0,0.0,0.0,0.0,64.0
587,Ohio 7,Bob Gibbs,Republican,2010.0,Ken Harbaugh,Democratic,Ohio,7,OH,OH_7,D,0,0,,,,,,,,,
588,Ohio 8,Warren Davidson,Republican,2016.0,Warren Davidson,Republican,Ohio,8,OH,OH_8,R,1,2,Ohio 8,Warren Davidson,2016.0,1970.0,0.0,0.0,0.0,0.0,48.0
589,Ohio 8,Warren Davidson,Republican,2016.0,Vanessa Enoch,Democratic,Ohio,8,OH,OH_8,D,0,0,,,,,,,,,
590,Ohio 9,Marcy Kaptur,Democratic,1982.0,Marcy Kaptur,Democratic,Ohio,9,OH,OH_9,D,1,36,Ohio 9,Marcy Kaptur,1983.0,1946.0,1.0,0.0,0.0,0.0,72.0
591,Ohio 9,Marcy Kaptur,Democratic,1982.0,Steve Kraus,Republican,Ohio,9,OH,OH_9,R,0,0,,,,,,,,,
592,Ohio 10,Mike Turner,Republican,2002.0,Theresa Gasper,Democratic,Ohio,10,OH,OH_10,D,0,0,,,,,,,,,
593,Ohio 10,Mike Turner,Republican,2002.0,Mike Turner,Republican,Ohio,10,OH,OH_10,R,1,16,Ohio 10,Mike Turner,2003.0,1960.0,0.0,0.0,0.0,0.0,58.0
594,Ohio 11,Marcia Fudge,Democratic,2006.0,Marcia Fudge,Democratic,Ohio,11,OH,OH_11,D,1,12,Ohio 11,Marcia Fudge,2008.0,1952.0,1.0,1.0,0.0,0.0,66.0
595,Ohio 11,Marcia Fudge,Democratic,2006.0,Beverly Goldstein,Republican,Ohio,11,OH,OH_11,R,0,0,,,,,,,,,
596,Ohio 12,Troy Balderson,Republican,2018.0,Troy Balderson,Republican,Ohio,12,OH,OH_12,R,1,0,Ohio 12,Troy Balderson,2018.0,1962.0,0.0,0.0,0.0,0.0,56.0
597,Ohio 12,Troy Balderson,Republican,2018.0,Danny O'Connor,Democratic,Ohio,12,OH,OH_12,D,0,0,,,,,,,,,
598,Ohio 13,Tim Ryan,Democratic,2002.0,Chris DePizzo,Republican,Ohio,13,OH,OH_13,R,0,0,,,,,,,,,
599,Ohio 13,Tim Ryan,Democratic,2002.0,Tim Ryan,Democratic,Ohio,13,OH,OH_13,D,1,16,Ohio 13,Tim Ryan,2003.0,1973.0,0.0,0.0,0.0,0.0,45.0
600,Ohio 14,David Joyce,Republican,2012.0,David Joyce,Republican,Ohio,14,OH,OH_14,R,1,6,Ohio 14,David Joyce,2013.0,1957.0,0.0,0.0,0.0,0.0,61.0
601,Ohio 14,David Joyce,Republican,2012.0,Betsy Rader,Democratic,Ohio,14,OH,OH_14,D,0,0,,,,,,,,,
602,Ohio 15,Steve Stivers,Republican,2010.0,Rick Neal,Democratic,Ohio,15,OH,OH_15,D,0,0,,,,,,,,,
603,Ohio 15,Steve Stivers,Republican,2010.0,Steve Stivers,Republican,Ohio,15,OH,OH_15,R,1,8,Ohio 15,Steve Stivers,2011.0,1965.0,0.0,0.0,0.0,0.0,53.0
604,Ohio 16,Jim Renacci,Republican,2010.0,Anthony Gonzalez,Republican,Ohio,16,OH,OH_16,R,0,0,,,,,,,,,
605,Ohio 16,Jim Renacci,Republican,2010.0,Susan Moran Palmer,Democratic,Ohio,16,OH,OH_16,D,0,0,,,,,,,,,
606,Oklahoma 1,Jim Bridenstine,Republican,2012.0,Tim Gilpin,Democratic,Oklahoma,1,OK,OK_1,D,0,0,,,,,,,,,
607,Oklahoma 1,Jim Bridenstine,Republican,2012.0,Kevin Hern,Republican,Oklahoma,1,OK,OK_1,R,0,0,,,,,,,,,
608,Oklahoma 2,Markwayne Mullin,Republican,2012.0,Markwayne Mullin,Republican,Oklahoma,2,OK,OK_2,R,1,6,Oklahoma 2,Markwayne Mullin,2013.0,1977.0,0.0,0.0,0.0,0.0,41.0
609,Oklahoma 2,Markwayne Mullin,Republican,2012.0,Jason Nichols,Democratic,Oklahoma,2,OK,OK_2,D,0,0,,,,,,,,,
610,Oklahoma 3,Frank Lucas,Republican,1994.0,Frank Lucas,Republican,Oklahoma,3,OK,OK_3,R,1,24,Oklahoma 3,Frank Lucas,1994.0,1960.0,0.0,0.0,0.0,0.0,58.0
611,Oklahoma 3,Frank Lucas,Republican,1994.0,Frankie Robbins,Democratic,Oklahoma,3,OK,OK_3,D,0,0,,,,,,,,,
612,Oklahoma 4,Tom Cole,Republican,2002.0,Mary Brannon,Democratic,Oklahoma,4,OK,OK_4,D,0,0,,,,,,,,,
613,Oklahoma 4,Tom Cole,Republican,2002.0,Tom Cole,Republican,Oklahoma,4,OK,OK_4,R,1,16,Oklahoma 4,Tom Cole,2003.0,1949.0,0.0,0.0,0.0,0.0,69.0
614,Oklahoma 5,Steve Russell,Republican,2014.0,Kendra Horn,Democratic,Oklahoma,5,OK,OK_5,D,0,0,,,,,,,,,
615,Oklahoma 5,Steve Russell,Republican,2014.0,Steve Russell,Republican,Oklahoma,5,OK,OK_5,R,1,4,Oklahoma 5,Steve Russell,2015.0,1963.0,0.0,0.0,0.0,0.0,55.0
616,Oregon 1,Suzanne Bonamici,Democratic,2012.0,Suzanne Bonamici,Democratic,Oregon,1,OR,OR_1,D,1,6,Oregon 1,Suzanne Bonamici,2012.0,1954.0,1.0,0.0,0.0,0.0,64.0
617,Oregon 1,Suzanne Bonamici,Democratic,2012.0,John Verbeek,Republican,Oregon,1,OR,OR_1,R,0,0,,,,,,,,,
618,Oregon 2,Greg Walden,Republican,1998.0,Jamie McLeod-Skinner,Democratic,Oregon,2,OR,OR_2,D,0,0,,,,,,,,,
619,Oregon 2,Greg Walden,Republican,1998.0,Greg Walden,Republican,Oregon,2,OR,OR_2,R,1,20,Oregon 2,Greg Walden,1999.0,1957.0,0.0,0.0,0.0,0.0,61.0
620,Oregon 3,Earl Blumenauer,Democratic,1996.0,Earl Blumenauer,Democratic,Oregon,3,OR,OR_3,D,1,22,Oregon 3,Earl Blumenauer,1996.0,1948.0,0.0,0.0,0.0,0.0,70.0
621,Oregon 4,Peter DeFazio,Democratic,1986.0,Peter DeFazio,Democratic,Oregon,4,OR,OR_4,D,1,32,Oregon 4,Peter DeFazio,1987.0,1947.0,0.0,0.0,0.0,0.0,71.0
622,Oregon 4,Peter DeFazio,Democratic,1986.0,Art Robinson,Republican,Oregon,4,OR,OR_4,R,0,0,,,,,,,,,
623,Oregon 5,Kurt Schrader,Democratic,2008.0,Mark Callahan,Republican,Oregon,5,OR,OR_5,R,0,0,,,,,,,,,
624,Oregon 5,Kurt Schrader,Democratic,2008.0,Kurt Schrader,Democratic,Oregon,5,OR,OR_5,D,1,10,Oregon 5,Kurt Schrader,2009.0,1951.0,0.0,0.0,0.0,0.0,67.0
625,Pennsylvania 1,"Brian Fitzpatrick
Redistricted from the 8th district",Republican,2016.0,Brian Fitzpatrick,Republican,Pennsylvania,1,PA,PA_1,R,0,0,Pennsylvania 8,Brian Fitzpatrick,2017.0,1973.0,0.0,0.0,0.0,0.0,45.0
626,Pennsylvania 1,"Brian Fitzpatrick
Redistricted from the 8th district",Republican,2016.0,Scott Wallace,Democratic,Pennsylvania,1,PA,PA_1,D,0,0,,,,,,,,,
627,Pennsylvania 2,"Brendan Boyle
Redistricted from the 13th district",Democratic,2014.0,Brendan Boyle,Democratic,Pennsylvania,2,PA,PA_2,D,0,0,,,,,,,,,
628,Pennsylvania 2,"Brendan Boyle
Redistricted from the 13th district",Democratic,2014.0,David Torres,Republican,Pennsylvania,2,PA,PA_2,R,0,0,,,,,,,,,
629,Pennsylvania 3,Dwight Evans,Democratic,2016.0,Dwight Evans,Democratic,Pennsylvania,3,PA,PA_3,D,1,2,Pennsylvania 2,Dwight Evans,2016.0,1954.0,0.0,1.0,0.0,0.0,64.0
630,Pennsylvania 3,Dwight Evans,Democratic,2016.0,Bryan Leib,Republican,Pennsylvania,3,PA,PA_3,R,0,0,,,,,,,,,
631,Pennsylvania 4,,,,Dan David,Republican,Pennsylvania,4,PA,PA_4,R,0,0,,,,,,,,,
632,Pennsylvania 4,,,,Madeleine Dean,Democratic,Pennsylvania,4,PA,PA_4,D,0,0,,,,,,,,,
633,Pennsylvania 5,Pat Meehan,Republican,2010.0,Pearl Kim,Republican,Pennsylvania,5,PA,PA_5,R,0,0,,,,,,,,,
634,Pennsylvania 5,Pat Meehan,Republican,2010.0,Mary Gay Scanlon,Democratic,Pennsylvania,5,PA,PA_5,D,0,0,,,,,,,,,
635,Pennsylvania 6,Ryan Costello,Republican,2014.0,Chrissy Houlahan,Democratic,Pennsylvania,6,PA,PA_6,D,0,0,,,,,,,,,
636,Pennsylvania 6,Ryan Costello,Republican,2014.0,Greg McCauley,Republican,Pennsylvania,6,PA,PA_6,R,0,0,,,,,,,,,
637,Pennsylvania 7,Charlie Dent,Republican,2004.0,Marty Nothstein,Republican,Pennsylvania,7,PA,PA_7,R,0,0,,,,,,,,,
638,Pennsylvania 7,Charlie Dent,Republican,2004.0,Susan Wild,Democratic,Pennsylvania,7,PA,PA_7,D,0,0,,,,,,,,,
639,Pennsylvania 8,"Matt Cartwright
Redistricted from the 17th district",Democratic,2012.0,Matt Cartwright,Democratic,Pennsylvania,8,PA,PA_8,D,0,0,Pennsylvania 17,Matt Cartwright,2013.0,1961.0,0.0,0.0,0.0,0.0,57.0
640,Pennsylvania 8,"Matt Cartwright
Redistricted from the 17th district",Democratic,2012.0,John Chrin,Republican,Pennsylvania,8,PA,PA_8,R,0,0,,,,,,,,,
641,Pennsylvania 9,"Lou Barletta
Redistricted from the 11th district",Republican,2010.0,Dan Meuser,Republican,Pennsylvania,9,PA,PA_9,R,0,0,,,,,,,,,
642,Pennsylvania 9,"Lou Barletta
Redistricted from the 11th district",Republican,2010.0,Denny Wolff,Democratic,Pennsylvania,9,PA,PA_9,D,0,0,,,,,,,,,
643,Pennsylvania 10,"Scott Perry
Redistricted from the 4th district",Republican,2012.0,Scott Perry,Republican,Pennsylvania,10,PA,PA_10,R,0,0,Pennsylvania 4,Scott Perry,2013.0,1962.0,0.0,0.0,0.0,0.0,56.0
644,Pennsylvania 10,"Scott Perry
Redistricted from the 4th district",Republican,2012.0,George Scott,Democratic,Pennsylvania,10,PA,PA_10,D,0,0,,,,,,,,,
645,Pennsylvania 11,"Lloyd Smucker
Redistricted from the 16th district",Republican,2016.0,Jess King,Democratic,Pennsylvania,11,PA,PA_11,D,0,0,,,,,,,,,
646,Pennsylvania 11,"Lloyd Smucker
Redistricted from the 16th district",Republican,2016.0,Lloyd Smucker,Republican,Pennsylvania,11,PA,PA_11,R,0,0,Pennsylvania 16,Lloyd Smucker,2017.0,1964.0,0.0,0.0,0.0,0.0,54.0
647,Pennsylvania 12,"Tom Marino
Redistricted from the 10th district",Republican,2010.0,Marc Friedenberg,Democratic,Pennsylvania,12,PA,PA_12,D,0,0,,,,,,,,,
648,Pennsylvania 12,"Tom Marino
Redistricted from the 10th district",Republican,2010.0,Tom Marino,Republican,Pennsylvania,12,PA,PA_12,R,0,0,Pennsylvania 10,Tom Marino,2011.0,1952.0,0.0,0.0,0.0,0.0,66.0
