year,dist_id,dem_vote_share,congress,icpsr,nominate_dim1,nominate_dim2,nokken_poole_dim1,nokken_poole_dim2,age,dem_incumbent,dem_prior_vote_share,president,house,senate,median_HH_income,median_age,mortgage_cost,unemp_rate,bachelor_deg_perc,black_perc,HS_diploma_perc,white_perc,redistricted
2018,FL_6,0.4367458762314292,115.0,21318.0,0.6629999999999999,-0.105,0.687,0.031,40.0,0,0.4143264667965,0,0.554022989,0.469387755,25752.0,47.9,904.0,4.9,0.10929888816219752,0.10301765860039241,0.242595160235448,0.8278574231523872,0.0
2006,FL_7,0.3691788905749452,109.0,29331.0,0.45299999999999996,0.13699999999999998,0.44299999999999995,0.218,63.0,0,0.0,0,0.464367816,0.484848485,25010.0,41.1,977.0,4.1,0.1256670364747307,0.09041357225591061,0.21821589677598502,0.8391334921408288,0.0
2008,FL_7,0.3799663907452476,110.0,29331.0,0.45299999999999996,0.13699999999999998,0.478,0.11,65.0,0,0.3691788905749452,0,0.535632184,0.5,26365.0,40.9,1058.0,6.7,0.1269376822447374,0.09222704489803135,0.19532215881322607,0.8413875667572971,0.0
2010,FL_7,0.30968899343447126,111.0,29331.0,0.45299999999999996,0.13699999999999998,0.401,0.335,67.0,0,0.3799663907452476,1,0.590804598,0.581632653,24309.0,42.0,1058.0,12.0,0.13208358194415692,0.09670859564312069,0.18786332696077834,0.8173057486940322,0.0
2012,FL_7,0.4129121479001383,112.0,29331.0,0.45299999999999996,0.13699999999999998,0.503,0.127,69.0,0,0.30968899343447126,1,0.443678161,0.5204081629999999,25570.0,37.7,1116.0,10.4,0.14081105190360382,0.08955532402815139,0.17844751164303838,0.819776725576672,1.0
2014,FL_7,0.3357059107524657,113.0,29331.0,0.45299999999999996,0.13699999999999998,0.515,-0.027000000000000003,71.0,0,0.4129121479001383,1,0.462068966,0.540816327,25994.0,37.4,1081.0,6.8,0.14707133759173946,0.10483753668559342,0.17474100888610372,0.8005853382686983,0.0
2016,FL_7,0.5147841480450877,114.0,29331.0,0.45299999999999996,0.13699999999999998,0.44299999999999995,0.191,73.0,0,0.3357059107524657,1,0.43218390799999995,0.44897959200000004,29885.0,36.5,1157.0,5.0,0.1668525014232756,0.10660793413841323,0.14337829222668516,0.778976448396093,0.0
2018,FL_7,0.5767586585204381,115.0,21738.0,-0.152,0.021,-0.152,0.022000000000000002,40.0,1,0.5147841480450877,0,0.554022989,0.469387755,31069.0,36.5,1182.0,4.2,0.19022237631780833,0.10403910117999557,0.13477125214594635,0.7661380986818359,0.0
2006,FL_8,0.4641925032623858,109.0,20112.0,0.45799999999999996,-0.068,0.47,-0.015,42.0,0,0.3947746639725907,0,0.464367816,0.484848485,25480.0,37.0,1022.0,5.4,0.1405064054055864,0.09396559229074447,0.196150729606836,0.7639957944644974,0.0
2008,FL_8,0.5201056736393617,110.0,20112.0,0.45799999999999996,-0.068,0.451,-0.245,44.0,0,0.4641925032623858,0,0.535632184,0.5,26137.0,36.7,1106.0,7.1,0.13298209606653305,0.09867662150152659,0.19607875591726148,0.7696412337951705,0.0
2010,FL_8,0.4051301304914971,111.0,20908.0,-0.363,-0.457,-0.34600000000000003,-0.182,52.0,1,0.5201056736393617,1,0.590804598,0.581632653,22725.0,36.8,1084.0,12.4,0.129124578511333,0.10538157701419068,0.1899974379803028,0.7771042863439493,0.0
2012,FL_8,0.38914428103311904,112.0,21116.0,0.484,-0.008,0.465,-0.005,63.0,0,0.4051301304914971,1,0.443678161,0.5204081629999999,23328.0,46.9,865.0,14.2,0.12340606363806914,0.09949062256610253,0.21071653941705845,0.8370802326308548,1.0
2014,FL_8,0.3414950519580837,113.0,20909.0,0.513,-0.315,0.5489999999999999,-0.569,67.0,0,0.38914428103311904,1,0.462068966,0.540816327,24667.0,47.7,865.0,9.1,0.12394085558747582,0.1035418459853117,0.21890754423814263,0.832991929263685,0.0
2016,FL_8,0.34044883639966794,114.0,20909.0,0.513,-0.315,0.601,-0.39399999999999996,69.0,0,0.3414950519580837,1,0.43218390799999995,0.44897959200000004,25081.0,48.1,885.0,6.1,0.13497575326088418,0.09287239901669733,0.21096677995244684,0.8320231586583023,0.0
2018,FL_8,0.3948714388848781,115.0,20909.0,0.513,-0.315,0.574,-0.35600000000000004,71.0,0,0.34044883639966794,0,0.554022989,0.469387755,26671.0,48.5,900.0,4.5,0.1378427541602102,0.09439189001747704,0.213102366864687,0.8323485157722726,0.0
2006,FL_9,0.4408211133030901,109.0,15006.0,0.382,-0.21899999999999997,0.42,-0.136,76.0,0,0.0,0,0.464367816,0.484848485,25410.0,41.8,964.0,5.1,0.12911058019151953,0.05515348108437089,0.21207777324553737,0.8751160577277937,0.0
2008,FL_9,0.3684233547269615,110.0,20758.0,0.40399999999999997,0.023,0.35600000000000004,0.071,45.0,0,0.4408211133030901,0,0.535632184,0.5,26831.0,42.0,1050.0,6.3,0.13382548727233998,0.054220364256044304,0.19980695494727874,0.883700340824369,0.0
2010,FL_9,0.28566740503732874,111.0,20758.0,0.40399999999999997,0.023,0.368,-0.012,47.0,0,0.3684233547269615,1,0.590804598,0.581632653,25318.0,42.0,1015.0,11.5,0.1374394423406461,0.061704023778797946,0.19923469927436585,0.8617923480505194,0.0
2012,FL_9,0.6251862580427455,112.0,20758.0,0.40399999999999997,0.023,0.401,0.024,49.0,0,0.28566740503732874,1,0.443678161,0.5204081629999999,21658.0,34.7,1059.0,10.9,0.104763162804379,0.11838387194735832,0.195535207258931,0.7535961695330257,1.0
2014,FL_9,0.5559405969919379,113.0,20908.0,-0.363,-0.457,-0.39399999999999996,-0.358,56.0,1,0.6251862580427455,1,0.462068966,0.540816327,22035.0,35.4,1069.0,8.4,0.11206984998564921,0.1046425097371015,0.18265880339171914,0.7392119149135122,0.0
2016,FL_9,0.574848202118548,114.0,20908.0,-0.363,-0.457,-0.33299999999999996,-0.597,58.0,1,0.5559405969919379,1,0.43218390799999995,0.44897959200000004,24323.0,37.4,1029.0,6.4,0.11490802194648353,0.1408652985939408,0.20256906909972106,0.7455235826229386,0.0
2018,FL_9,0.5800958836171268,115.0,21746.0,-0.38299999999999995,0.157,-0.38299999999999995,0.158,40.0,1,0.574848202118548,0,0.554022989,0.469387755,23973.0,38.3,1047.0,4.8,0.10529089873352168,0.13573126032142427,0.19663039663039664,0.7283268791465513,0.0
2006,GA_1,0.31499902617778386,109.0,29338.0,0.54,0.302,0.505,0.155,51.0,0,0.0,0,0.464367816,0.484848485,21823.0,34.7,651.0,5.8,0.07654650514768428,0.22726072800868213,0.2141979291936761,0.7211597688675094,1.0
2008,GA_1,0.3346675543648279,110.0,29338.0,0.54,0.302,0.55,0.49700000000000005,53.0,0,0.31499902617778386,0,0.535632184,0.5,22729.0,34.3,717.0,5.9,0.07526520501446705,0.2472384062723195,0.2152560617767385,0.6997483418752986,0.0
2010,GA_1,0.2837117255785828,111.0,29338.0,0.54,0.302,0.613,0.42200000000000004,55.0,0,0.3346675543648279,1,0.590804598,0.581632653,21407.0,35.1,758.0,10.8,0.07843928311779869,0.263094556189553,0.21747840981692407,0.6733052807825339,0.0
2012,GA_1,0.37021796618318775,112.0,29338.0,0.54,0.302,0.552,0.11,57.0,0,0.2837117255785828,1,0.443678161,0.5204081629999999,23086.0,34.4,866.0,11.1,0.09417506565976697,0.29724110042551166,0.2013491560428674,0.6351359860298964,1.0
2014,GA_1,0.39086459824166836,113.0,29338.0,0.54,0.302,0.69,-0.059000000000000004,59.0,0,0.37021796618318775,1,0.462068966,0.540816327,25251.0,35.0,901.0,8.1,0.09997970734703727,0.2976904767128096,0.20124278788144703,0.623199712612158,0.0
2016,GA_1,0.0,114.0,21513.0,0.5720000000000001,0.37,0.551,0.272,59.0,0,0.39086459824166836,1,0.43218390799999995,0.44897959200000004,26516.0,35.8,910.0,8.2,0.10648867022986439,0.2966185035659219,0.19431005268520182,0.6299450265060503,0.0
2018,GA_1,0.42042063808453833,115.0,21513.0,0.5720000000000001,0.37,0.6409999999999999,0.613,61.0,0,0.0,0,0.554022989,0.469387755,26488.0,35.6,919.0,6.8,0.1001694021682407,0.293025608362526,0.19340749919045566,0.6339641980694041,0.0
2006,GA_10,0.3263577735432296,109.0,99342.0,0.581,0.139,0.6409999999999999,0.162,64.0,0,0.0,0,0.464367816,0.484848485,23877.0,35.0,815.0,5.1,0.08521719216744218,0.05341158173678237,0.20548384742567954,0.8685597948495974,1.0
2008,GA_10,0.3927263508768324,110.0,20753.0,0.9129999999999999,-0.408,0.84,0.121,62.0,0,0.3263577735432296,0,0.535632184,0.5,22400.0,35.0,759.0,6.0,0.0900265143216659,0.1842899835408978,0.20287809591218817,0.7702003179471624,0.0
2010,GA_10,0.32641839905936076,111.0,20753.0,0.9129999999999999,-0.408,0.924,0.02,64.0,0,0.3927263508768324,1,0.590804598,0.581632653,21654.0,36.4,801.0,10.1,0.09865919769193468,0.1918090304142483,0.19674789901127546,0.7535550753123128,0.0
2012,GA_10,0.0,112.0,20753.0,0.9129999999999999,-0.408,0.903,-0.32799999999999996,66.0,0,0.32641839905936076,1,0.443678161,0.5204081629999999,22163.0,35.5,860.0,8.9,0.0884967501193459,0.247160415013008,0.20587238321756546,0.6961227412552646,1.0
2014,GA_10,0.33477707654723127,113.0,20753.0,0.9129999999999999,-0.408,0.991,-0.136,68.0,0,0.0,1,0.462068966,0.540816327,22312.0,37.1,865.0,8.1,0.09317516151183486,0.2673122468713651,0.21236739212691116,0.6859060778900459,0.0
2016,GA_10,0.0,114.0,21514.0,0.7340000000000001,-0.113,0.713,-0.115,56.0,0,0.33477707654723127,1,0.43218390799999995,0.44897959200000004,24999.0,36.3,872.0,5.8,0.0948299580289805,0.24863378397332844,0.20360529978528966,0.6870920233484026,0.0
2018,GA_10,0.3706335383983736,115.0,21514.0,0.7340000000000001,-0.113,0.833,-0.071,58.0,0,0.0,0,0.554022989,0.469387755,25761.0,36.4,897.0,4.6,0.09897833716502134,0.24576636926977163,0.2215534486549282,0.6881594054595447,0.0
2006,GA_11,0.2893605540066553,109.0,20319.0,0.561,0.272,0.534,0.18,64.0,0,0.4260415527350716,0,0.464367816,0.484848485,21522.0,34.0,782.0,6.9,0.07611044029338185,0.3142633171209516,0.2184288746097042,0.5825853429676159,1.0
2008,GA_11,0.31814020621312256,110.0,20319.0,0.561,0.272,0.588,0.368,66.0,0,0.2893605540066553,0,0.535632184,0.5,26672.0,34.8,961.0,6.9,0.10824841376658335,0.15262577709414857,0.20121643273729412,0.774603601871435,0.0
2010,GA_11,0.0,111.0,20319.0,0.561,0.272,0.54,0.32299999999999995,68.0,0,0.31814020621312256,1,0.590804598,0.581632653,24161.0,35.7,982.0,12.4,0.10659935198193773,0.153544491275362,0.19738914461869608,0.7686831882082542,0.0
2012,GA_11,0.3144670942952308,112.0,20319.0,0.561,0.272,0.575,0.039,70.0,0,0.0,1,0.443678161,0.5204081629999999,30113.0,35.7,1112.0,8.5,0.1662434397473632,0.1562102783411388,0.14599492692627095,0.7537257150604758,1.0
2014,GA_11,0.0,113.0,20319.0,0.561,0.272,0.5720000000000001,-0.004,72.0,0,0.3144670942952308,1,0.462068966,0.540816327,31526.0,35.9,1111.0,6.4,0.16900612133171716,0.17617410562227565,0.147834504784402,0.731184041237284,0.0
2016,GA_11,0.3259422611793961,114.0,21515.0,0.6779999999999999,-0.087,0.6679999999999999,-0.09699999999999999,53.0,0,0.0,1,0.43218390799999995,0.44897959200000004,32739.0,36.3,1162.0,4.6,0.17733294599206473,0.1648228698847398,0.13885922762057307,0.7276663735435445,0.0
2018,GA_11,0.3813303099017385,115.0,21515.0,0.6779999999999999,-0.087,0.7190000000000001,-0.044000000000000004,55.0,0,0.3259422611793961,0,0.554022989,0.469387755,34859.0,36.9,1218.0,4.0,0.17936897244098585,0.16447498465475807,0.14263792511521936,0.7460414477585543,0.0
2006,GA_12,0.5030328985242702,109.0,20507.0,-0.11900000000000001,0.46,-0.157,0.528,51.0,1,0.5181144805837703,0,0.464367816,0.484848485,18837.0,30.9,715.0,7.2,0.07639270095008294,0.4226662645151561,0.19798823706831548,0.532595385311416,1.0
2008,GA_12,0.6600036096015401,110.0,20507.0,-0.11900000000000001,0.46,-0.037000000000000005,0.39899999999999997,53.0,1,0.5030328985242702,0,0.535632184,0.5,19927.0,33.2,681.0,7.3,0.06031896021727679,0.44179907765943244,0.22934234447057858,0.5177329731617383,0.0
2010,GA_12,0.5658549422572018,111.0,20507.0,-0.11900000000000001,0.46,-0.187,0.5379999999999999,55.0,1,0.6600036096015401,1,0.590804598,0.581632653,19762.0,34.1,755.0,11.4,0.06778167005180401,0.4355659074830553,0.23165322120541318,0.516184474771218,0.0
2012,GA_12,0.537000088761621,112.0,20507.0,-0.11900000000000001,0.46,-0.184,0.6809999999999999,57.0,1,0.5658549422572018,1,0.443678161,0.5204081629999999,21479.0,34.7,705.0,9.8,0.07552820969218789,0.34665017927894776,0.21568669399351345,0.5988316204135539,1.0
2014,GA_12,0.4524680182718477,113.0,20507.0,-0.11900000000000001,0.46,-0.134,0.523,59.0,1,0.537000088761621,1,0.462068966,0.540816327,20995.0,35.0,726.0,9.7,0.0814420177073891,0.3568215635635978,0.22736692378297332,0.58724138717383,0.0
2016,GA_12,0.38399147200593253,114.0,21516.0,0.617,0.29,0.617,0.446,65.0,0,0.4524680182718477,1,0.43218390799999995,0.44897959200000004,22781.0,35.7,736.0,7.2,0.07756017611844938,0.35614400600025004,0.22353986971679377,0.5823464866591663,0.0
2018,GA_12,0.40543925999084623,115.0,21516.0,0.617,0.29,0.615,0.09300000000000001,67.0,0,0.38399147200593253,0,0.554022989,0.469387755,22031.0,35.9,733.0,7.1,0.08444165950836656,0.3520057764369509,0.21031154858583806,0.5782606229865119,0.0
2006,GA_13,0.6923831734872874,109.0,20321.0,-0.301,0.16699999999999998,-0.264,0.373,61.0,1,1.0,0,0.464367816,0.484848485,23969.0,32.1,986.0,9.8,0.09477951823088061,0.5071120179018034,0.19967355535079637,0.3461340002632618,1.0
2008,GA_13,0.690449605853024,110.0,20321.0,-0.301,0.16699999999999998,-0.35200000000000004,0.26,63.0,1,0.6923831734872874,0,0.535632184,0.5,29540.0,33.3,1074.0,7.8,0.10933591974981002,0.5407863367967385,0.19667584386292503,0.3464932545698237,0.0
2010,GA_13,0.6943013386781481,111.0,20321.0,-0.301,0.16699999999999998,-0.395,0.465,65.0,1,0.690449605853024,1,0.590804598,0.581632653,25310.0,33.0,1090.0,15.8,0.11036471009214824,0.5741969703506505,0.16955047596811484,0.31380903920677905,0.0
2012,GA_13,0.7174448919861617,112.0,20321.0,-0.301,0.16699999999999998,-0.35100000000000003,0.132,67.0,1,0.6943013386781481,1,0.443678161,0.5204081629999999,26358.0,35.0,1032.0,13.7,0.12008570579999152,0.5611339754196897,0.171575657289943,0.3526977526977527,1.0
2014,GA_13,1.0,113.0,20321.0,-0.301,0.16699999999999998,-0.344,0.17,69.0,1,0.7174448919861617,1,0.462068966,0.540816327,26710.0,35.1,1022.0,9.7,0.10604370480574818,0.5668392720092044,0.18581488920031886,0.3416682065814835,0.0
2016,GA_13,1.0,114.0,20321.0,-0.301,0.16699999999999998,-0.276,0.135,71.0,1,1.0,1,0.43218390799999995,0.44897959200000004,30060.0,35.2,1045.0,6.8,0.11949189110956852,0.5957012562012709,0.18189590709417355,0.3050167645379768,0.0
2018,GA_13,0.7608091015305929,115.0,20321.0,-0.301,0.16699999999999998,-0.272,-0.006,73.0,1,1.0,0,0.554022989,0.469387755,29504.0,36.1,1052.0,6.9,0.11026784705918305,0.6058347317609825,0.1913394478834914,0.3115165333343963,0.0
2014,GA_14,0.0,113.0,20962.0,0.748,-0.048,0.753,-0.099,44.0,0,0.27028814920252564,1,0.462068966,0.540816327,22453.0,37.2,770.0,7.3,0.07417215519307818,0.09712408825778762,0.21981120230118598,0.8504328991975527,0.0
2016,GA_14,0.0,114.0,20962.0,0.748,-0.048,0.632,0.036000000000000004,46.0,0,0.0,1,0.43218390799999995,0.44897959200000004,24747.0,38.1,755.0,5.6,0.07884383589420088,0.09544676249267788,0.21813888388230523,0.8437556324066147,0.0
2018,GA_14,0.23478238118287306,115.0,20962.0,0.748,-0.048,0.6559999999999999,0.27,48.0,0,0.0,0,0.554022989,0.469387755,26370.0,37.8,769.0,5.2,0.06941838910841236,0.09302092036203008,0.22986594733017462,0.8543301760077662,0.0
2006,GA_2,0.6787313689915716,109.0,29339.0,-0.282,0.47100000000000003,-0.228,0.521,59.0,1,0.6678552528143288,0,0.464367816,0.484848485,17175.0,33.2,567.0,8.9,0.058679498733230175,0.4316554880735051,0.21308629647205765,0.5298962315336803,1.0
2008,GA_2,0.6894893509613292,110.0,29339.0,-0.282,0.47100000000000003,-0.34700000000000003,0.461,61.0,1,0.6787313689915716,0,0.535632184,0.5,20647.0,34.6,616.0,8.7,0.061903083616892486,0.47983740325667623,0.22157757404015294,0.4785445947804043,0.0
2010,GA_2,0.5144090419934242,111.0,29339.0,-0.282,0.47100000000000003,-0.34,0.494,63.0,1,0.6894893509613292,1,0.590804598,0.581632653,18132.0,36.0,650.0,14.5,0.05305770995833478,0.4949109133861745,0.2257018586915039,0.4624334886185503,0.0
2012,GA_2,0.6378365032273741,112.0,29339.0,-0.282,0.47100000000000003,-0.282,0.564,65.0,1,0.5144090419934242,1,0.443678161,0.5204081629999999,18940.0,35.5,678.0,13.3,0.06644317646261896,0.5153356460630029,0.2089902441625675,0.43224600448805994,1.0
2014,GA_2,0.5915469613259668,113.0,29339.0,-0.282,0.47100000000000003,-0.302,0.531,67.0,1,0.6378365032273741,1,0.462068966,0.540816327,20328.0,35.6,700.0,13.4,0.0669534334682538,0.5148611933895778,0.21465779129252258,0.42936665197813645,0.0
2016,GA_2,0.6122984843301086,114.0,29339.0,-0.282,0.47100000000000003,-0.308,0.514,69.0,1,0.5915469613259668,1,0.43218390799999995,0.44897959200000004,20769.0,36.1,703.0,9.0,0.06976484728759201,0.5186093144751013,0.22129762407697204,0.42247457768310315,0.0
2018,GA_2,0.5956267364235271,115.0,29339.0,-0.282,0.47100000000000003,-0.344,0.505,71.0,1,0.6122984843301086,0,0.554022989,0.469387755,21693.0,36.0,695.0,9.8,0.06716510903426791,0.5210903426791277,0.2291099243435692,0.42334816792760716,0.0
2006,GA_3,0.32350271526304597,109.0,20317.0,-0.11900000000000001,0.8029999999999999,-0.134,0.74,58.0,1,0.628832345829411,0,0.464367816,0.484848485,17722.0,35.3,568.0,8.2,0.05629799899434396,0.4093816464650566,0.2408983444153297,0.5572021524786923,1.0
2008,GA_3,0.343052802727562,110.0,20506.0,0.672,0.18899999999999997,0.6709999999999999,0.177,58.0,0,0.32350271526304597,0,0.535632184,0.5,27178.0,35.8,1006.0,6.9,0.1031717295153897,0.24077887659321953,0.20457831385890404,0.7174083042285536,0.0
2010,GA_3,0.3052064928416916,111.0,20506.0,0.672,0.18899999999999997,0.691,0.18100000000000002,60.0,0,0.343052802727562,1,0.590804598,0.581632653,26015.0,37.8,1023.0,11.9,0.10764478707529986,0.24541836391035113,0.20192631524606244,0.7023417660839703,0.0
2012,GA_3,0.0,112.0,20506.0,0.672,0.18899999999999997,0.655,0.102,62.0,0,0.3052064928416916,1,0.443678161,0.5204081629999999,25661.0,38.0,937.0,11.5,0.09745982227129955,0.23398106895538615,0.20555327673985213,0.710144104735316,1.0
2014,GA_3,0.0,113.0,20506.0,0.672,0.18899999999999997,0.6579999999999999,-0.146,64.0,0,0.0,1,0.462068966,0.540816327,25459.0,37.0,923.0,8.7,0.10147754055655865,0.24430554215538985,0.19867682935233552,0.694289691673673,0.0
2016,GA_3,0.31653402025812455,114.0,20506.0,0.672,0.18899999999999997,0.597,-0.024,66.0,0,0.0,1,0.43218390799999995,0.44897959200000004,27040.0,38.3,910.0,6.2,0.11117825187377536,0.24650936545128185,0.20332004220276512,0.6886093640810622,0.0
2018,GA_3,0.3444652279325521,115.0,21717.0,0.53,0.122,0.53,0.122,51.0,0,0.31653402025812455,0,0.554022989,0.469387755,28398.0,38.6,952.0,5.9,0.12092279010278213,0.24446187739307867,0.20002276219199908,0.6930870680941813,0.0
2006,GA_4,0.7535747183447885,109.0,29344.0,-0.5329999999999999,-0.583,-0.614,-0.418,51.0,1,0.6375713649431105,0,0.464367816,0.484848485,26448.0,35.2,1048.0,9.0,0.15071463183614195,0.5408671617777738,0.16390929892442896,0.34334096056239466,1.0
2008,GA_4,1.0,110.0,20712.0,-0.469,0.021,-0.48,-0.057999999999999996,54.0,1,0.7535747183447885,0,0.535632184,0.5,26753.0,34.7,1075.0,9.9,0.12527227096522783,0.5476695931857375,0.16456071678875844,0.30152791631648285,0.0
2010,GA_4,0.7466551819887004,111.0,20712.0,-0.469,0.021,-0.42700000000000005,0.10400000000000001,56.0,1,1.0,1,0.590804598,0.581632653,22588.0,33.1,1041.0,18.1,0.11401298546580892,0.5727885989992852,0.15975994758160592,0.28132147962830595,0.0
2012,GA_4,0.7356799177180858,112.0,20712.0,-0.469,0.021,-0.486,0.07200000000000001,58.0,1,0.7466551819887004,1,0.443678161,0.5204081629999999,25935.0,35.1,1028.0,14.7,0.11188070986033813,0.5902411704994924,0.17192621372816688,0.3128313906682068,1.0
2014,GA_4,1.0,113.0,20712.0,-0.469,0.021,-0.478,0.13699999999999998,60.0,1,0.7356799177180858,1,0.462068966,0.540816327,24560.0,35.7,1000.0,11.1,0.12127402806552191,0.5722719453242665,0.16706413113169596,0.3133942092379254,0.0
2016,GA_4,0.7571945972160598,114.0,20712.0,-0.469,0.021,-0.47700000000000004,0.031,62.0,1,1.0,1,0.43218390799999995,0.44897959200000004,28002.0,35.3,1057.0,7.2,0.12317735715624514,0.5928951324851484,0.17598132592822022,0.3007764468484181,0.0
2018,GA_4,0.7878693808075453,115.0,20712.0,-0.469,0.021,-0.486,-0.306,64.0,1,0.7571945972160598,0,0.554022989,0.469387755,29771.0,36.4,1081.0,6.2,0.12008032862660507,0.6024855912484625,0.17298597382790976,0.26527771611821577,0.0
2006,GA_5,1.0,109.0,15431.0,-0.59,-0.226,-0.603,-0.44299999999999995,66.0,1,1.0,0,0.464367816,0.484848485,25294.0,34.2,984.0,8.6,0.16251040363893698,0.5364093982134671,0.1484222816645229,0.3764136709379075,1.0
2008,GA_5,1.0,110.0,15431.0,-0.59,-0.226,-0.552,-0.531,68.0,1,1.0,0,0.535632184,0.5,28665.0,35.8,1063.0,8.0,0.180333563434849,0.5103094840749549,0.14232099013618363,0.41171270914232244,0.0
2010,GA_5,0.7371987102883814,111.0,15431.0,-0.59,-0.226,-0.536,-0.401,70.0,1,1.0,1,0.590804598,0.581632653,23984.0,33.4,1047.0,14.5,0.1717251342558673,0.4893413794144712,0.13933526062087478,0.4190213426699237,0.0
2012,GA_5,0.8439306358381503,112.0,15431.0,-0.59,-0.226,-0.552,-0.257,72.0,1,0.7371987102883814,1,0.443678161,0.5204081629999999,23429.0,33.2,1015.0,15.2,0.14296226489933977,0.5925158967779703,0.14713803286177565,0.3243653940581817,1.0
2014,GA_5,1.0,113.0,15431.0,-0.59,-0.226,-0.5489999999999999,-0.165,74.0,1,0.8439306358381503,1,0.462068966,0.540816327,25476.0,33.5,1015.0,11.0,0.15356306638338466,0.5811527121363222,0.14714044139964444,0.33139254433508214,0.0
2016,GA_5,0.8443914303491278,114.0,15431.0,-0.59,-0.226,-0.5379999999999999,-0.41200000000000003,76.0,1,1.0,1,0.43218390799999995,0.44897959200000004,27204.0,33.8,1070.0,7.5,0.15913421742717726,0.5769989395687937,0.1506320464182699,0.31947596244495585,0.0
2018,GA_5,1.0,115.0,15431.0,-0.59,-0.226,-0.688,-0.02,78.0,1,0.8443914303491278,0,0.554022989,0.469387755,29318.0,33.0,1111.0,6.9,0.15415556433825872,0.5827135153052768,0.16123003174522227,0.31968841235641343,0.0
2006,GA_6,0.27612208617142403,109.0,20505.0,0.644,-0.073,0.622,-0.091,52.0,0,0.0,0,0.464367816,0.484848485,40109.0,37.9,1434.0,4.3,0.2320919692899567,0.1075811365932813,0.11033097996894753,0.7764260596949489,1.0
2008,GA_6,0.3151734398987195,110.0,20505.0,0.644,-0.073,0.628,-0.106,54.0,0,0.27612208617142403,0,0.535632184,0.5,39079.0,36.7,1448.0,4.3,0.22407942195007968,0.09826249505709801,0.10900626700058716,0.793812085844727,0.0
2010,GA_6,0.0,111.0,20505.0,0.644,-0.073,0.674,-0.057999999999999996,56.0,0,0.3151734398987195,1,0.590804598,0.581632653,37089.0,37.2,1351.0,8.9,0.22844709371925168,0.10196386304820557,0.10839005863383554,0.7617537378907677,0.0
2012,GA_6,0.35494194548929714,112.0,20505.0,0.644,-0.073,0.652,-0.051,58.0,0,0.0,1,0.443678161,0.5204081629999999,37038.0,36.9,1262.0,7.0,0.2503042245344527,0.1248018353949895,0.0855177957397401,0.7149485888447282,1.0
2014,GA_6,0.33959449701668376,113.0,20505.0,0.644,-0.073,0.6579999999999999,-0.037000000000000005,60.0,0,0.35494194548929714,1,0.462068966,0.540816327,40254.0,37.5,1273.0,4.5,0.24997370538281546,0.1373139058229259,0.10108333822800233,0.7081010642148701,0.0
2016,GA_6,0.38317510467630866,114.0,20505.0,0.644,-0.073,0.635,-0.081,62.0,0,0.33959449701668376,1,0.43218390799999995,0.44897959200000004,41303.0,38.4,1385.0,3.7,0.2507526415204152,0.14929550637298214,0.08806302612155491,0.6771286924407808,0.0
2018,GA_6,0.5045491408586344,115.0,21752.0,0.499,0.305,0.499,0.305,56.0,0,0.38317510467630866,0,0.554022989,0.469387755,44928.0,37.8,1444.0,3.8,0.2641656607909422,0.13367989222476795,0.08932837468551234,0.677189911540226,0.0
2006,GA_7,0.2908687009135644,109.0,29341.0,0.5589999999999999,-0.008,0.619,-0.08199999999999999,64.0,0,0.0,0,0.464367816,0.484848485,31840.0,34.5,1273.0,5.3,0.15446054294047493,0.13969558491858255,0.1681226162220884,0.7431908085066184,1.0
2008,GA_7,0.3797157442824425,110.0,29341.0,0.5589999999999999,-0.008,0.612,0.035,66.0,0,0.2908687009135644,0,0.535632184,0.5,30818.0,34.6,1277.0,7.7,0.1462418581636921,0.21327922268830649,0.1544571942713424,0.6303254071888906,0.0
2010,GA_7,0.3292954388188116,111.0,29341.0,0.5589999999999999,-0.008,0.6509999999999999,-0.20600000000000002,68.0,0,0.3797157442824425,1,0.590804598,0.581632653,29439.0,35.0,1280.0,11.8,0.14557732503387924,0.2218944586815593,0.16052903004231758,0.6181201102073004,0.0
2012,GA_7,0.37838105892901064,112.0,21122.0,0.648,-0.256,0.687,-0.27399999999999997,42.0,0,0.3292954388188116,1,0.443678161,0.5204081629999999,31042.0,35.2,1246.0,8.6,0.16628962275605375,0.18769669201536832,0.14963735400306194,0.5744153493389753,1.0
2014,GA_7,0.3461297065106611,113.0,21122.0,0.648,-0.256,0.6990000000000001,-0.38299999999999995,44.0,0,0.37838105892901064,1,0.462068966,0.540816327,30591.0,35.5,1186.0,5.2,0.16916557325669726,0.18831175730017158,0.1413513484799388,0.5877229095506483,0.0
2016,GA_7,0.396183155798974,114.0,21122.0,0.648,-0.256,0.597,-0.26899999999999996,46.0,0,0.3461297065106611,1,0.43218390799999995,0.44897959200000004,32281.0,36.5,1256.0,3.2,0.16525249916441312,0.2108236354612946,0.12979576230844803,0.5378508198879807,0.0
2018,GA_7,0.4984034041576073,115.0,21122.0,0.648,-0.256,0.579,0.021,48.0,0,0.396183155798974,0,0.554022989,0.469387755,34381.0,36.1,1316.0,4.4,0.18241542950270714,0.20491720041808464,0.13746761577823682,0.5436388224279621,0.0
2006,GA_8,0.5054898225208062,109.0,20506.0,0.672,0.18899999999999997,0.688,0.249,56.0,0,0.2444978682144802,0,0.464367816,0.484848485,27347.0,35.3,1015.0,6.2,0.1060324027073833,0.1849109249548621,0.2171865728628914,0.7652156898122442,1.0
