year,dist_id,dem_vote_share,congress,icpsr,nominate_dim1,nominate_dim2,nokken_poole_dim1,nokken_poole_dim2,age,dem_incumbent,dem_prior_vote_share,president,house,senate,median_HH_income,median_age,mortgage_cost,unemp_rate,bachelor_deg_perc,black_perc,HS_diploma_perc,white_perc,redistricted
2016,MA_7,1.0,114.0,29919.0,-0.58,-0.083,-0.44299999999999995,-0.43799999999999994,64.0,1,1.0,1,0.43218390799999995,0.44897959200000004,30595.0,31.8,1549.0,7.2,0.16154563877341746,0.2646472606211971,0.15315212411107673,0.4927673315168775,0.0
2018,MA_7,1.0,115.0,29919.0,-0.58,-0.083,-0.575,-0.04,66.0,1,1.0,0,0.554022989,0.469387755,31442.0,31.7,1619.0,6.4,0.15803772836568256,0.25728787090057265,0.15666939342108524,0.5086475298083836,0.0
2006,MA_8,1.0,109.0,29919.0,-0.58,-0.083,-0.5589999999999999,0.06,54.0,1,1.0,0,0.464367816,0.484848485,23261.0,31.7,1223.0,6.6,0.1497779354810501,0.21828580653732382,0.14687873646045468,0.5637378141990121,0.0
2008,MA_8,1.0,110.0,29919.0,-0.58,-0.083,-0.516,-0.313,56.0,1,1.0,0,0.535632184,0.5,26400.0,31.3,1340.0,7.8,0.14450639331875492,0.21581548092622715,0.13580243113851703,0.5543220496784489,0.0
2010,MA_8,1.0,111.0,29919.0,-0.58,-0.083,-0.47200000000000003,-0.307,58.0,1,1.0,1,0.590804598,0.581632653,25651.0,30.0,1371.0,12.4,0.15176429086242393,0.21990304991348086,0.13966985880199131,0.5506433435007253,0.0
2012,MA_8,0.7624718043212676,112.0,29919.0,-0.58,-0.083,-0.562,-0.251,60.0,1,1.0,1,0.443678161,0.5204081629999999,35579.0,39.5,1488.0,8.3,0.1860793716734089,0.09508118260271008,0.18543405165517862,0.7889359882874417,1.0
2014,MA_8,1.0,113.0,20119.0,-0.35100000000000003,0.037000000000000005,-0.316,-0.17,59.0,1,0.7624718043212676,1,0.462068966,0.540816327,36856.0,39.7,1517.0,6.9,0.19089932000297966,0.09944823402964745,0.171763097125709,0.7804934501069479,0.0
2016,MA_8,0.7251092269700318,114.0,20119.0,-0.35100000000000003,0.037000000000000005,-0.34600000000000003,0.003,61.0,1,1.0,1,0.43218390799999995,0.44897959200000004,40453.0,39.3,1646.0,5.6,0.2004610974843824,0.09707859592714453,0.16883689193415405,0.7555808561835913,0.0
2018,MA_8,1.0,115.0,20119.0,-0.35100000000000003,0.037000000000000005,-0.374,0.239,63.0,1,0.7251092269700318,0,0.554022989,0.469387755,43959.0,39.8,1707.0,4.8,0.20108176859330745,0.10637784537920907,0.1582437322983321,0.7452480855973985,0.0
2006,MA_9,0.7824175418179131,109.0,20119.0,-0.35100000000000003,0.037000000000000005,-0.377,0.192,51.0,1,1.0,0,0.464367816,0.484848485,31483.0,39.1,1390.0,6.1,0.1528238217890055,0.12555363319100207,0.19486952275609873,0.7740614952113362,0.0
2008,MA_9,1.0,110.0,20119.0,-0.35100000000000003,0.037000000000000005,-0.355,0.115,53.0,1,0.7824175418179131,0,0.535632184,0.5,34146.0,39.1,1467.0,5.8,0.15593542319651107,0.12913952363888442,0.1894334272744201,0.7817536260685733,0.0
2010,MA_9,0.7237094306935254,111.0,20119.0,-0.35100000000000003,0.037000000000000005,-0.355,0.069,55.0,1,1.0,1,0.590804598,0.581632653,35145.0,39.0,1512.0,10.6,0.16654751570239493,0.1437906827951014,0.1738572771701746,0.7470405003138977,0.0
2012,MA_9,0.6461089937288367,112.0,20119.0,-0.35100000000000003,0.037000000000000005,-0.33899999999999997,-0.055999999999999994,57.0,1,0.7237094306935254,1,0.443678161,0.5204081629999999,28547.0,44.5,1199.0,8.7,0.14314294863198343,0.025526639170404753,0.20280089659343756,0.9104200250148474,1.0
2014,MA_9,0.5498112646054569,113.0,21140.0,-0.32899999999999996,-0.13699999999999998,-0.322,-0.22699999999999998,62.0,1,0.6461089937288367,1,0.462068966,0.540816327,30406.0,45.1,1185.0,6.3,0.14706301614604617,0.03220792056357073,0.19784438811874736,0.885029507635873,0.0
2016,MA_9,0.6236583204011861,114.0,21140.0,-0.32899999999999996,-0.13699999999999998,-0.32,-0.034,64.0,1,0.5498112646054569,1,0.43218390799999995,0.44897959200000004,32183.0,45.5,1266.0,5.6,0.1581205358469966,0.025133029394834486,0.2065448570525172,0.8795749545308366,0.0
2018,MA_9,0.5932205104001618,115.0,21140.0,-0.32899999999999996,-0.13699999999999998,-0.32799999999999996,0.044000000000000004,66.0,1,0.6236583204011861,0,0.554022989,0.469387755,35101.0,46.1,1322.0,3.8,0.15450387272486607,0.033151808408084786,0.2010300525588864,0.8827833881295267,0.0
2006,MD_1,0.3113920755629102,109.0,29122.0,0.204,-0.563,0.24100000000000002,-0.612,60.0,0,0.24107410973280374,0,0.464367816,0.484848485,30530.0,39.4,1085.0,4.8,0.12916759595517532,0.11547023401238023,0.2070889634189962,0.8451433629162687,0.0
2008,MD_1,0.5040594628755573,110.0,29122.0,0.204,-0.563,0.14400000000000002,-0.507,62.0,0,0.3113920755629102,0,0.535632184,0.5,32183.0,40.1,1247.0,4.2,0.1275186585274532,0.11329213804120823,0.21552921990575744,0.8451335287706034,0.0
2010,MD_1,0.4369950420662171,111.0,20921.0,-0.037000000000000005,0.10300000000000001,-0.037000000000000005,0.122,42.0,1,0.5040594628755573,1,0.590804598,0.581632653,31397.0,41.4,1277.0,8.7,0.12932544588385475,0.11706070356156734,0.20335015255422623,0.8309299163334367,0.0
2012,MD_1,0.3023034630116997,112.0,21139.0,0.607,-0.316,0.534,-0.38299999999999995,55.0,0,0.4369950420662171,1,0.443678161,0.5204081629999999,30597.0,42.3,1148.0,8.2,0.12031345275960381,0.11677571043249449,0.22752929349527842,0.8289248888962134,1.0
2014,MD_1,0.2951535863461039,113.0,21139.0,0.607,-0.316,0.611,-0.105,57.0,0,0.3023034630116997,1,0.462068966,0.540816327,31330.0,42.1,1165.0,4.9,0.12275588443242427,0.1216685772338191,0.22112011861533076,0.8281766325052684,0.0
2016,MD_1,0.2993159944077921,114.0,21139.0,0.607,-0.316,0.6809999999999999,-0.249,59.0,0,0.2951535863461039,1,0.43218390799999995,0.44897959200000004,31976.0,42.5,1202.0,5.3,0.12622928533558095,0.12118571486833699,0.22334996397449666,0.8163664541388546,0.0
2018,MD_1,0.3829923273657289,115.0,21139.0,0.607,-0.316,0.7120000000000001,-0.418,61.0,0,0.2993159944077921,0,0.554022989,0.469387755,33478.0,42.6,1187.0,6.0,0.1323020918199133,0.12032392282309858,0.20719425832627159,0.8206721507570824,0.0
2006,MD_2,0.692903021738354,109.0,20329.0,-0.29600000000000004,0.13699999999999998,-0.261,0.045,60.0,1,0.6848559421024846,0,0.464367816,0.484848485,29085.0,36.6,1000.0,6.3,0.10101040807168396,0.31405162056137,0.20780532997495693,0.6148593679883035,0.0
2008,MD_2,0.7433508398249601,110.0,20329.0,-0.29600000000000004,0.13699999999999998,-0.319,0.285,62.0,1,0.692903021738354,0,0.535632184,0.5,31258.0,36.1,1158.0,6.0,0.10086194076802525,0.33044017890847527,0.20694585845182398,0.6041735778263306,0.0
2010,MD_2,0.6586253289861335,111.0,20329.0,-0.29600000000000004,0.13699999999999998,-0.33299999999999996,0.16699999999999998,64.0,1,0.7433508398249601,1,0.590804598,0.581632653,30913.0,36.0,1140.0,9.3,0.09283557515287696,0.3384889074336687,0.20686952525676847,0.5662875637515964,0.0
2012,MD_2,0.6782523002945915,112.0,20329.0,-0.29600000000000004,0.13699999999999998,-0.311,0.163,66.0,1,0.6586253289861335,1,0.443678161,0.5204081629999999,31216.0,36.3,1203.0,9.5,0.11400805845796626,0.3223451478522161,0.20488287919142253,0.5733551867786656,1.0
2014,MD_2,0.6310140811118157,113.0,20329.0,-0.29600000000000004,0.13699999999999998,-0.32,0.177,68.0,1,0.6782523002945915,1,0.462068966,0.540816327,31260.0,36.1,1203.0,7.8,0.1190858323658285,0.3386383540892831,0.20514959216812118,0.5563060911772976,0.0
2016,MD_2,0.6519982358528973,114.0,20329.0,-0.29600000000000004,0.13699999999999998,-0.29600000000000004,0.21100000000000002,70.0,1,0.6310140811118157,1,0.43218390799999995,0.44897959200000004,34591.0,36.2,1282.0,5.2,0.13834404430105052,0.34172911099839465,0.19159603005694506,0.5512675371397794,0.0
2018,MD_2,0.6792647799635748,115.0,20329.0,-0.29600000000000004,0.13699999999999998,-0.256,-0.091,72.0,1,0.6519982358528973,0,0.554022989,0.469387755,35355.0,36.3,1263.0,5.9,0.1312165508949167,0.353656448693402,0.1963719769197091,0.5243930968235194,0.0
2006,MD_3,0.6547384395332205,109.0,15408.0,-0.327,-0.252,-0.336,-0.21100000000000002,63.0,1,0.6523932720353741,0,0.464367816,0.484848485,32375.0,36.7,1208.0,4.4,0.14802558277503652,0.18390658235540958,0.15253440217627226,0.7308845447047417,0.0
2008,MD_3,0.6984009983475155,110.0,20724.0,-0.469,-0.077,-0.419,-0.044000000000000004,46.0,1,0.6547384395332205,0,0.535632184,0.5,36678.0,37.2,1362.0,4.6,0.15773598579555748,0.1943472116534406,0.15070623618509257,0.7264789651049027,0.0
2010,MD_3,0.6290577870688367,111.0,20724.0,-0.469,-0.077,-0.41100000000000003,-0.07,48.0,1,0.6984009983475155,1,0.590804598,0.581632653,36707.0,37.0,1406.0,7.2,0.16440348905775415,0.2006959201611019,0.14753396157141108,0.7021561842881143,0.0
2012,MD_3,0.6933174611412409,112.0,20724.0,-0.469,-0.077,-0.47600000000000003,-0.053,50.0,1,0.6290577870688367,1,0.443678161,0.5204081629999999,38756.0,37.4,1444.0,6.7,0.16982017740655092,0.21744796879853656,0.1498001587685086,0.6532744279156456,1.0
2014,MD_3,0.5963835026875611,113.0,20724.0,-0.469,-0.077,-0.524,-0.081,52.0,1,0.6933174611412409,1,0.462068966,0.540816327,39737.0,36.9,1492.0,6.2,0.17540975925911464,0.23548435795923361,0.15329694499321947,0.6305646439642988,0.0
2016,MD_3,0.6510397709349446,114.0,20724.0,-0.469,-0.077,-0.495,-0.193,54.0,1,0.5963835026875611,1,0.43218390799999995,0.44897959200000004,40601.0,38.2,1520.0,4.6,0.1672215199315332,0.22195046625994874,0.15233993661063172,0.6285283564042368,0.0
2018,MD_3,0.7043317421531619,115.0,20724.0,-0.469,-0.077,-0.521,0.155,56.0,1,0.6510397709349446,0,0.554022989,0.469387755,41881.0,37.3,1560.0,4.3,0.17310081792388476,0.23515802677008443,0.13964017633742404,0.6033743451829953,0.0
2006,MD_4,0.812283543898013,109.0,29355.0,-0.38,0.038,-0.321,0.07400000000000001,55.0,1,0.7881313171763122,0,0.464367816,0.484848485,35516.0,35.2,1401.0,6.5,0.1281308834046031,0.5566528991958435,0.16433835870342534,0.28629723142486024,0.0
2008,MD_4,0.869759920388108,110.0,29355.0,-0.38,0.038,-0.502,-0.245,57.0,1,0.812283543898013,0,0.535632184,0.5,37968.0,36.0,1694.0,6.8,0.13330509197563006,0.5450655581933768,0.15386980145737172,0.2972770624281096,0.0
2010,MD_4,0.8358486136831946,111.0,20763.0,-0.562,-0.294,-0.584,-0.391,52.0,1,0.869759920388108,1,0.590804598,0.581632653,36820.0,35.9,1603.0,10.6,0.1307710554222247,0.5596919127086007,0.16198861416531785,0.27702042752692974,0.0
2012,MD_4,0.7882896915837282,112.0,20763.0,-0.562,-0.294,-0.56,-0.256,54.0,1,0.8358486136831946,1,0.443678161,0.5204081629999999,35488.0,35.7,1492.0,9.0,0.12307136232200339,0.5276556276938186,0.17689044683288777,0.315948769709204,1.0
2014,MD_4,0.7129021154915407,113.0,20763.0,-0.562,-0.294,-0.6,-0.42,56.0,1,0.7882896915837282,1,0.462068966,0.540816327,36541.0,36.9,1481.0,8.5,0.12535122334102086,0.5261705986178595,0.17704079778017423,0.3418555901561875,0.0
2016,MD_4,0.7757135718275081,114.0,20763.0,-0.562,-0.294,-0.474,-0.242,58.0,1,0.7129021154915407,1,0.43218390799999995,0.44897959200000004,38081.0,36.8,1548.0,5.8,0.13079188672348857,0.5231384119887487,0.17106427160088358,0.3047948108085201,0.0
2018,MD_4,0.7942402657709444,115.0,21707.0,-0.342,-0.166,-0.342,-0.166,57.0,1,0.7757135718275081,0,0.554022989,0.469387755,39198.0,38.1,1549.0,5.9,0.1286880067458853,0.5140545844043434,0.1840000630456569,0.29505367418267214,0.0
2006,MD_5,1.0,109.0,14873.0,-0.38,0.11599999999999999,-0.34299999999999997,-0.059000000000000004,67.0,1,0.7014647875749856,0,0.464367816,0.484848485,37154.0,36.1,1506.0,5.1,0.12190693455001468,0.3607166680007471,0.19312681768457002,0.5490381280183569,0.0
2008,MD_5,0.754428874986998,110.0,14873.0,-0.38,0.11599999999999999,-0.436,0.33,69.0,1,1.0,0,0.535632184,0.5,40232.0,36.3,1675.0,4.0,0.11958368132246212,0.3603026594689697,0.18052709053204222,0.5576330712677239,0.0
2010,MD_5,0.6498523158137294,111.0,14873.0,-0.38,0.11599999999999999,-0.42200000000000004,0.22699999999999998,71.0,1,0.754428874986998,1,0.590804598,0.581632653,38202.0,37.0,1713.0,8.5,0.11750362307507846,0.37891370304338307,0.18125801507616277,0.5252781166265261,0.0
2012,MD_5,0.7146626573501972,112.0,14873.0,-0.38,0.11599999999999999,-0.41,0.152,73.0,1,0.6498523158137294,1,0.443678161,0.5204081629999999,40604.0,37.8,1687.0,7.1,0.12276190527910677,0.36926322763534464,0.17860226674124718,0.5318791035130688,1.0
2014,MD_5,0.6418614758933283,113.0,14873.0,-0.38,0.11599999999999999,-0.42700000000000005,0.21899999999999997,75.0,1,0.7146626573501972,1,0.462068966,0.540816327,39919.0,38.3,1707.0,7.7,0.13062507386343267,0.3760920169065928,0.18275107923604297,0.5173627202458175,0.0
2016,MD_5,0.6964031869769575,114.0,14873.0,-0.38,0.11599999999999999,-0.418,0.08199999999999999,77.0,1,0.6418614758933283,1,0.43218390799999995,0.44897959200000004,41691.0,38.3,1715.0,5.1,0.12095559505941172,0.3872560969985122,0.1864936345055788,0.49006598081061387,0.0
2018,MD_5,0.7195503730137646,115.0,14873.0,-0.38,0.11599999999999999,-0.44299999999999995,0.16699999999999998,79.0,1,0.6964031869769575,0,0.554022989,0.469387755,42630.0,38.2,1729.0,4.1,0.13762919530986706,0.38606675020526815,0.1785982430869205,0.48323047155068205,0.0
2006,MD_6,0.39458903228572656,109.0,29356.0,0.493,-0.091,0.579,-0.48,80.0,0,0.3042298030953731,0,0.464367816,0.484848485,30179.0,38.5,1077.0,3.8,0.11073160271973329,0.056143263264924984,0.2186203509645646,0.8967704896488279,0.0
2008,MD_6,0.4017353266506441,110.0,29356.0,0.493,-0.091,0.447,-0.136,82.0,0,0.39458903228572656,0,0.535632184,0.5,30541.0,38.5,1241.0,5.1,0.1190339212878148,0.06538494493792,0.2186244068432842,0.8832006593576974,0.0
2010,MD_6,0.3509104786828045,111.0,29356.0,0.493,-0.091,0.47200000000000003,0.08900000000000001,84.0,0,0.4017353266506441,1,0.590804598,0.581632653,32123.0,40.7,1257.0,7.1,0.12661939728855107,0.06388757485512778,0.21455199810779138,0.8765535462784771,0.0
2012,MD_6,0.6079556467513718,112.0,29356.0,0.493,-0.091,0.424,-0.287,86.0,0,0.3509104786828045,1,0.443678161,0.5204081629999999,34054.0,38.5,1399.0,7.2,0.14116560160082622,0.12097641793613909,0.17444084043377228,0.7093029197865565,1.0
2014,MD_6,0.5074316576829516,113.0,21334.0,-0.276,0.04,-0.285,0.008,51.0,1,0.6079556467513718,1,0.462068966,0.540816327,33900.0,38.7,1394.0,6.8,0.14537001121306276,0.12255996738018107,0.16119538927332205,0.6796333977168775,0.0
2016,MD_6,0.582623231540751,114.0,21334.0,-0.276,0.04,-0.259,0.022000000000000002,53.0,1,0.5074316576829516,1,0.43218390799999995,0.44897959200000004,34119.0,38.9,1398.0,5.0,0.14054432773136963,0.14203926960280464,0.16770661666814005,0.6944433815505965,0.0
2018,MD_6,0.5944346753560624,115.0,21334.0,-0.276,0.04,-0.281,0.10800000000000001,55.0,1,0.582623231540751,0,0.554022989,0.469387755,35725.0,38.9,1426.0,5.1,0.14917728727989163,0.12657128637688297,0.15679000944054508,0.64614759060871,0.0
2006,MD_7,1.0,109.0,29587.0,-0.43799999999999994,-0.151,-0.41,-0.124,55.0,1,0.7488330108528946,0,0.464367816,0.484848485,25784.0,37.1,980.0,7.9,0.10858154379280083,0.5777799446448797,0.1731115128149354,0.3491647977437913,0.0
2008,MD_7,0.8105451901071559,110.0,29587.0,-0.43799999999999994,-0.151,-0.42,-0.026000000000000002,57.0,1,1.0,0,0.535632184,0.5,26565.0,37.3,1084.0,8.3,0.11640729725995995,0.5661099750574226,0.171361427510919,0.34544179331514635,0.0
2010,MD_7,0.7670113140813086,111.0,29587.0,-0.43799999999999994,-0.151,-0.43700000000000006,-0.09,59.0,1,0.8105451901071559,1,0.590804598,0.581632653,27074.0,36.4,1127.0,12.7,0.12031197989354328,0.5566440784591564,0.1681839142238523,0.3326986444021658,0.0
2012,MD_7,0.7861346870786071,112.0,29587.0,-0.43799999999999994,-0.151,-0.495,-0.057,61.0,1,0.7670113140813086,1,0.443678161,0.5204081629999999,27394.0,37.5,1101.0,12.4,0.12611214692593178,0.5506039545108042,0.1699548709699695,0.3519698760678032,1.0
2014,MD_7,0.7213951191776518,113.0,29587.0,-0.43799999999999994,-0.151,-0.479,-0.107,63.0,1,0.7861346870786071,1,0.462068966,0.540816327,29858.0,37.4,1150.0,9.3,0.13176044884356156,0.5368287626061202,0.18185856227596078,0.35863472687360093,0.0
2016,MD_7,0.7744573500132946,114.0,29587.0,-0.43799999999999994,-0.151,-0.512,-0.11199999999999999,65.0,1,0.7213951191776518,1,0.43218390799999995,0.44897959200000004,32159.0,37.7,1170.0,7.7,0.14110647600467663,0.5291133110571502,0.18385322624162048,0.35893710783194627,0.0
2018,MD_7,0.7776021768978376,115.0,29587.0,-0.43799999999999994,-0.151,-0.455,-0.157,67.0,1,0.7744573500132946,0,0.554022989,0.469387755,32289.0,38.9,1199.0,6.2,0.1388482757276254,0.5267601279941183,0.17362892288326523,0.3593707791321687,0.0
2006,MD_8,0.7775097147277114,109.0,20330.0,-0.392,-0.174,-0.371,-0.327,47.0,1,0.749270334844907,0,0.464367816,0.484848485,38830.0,38.6,1583.0,4.1,0.18019136585729953,0.17362159741400593,0.10222542473115193,0.6034541164041821,0.0
2008,MD_8,0.775910108716577,110.0,20330.0,-0.392,-0.174,-0.379,-0.273,49.0,1,0.7775097147277114,0,0.535632184,0.5,40204.0,39.5,1695.0,4.5,0.1758035387758733,0.1693676037226194,0.09983888982238344,0.5985391359354768,0.0
2010,MD_8,0.7455711193298193,111.0,20330.0,-0.392,-0.174,-0.408,0.031,51.0,1,0.775910108716577,1,0.590804598,0.581632653,37826.0,38.2,1719.0,7.1,0.17216886411891053,0.17312972118696687,0.10320235430542096,0.5628785687752978,0.0
2012,MD_8,0.6580601638411926,112.0,20330.0,-0.392,-0.174,-0.39,-0.081,53.0,1,0.7455711193298193,1,0.443678161,0.5204081629999999,40990.0,39.6,1702.0,6.4,0.16453690991656986,0.1162327167532695,0.1261825731133305,0.682232895885441,1.0
2014,MD_8,0.6087870300693291,113.0,20330.0,-0.392,-0.174,-0.44799999999999995,-0.09699999999999999,55.0,1,0.6580601638411926,1,0.462068966,0.540816327,41388.0,40.4,1717.0,6.3,0.1741321051130162,0.12093943318471653,0.11705682483262195,0.6824698692716794,0.0
2016,MD_8,0.6390150242681896,114.0,20330.0,-0.392,-0.174,-0.473,-0.182,57.0,1,0.6087870300693291,1,0.43218390799999995,0.44897959200000004,46075.0,40.4,1739.0,4.6,0.1782699195925742,0.12477943429519352,0.11692095559101043,0.6695938949526113,0.0
2018,MD_8,0.6792179708784135,115.0,21741.0,-0.5529999999999999,-0.18600000000000003,-0.5529999999999999,-0.18600000000000003,56.0,1,0.6390150242681896,0,0.554022989,0.469387755,47834.0,40.4,1773.0,4.3,0.18330460083269545,0.1353714370495639,0.11497551938426229,0.6567461854487062,0.0
2006,ME_1,0.6601417990562176,109.0,29728.0,-0.4,-0.105,-0.374,-0.20800000000000002,61.0,1,0.597363254621803,0,0.464367816,0.484848485,25336.0,41.1,913.0,4.7,0.1435943691298358,0.011130407207465944,0.22758324620173545,0.9609560692206321,0.0
2008,ME_1,0.5489896117834574,110.0,29728.0,-0.4,-0.105,-0.359,-0.083,63.0,1,0.6601417990562176,0,0.535632184,0.5,26437.0,42.1,1017.0,5.1,0.14364380042536035,0.01310703403332439,0.2200617806681365,0.9545263107408735,0.0
2010,ME_1,0.568230767938444,111.0,20920.0,-0.42100000000000004,-0.40299999999999997,-0.46799999999999997,-0.318,55.0,1,0.5489896117834574,1,0.590804598,0.581632653,26610.0,42.6,994.0,7.1,0.14550541416536159,0.014229259633601417,0.21845518999965663,0.9531095806765132,0.0
2012,ME_1,0.6479195620650049,112.0,20920.0,-0.42100000000000004,-0.40299999999999997,-0.434,-0.377,57.0,1,0.568230767938444,1,0.443678161,0.5204081629999999,26741.0,43.3,1009.0,6.6,0.1603289321704903,0.01284047509757861,0.21376390926464278,0.9475535594817008,1.0
2014,ME_1,0.6633170471706493,113.0,20920.0,-0.42100000000000004,-0.40299999999999997,-0.43,-0.49,59.0,1,0.6479195620650049,1,0.462068966,0.540816327,27980.0,43.7,1019.0,4.8,0.1698323773624107,0.017183731922503283,0.2018031120378134,0.9445502237194565,0.0
2016,ME_1,0.5803042474784184,114.0,20920.0,-0.42100000000000004,-0.40299999999999997,-0.386,-0.374,61.0,1,0.6633170471706493,1,0.43218390799999995,0.44897959200000004,30443.0,44.3,1058.0,3.2,0.16486064791877722,0.018276604083322857,0.21033327664105655,0.9412909570888762,0.0
2018,ME_1,0.648472233104966,115.0,20920.0,-0.42100000000000004,-0.40299999999999997,-0.382,-0.444,63.0,1,0.5803042474784184,0,0.554022989,0.469387755,31445.0,44.0,1060.0,3.9,0.1724507851112064,0.016969641976410807,0.19788256334528062,0.9418261061733201,0.0
2006,ME_2,0.7051873470156279,109.0,20328.0,-0.28300000000000003,-0.071,-0.364,0.055999999999999994,51.0,1,0.5952008361953113,0,0.464367816,0.484848485,19904.0,40.9,622.0,6.0,0.0914010519948855,0.009536861931413608,0.28409833931811745,0.9541670175868432,0.0
2008,ME_2,0.6743537321706373,110.0,20328.0,-0.28300000000000003,-0.071,-0.304,-0.26899999999999996,53.0,1,0.7051873470156279,0,0.535632184,0.5,20813.0,41.5,708.0,6.8,0.08819773987804522,0.005524776783307689,0.27436746927641903,0.9617455029364335,0.0
2010,ME_2,0.5513158437409781,111.0,20328.0,-0.28300000000000003,-0.071,-0.23600000000000002,-0.244,55.0,1,0.6743537321706373,1,0.590804598,0.581632653,20767.0,42.9,693.0,9.6,0.09865146332193082,0.008498669707335614,0.26768833143291526,0.9536723679209426,0.0
2012,ME_2,0.581936668308014,112.0,20328.0,-0.28300000000000003,-0.071,-0.23600000000000002,-0.187,57.0,1,0.5513158437409781,1,0.443678161,0.5204081629999999,21868.0,43.7,726.0,8.7,0.0974522677533771,0.00762810353935552,0.28188514074409476,0.954869821145574,1.0
2014,ME_2,0.4707171441275487,113.0,20328.0,-0.28300000000000003,-0.071,-0.29100000000000004,-0.179,59.0,1,0.581936668308014,1,0.462068966,0.540816327,22181.0,44.6,730.0,7.0,0.10887705065416745,0.007585477574231929,0.2656060001158088,0.9505572537462629,0.0
2016,ME_2,0.4519873053395424,114.0,21524.0,0.36200000000000004,-0.188,0.371,-0.262,63.0,0,0.4707171441275487,1,0.43218390799999995,0.44897959200000004,23611.0,44.7,730.0,5.9,0.10675950765587185,0.011605123650646865,0.26880091070845424,0.9471062727181168,0.0
2018,ME_2,0.4996170559930737,115.0,21524.0,0.36200000000000004,-0.188,0.34,-0.049,65.0,0,0.4519873053395424,0,0.554022989,0.469387755,25186.0,45.1,738.0,4.5,0.11649515497343049,0.007319636914137916,0.25360082619807917,0.947064790355302,0.0
2006,MI_1,0.7126670115836825,109.0,29360.0,-0.396,0.701,-0.41200000000000003,0.588,54.0,1,0.6668337131276456,0,0.464367816,0.484848485,19789.0,42.1,620.0,9.2,0.08398044030457068,0.013811996170214051,0.279769185928859,0.9374216600370293,0.0
2008,MI_1,0.6651443117583199,110.0,29360.0,-0.396,0.701,-0.27699999999999997,0.652,56.0,1,0.7126670115836825,0,0.535632184,0.5,20426.0,43.1,640.0,9.8,0.08317137558500366,0.010666969362758258,0.26692426513109757,0.9343660792214984,0.0
2010,MI_1,0.44033118641076957,111.0,29360.0,-0.396,0.701,-0.35200000000000004,0.765,58.0,1,0.6651443117583199,1,0.590804598,0.581632653,20494.0,45.5,633.0,13.9,0.09191413529738555,0.012834461606646835,0.2711210763712022,0.9320050537616207,0.0
2012,MI_1,0.4971692065049558,112.0,21141.0,0.491,-0.15,0.5920000000000001,-0.36700000000000005,60.0,0,0.44033118641076957,1,0.443678161,0.5204081629999999,21523.0,45.6,662.0,10.1,0.10217436269412435,0.016511726088102207,0.25890329837843656,0.9238066364246835,1.0
2014,MI_1,0.4648079219622697,113.0,21141.0,0.491,-0.15,0.456,-0.177,62.0,0,0.4971692065049558,1,0.462068966,0.540816327,22467.0,46.0,706.0,7.8,0.11037577786714832,0.01699903508235906,0.24542303609417254,0.9236023970884782,0.0
2016,MI_1,0.4218923098058817,114.0,21141.0,0.491,-0.15,0.40700000000000003,-0.042,64.0,0,0.4648079219622697,1,0.43218390799999995,0.44897959200000004,23887.0,46.4,677.0,6.0,0.11246231888408152,0.013608796762818726,0.2436219038593753,0.9225609294174989,0.0
2018,MI_1,0.43703838402206363,115.0,21704.0,0.431,0.015,0.431,0.013999999999999999,71.0,0,0.4218923098058817,0,0.554022989,0.469387755,25044.0,46.6,700.0,5.8,0.12332075298938158,0.015242340916829524,0.2397485457255921,0.9201157696852815,0.0
2006,MI_10,0.3210823434852006,109.0,20331.0,0.34299999999999997,-0.001,0.358,0.027000000000000003,52.0,0,0.300934154824727,0,0.464367816,0.484848485,26378.0,38.1,1016.0,8.8,0.0869223213633815,0.020344372028692617,0.22873091509723778,0.9360367322816747,0.0
2008,MI_10,0.31979340367446324,110.0,20331.0,0.34299999999999997,-0.001,0.295,0.034,54.0,0,0.3210823434852006,0,0.535632184,0.5,27506.0,38.6,1043.0,8.8,0.09259871593508032,0.025463613568102283,0.21721363423438317,0.929376429417762,0.0
2010,MI_10,0.2579618676562624,111.0,20331.0,0.34299999999999997,-0.001,0.284,0.009000000000000001,56.0,0,0.31979340367446324,1,0.590804598,0.581632653,25874.0,40.8,971.0,14.9,0.09535357010569716,0.024593768598274498,0.23202322868126182,0.9343121083524201,0.0
2012,MI_10,0.301826076483359,112.0,20331.0,0.34299999999999997,-0.001,0.435,-0.23199999999999998,58.0,0,0.2579618676562624,1,0.443678161,0.5204081629999999,26484.0,41.5,922.0,9.6,0.09323833791228345,0.03121467921251548,0.23292288858204388,0.9270082136400518,1.0
2014,MI_10,0.29946211621144275,113.0,20331.0,0.34299999999999997,-0.001,0.48700000000000004,0.053,60.0,0,0.301826076483359,1,0.462068966,0.540816327,27281.0,42.8,909.0,6.9,0.10130851703761368,0.02473939351049149,0.2296337709210573,0.9312013021478363,0.0
2016,MI_10,0.33855197943697657,114.0,20331.0,0.34299999999999997,-0.001,0.384,0.027999999999999997,62.0,0,0.29946211621144275,1,0.43218390799999995,0.44897959200000004,30054.0,43.6,910.0,5.5,0.10552152903881075,0.02458023340729321,0.2296859829715082,0.9315404825392206,0.0
2018,MI_10,0.36716176185598404,115.0,21737.0,0.433,0.387,0.433,0.387,57.0,0,0.33855197943697657,0,0.554022989,0.469387755,31019.0,43.0,911.0,4.6,0.10339653031964476,0.02767997347092042,0.21874925979130644,0.9241998431105903,0.0
