year,dist_id,congress,icpsr,nominate_dim1,nominate_dim2,nokken_poole_dim1,nokken_poole_dim2,age,dem_incumbent,dem_prior_vote_share,president,house,senate,median_HH_income,median_age,mortgage_cost,unemp_rate,bachelor_deg_perc,black_perc,HS_diploma_perc,white_perc,redistricted,dem_won_2016,dem_vote_share_2016
2016,NC_6,114.0,21543.0,0.615,-0.04,0.619,-0.006,47.0,0,0.41326323336121396,1,0.432183908,0.448979592,25495.0,41.1,756.0,6.2,0.11155337783942444,0.201426080988512,0.19292958266698626,0.7140935518558831,1.0,0.0,0.4077089562864872
2006,NC_7,109.0,29746.0,-0.14800000000000002,0.56,-0.196,0.594,50.0,1,0.7318737675784895,0,0.464367816,0.484848485,20279.0,37.9,685.0,6.5,0.09669105012519023,0.20936948592584465,0.2069580937583929,0.6528995907853052,0.0,0.0,0.39086182004337
2008,NC_7,110.0,29746.0,-0.14800000000000002,0.56,-0.151,0.613,52.0,1,0.7279859819768274,0,0.535632184,0.5,22030.0,37.5,749.0,6.7,0.10256694493475338,0.21253684422956126,0.1904899962764945,0.6619000110852455,0.0,0.0,0.39086182004337
2010,NC_7,111.0,29746.0,-0.14800000000000002,0.56,-0.116,0.573,54.0,1,0.6884435281520193,1,0.590804598,0.581632653,20975.0,38.7,784.0,13.1,0.10401393245775074,0.2088804602128929,0.1925531929222468,0.655109712717139,0.0,0.0,0.39086182004337
2012,NC_7,112.0,29746.0,-0.14800000000000002,0.56,-0.13,0.366,56.0,1,0.5368113620839908,1,0.443678161,0.5204081629999999,24064.0,40.7,807.0,10.3,0.10875251522487143,0.17413033638253586,0.19177129245505972,0.7413140456031799,1.0,0.0,0.39086182004337
2014,NC_7,113.0,29746.0,-0.14800000000000002,0.56,-0.084,0.299,58.0,1,0.5009710871424499,1,0.462068966,0.540816327,23572.0,41.4,818.0,7.6,0.11340509199014387,0.1735142967017173,0.1948968744456573,0.7484679099481945,0.0,0.0,0.39086182004337
2016,NC_7,114.0,21544.0,0.612,0.175,0.609,0.102,44.0,0,0.3847129093530448,1,0.432183908,0.448979592,23583.0,42.1,848.0,7.5,0.11800876938965355,0.18995902322017524,0.2104064107262295,0.7499737328334457,1.0,0.0,0.39086182004337
2006,NC_8,109.0,29929.0,0.35100000000000003,0.388,0.4,0.407,61.0,0,0.44455547117524014,0,0.464367816,0.484848485,21466.0,34.3,735.0,7.2,0.08737849317859109,0.2953182057277335,0.20615188618721705,0.6136911621175405,0.0,0.0,0.412270736275132
2008,NC_8,110.0,29929.0,0.35100000000000003,0.388,0.325,0.26,63.0,0,0.4986463467820906,0,0.535632184,0.5,23319.0,34.7,791.0,7.5,0.08794578165523494,0.2766978531140621,0.1846396218983852,0.6326469342409358,0.0,0.0,0.412270736275132
2010,NC_8,111.0,20938.0,-0.182,0.375,-0.25,0.446,59.0,1,0.5538212734172131,1,0.590804598,0.581632653,22052.0,34.7,839.0,14.3,0.0904209974903342,0.27833977251501657,0.18645819728192103,0.6171657208021379,0.0,0.0,0.412270736275132
2012,NC_8,112.0,20938.0,-0.182,0.375,-0.14300000000000002,0.256,61.0,1,0.5483215465859609,1,0.443678161,0.5204081629999999,21510.0,38.4,702.0,13.4,0.07397787255150401,0.18636741053857475,0.21645162855648592,0.6935545179569852,1.0,0.0,0.412270736275132
2014,NC_8,113.0,21346.0,0.672,0.208,0.6990000000000001,0.269,43.0,0,0.4604544813553858,1,0.462068966,0.540816327,22069.0,39.0,734.0,10.3,0.08588387656678778,0.19200692138840267,0.218978639856108,0.668169782943224,0.0,0.0,0.412270736275132
2016,NC_8,114.0,21346.0,0.672,0.208,0.647,0.146,45.0,0,0.35136750221425445,1,0.432183908,0.448979592,26677.0,36.3,846.0,7.2,0.11555072667610362,0.2343661084923616,0.17514294157041527,0.6570395900728676,1.0,0.0,0.412270736275132
2006,NC_9,109.0,29549.0,0.56,0.027000000000000003,0.6409999999999999,0.012,65.0,0,0.2976264657565286,0,0.464367816,0.484848485,30695.0,36.8,1066.0,5.2,0.17607393907836502,0.13434782608695653,0.15048034366050508,0.7913251757354856,0.0,0.0,0.4181772247836797
2008,NC_9,110.0,29549.0,0.56,0.027000000000000003,0.581,-0.11,67.0,0,0.3347281121001234,0,0.535632184,0.5,33694.0,36.8,1130.0,5.3,0.17677452682429756,0.1401281773064367,0.13945120110203235,0.7853077293227407,0.0,0.0,0.4181772247836797
2010,NC_9,111.0,29549.0,0.56,0.027000000000000003,0.565,-0.131,69.0,0,0.3652691614968981,1,0.590804598,0.581632653,31409.0,36.6,1132.0,11.5,0.1789336825454938,0.14366161153902118,0.13722066547446385,0.7714925064890567,0.0,0.0,0.4181772247836797
2012,NC_9,112.0,29549.0,0.56,0.027000000000000003,0.518,0.166,71.0,0,0.3103283530229326,1,0.443678161,0.5204081629999999,33901.0,37.5,1197.0,7.2,0.21290122499612346,0.1284011974002013,0.12548785648017954,0.7882538614579583,1.0,0.0,0.4181772247836797
2014,NC_9,113.0,21347.0,0.562,0.333,0.5820000000000001,0.307,66.0,0,0.4685362255491203,1,0.462068966,0.540816327,36516.0,38.3,1200.0,6.5,0.22019579135440964,0.12589086307012756,0.1095836021638791,0.7716003275596803,0.0,0.0,0.4181772247836797
2016,NC_9,114.0,21347.0,0.562,0.333,0.535,0.29100000000000004,68.0,0,0.0,1,0.432183908,0.448979592,28562.0,39.0,944.0,6.2,0.1495663969519973,0.19453625476410996,0.16247621959287173,0.6559834137681653,1.0,0.0,0.4181772247836797
2006,ND_1,109.0,29384.0,-0.266,0.339,-0.252,0.429,54.0,1,0.5956295404968888,0,0.464367816,0.484848485,21773.0,37.1,562.0,3.3,0.12304931691690245,0.009434362846318493,0.19303093256923226,0.9104403908364485,0.0,0.0,0.0
2008,ND_1,110.0,29384.0,-0.266,0.339,-0.261,0.362,56.0,1,0.6568024225603227,0,0.535632184,0.5,24488.0,37.0,620.0,3.2,0.13270852916921935,0.009532628402088293,0.17689066394795794,0.9099755097968608,0.0,0.0,0.0
2010,ND_1,111.0,29384.0,-0.266,0.339,-0.276,0.383,58.0,1,0.6197410539391334,1,0.590804598,0.581632653,25622.0,37.4,625.0,3.9,0.12959841304434844,0.012751686807541598,0.17771857334110205,0.9000131949787916,0.0,0.0,0.0
2012,ND_1,112.0,21160.0,0.328,0.4270000000000001,0.333,0.306,53.0,0,0.4507920658023897,1,0.443678161,0.5204081629999999,29326.0,36.2,668.0,3.3,0.12810950962511505,0.014582035024327212,0.18339746265158052,0.8950356475155369,0.0,0.0,0.0
2014,ND_1,113.0,21350.0,0.392,0.3,0.35,0.35600000000000004,53.0,0,0.0,1,0.462068966,0.540816327,30609.0,35.1,733.0,3.0,0.128296564351803,0.02016276258245637,0.18038708176804846,0.8849099775248079,0.0,0.0,0.0
2016,ND_1,114.0,21350.0,0.392,0.3,0.396,0.263,55.0,0,0.0,1,0.432183908,0.448979592,32224.0,35.0,769.0,2.8,0.14193228340015807,0.025397353134033376,0.17702680773082236,0.8719788694021925,0.0,0.0,0.0
2006,NE_1,109.0,20518.0,0.299,-0.065,0.32,0.158,46.0,0,0.4422159882356136,0,0.464367816,0.484848485,23853.0,35.4,733.0,4.5,0.12059067412950294,0.017520278719548484,0.20177409539858635,0.9143161407239486,0.0,0.0,0.3054736164076739
