year,dist_id,redistricted
2000,NC_1,1
2000,NC_10,1
2000,NC_11,1
2000,NC_12,1
2000,NC_2,1
2000,NC_3,1
2000,NC_4,1
2000,NC_5,1
2000,NC_6,1
2000,NC_7,1
2000,NC_8,1
2000,NC_9,1
2002,AL_1,1
2002,AL_2,1
2002,AL_3,1
2002,AL_4,1
2002,AL_5,1
2002,AL_6,1
2002,AL_7,1
2002,AR_1,1
2002,AR_2,1
2002,AR_3,1
2002,AR_4,1
2002,AZ_1,1
2002,AZ_2,1
2002,AZ_3,1
2002,AZ_4,1
2002,AZ_5,1
2002,AZ_6,1
2002,AZ_7,1
2002,AZ_8,1
2002,CA_1,1
2002,CA_10,1
2002,CA_11,1
2002,CA_12,1
2002,CA_13,1
2002,CA_14,1
2002,CA_15,1
2002,CA_16,1
2002,CA_17,1
2002,CA_18,1
2002,CA_19,1
2002,CA_2,1
2002,CA_20,1
2002,CA_21,1
2002,CA_22,1
2002,CA_23,1
2002,CA_24,1
2002,CA_25,1
2002,CA_26,1
2002,CA_27,1
2002,CA_28,1
2002,CA_29,1
2002,CA_3,1
2002,CA_30,1
2002,CA_31,1
2002,CA_32,1
2002,CA_33,1
2002,CA_34,1
2002,CA_35,1
2002,CA_36,1
2002,CA_37,1
2002,CA_38,1
2002,CA_39,1
2002,CA_4,1
2002,CA_40,1
2002,CA_41,1
2002,CA_42,1
2002,CA_43,1
2002,CA_44,1
2002,CA_45,1
2002,CA_46,1
2002,CA_47,1
2002,CA_48,1
2002,CA_49,1
2002,CA_5,1
2002,CA_50,1
2002,CA_51,1
2002,CA_52,1
2002,CA_53,1
2002,CA_6,1
2002,CA_7,1
2002,CA_8,1
2002,CA_9,1
2002,CO_1,1
2002,CO_2,1
2002,CO_3,1
2002,CO_4,1
2002,CO_5,1
2002,CO_6,1
2002,CO_7,1
2002,CT_1,1
2002,CT_2,1
2002,CT_3,1
2002,CT_4,1
2002,CT_5,1
2002,FL_1,1
2002,FL_10,1
2002,FL_11,1
2002,FL_12,1
2002,FL_13,1
2002,FL_14,1
2002,FL_15,1
2002,FL_16,1
2002,FL_17,1
2002,FL_18,1
2002,FL_19,1
2002,FL_2,1
2002,FL_20,1
2002,FL_21,1
2002,FL_22,1
2002,FL_23,1
2002,FL_24,1
2002,FL_25,1
2002,FL_3,1
2002,FL_4,1
2002,FL_5,1
2002,FL_6,1
2002,FL_7,1
2002,FL_8,1
2002,FL_9,1
2002,GA_1,1
2002,GA_10,1
2002,GA_11,1
2002,GA_12,1
2002,GA_13,1
2002,GA_2,1
2002,GA_3,1
2002,GA_4,1
2002,GA_5,1
2002,GA_6,1
2002,GA_7,1
2002,GA_8,1
