year,dist_id,redistricted
2012,NY_16,True
2012,NY_17,True
2012,NY_18,True
2012,NY_19,True
2012,NY_2,True
2012,NY_20,True
2012,NY_21,True
2012,NY_22,True
2012,NY_23,True
2012,NY_24,True
2012,NY_25,True
2012,NY_26,True
2012,NY_27,True
2012,NY_3,True
2012,NY_4,True
2012,NY_5,True
2012,NY_6,True
2012,NY_7,True
2012,NY_8,True
2012,NY_9,True
2012,OH_1,True
2012,OH_10,True
2012,OH_11,True
2012,OH_12,True
2012,OH_13,True
2012,OH_14,True
2012,OH_15,True
2012,OH_16,True
2012,OH_2,True
2012,OH_3,True
2012,OH_4,True
2012,OH_5,True
2012,OH_6,True
2012,OH_7,True
2012,OH_8,True
2012,OH_9,True
2012,OK_1,True
2012,OK_2,True
2012,OK_3,True
2012,OK_4,True
2012,OK_5,True
2012,OR_1,True
2012,OR_2,True
2012,OR_3,True
2012,OR_4,True
2012,OR_5,True
2012,PA_1,True
2012,PA_10,True
2012,PA_11,True
2012,PA_12,True
2012,PA_13,True
2012,PA_14,True
2012,PA_15,True
2012,PA_16,True
2012,PA_17,True
2012,PA_18,True
2012,PA_2,True
2012,PA_3,True
2012,PA_4,True
2012,PA_5,True
2012,PA_6,True
2012,PA_7,True
2012,PA_8,True
2012,PA_9,True
2012,RI_1,True
2012,RI_2,True
2012,SC_1,True
2012,SC_2,True
2012,SC_3,True
2012,SC_4,True
2012,SC_5,True
2012,SC_6,True
2012,SC_7,True
2012,TN_1,True
2012,TN_2,True
2012,TN_3,True
2012,TN_4,True
2012,TN_5,True
2012,TN_6,True
2012,TN_7,True
2012,TN_8,True
2012,TN_9,True
2012,TX_1,True
2012,TX_10,True
2012,TX_11,True
2012,TX_12,True
2012,TX_13,True
2012,TX_14,True
2012,TX_15,True
2012,TX_16,True
2012,TX_17,True
2012,TX_18,True
2012,TX_19,True
2012,TX_2,True
2012,TX_20,True
2012,TX_21,True
2012,TX_22,True
2012,TX_23,True
2012,TX_24,True
2012,TX_25,True
2012,TX_26,True
2012,TX_27,True
2012,TX_28,True
2012,TX_29,True
2012,TX_3,True
2012,TX_30,True
2012,TX_31,True
2012,TX_32,True
2012,TX_33,True
2012,TX_34,True
2012,TX_35,True
2012,TX_36,True
2012,TX_4,True
2012,TX_5,True
2012,TX_6,True
2012,TX_7,True
2012,TX_8,True
2012,TX_9,True
2012,UT_1,True
2012,UT_2,True
2012,UT_3,True
2012,UT_4,True
2012,VA_1,True
2012,VA_10,True
2012,VA_11,True
2012,VA_2,True
2012,VA_3,True
2012,VA_4,True
2012,VA_5,True
2012,VA_6,True
2012,VA_7,True
2012,VA_8,True
2012,VA_9,True
2012,WA_1,True
2012,WA_10,True
2012,WA_2,True
2012,WA_3,True
2012,WA_4,True
2012,WA_5,True
2012,WA_6,True
2012,WA_7,True
2012,WA_8,True
2012,WA_9,True
2012,WI_1,True
2012,WI_2,True
2012,WI_3,True
2012,WI_4,True
2012,WI_5,True
2012,WI_6,True
2012,WI_7,True
2012,WI_8,True
2012,WV_1,True
2012,WV_2,True
2012,WV_3,True
2016,NC_1,True
2016,NC_10,True
2016,NC_11,True
2016,NC_12,True
2016,NC_13,True
2016,NC_2,True
2016,NC_3,True
2016,NC_4,True
2016,NC_5,True
2016,NC_6,True
2016,NC_7,True
2016,NC_8,True
2016,NC_9,True
2016,VA_1,True
2016,VA_10,True
2016,VA_11,True
2016,VA_2,True
2016,VA_3,True
2016,VA_4,True
2016,VA_5,True
2016,VA_6,True
2016,VA_7,True
2016,VA_8,True
2016,VA_9,True
2018,PA_1,True
2018,PA_10,True
2018,PA_11,True
2018,PA_12,True
2018,PA_13,True
2018,PA_14,True
2018,PA_15,True
2018,PA_16,True
2018,PA_17,True
2018,PA_18,True
2018,PA_2,True
2018,PA_3,True
2018,PA_4,True
2018,PA_5,True
2018,PA_6,True
2018,PA_7,True
2018,PA_8,True
2018,PA_9,True
