year,district,mortgage_cost
2014,"Congressional District 10 (114th Congress), Michigan",909
2014,"Congressional District 11 (114th Congress), Michigan",1136
2014,"Congressional District 12 (114th Congress), Michigan",951
2014,"Congressional District 13 (114th Congress), Michigan",720
2014,"Congressional District 14 (114th Congress), Michigan",885
2014,"Congressional District 1 (114th Congress), Minnesota",812
2014,"Congressional District 2 (114th Congress), Minnesota",1218
2014,"Congressional District 3 (114th Congress), Minnesota",1294
2014,"Congressional District 4 (114th Congress), Minnesota",1049
2014,"Congressional District 5 (114th Congress), Minnesota",1031
2014,"Congressional District 6 (114th Congress), Minnesota",1152
2014,"Congressional District 7 (114th Congress), Minnesota",745
2014,"Congressional District 8 (114th Congress), Minnesota",808
2014,"Congressional District 1 (114th Congress), Mississippi",685
2014,"Congressional District 2 (114th Congress), Mississippi",639
2014,"Congressional District 3 (114th Congress), Mississippi",677
2014,"Congressional District 4 (114th Congress), Mississippi",711
2014,"Congressional District 1 (114th Congress), Missouri",843
2014,"Congressional District 2 (114th Congress), Missouri",1154
2014,"Congressional District 3 (114th Congress), Missouri",889
2014,"Congressional District 4 (114th Congress), Missouri",731
2014,"Congressional District 5 (114th Congress), Missouri",838
2014,"Congressional District 6 (114th Congress), Missouri",785
2014,"Congressional District 7 (114th Congress), Missouri",720
2014,"Congressional District 8 (114th Congress), Missouri",599
2014,"Congressional District (at Large) (114th Congress), Montana",744
2014,"Congressional District 1 (114th Congress), Nebraska",836
2014,"Congressional District 2 (114th Congress), Nebraska",1005
2014,"Congressional District 3 (114th Congress), Nebraska",657
2014,"Congressional District 1 (114th Congress), Nevada",855
2014,"Congressional District 2 (114th Congress), Nevada",949
2014,"Congressional District 3 (114th Congress), Nevada",1187
2014,"Congressional District 4 (114th Congress), Nevada",1020
2014,"Congressional District 1 (114th Congress), New Hampshire",1242
2014,"Congressional District 2 (114th Congress), New Hampshire",1215
2014,"Congressional District 1 (114th Congress), New Jersey",1282
2014,"Congressional District 2 (114th Congress), New Jersey",1249
2014,"Congressional District 3 (114th Congress), New Jersey",1505
2014,"Congressional District 4 (114th Congress), New Jersey",1560
2014,"Congressional District 5 (114th Congress), New Jersey",1824
2014,"Congressional District 6 (114th Congress), New Jersey",1540
2014,"Congressional District 7 (114th Congress), New Jersey",1919
2014,"Congressional District 8 (114th Congress), New Jersey",1276
2014,"Congressional District 9 (114th Congress), New Jersey",1412
2014,"Congressional District 10 (114th Congress), New Jersey",1237
2014,"Congressional District 11 (114th Congress), New Jersey",1926
2014,"Congressional District 12 (114th Congress), New Jersey",1567
2014,"Congressional District 1 (114th Congress), New Mexico",892
2014,"Congressional District 2 (114th Congress), New Mexico",640
2014,"Congressional District 3 (114th Congress), New Mexico",776
2014,"Congressional District 1 (114th Congress), New York",1925
2014,"Congressional District 2 (114th Congress), New York",2012
2014,"Congressional District 3 (114th Congress), New York",2139
2014,"Congressional District 4 (114th Congress), New York",2060
2014,"Congressional District 5 (114th Congress), New York",1490
2014,"Congressional District 6 (114th Congress), New York",1350
2014,"Congressional District 7 (114th Congress), New York",1315
2014,"Congressional District 8 (114th Congress), New York",1211
2014,"Congressional District 9 (114th Congress), New York",1295
2014,"Congressional District 10 (114th Congress), New York",1753
2014,"Congressional District 11 (114th Congress), New York",1392
2014,"Congressional District 12 (114th Congress), New York",1925
2014,"Congressional District 13 (114th Congress), New York",1103
2014,"Congressional District 14 (114th Congress), New York",1361
2014,"Congressional District 15 (114th Congress), New York",1010
2014,"Congressional District 16 (114th Congress), New York",1441
2014,"Congressional District 17 (114th Congress), New York",1901
2014,"Congressional District 18 (114th Congress), New York",1526
2014,"Congressional District 19 (114th Congress), New York",1050
2014,"Congressional District 20 (114th Congress), New York",1064
2014,"Congressional District 21 (114th Congress), New York",853
2014,"Congressional District 22 (114th Congress), New York",796
2014,"Congressional District 23 (114th Congress), New York",760
2014,"Congressional District 24 (114th Congress), New York",868
2014,"Congressional District 25 (114th Congress), New York",939
2014,"Congressional District 26 (114th Congress), New York",774
2014,"Congressional District 27 (114th Congress), New York",883
2014,"Congressional District 1 (114th Congress), North Carolina",740
2014,"Congressional District 2 (114th Congress), North Carolina",871
2014,"Congressional District 3 (114th Congress), North Carolina",893
2014,"Congressional District 4 (114th Congress), North Carolina",965
2014,"Congressional District 5 (114th Congress), North Carolina",757
2014,"Congressional District 6 (114th Congress), North Carolina",838
2014,"Congressional District 7 (114th Congress), North Carolina",818
2014,"Congressional District 8 (114th Congress), North Carolina",734
2014,"Congressional District 9 (114th Congress), North Carolina",1200
2014,"Congressional District 10 (114th Congress), North Carolina",734
2014,"Congressional District 11 (114th Congress), North Carolina",649
2014,"Congressional District 12 (114th Congress), North Carolina",848
2014,"Congressional District 13 (114th Congress), North Carolina",1039
2014,"Congressional District (at Large) (114th Congress), North Dakota",733
2014,"Congressional District 1 (114th Congress), Ohio",899
2014,"Congressional District 2 (114th Congress), Ohio",851
2014,"Congressional District 3 (114th Congress), Ohio",868
2014,"Congressional District 4 (114th Congress), Ohio",731
2014,"Congressional District 5 (114th Congress), Ohio",791
2014,"Congressional District 6 (114th Congress), Ohio",633
2014,"Congressional District 7 (114th Congress), Ohio",748
2014,"Congressional District 8 (114th Congress), Ohio",824
2014,"Congressional District 9 (114th Congress), Ohio",750
2014,"Congressional District 10 (114th Congress), Ohio",822
2014,"Congressional District 11 (114th Congress), Ohio",756
2014,"Congressional District 12 (114th Congress), Ohio",1053
2014,"Congressional District 13 (114th Congress), Ohio",699
2014,"Congressional District 14 (114th Congress), Ohio",962
2014,"Congressional District 15 (114th Congress), Ohio",942
2014,"Congressional District 16 (114th Congress), Ohio",905
2014,"Congressional District 1 (114th Congress), Oklahoma",858
2014,"Congressional District 2 (114th Congress), Oklahoma",577
2014,"Congressional District 3 (114th Congress), Oklahoma",674
2014,"Congressional District 4 (114th Congress), Oklahoma",789
2014,"Congressional District 5 (114th Congress), Oklahoma",801
2014,"Congressional District 1 (114th Congress), Oregon",1190
2014,"Congressional District 2 (114th Congress), Oregon",838
2014,"Congressional District 3 (114th Congress), Oregon",1155
2014,"Congressional District 4 (114th Congress), Oregon",878
2014,"Congressional District 5 (114th Congress), Oregon",1020
2014,"Congressional District 1 (114th Congress), Pennsylvania",959
2014,"Congressional District 2 (114th Congress), Pennsylvania",913
2014,"Congressional District 3 (114th Congress), Pennsylvania",702
2014,"Congressional District 4 (114th Congress), Pennsylvania",980
2014,"Congressional District 5 (114th Congress), Pennsylvania",679
2014,"Congressional District 6 (114th Congress), Pennsylvania",1306
2014,"Congressional District 7 (114th Congress), Pennsylvania",1395
2014,"Congressional District 8 (114th Congress), Pennsylvania",1395
2014,"Congressional District 9 (114th Congress), Pennsylvania",660
2014,"Congressional District 10 (114th Congress), Pennsylvania",792
2014,"Congressional District 11 (114th Congress), Pennsylvania",839
2014,"Congressional District 12 (114th Congress), Pennsylvania",790
2014,"Congressional District 13 (114th Congress), Pennsylvania",1124
2014,"Congressional District 14 (114th Congress), Pennsylvania",765
2014,"Congressional District 15 (114th Congress), Pennsylvania",1033
2014,"Congressional District 16 (114th Congress), Pennsylvania",971
2014,"Congressional District 17 (114th Congress), Pennsylvania",869
2014,"Congressional District 18 (114th Congress), Pennsylvania",833
2014,"Congressional District 1 (114th Congress), Rhode Island",1078
2014,"Congressional District 2 (114th Congress), Rhode Island",1173
2014,"Congressional District 1 (114th Congress), South Carolina",1126
2014,"Congressional District 2 (114th Congress), South Carolina",866
2014,"Congressional District 3 (114th Congress), South Carolina",663
2014,"Congressional District 4 (114th Congress), South Carolina",785
2014,"Congressional District 5 (114th Congress), South Carolina",721
2014,"Congressional District 6 (114th Congress), South Carolina",716
2014,"Congressional District 7 (114th Congress), South Carolina",708
2014,"Congressional District (at Large) (114th Congress), South Dakota",713
2014,"Congressional District 1 (114th Congress), Tennessee",603
2014,"Congressional District 2 (114th Congress), Tennessee",773
2014,"Congressional District 3 (114th Congress), Tennessee",699
2014,"Congressional District 4 (114th Congress), Tennessee",778
2014,"Congressional District 5 (114th Congress), Tennessee",960
2014,"Congressional District 6 (114th Congress), Tennessee",739
2014,"Congressional District 7 (114th Congress), Tennessee",815
2014,"Congressional District 8 (114th Congress), Tennessee",840
2014,"Congressional District 9 (114th Congress), Tennessee",864
2014,"Congressional District 1 (114th Congress), Texas",704
2014,"Congressional District 2 (114th Congress), Texas",1197
2014,"Congressional District 3 (114th Congress), Texas",1384
2014,"Congressional District 4 (114th Congress), Texas",752
2014,"Congressional District 5 (114th Congress), Texas",841
2014,"Congressional District 6 (114th Congress), Texas",1049
2014,"Congressional District 7 (114th Congress), Texas",1221
2014,"Congressional District 8 (114th Congress), Texas",1035
2014,"Congressional District 9 (114th Congress), Texas",893
2014,"Congressional District 10 (114th Congress), Texas",1133
2014,"Congressional District 11 (114th Congress), Texas",759
2014,"Congressional District 12 (114th Congress), Texas",1079
2014,"Congressional District 13 (114th Congress), Texas",722
2014,"Congressional District 14 (114th Congress), Texas",834
2014,"Congressional District 15 (114th Congress), Texas",666
2014,"Congressional District 16 (114th Congress), Texas",773
2014,"Congressional District 17 (114th Congress), Texas",893
2014,"Congressional District 18 (114th Congress), Texas",883
2014,"Congressional District 19 (114th Congress), Texas",736
2014,"Congressional District 20 (114th Congress), Texas",888
2014,"Congressional District 21 (114th Congress), Texas",1128
2014,"Congressional District 22 (114th Congress), Texas",1366
2014,"Congressional District 23 (114th Congress), Texas",762
2014,"Congressional District 24 (114th Congress), Texas",1142
2014,"Congressional District 25 (114th Congress), Texas",1069
2014,"Congressional District 26 (114th Congress), Texas",1346
2014,"Congressional District 27 (114th Congress), Texas",806
2014,"Congressional District 28 (114th Congress), Texas",739
2014,"Congressional District 29 (114th Congress), Texas",789
2014,"Congressional District 30 (114th Congress), Texas",920
2014,"Congressional District 31 (114th Congress), Texas",1076
2014,"Congressional District 32 (114th Congress), Texas",1168
2014,"Congressional District 33 (114th Congress), Texas",773
2014,"Congressional District 34 (114th Congress), Texas",603
2014,"Congressional District 35 (114th Congress), Texas",884
2014,"Congressional District 36 (114th Congress), Texas",787
2014,"Congressional District 1 (114th Congress), Utah",968
2014,"Congressional District 2 (114th Congress), Utah",935
2014,"Congressional District 3 (114th Congress), Utah",1081
2014,"Congressional District 4 (114th Congress), Utah",1124
2014,"Congressional District (at Large) (114th Congress), Vermont",1058
2014,"Congressional District 1 (114th Congress), Virginia",1346
2014,"Congressional District 2 (114th Congress), Virginia",1216
2014,"Congressional District 3 (114th Congress), Virginia",976
2014,"Congressional District 4 (114th Congress), Virginia",1142
2014,"Congressional District 5 (114th Congress), Virginia",800
2014,"Congressional District 6 (114th Congress), Virginia",840
2014,"Congressional District 7 (114th Congress), Virginia",1211
2014,"Congressional District 8 (114th Congress), Virginia",1839
2014,"Congressional District 9 (114th Congress), Virginia",593
2014,"Congressional District 10 (114th Congress), Virginia",1965
2014,"Congressional District 11 (114th Congress), Virginia",1839
2014,"Congressional District 1 (114th Congress), Washington",1518
2014,"Congressional District 2 (114th Congress), Washington",1204
2014,"Congressional District 3 (114th Congress), Washington",1008
2014,"Congressional District 4 (114th Congress), Washington",848
2014,"Congressional District 5 (114th Congress), Washington",858
2014,"Congressional District 6 (114th Congress), Washington",1059
2014,"Congressional District 7 (114th Congress), Washington",1403
2014,"Congressional District 8 (114th Congress), Washington",1385
2014,"Congressional District 9 (114th Congress), Washington",1342
2014,"Congressional District 10 (114th Congress), Washington",1140
2014,"Congressional District 1 (114th Congress), West Virginia",571
2014,"Congressional District 2 (114th Congress), West Virginia",641
2014,"Congressional District 3 (114th Congress), West Virginia",491
2014,"Congressional District 1 (114th Congress), Wisconsin",1013
2014,"Congressional District 2 (114th Congress), Wisconsin",1033
2014,"Congressional District 3 (114th Congress), Wisconsin",811
2014,"Congressional District 4 (114th Congress), Wisconsin",875
2014,"Congressional District 5 (114th Congress), Wisconsin",1083
2014,"Congressional District 6 (114th Congress), Wisconsin",843
2014,"Congressional District 7 (114th Congress), Wisconsin",799
2014,"Congressional District 8 (114th Congress), Wisconsin",839
2014,"Congressional District (at Large) (114th Congress), Wyoming",831
2014,"Resident Commissioner District (at Large) (114th Congress), Puerto Rico",363
