year,district,bach_deg_num,high_school_num,median_HH_income
2013,"Congressional District 45 (113th Congress), California",154514,73481,38674
2013,"Congressional District 46 (113th Congress), California",54015,103621,21104
2013,"Congressional District 47 (113th Congress), California",88625,95970,26159
2013,"Congressional District 48 (113th Congress), California",145614,76530,36037
2013,"Congressional District 49 (113th Congress), California",119537,82589,31698
2013,"Congressional District 50 (113th Congress), California",77713,113912,26940
2013,"Congressional District 51 (113th Congress), California",42932,108100,19975
2013,"Congressional District 52 (113th Congress), California",154034,60362,40136
2013,"Congressional District 53 (113th Congress), California",108117,101345,30477
2013,"Congressional District 1 (113th Congress), Colorado",147323,101241,30860
2013,"Congressional District 2 (113th Congress), Colorado",149189,80456,31760
2013,"Congressional District 3 (113th Congress), Colorado",95971,138803,24330
2013,"Congressional District 4 (113th Congress), Colorado",111455,115660,29652
2013,"Congressional District 5 (113th Congress), Colorado",101203,101709,27584
2013,"Congressional District 6 (113th Congress), Colorado",127970,100998,32165
2013,"Congressional District 7 (113th Congress), Colorado",104802,122236,30952
2013,"Congressional District 1 (113th Congress), Connecticut",101883,138285,32590
2013,"Congressional District 2 (113th Congress), Connecticut",89115,147677,31073
2013,"Congressional District 3 (113th Congress), Connecticut",94889,149756,30513
2013,"Congressional District 4 (113th Congress), Connecticut",128856,98105,34473
2013,"Congressional District 5 (113th Congress), Connecticut",93744,139632,31712
2013,"Congressional District (at Large) (113th Congress), Delaware",108075,196726,28900
2013,"Delegate District (at Large) (113th Congress), District of Columbia",102958,84220,40397
2013,"Congressional District 1 (113th Congress), Florida",80522,134716,24377
2013,"Congressional District 2 (113th Congress), Florida",71685,134091,22273
2013,"Congressional District 3 (113th Congress), Florida",65750,141728,22486
2013,"Congressional District 4 (113th Congress), Florida",101932,134609,30281
2013,"Congressional District 5 (113th Congress), Florida",54209,159227,19506
2013,"Congressional District 6 (113th Congress), Florida",89733,158195,23752
2013,"Congressional District 7 (113th Congress), Florida",115348,119911,25573
2013,"Congressional District 8 (113th Congress), Florida",85826,148745,23866
2013,"Congressional District 9 (113th Congress), Florida",84518,148494,21653
2013,"Congressional District 10 (113th Congress), Florida",110690,149073,25669
2013,"Congressional District 11 (113th Congress), Florida",71472,195255,21673
2013,"Congressional District 12 (113th Congress), Florida",96457,154853,25610
2013,"Congressional District 13 (113th Congress), Florida",96048,161288,26215
2013,"Congressional District 14 (113th Congress), Florida",89736,150160,23948
2013,"Congressional District 15 (113th Congress), Florida",80744,147800,25237
2013,"Congressional District 16 (113th Congress), Florida",101998,165613,25284
2013,"Congressional District 17 (113th Congress), Florida",61735,181527,21285
2013,"Congressional District 18 (113th Congress), Florida",96164,153822,26107
2013,"Congressional District 19 (113th Congress), Florida",106265,157339,24531
2013,"Congressional District 20 (113th Congress), Florida",62175,163369,20200
2013,"Congressional District 21 (113th Congress), Florida",109175,135122,27414
2013,"Congressional District 22 (113th Congress), Florida",126452,132171,28295
2013,"Congressional District 23 (113th Congress), Florida",119156,121215,27996
2013,"Congressional District 24 (113th Congress), Florida",67489,151499,20393
2013,"Congressional District 25 (113th Congress), Florida",76008,157366,21317
2013,"Congressional District 26 (113th Congress), Florida",98955,151533,22146
2013,"Congressional District 27 (113th Congress), Florida",88920,133987,20482
2013,"Congressional District 1 (113th Congress), Georgia",73090,143640,22952
2013,"Congressional District 2 (113th Congress), Georgia",44862,145799,19227
2013,"Congressional District 3 (113th Congress), Georgia",70884,149705,26174
2013,"Congressional District 4 (113th Congress), Georgia",87618,117209,25571
2013,"Congressional District 5 (113th Congress), Georgia",111196,109591,25373
2013,"Congressional District 6 (113th Congress), Georgia",175430,66045,37418
2013,"Congressional District 7 (113th Congress), Georgia",116518,99116,29741
2013,"Congressional District 8 (113th Congress), Georgia",49604,160276,22292
2013,"Congressional District 9 (113th Congress), Georgia",62124,157923,21993
2013,"Congressional District 10 (113th Congress), Georgia",62699,147298,23045
2013,"Congressional District 11 (113th Congress), Georgia",120162,117804,30533
2013,"Congressional District 12 (113th Congress), Georgia",56282,147122,21316
2013,"Congressional District 13 (113th Congress), Georgia",72597,133878,26288
2013,"Congressional District 14 (113th Congress), Georgia",46781,154657,22630
2013,"Congressional District 1 (113th Congress), Hawaii",112905,120586,31945
2013,"Congressional District 2 (113th Congress), Hawaii",86324,142725,27637
2013,"Congressional District 1 (113th Congress), Idaho",89862,151131,24189
2013,"Congressional District 2 (113th Congress), Idaho",95354,130638,22373
2013,"Congressional District 1 (113th Congress), Illinois",75466,137393,24145
2013,"Congressional District 2 (113th Congress), Illinois",63147,137941,22845
2013,"Congressional District 3 (113th Congress), Illinois",74944,147739,27118
2013,"Congressional District 4 (113th Congress), Illinois",57167,117953,22106
2013,"Congressional District 5 (113th Congress), Illinois",165983,100999,37364
2013,"Congressional District 6 (113th Congress), Illinois",147880,86774,40036
2013,"Congressional District 7 (113th Congress), Illinois",96634,110358,26124
2013,"Congressional District 8 (113th Congress), Illinois",100795,118837,29504
2013,"Congressional District 9 (113th Congress), Illinois",151713,91188,31706
2013,"Congressional District 10 (113th Congress), Illinois",116801,96017,31448
2013,"Congressional District 11 (113th Congress), Illinois",103079,102614,31148
2013,"Congressional District 12 (113th Congress), Illinois",64280,151710,25241
2013,"Congressional District 13 (113th Congress), Illinois",81972,146072,23884
2013,"Congressional District 14 (113th Congress), Illinois",112770,115836,35563
2013,"Congressional District 15 (113th Congress), Illinois",57812,173736,25158
2013,"Congressional District 16 (113th Congress), Illinois",65836,165495,26438
2013,"Congressional District 17 (113th Congress), Illinois",60829,169860,23821
2013,"Congressional District 18 (113th Congress), Illinois",101497,150751,30190
2013,"Congressional District 1 (113th Congress), Indiana",63840,172259,25752
2013,"Congressional District 2 (113th Congress), Indiana",60962,168776,22118
2013,"Congressional District 3 (113th Congress), Indiana",63690,165412,25433
2013,"Congressional District 4 (113th Congress), Indiana",70834,169057,26066
2013,"Congressional District 5 (113th Congress), Indiana",131220,118098,30799
2013,"Congressional District 6 (113th Congress), Indiana",60487,184511,23539
2013,"Congressional District 7 (113th Congress), Indiana",66247,149391,21844
2013,"Congressional District 8 (113th Congress), Indiana",64944,180356,23863
2013,"Congressional District 9 (113th Congress), Indiana",73052,170303,24960
2013,"Congressional District 1 (113th Congress), Iowa",80868,178736,27188
2013,"Congressional District 2 (113th Congress), Iowa",92017,164821,26622
2013,"Congressional District 3 (113th Congress), Iowa",117990,154229,30828
2013,"Congressional District 4 (113th Congress), Iowa",79313,172559,25326
2013,"Congressional District 1 (113th Congress), Kansas",72559,136465,24631
2013,"Congressional District 2 (113th Congress), Kansas",76145,145743,24672
2013,"Congressional District 3 (113th Congress), Kansas",137001,89881,32130
2013,"Congressional District 4 (113th Congress), Kansas",88713,126337,26059
2013,"Congressional District 1 (113th Congress), Kentucky",43748,178589,20383
2013,"Congressional District 2 (113th Congress), Kentucky",56450,182100,23171
2013,"Congressional District 3 (113th Congress), Kentucky",88502,139788,26437
2013,"Congressional District 4 (113th Congress), Kentucky",82338,158276,26439
2013,"Congressional District 5 (113th Congress), Kentucky",35982,185092,16593
2013,"Congressional District 6 (113th Congress), Kentucky",85590,135186,23526
2013,"Congressional District 1 (113th Congress), Louisiana",92281,158306,27108
2013,"Congressional District 2 (113th Congress), Louisiana",71403,165414,21085
2013,"Congressional District 3 (113th Congress), Louisiana",67405,169609,23708
2013,"Congressional District 4 (113th Congress), Louisiana",69111,177100,22159
2013,"Congressional District 5 (113th Congress), Louisiana",56490,188559,19474
2013,"Congressional District 6 (113th Congress), Louisiana",96657,160034,30005
2013,"Congressional District 1 (113th Congress), Maine",106952,141395,26817
2013,"Congressional District 2 (113th Congress), Maine",65546,181460,21452
2013,"Congressional District 1 (113th Congress), Maryland",89742,156673,31193
2013,"Congressional District 2 (113th Congress), Maryland",87390,151537,32170
2013,"Congressional District 3 (113th Congress), Maryland",126359,109800,38401
2013,"Congressional District 4 (113th Congress), Maryland",88590,131372,35831
2013,"Congressional District 5 (113th Congress), Maryland",97048,136128,40497
2013,"Congressional District 6 (113th Congress), Maryland",110334,124522,33782
2013,"Congressional District 7 (113th Congress), Maryland",91254,123861,29501
2013,"Congressional District 8 (113th Congress), Maryland",124275,96958,41784
2013,"Congressional District 1 (113th Congress), Massachusetts",79656,156182,26488
2013,"Congressional District 2 (113th Congress), Massachusetts",100983,138586,28322
2013,"Congressional District 3 (113th Congress), Massachusetts",106261,139718,30717
2013,"Congressional District 4 (113th Congress), Massachusetts",125729,109144,38003
2013,"Congressional District 5 (113th Congress), Massachusetts",144813,105888,38026
2013,"Congressional District 6 (113th Congress), Massachusetts",135198,133585,35153
2013,"Congressional District 7 (113th Congress), Massachusetts",105757,121534,26204
2013,"Congressional District 8 (113th Congress), Massachusetts",138066,138244,36996
2013,"Congressional District 9 (113th Congress), Massachusetts",100952,147989,28911
2013,"Congressional District 1 (113th Congress), Michigan",74083,180368,21593
2013,"Congressional District 2 (113th Congress), Michigan",77937,147688,23144
2013,"Congressional District 3 (113th Congress), Michigan",88513,130914,25486
2013,"Congressional District 4 (113th Congress), Michigan",62178,167467,21375
2013,"Congressional District 5 (113th Congress), Michigan",52559,154535,21669
2013,"Congressional District 6 (113th Congress), Michigan",74047,145961,22952
2013,"Congressional District 7 (113th Congress), Michigan",71534,157830,25557
2013,"Congressional District 8 (113th Congress), Michigan",105393,102352,29172
2013,"Congressional District 9 (113th Congress), Michigan",89094,139510,27127
2013,"Congressional District 10 (113th Congress), Michigan",70965,162080,26422
2013,"Congressional District 11 (113th Congress), Michigan",132847,100818,36225
2013,"Congressional District 12 (113th Congress), Michigan",78541,118460,26908
2013,"Congressional District 13 (113th Congress), Michigan",37935,141084,18114
2013,"Congressional District 14 (113th Congress), Michigan",73403,122858,22301
2013,"Congressional District 1 (113th Congress), Minnesota",78078,137053,27910
2013,"Congressional District 2 (113th Congress), Minnesota",114707,106922,35935
2013,"Congressional District 3 (113th Congress), Minnesota",147963,86937,38273
2013,"Congressional District 4 (113th Congress), Minnesota",117495,97239,30700
2013,"Congressional District 5 (113th Congress), Minnesota",131228,96225,28987
2013,"Congressional District 6 (113th Congress), Minnesota",86512,123765,32195
2013,"Congressional District 7 (113th Congress), Minnesota",67238,149279,26300
2013,"Congressional District 8 (113th Congress), Minnesota",70016,157659,24930
2013,"Congressional District 1 (113th Congress), Mississippi",57524,152898,21183
2013,"Congressional District 2 (113th Congress), Mississippi",54544,137397,17763
2013,"Congressional District 3 (113th Congress), Mississippi",75726,146511,21549
2013,"Congressional District 4 (113th Congress), Mississippi",60694,154434,21541
2013,"Congressional District 1 (113th Congress), Missouri",86086,121365,24376
2013,"Congressional District 2 (113th Congress), Missouri",160962,102721,35876
2013,"Congressional District 3 (113th Congress), Missouri",83165,173714,26981
2013,"Congressional District 4 (113th Congress), Missouri",69904,166956,21453
2013,"Congressional District 5 (113th Congress), Missouri",82097,164316,25743
2013,"Congressional District 6 (113th Congress), Missouri",84386,179300,26353
2013,"Congressional District 7 (113th Congress), Missouri",73008,171604,21511
2013,"Congressional District 8 (113th Congress), Missouri",46383,196309,20000
2013,"Congressional District (at Large) (113th Congress), Montana",135518,200303,23787
2013,"Congressional District 1 (113th Congress), Nebraska",80629,109525,27090
2013,"Congressional District 2 (113th Congress), Nebraska",97418,85768,28952
2013,"Congressional District 3 (113th Congress), Nebraska",60113,134302,24397
2013,"Congressional District 1 (113th Congress), Nevada",45654,147779,21597
2013,"Congressional District 2 (113th Congress), Nevada",76379,119993,26967
2013,"Congressional District 3 (113th Congress), Nevada",103346,122532,32028
2013,"Congressional District 4 (113th Congress), Nevada",56904,142148,25833
2013,"Congressional District 1 (113th Congress), New Hampshire",105852,129664,31294
2013,"Congressional District 2 (113th Congress), New Hampshire",96643,141162,30228
2013,"Congressional District 1 (113th Congress), New Jersey",92299,167746,29318
2013,"Congressional District 2 (113th Congress), New Jersey",83085,182866,26012
2013,"Congressional District 3 (113th Congress), New Jersey",106858,174551,34074
2013,"Congressional District 4 (113th Congress), New Jersey",116880,140764,34048
2013,"Congressional District 5 (113th Congress), New Jersey",143353,126082,39463
2013,"Congressional District 6 (113th Congress), New Jersey",114252,132464,32689
2013,"Congressional District 7 (113th Congress), New Jersey",150674,114116,43283
2013,"Congressional District 8 (113th Congress), New Jersey",90471,153264,25827
2013,"Congressional District 9 (113th Congress), New Jersey",107121,164501,29637
2013,"Congressional District 10 (113th Congress), New Jersey",86275,152537,25488
2013,"Congressional District 11 (113th Congress), New Jersey",158816,116877,44319
2013,"Congressional District 12 (113th Congress), New Jersey",124532,125568,32798
2013,"Congressional District 1 (113th Congress), New Mexico",84344,111264,25649
2013,"Congressional District 2 (113th Congress), New Mexico",52834,123439,20419
2013,"Congressional District 3 (113th Congress), New Mexico",67048,126850,23034
2013,"Congressional District 1 (113th Congress), New York",91058,145040,35647
2013,"Congressional District 2 (113th Congress), New York",78040,162854,34137
2013,"Congressional District 3 (113th Congress), New York",139480,99411,41477
2013,"Congressional District 4 (113th Congress), New York",108071,119273,35596
2013,"Congressional District 5 (113th Congress), New York",78091,154589,26202
2013,"Congressional District 6 (113th Congress), New York",121639,130393,30114
2013,"Congressional District 7 (113th Congress), New York",94219,117104,23101
2013,"Congressional District 8 (113th Congress), New York",89573,138036,25928
2013,"Congressional District 9 (113th Congress), New York",100700,135565,27084
2013,"Congressional District 10 (113th Congress), New York",161136,80125,44128
2013,"Congressional District 11 (113th Congress), New York",100455,150592,32417
2013,"Congressional District 12 (113th Congress), New York",221595,59979,53587
2013,"Congressional District 13 (113th Congress), New York",93827,121077,19683
2013,"Congressional District 14 (113th Congress), New York",82643,140946,24874
2013,"Congressional District 15 (113th Congress), New York",41969,128041,14825
2013,"Congressional District 16 (113th Congress), New York",96279,115216,33087
2013,"Congressional District 17 (113th Congress), New York",113796,99900,35666
2013,"Congressional District 18 (113th Congress), New York",89749,126284,31333
2013,"Congressional District 19 (113th Congress), New York",72643,159419,26816
2013,"Congressional District 20 (113th Congress), New York",97477,130526,30076
2013,"Congressional District 21 (113th Congress), New York",57805,174534,25186
2013,"Congressional District 22 (113th Congress), New York",64614,171513,23800
2013,"Congressional District 23 (113th Congress), New York",58585,168632,22659
2013,"Congressional District 24 (113th Congress), New York",78681,145702,26796
2013,"Congressional District 25 (113th Congress), New York",96792,121605,26886
2013,"Congressional District 26 (113th Congress), New York",78991,140152,25524
2013,"Congressional District 27 (113th Congress), New York",81983,158204,28645
2013,"Congressional District 1 (113th Congress), North Carolina",58271,143021,19603
2013,"Congressional District 2 (113th Congress), North Carolina",94343,128580,26722
2013,"Congressional District 3 (113th Congress), North Carolina",65664,134836,23663
2013,"Congressional District 4 (113th Congress), North Carolina",123234,92410,26649
2013,"Congressional District 5 (113th Congress), North Carolina",87332,150805,22951
2013,"Congressional District 6 (113th Congress), North Carolina",100811,146481,26159
2013,"Congressional District 7 (113th Congress), North Carolina",83328,144586,22586
2013,"Congressional District 8 (113th Congress), North Carolina",61387,158092,22283
2013,"Congressional District 9 (113th Congress), North Carolina",170006,94083,34367
2013,"Congressional District 10 (113th Congress), North Carolina",84791,147979,22599
2013,"Congressional District 11 (113th Congress), North Carolina",73867,157140,20851
2013,"Congressional District 12 (113th Congress), North Carolina",78432,129791,20815
2013,"Congressional District 13 (113th Congress), North Carolina",130018,115791,30992
2013,"Congressional District (at Large) (113th Congress), North Dakota",93470,128539,29921
2013,"Congressional District 1 (113th Congress), Ohio",91002,138838,26432
2013,"Congressional District 2 (113th Congress), Ohio",95064,158551,26591
2013,"Congressional District 3 (113th Congress), Ohio",82047,142802,23602
2013,"Congressional District 4 (113th Congress), Ohio",51760,201873,24126
2013,"Congressional District 5 (113th Congress), Ohio",71238,175495,25633
2013,"Congressional District 6 (113th Congress), Ohio",47669,218873,21717
2013,"Congressional District 7 (113th Congress), Ohio",63151,195987,23815
2013,"Congressional District 8 (113th Congress), Ohio",70780,176186,25525
2013,"Congressional District 9 (113th Congress), Ohio",68497,159404,21936
2013,"Congressional District 10 (113th Congress), Ohio",76931,138802,24579
2013,"Congressional District 11 (113th Congress), Ohio",69654,134208,21246
2013,"Congressional District 12 (113th Congress), Ohio",119832,138692,30487
2013,"Congressional District 13 (113th Congress), Ohio",72446,196566,21942
2013,"Congressional District 14 (113th Congress), Ohio",106284,158833,29237
2013,"Congressional District 15 (113th Congress), Ohio",91736,171244,27056
2013,"Congressional District 16 (113th Congress), Ohio",101587,162472,30602
2013,"Congressional District 1 (113th Congress), Oklahoma",99453,140896,26166
2013,"Congressional District 2 (113th Congress), Oklahoma",54931,193869,20681
2013,"Congressional District 3 (113th Congress), Oklahoma",75258,175850,24698
2013,"Congressional District 4 (113th Congress), Oklahoma",76793,166917,25050
2013,"Congressional District 5 (113th Congress), Oklahoma",96521,132260,25138
2013,"Congressional District 1 (113th Congress), Oregon",125405,114577,29602
2013,"Congressional District 2 (113th Congress), Oregon",83986,153426,22269
2013,"Congressional District 3 (113th Congress), Oregon",131592,114282,26618
2013,"Congressional District 4 (113th Congress), Oregon",83625,143969,21183
2013,"Congressional District 5 (113th Congress), Oregon",96423,129616,25835
2013,"Congressional District 1 (113th Congress), Pennsylvania",75637,161541,22314
2013,"Congressional District 2 (113th Congress), Pennsylvania",76472,141935,21639
2013,"Congressional District 3 (113th Congress), Pennsylvania",76390,201903,23419
2013,"Congressional District 4 (113th Congress), Pennsylvania",76153,190944,27405
2013,"Congressional District 5 (113th Congress), Pennsylvania",64567,210282,21951
2013,"Congressional District 6 (113th Congress), Pennsylvania",125227,139234,33870
2013,"Congressional District 7 (113th Congress), Pennsylvania",116444,141672,36549
2013,"Congressional District 8 (113th Congress), Pennsylvania",112551,156906,33262
2013,"Congressional District 9 (113th Congress), Pennsylvania",55852,233174,23416
2013,"Congressional District 10 (113th Congress), Pennsylvania",62161,211891,23737
2013,"Congressional District 11 (113th Congress), Pennsylvania",71459,199020,26428
2013,"Congressional District 12 (113th Congress), Pennsylvania",100053,183421,28676
2013,"Congressional District 13 (113th Congress), Pennsylvania",95492,157387,28300
2013,"Congressional District 14 (113th Congress), Pennsylvania",92695,163754,23705
2013,"Congressional District 15 (113th Congress), Pennsylvania",82886,175803,27644
2013,"Congressional District 16 (113th Congress), Pennsylvania",78800,169420,26037
2013,"Congressional District 17 (113th Congress), Pennsylvania",65999,199664,23763
2013,"Congressional District 18 (113th Congress), Pennsylvania",111390,171850,30048
2013,"Congressional District 1 (113th Congress), Rhode Island",67796,96260,25922
2013,"Congressional District 2 (113th Congress), Rhode Island",74802,95594,30022
2013,"Congressional District 1 (113th Congress), South Carolina",116681,107485,30514
2013,"Congressional District 2 (113th Congress), South Carolina",91187,118316,26904
2013,"Congressional District 3 (113th Congress), South Carolina",57455,143499,21167
2013,"Congressional District 4 (113th Congress), South Carolina",87838,119804,23598
2013,"Congressional District 5 (113th Congress), South Carolina",64924,148242,23530
2013,"Congressional District 6 (113th Congress), South Carolina",48833,145417,18931
2013,"Congressional District 7 (113th Congress), South Carolina",63026,156284,20597
2013,"Congressional District (at Large) (113th Congress), South Dakota",104240,172701,25803
2013,"Congressional District 1 (113th Congress), Tennessee",55105,194960,19886
2013,"Congressional District 2 (113th Congress), Tennessee",84804,151594,23521
2013,"Congressional District 3 (113th Congress), Tennessee",64920,169981,21118
2013,"Congressional District 4 (113th Congress), Tennessee",67394,168846,23213
2013,"Congressional District 5 (113th Congress), Tennessee",109988,130342,26352
2013,"Congressional District 6 (113th Congress), Tennessee",62509,186645,22158
2013,"Congressional District 7 (113th Congress), Tennessee",87642,153304,25407
2013,"Congressional District 8 (113th Congress), Tennessee",82734,152380,25313
2013,"Congressional District 9 (113th Congress), Tennessee",66379,129706,21728
2013,"Congressional District 1 (113th Congress), Texas",62205,136933,21783
2013,"Congressional District 2 (113th Congress), Texas",121279,96046,35131
2013,"Congressional District 3 (113th Congress), Texas",162678,71973,40791
2013,"Congressional District 4 (113th Congress), Texas",61698,159669,23365
2013,"Congressional District 5 (113th Congress), Texas",60562,141230,23644
2013,"Congressional District 6 (113th Congress), Texas",97590,117282,30386
2013,"Congressional District 7 (113th Congress), Texas",144079,79575,37880
2013,"Congressional District 8 (113th Congress), Texas",93293,151823,30041
2013,"Congressional District 9 (113th Congress), Texas",82686,111479,22017
2013,"Congressional District 10 (113th Congress), Texas",120563,108539,31465
2013,"Congressional District 11 (113th Congress), Texas",67724,138368,25203
2013,"Congressional District 12 (113th Congress), Texas",101054,121855,30393
2013,"Congressional District 13 (113th Congress), Texas",64022,134378,24758
2013,"Congressional District 14 (113th Congress), Texas",71948,139176,25685
2013,"Congressional District 15 (113th Congress), Texas",54411,103985,18870
2013,"Congressional District 16 (113th Congress), Texas",68015,98008,20310
2013,"Congressional District 17 (113th Congress), Texas",77638,116675,23288
2013,"Congressional District 18 (113th Congress), Texas",59647,134541,22288
2013,"Congressional District 19 (113th Congress), Texas",61035,128276,22028
2013,"Congressional District 20 (113th Congress), Texas",70554,126980,21776
2013,"Congressional District 21 (113th Congress), Texas",146031,96750,31476
2013,"Congressional District 22 (113th Congress), Texas",139226,88384,38495
2013,"Congressional District 23 (113th Congress), Texas",57774,123578,21239
2013,"Congressional District 24 (113th Congress), Texas",142349,82995,35239
2013,"Congressional District 25 (113th Congress), Texas",107351,104845,30184
2013,"Congressional District 26 (113th Congress), Texas",133506,91579,35342
2013,"Congressional District 27 (113th Congress), Texas",53977,147957,23640
2013,"Congressional District 28 (113th Congress), Texas",48155,111693,20321
2013,"Congressional District 29 (113th Congress), Texas",27366,121743,20172
2013,"Congressional District 30 (113th Congress), Texas",59922,121086,23304
2013,"Congressional District 31 (113th Congress), Texas",106934,113767,30981
2013,"Congressional District 32 (113th Congress), Texas",128679,84818,31500
2013,"Congressional District 33 (113th Congress), Texas",26276,116778,20037
2013,"Congressional District 34 (113th Congress), Texas",42696,107678,17443
2013,"Congressional District 35 (113th Congress), Texas",61018,130120,21033
2013,"Congressional District 36 (113th Congress), Texas",60980,147107,26711
2013,"Congressional District 1 (113th Congress), Utah",82639,106200,25733
2013,"Congressional District 2 (113th Congress), Utah",85742,105156,24731
2013,"Congressional District 3 (113th Congress), Utah",97465,67225,23717
2013,"Congressional District 4 (113th Congress), Utah",82656,103618,27031
2013,"Congressional District (at Large) (113th Congress), Vermont",93427,133439,26334
2013,"Congressional District 1 (113th Congress), Virginia",110346,128341,34696
2013,"Congressional District 2 (113th Congress), Virginia",100002,117120,29829
2013,"Congressional District 3 (113th Congress), Virginia",69386,142681,22326
2013,"Congressional District 4 (113th Congress), Virginia",76030,150293,28678
2013,"Congressional District 5 (113th Congress), Virginia",78659,156549,25504
2013,"Congressional District 6 (113th Congress), Virginia",79796,161432,23035
2013,"Congressional District 7 (113th Congress), Virginia",124799,127492,32280
2013,"Congressional District 8 (113th Congress), Virginia",168288,69325,50548
2013,"Congressional District 9 (113th Congress), Virginia",54144,167877,20929
2013,"Congressional District 10 (113th Congress), Virginia",159581,81390,45740
2013,"Congressional District 11 (113th Congress), Virginia",151278,77986,44307
2013,"Congressional District 1 (113th Congress), Washington",126480,91139,35656
2013,"Congressional District 2 (113th Congress), Washington",95790,107571,29475
2013,"Congressional District 3 (113th Congress), Washington",68959,135772,26209
2013,"Congressional District 4 (113th Congress), Washington",52726,114826,23264
2013,"Congressional District 5 (113th Congress), Washington",77180,122426,22861
2013,"Congressional District 6 (113th Congress), Washington",86811,116800,27763
2013,"Congressional District 7 (113th Congress), Washington",179414,61619,37387
2013,"Congressional District 8 (113th Congress), Washington",98218,123210,33966
2013,"Congressional District 9 (113th Congress), Washington",121938,102032,30651
2013,"Congressional District 10 (113th Congress), Washington",76957,120194,29120
2013,"Congressional District 1 (113th Congress), West Virginia",51847,175269,21984
