year,district,mortgage_cost
2009,"Congressional District 51 (111th Congress), California",1231
2009,"Congressional District 52 (111th Congress), California",1607
2009,"Congressional District 53 (111th Congress), California",1240
2009,"Congressional District 1 (111th Congress), Colorado",1004
2009,"Congressional District 2 (111th Congress), Colorado",1318
2009,"Congressional District 3 (111th Congress), Colorado",857
2009,"Congressional District 4 (111th Congress), Colorado",1008
2009,"Congressional District 5 (111th Congress), Colorado",1054
2009,"Congressional District 6 (111th Congress), Colorado",1591
2009,"Congressional District 7 (111th Congress), Colorado",1033
2009,"Congressional District 1 (111th Congress), Connecticut",1202
2009,"Congressional District 2 (111th Congress), Connecticut",1347
2009,"Congressional District 3 (111th Congress), Connecticut",1362
2009,"Congressional District 4 (111th Congress), Connecticut",1851
2009,"Congressional District 5 (111th Congress), Connecticut",1328
2009,"Congressional District (at Large) (111th Congress), Delaware",1096
2009,"Delegate District (at Large) (111th Congress), District of Columbia",1292
2009,"Congressional District 1 (111th Congress), Florida",881
2009,"Congressional District 2 (111th Congress), Florida",852
2009,"Congressional District 3 (111th Congress), Florida",825
2009,"Congressional District 4 (111th Congress), Florida",1039
2009,"Congressional District 5 (111th Congress), Florida",823
2009,"Congressional District 6 (111th Congress), Florida",887
2009,"Congressional District 7 (111th Congress), Florida",1075
2009,"Congressional District 8 (111th Congress), Florida",1110
2009,"Congressional District 9 (111th Congress), Florida",1056
2009,"Congressional District 10 (111th Congress), Florida",948
2009,"Congressional District 11 (111th Congress), Florida",958
2009,"Congressional District 12 (111th Congress), Florida",896
2009,"Congressional District 13 (111th Congress), Florida",984
2009,"Congressional District 14 (111th Congress), Florida",1052
2009,"Congressional District 15 (111th Congress), Florida",999
2009,"Congressional District 16 (111th Congress), Florida",983
2009,"Congressional District 17 (111th Congress), Florida",1025
2009,"Congressional District 18 (111th Congress), Florida",1148
2009,"Congressional District 19 (111th Congress), Florida",1151
2009,"Congressional District 20 (111th Congress), Florida",1400
2009,"Congressional District 21 (111th Congress), Florida",1225
2009,"Congressional District 22 (111th Congress), Florida",1379
2009,"Congressional District 23 (111th Congress), Florida",1085
2009,"Congressional District 24 (111th Congress), Florida",1134
2009,"Congressional District 25 (111th Congress), Florida",1421
2009,"Congressional District 1 (111th Congress), Georgia",722
2009,"Congressional District 2 (111th Congress), Georgia",633
2009,"Congressional District 3 (111th Congress), Georgia",998
2009,"Congressional District 4 (111th Congress), Georgia",1054
2009,"Congressional District 5 (111th Congress), Georgia",1112
2009,"Congressional District 6 (111th Congress), Georgia",1427
2009,"Congressional District 7 (111th Congress), Georgia",1265
2009,"Congressional District 8 (111th Congress), Georgia",739
2009,"Congressional District 9 (111th Congress), Georgia",849
2009,"Congressional District 10 (111th Congress), Georgia",771
2009,"Congressional District 11 (111th Congress), Georgia",976
2009,"Congressional District 12 (111th Congress), Georgia",684
2009,"Congressional District 13 (111th Congress), Georgia",1048
2009,"Congressional District 1 (111th Congress), Hawaii",1459
2009,"Congressional District 2 (111th Congress), Hawaii",1432
2009,"Congressional District 1 (111th Congress), Idaho",904
2009,"Congressional District 2 (111th Congress), Idaho",772
2009,"Congressional District 1 (111th Congress), Illinois",946
2009,"Congressional District 2 (111th Congress), Illinois",988
2009,"Congressional District 3 (111th Congress), Illinois",1113
2009,"Congressional District 4 (111th Congress), Illinois",1025
2009,"Congressional District 5 (111th Congress), Illinois",1185
2009,"Congressional District 6 (111th Congress), Illinois",1445
2009,"Congressional District 7 (111th Congress), Illinois",1250
2009,"Congressional District 8 (111th Congress), Illinois",1491
2009,"Congressional District 9 (111th Congress), Illinois",1136
2009,"Congressional District 10 (111th Congress), Illinois",1615
2009,"Congressional District 11 (111th Congress), Illinois",1020
2009,"Congressional District 12 (111th Congress), Illinois",719
2009,"Congressional District 13 (111th Congress), Illinois",1632
2009,"Congressional District 14 (111th Congress), Illinois",1384
2009,"Congressional District 15 (111th Congress), Illinois",733
2009,"Congressional District 16 (111th Congress), Illinois",977
2009,"Congressional District 17 (111th Congress), Illinois",656
2009,"Congressional District 18 (111th Congress), Illinois",748
2009,"Congressional District 19 (111th Congress), Illinois",694
2009,"Congressional District 1 (111th Congress), Indiana",898
2009,"Congressional District 2 (111th Congress), Indiana",760
2009,"Congressional District 3 (111th Congress), Indiana",768
2009,"Congressional District 4 (111th Congress), Indiana",906
2009,"Congressional District 5 (111th Congress), Indiana",967
2009,"Congressional District 6 (111th Congress), Indiana",703
2009,"Congressional District 7 (111th Congress), Indiana",793
2009,"Congressional District 8 (111th Congress), Indiana",698
2009,"Congressional District 9 (111th Congress), Indiana",755
2009,"Congressional District 1 (111th Congress), Iowa",729
2009,"Congressional District 2 (111th Congress), Iowa",743
2009,"Congressional District 3 (111th Congress), Iowa",845
2009,"Congressional District 4 (111th Congress), Iowa",675
2009,"Congressional District 5 (111th Congress), Iowa",624
2009,"Congressional District 1 (111th Congress), Kansas",600
2009,"Congressional District 2 (111th Congress), Kansas",732
2009,"Congressional District 3 (111th Congress), Kansas",1075
2009,"Congressional District 4 (111th Congress), Kansas",747
2009,"Congressional District 1 (111th Congress), Kentucky",561
2009,"Congressional District 2 (111th Congress), Kentucky",686
2009,"Congressional District 3 (111th Congress), Kentucky",810
2009,"Congressional District 4 (111th Congress), Kentucky",786
2009,"Congressional District 5 (111th Congress), Kentucky",426
2009,"Congressional District 6 (111th Congress), Kentucky",743
2009,"Congressional District 1 (111th Congress), Louisiana",881
2009,"Congressional District 2 (111th Congress), Louisiana",902
2009,"Congressional District 3 (111th Congress), Louisiana",647
2009,"Congressional District 4 (111th Congress), Louisiana",646
2009,"Congressional District 5 (111th Congress), Louisiana",537
2009,"Congressional District 6 (111th Congress), Louisiana",789
2009,"Congressional District 7 (111th Congress), Louisiana",610
2009,"Congressional District 1 (111th Congress), Maine",1027
2009,"Congressional District 2 (111th Congress), Maine",707
2009,"Congressional District 1 (111th Congress), Maryland",1283
2009,"Congressional District 2 (111th Congress), Maryland",1173
2009,"Congressional District 3 (111th Congress), Maryland",1409
2009,"Congressional District 4 (111th Congress), Maryland",1664
2009,"Congressional District 5 (111th Congress), Maryland",1720
2009,"Congressional District 6 (111th Congress), Maryland",1212
2009,"Congressional District 7 (111th Congress), Maryland",1118
2009,"Congressional District 8 (111th Congress), Maryland",1730
2009,"Congressional District 1 (111th Congress), Massachusetts",975
2009,"Congressional District 2 (111th Congress), Massachusetts",1058
2009,"Congressional District 3 (111th Congress), Massachusetts",1240
2009,"Congressional District 4 (111th Congress), Massachusetts",1410
2009,"Congressional District 5 (111th Congress), Massachusetts",1432
2009,"Congressional District 6 (111th Congress), Massachusetts",1451
2009,"Congressional District 7 (111th Congress), Massachusetts",1483
2009,"Congressional District 8 (111th Congress), Massachusetts",1380
2009,"Congressional District 9 (111th Congress), Massachusetts",1472
2009,"Congressional District 10 (111th Congress), Massachusetts",1378
2009,"Congressional District 1 (111th Congress), Michigan",659
2009,"Congressional District 2 (111th Congress), Michigan",816
2009,"Congressional District 3 (111th Congress), Michigan",916
2009,"Congressional District 4 (111th Congress), Michigan",759
2009,"Congressional District 5 (111th Congress), Michigan",746
2009,"Congressional District 6 (111th Congress), Michigan",761
2009,"Congressional District 7 (111th Congress), Michigan",837
2009,"Congressional District 8 (111th Congress), Michigan",1037
2009,"Congressional District 9 (111th Congress), Michigan",1230
2009,"Congressional District 10 (111th Congress), Michigan",1030
2009,"Congressional District 11 (111th Congress), Michigan",1145
2009,"Congressional District 12 (111th Congress), Michigan",916
2009,"Congressional District 13 (111th Congress), Michigan",786
2009,"Congressional District 14 (111th Congress), Michigan",852
2009,"Congressional District 15 (111th Congress), Michigan",970
2009,"Congressional District 1 (111th Congress), Minnesota",776
2009,"Congressional District 2 (111th Congress), Minnesota",1357
2009,"Congressional District 3 (111th Congress), Minnesota",1340
2009,"Congressional District 4 (111th Congress), Minnesota",974
2009,"Congressional District 5 (111th Congress), Minnesota",1058
2009,"Congressional District 6 (111th Congress), Minnesota",1313
2009,"Congressional District 7 (111th Congress), Minnesota",697
2009,"Congressional District 8 (111th Congress), Minnesota",782
2009,"Congressional District 1 (111th Congress), Mississippi",651
2009,"Congressional District 2 (111th Congress), Mississippi",601
2009,"Congressional District 3 (111th Congress), Mississippi",659
2009,"Congressional District 4 (111th Congress), Mississippi",712
2009,"Congressional District 1 (111th Congress), Missouri",854
2009,"Congressional District 2 (111th Congress), Missouri",1208
2009,"Congressional District 3 (111th Congress), Missouri",863
2009,"Congressional District 4 (111th Congress), Missouri",629
2009,"Congressional District 5 (111th Congress), Missouri",846
2009,"Congressional District 6 (111th Congress), Missouri",809
2009,"Congressional District 7 (111th Congress), Missouri",684
2009,"Congressional District 8 (111th Congress), Missouri",518
2009,"Congressional District 9 (111th Congress), Missouri",720
2009,"Congressional District (at Large) (111th Congress), Montana",691
2009,"Congressional District 1 (111th Congress), Nebraska",757
2009,"Congressional District 2 (111th Congress), Nebraska",942
2009,"Congressional District 3 (111th Congress), Nebraska",613
2009,"Congressional District 1 (111th Congress), Nevada",1131
2009,"Congressional District 2 (111th Congress), Nevada",1057
2009,"Congressional District 3 (111th Congress), Nevada",1332
2009,"Congressional District 1 (111th Congress), New Hampshire",1279
2009,"Congressional District 2 (111th Congress), New Hampshire",1192
2009,"Congressional District 1 (111th Congress), New Jersey",1246
2009,"Congressional District 2 (111th Congress), New Jersey",1216
2009,"Congressional District 3 (111th Congress), New Jersey",1537
2009,"Congressional District 4 (111th Congress), New Jersey",1504
2009,"Congressional District 5 (111th Congress), New Jersey",1975
2009,"Congressional District 6 (111th Congress), New Jersey",1484
2009,"Congressional District 7 (111th Congress), New Jersey",1917
2009,"Congressional District 8 (111th Congress), New Jersey",1472
2009,"Congressional District 9 (111th Congress), New Jersey",1442
2009,"Congressional District 10 (111th Congress), New Jersey",1161
2009,"Congressional District 11 (111th Congress), New Jersey",2001
2009,"Congressional District 12 (111th Congress), New Jersey",1723
2009,"Congressional District 13 (111th Congress), New Jersey",1198
2009,"Congressional District 1 (111th Congress), New Mexico",856
2009,"Congressional District 2 (111th Congress), New Mexico",572
2009,"Congressional District 3 (111th Congress), New Mexico",732
2009,"Congressional District 1 (111th Congress), New York",1871
2009,"Congressional District 2 (111th Congress), New York",2137
2009,"Congressional District 3 (111th Congress), New York",2043
2009,"Congressional District 4 (111th Congress), New York",1887
2009,"Congressional District 5 (111th Congress), New York",1394
2009,"Congressional District 6 (111th Congress), New York",1352
2009,"Congressional District 7 (111th Congress), New York",1068
2009,"Congressional District 8 (111th Congress), New York",1445
2009,"Congressional District 9 (111th Congress), New York",1208
2009,"Congressional District 10 (111th Congress), New York",1090
2009,"Congressional District 11 (111th Congress), New York",1113
2009,"Congressional District 12 (111th Congress), New York",1115
2009,"Congressional District 13 (111th Congress), New York",1292
2009,"Congressional District 14 (111th Congress), New York",1635
2009,"Congressional District 15 (111th Congress), New York",955
2009,"Congressional District 16 (111th Congress), New York",868
2009,"Congressional District 17 (111th Congress), New York",1214
2009,"Congressional District 18 (111th Congress), New York",1810
2009,"Congressional District 19 (111th Congress), New York",1746
2009,"Congressional District 20 (111th Congress), New York",1012
2009,"Congressional District 21 (111th Congress), New York",952
2009,"Congressional District 22 (111th Congress), New York",966
2009,"Congressional District 23 (111th Congress), New York",758
2009,"Congressional District 24 (111th Congress), New York",755
2009,"Congressional District 25 (111th Congress), New York",881
2009,"Congressional District 26 (111th Congress), New York",917
2009,"Congressional District 27 (111th Congress), New York",749
2009,"Congressional District 28 (111th Congress), New York",752
2009,"Congressional District 29 (111th Congress), New York",831
2009,"Congressional District 1 (111th Congress), North Carolina",669
2009,"Congressional District 2 (111th Congress), North Carolina",842
2009,"Congressional District 3 (111th Congress), North Carolina",831
2009,"Congressional District 4 (111th Congress), North Carolina",1094
2009,"Congressional District 5 (111th Congress), North Carolina",708
2009,"Congressional District 6 (111th Congress), North Carolina",797
2009,"Congressional District 7 (111th Congress), North Carolina",788
2009,"Congressional District 8 (111th Congress), North Carolina",799
2009,"Congressional District 9 (111th Congress), North Carolina",1112
2009,"Congressional District 10 (111th Congress), North Carolina",684
2009,"Congressional District 11 (111th Congress), North Carolina",680
2009,"Congressional District 12 (111th Congress), North Carolina",819
2009,"Congressional District 13 (111th Congress), North Carolina",869
2009,"Congressional District (at Large) (111th Congress), North Dakota",630
2009,"Congressional District 1 (111th Congress), Ohio",795
2009,"Congressional District 2 (111th Congress), Ohio",971
2009,"Congressional District 3 (111th Congress), Ohio",864
2009,"Congressional District 4 (111th Congress), Ohio",720
2009,"Congressional District 5 (111th Congress), Ohio",754
2009,"Congressional District 6 (111th Congress), Ohio",620
2009,"Congressional District 7 (111th Congress), Ohio",853
2009,"Congressional District 8 (111th Congress), Ohio",844
2009,"Congressional District 9 (111th Congress), Ohio",770
2009,"Congressional District 10 (111th Congress), Ohio",825
2009,"Congressional District 11 (111th Congress), Ohio",786
2009,"Congressional District 12 (111th Congress), Ohio",1035
2009,"Congressional District 13 (111th Congress), Ohio",878
2009,"Congressional District 14 (111th Congress), Ohio",1010
2009,"Congressional District 15 (111th Congress), Ohio",949
2009,"Congressional District 16 (111th Congress), Ohio",798
2009,"Congressional District 17 (111th Congress), Ohio",716
2009,"Congressional District 18 (111th Congress), Ohio",642
2009,"Congressional District 1 (111th Congress), Oklahoma",800
2009,"Congressional District 2 (111th Congress), Oklahoma",525
2009,"Congressional District 3 (111th Congress), Oklahoma",592
2009,"Congressional District 4 (111th Congress), Oklahoma",708
2009,"Congressional District 5 (111th Congress), Oklahoma",737
2009,"Congressional District 1 (111th Congress), Oregon",1145
2009,"Congressional District 2 (111th Congress), Oregon",836
2009,"Congressional District 3 (111th Congress), Oregon",1108
2009,"Congressional District 4 (111th Congress), Oregon",829
2009,"Congressional District 5 (111th Congress), Oregon",1043
2009,"Congressional District 1 (111th Congress), Pennsylvania",812
2009,"Congressional District 2 (111th Congress), Pennsylvania",859
2009,"Congressional District 3 (111th Congress), Pennsylvania",694
2009,"Congressional District 4 (111th Congress), Pennsylvania",888
2009,"Congressional District 5 (111th Congress), Pennsylvania",646
2009,"Congressional District 6 (111th Congress), Pennsylvania",1249
2009,"Congressional District 7 (111th Congress), Pennsylvania",1281
2009,"Congressional District 8 (111th Congress), Pennsylvania",1425
2009,"Congressional District 9 (111th Congress), Pennsylvania",650
2009,"Congressional District 10 (111th Congress), Pennsylvania",743
2009,"Congressional District 11 (111th Congress), Pennsylvania",783
2009,"Congressional District 12 (111th Congress), Pennsylvania",585
2009,"Congressional District 13 (111th Congress), Pennsylvania",1093
2009,"Congressional District 14 (111th Congress), Pennsylvania",709
2009,"Congressional District 15 (111th Congress), Pennsylvania",1044
2009,"Congressional District 16 (111th Congress), Pennsylvania",973
2009,"Congressional District 17 (111th Congress), Pennsylvania",819
2009,"Congressional District 18 (111th Congress), Pennsylvania",856
2009,"Congressional District 19 (111th Congress), Pennsylvania",971
2009,"Congressional District 1 (111th Congress), Rhode Island",1115
2009,"Congressional District 2 (111th Congress), Rhode Island",1192
2009,"Congressional District 1 (111th Congress), South Carolina",972
2009,"Congressional District 2 (111th Congress), South Carolina",894
2009,"Congressional District 3 (111th Congress), South Carolina",639
2009,"Congressional District 4 (111th Congress), South Carolina",740
2009,"Congressional District 5 (111th Congress), South Carolina",656
2009,"Congressional District 6 (111th Congress), South Carolina",638
2009,"Congressional District (at Large) (111th Congress), South Dakota",649
2009,"Congressional District 1 (111th Congress), Tennessee",578
2009,"Congressional District 2 (111th Congress), Tennessee",769
2009,"Congressional District 3 (111th Congress), Tennessee",688
2009,"Congressional District 4 (111th Congress), Tennessee",586
2009,"Congressional District 5 (111th Congress), Tennessee",924
2009,"Congressional District 6 (111th Congress), Tennessee",821
2009,"Congressional District 7 (111th Congress), Tennessee",998
2009,"Congressional District 8 (111th Congress), Tennessee",665
2009,"Congressional District 9 (111th Congress), Tennessee",830
2009,"Congressional District 1 (111th Congress), Texas",651
2009,"Congressional District 2 (111th Congress), Texas",926
2009,"Congressional District 3 (111th Congress), Texas",1246
2009,"Congressional District 4 (111th Congress), Texas",829
2009,"Congressional District 5 (111th Congress), Texas",843
2009,"Congressional District 6 (111th Congress), Texas",974
2009,"Congressional District 7 (111th Congress), Texas",1209
2009,"Congressional District 8 (111th Congress), Texas",793
2009,"Congressional District 9 (111th Congress), Texas",861
2009,"Congressional District 10 (111th Congress), Texas",1152
2009,"Congressional District 11 (111th Congress), Texas",664
2009,"Congressional District 12 (111th Congress), Texas",963
2009,"Congressional District 13 (111th Congress), Texas",630
2009,"Congressional District 14 (111th Congress), Texas",879
2009,"Congressional District 15 (111th Congress), Texas",571
2009,"Congressional District 16 (111th Congress), Texas",699
2009,"Congressional District 17 (111th Congress), Texas",787
2009,"Congressional District 18 (111th Congress), Texas",825
2009,"Congressional District 19 (111th Congress), Texas",658
2009,"Congressional District 20 (111th Congress), Texas",745
2009,"Congressional District 21 (111th Congress), Texas",1079
2009,"Congressional District 22 (111th Congress), Texas",1224
2009,"Congressional District 23 (111th Congress), Texas",772
2009,"Congressional District 24 (111th Congress), Texas",1141
2009,"Congressional District 25 (111th Congress), Texas",961
2009,"Congressional District 26 (111th Congress), Texas",1112
2009,"Congressional District 27 (111th Congress), Texas",716
2009,"Congressional District 28 (111th Congress), Texas",696
2009,"Congressional District 29 (111th Congress), Texas",729
2009,"Congressional District 30 (111th Congress), Texas",859
2009,"Congressional District 31 (111th Congress), Texas",1006
2009,"Congressional District 32 (111th Congress), Texas",971
2009,"Congressional District 1 (111th Congress), Utah",993
2009,"Congressional District 2 (111th Congress), Utah",982
2009,"Congressional District 3 (111th Congress), Utah",1137
2009,"Congressional District (at Large) (111th Congress), Vermont",1028
2009,"Congressional District 1 (111th Congress), Virginia",1279
2009,"Congressional District 2 (111th Congress), Virginia",1234
2009,"Congressional District 3 (111th Congress), Virginia",980
2009,"Congressional District 4 (111th Congress), Virginia",1144
2009,"Congressional District 5 (111th Congress), Virginia",731
2009,"Congressional District 6 (111th Congress), Virginia",779
2009,"Congressional District 7 (111th Congress), Virginia",1193
2009,"Congressional District 8 (111th Congress), Virginia",1690
2009,"Congressional District 9 (111th Congress), Virginia",539
2009,"Congressional District 10 (111th Congress), Virginia",1923
2009,"Congressional District 11 (111th Congress), Virginia",2026
2009,"Congressional District 1 (111th Congress), Washington",1501
2009,"Congressional District 2 (111th Congress), Washington",1183
2009,"Congressional District 3 (111th Congress), Washington",1032
2009,"Congressional District 4 (111th Congress), Washington",829
2009,"Congressional District 5 (111th Congress), Washington",808
2009,"Congressional District 6 (111th Congress), Washington",980
2009,"Congressional District 7 (111th Congress), Washington",1255
2009,"Congressional District 8 (111th Congress), Washington",1687
2009,"Congressional District 9 (111th Congress), Washington",1196
2009,"Congressional District 1 (111th Congress), West Virginia",529
2009,"Congressional District 2 (111th Congress), West Virginia",597
2009,"Congressional District 3 (111th Congress), West Virginia",440
2009,"Congressional District 1 (111th Congress), Wisconsin",1043
2009,"Congressional District 2 (111th Congress), Wisconsin",1028
2009,"Congressional District 3 (111th Congress), Wisconsin",839
2009,"Congressional District 4 (111th Congress), Wisconsin",839
2009,"Congressional District 5 (111th Congress), Wisconsin",1177
2009,"Congressional District 6 (111th Congress), Wisconsin",821
2009,"Congressional District 7 (111th Congress), Wisconsin",728
2009,"Congressional District 8 (111th Congress), Wisconsin",815
2009,"Congressional District (at Large) (111th Congress), Wyoming",786
2009,"Resident Commissioner District (at Large) (111th Congress), Puerto Rico",285
