year,district,black_pop,total_pop,white_pop
2006,"Congressional District 1 (109th Congress), Alabama",186588,666932,455389
2006,"Congressional District 2 (109th Congress), Alabama",201390,649951,430327
2006,"Congressional District 3 (109th Congress), Alabama",210547,657814,428587
2006,"Congressional District 4 (109th Congress), Alabama",33616,652585,597162
2006,"Congressional District 5 (109th Congress), Alabama",115797,670041,523660
2006,"Congressional District 6 (109th Congress), Alabama",76376,697031,597460
2006,"Congressional District 7 (109th Congress), Alabama",385007,604676,205373
2006,"Congressional District (at Large) (109th Congress), Alaska",21476,670053,460170
2006,"Congressional District 1 (109th Congress), Arizona",8824,730163,480289
2006,"Congressional District 2 (109th Congress), Arizona",28697,897525,738781
2006,"Congressional District 3 (109th Congress), Arizona",20980,699585,602443
2006,"Congressional District 4 (109th Congress), Arizona",54889,707088,479842
2006,"Congressional District 5 (109th Congress), Arizona",20355,671465,563872
2006,"Congressional District 6 (109th Congress), Arizona",22093,948360,803001
2006,"Congressional District 7 (109th Congress), Arizona",28494,787055,477148
2006,"Congressional District 8 (109th Congress), Arizona",23505,725077,595934
2006,"Congressional District 1 (109th Congress), Arkansas",114255,675114,543111
2006,"Congressional District 2 (109th Congress), Arkansas",146392,704974,528939
2006,"Congressional District 3 (109th Congress), Arkansas",18283,765390,663180
2006,"Congressional District 4 (109th Congress), Arkansas",158750,665394,472994
2006,"Congressional District 1 (109th Congress), California",12077,686677,536749
2006,"Congressional District 2 (109th Congress), California",7901,701123,565575
2006,"Congressional District 3 (109th Congress), California",47293,785650,560433
2006,"Congressional District 4 (109th Congress), California",8765,748169,639732
2006,"Congressional District 5 (109th Congress), California",92596,658493,336436
2006,"Congressional District 6 (109th Congress), California",14965,641428,513789
2006,"Congressional District 7 (109th Congress), California",103029,654534,312348
2006,"Congressional District 8 (109th Congress), California",47775,602099,321240
2006,"Congressional District 9 (109th Congress), California",135893,623539,277818
2006,"Congressional District 10 (109th Congress), California",49346,683572,443040
2006,"Congressional District 11 (109th Congress), California",37485,792039,532940
2006,"Congressional District 12 (109th Congress), California",14596,642844,346979
2006,"Congressional District 13 (109th Congress), California",45691,643902,259903
2006,"Congressional District 14 (109th Congress), California",19332,651056,445133
2006,"Congressional District 15 (109th Congress), California",15840,664233,324803
2006,"Congressional District 16 (109th Congress), California",20230,647847,305353
2006,"Congressional District 17 (109th Congress), California",14822,641114,440503
2006,"Congressional District 18 (109th Congress), California",39267,700850,441736
2006,"Congressional District 19 (109th Congress), California",25019,748104,564510
2006,"Congressional District 20 (109th Congress), California",44836,702391,387964
2006,"Congressional District 21 (109th Congress), California",18100,749852,525316
2006,"Congressional District 22 (109th Congress), California",43462,738104,508740
2006,"Congressional District 23 (109th Congress), California",13997,637864,463115
2006,"Congressional District 24 (109th Congress), California",11230,687724,497735
2006,"Congressional District 25 (109th Congress), California",76655,786155,462504
2006,"Congressional District 26 (109th Congress), California",32431,687990,389263
2006,"Congressional District 27 (109th Congress), California",27944,668799,353625
2006,"Congressional District 28 (109th Congress), California",19575,654761,357475
2006,"Congressional District 29 (109th Congress), California",37567,651759,340658
2006,"Congressional District 30 (109th Congress), California",20473,650728,512768
2006,"Congressional District 31 (109th Congress), California",26360,644707,211686
2006,"Congressional District 32 (109th Congress), California",14735,656579,233823
2006,"Congressional District 33 (109th Congress), California",174959,648535,229759
2006,"Congressional District 34 (109th Congress), California",31890,667136,296412
2006,"Congressional District 35 (109th Congress), California",200699,685806,219107
2006,"Congressional District 36 (109th Congress), California",26941,664004,396443
2006,"Congressional District 37 (109th Congress), California",159605,655632,178548
2006,"Congressional District 38 (109th Congress), California",19537,660653,286996
2006,"Congressional District 39 (109th Congress), California",42186,706730,278463
2006,"Congressional District 40 (109th Congress), California",15602,672377,386865
2006,"Congressional District 41 (109th Congress), California",44311,770206,551733
2006,"Congressional District 42 (109th Congress), California",22360,687751,402737
2006,"Congressional District 43 (109th Congress), California",84913,729476,424699
2006,"Congressional District 44 (109th Congress), California",40672,827843,508675
2006,"Congressional District 45 (109th Congress), California",55326,826129,517893
2006,"Congressional District 46 (109th Congress), California",10775,644395,445693
2006,"Congressional District 47 (109th Congress), California",7710,649040,371492
2006,"Congressional District 48 (109th Congress), California",12531,689639,487848
2006,"Congressional District 49 (109th Congress), California",35352,749162,507200
2006,"Congressional District 50 (109th Congress), California",11514,710358,534942
2006,"Congressional District 51 (109th Congress), California",50791,683959,414717
2006,"Congressional District 52 (109th Congress), California",24749,650592,514838
2006,"Congressional District 53 (109th Congress), California",48938,643440,441404
2006,"Congressional District 1 (109th Congress), Colorado",62547,624028,431529
2006,"Congressional District 2 (109th Congress), Colorado",6257,681241,582928
2006,"Congressional District 3 (109th Congress), Colorado",5173,676395,595586
2006,"Congressional District 4 (109th Congress), Colorado",4966,688513,604678
2006,"Congressional District 5 (109th Congress), Colorado",36810,679861,555511
2006,"Congressional District 6 (109th Congress), Colorado",19319,744831,660335
2006,"Congressional District 7 (109th Congress), Colorado",42830,658508,504404
2006,"Congressional District 1 (109th Congress), Connecticut",96073,696667,508097
2006,"Congressional District 2 (109th Congress), Connecticut",27496,706619,620937
2006,"Congressional District 3 (109th Congress), Connecticut",91647,709165,548930
2006,"Congressional District 4 (109th Congress), Connecticut",77606,694419,532466
2006,"Congressional District 5 (109th Congress), Connecticut",39889,697939,589914
2006,"Congressional District (at Large) (109th Congress), Delaware",176845,853476,615638
2006,"Delegate District (at Large) (109th Congress), District of Columbia",322105,581530,200395
2006,"Congressional District 1 (109th Congress), Florida",97855,681180,537231
2006,"Congressional District 2 (109th Congress), Florida",148083,686565,506572
2006,"Congressional District 3 (109th Congress), Florida",352163,679832,267572
2006,"Congressional District 4 (109th Congress), Florida",101753,705650,551414
2006,"Congressional District 5 (109th Congress), Florida",44372,852578,751713
2006,"Congressional District 6 (109th Congress), Florida",102605,751577,598333
2006,"Congressional District 7 (109th Congress), Florida",70331,777881,652746
2006,"Congressional District 8 (109th Congress), Florida",70158,746635,570426
2006,"Congressional District 9 (109th Congress), Florida",42592,772245,675804
2006,"Congressional District 10 (109th Congress), Florida",32331,621223,547770
2006,"Congressional District 11 (109th Congress), Florida",187717,661212,412868
2006,"Congressional District 12 (109th Congress), Florida",111395,771683,575687
2006,"Congressional District 13 (109th Congress), Florida",36404,736109,658253
2006,"Congressional District 14 (109th Congress), Florida",47288,813476,706089
2006,"Congressional District 15 (109th Congress), Florida",69365,764771,623412
2006,"Congressional District 16 (109th Congress), Florida",63558,763215,648417
2006,"Congressional District 17 (109th Congress), Florida",388717,676629,220938
2006,"Congressional District 18 (109th Congress), Florida",40757,638719,551059
2006,"Congressional District 19 (109th Congress), Florida",69452,727647,577181
2006,"Congressional District 20 (109th Congress), Florida",71581,672781,535156
2006,"Congressional District 21 (109th Congress), Florida",54292,665532,547395
2006,"Congressional District 22 (109th Congress), Florida",40837,692476,602697
2006,"Congressional District 23 (109th Congress), Florida",387648,692406,232199
2006,"Congressional District 24 (109th Congress), Florida",53888,740876,611817
2006,"Congressional District 25 (109th Congress), Florida",93407,796991,604499
2006,"Congressional District 1 (109th Congress), Georgia",154960,681860,491730
2006,"Congressional District 2 (109th Congress), Georgia",279247,646921,342801
2006,"Congressional District 3 (109th Congress), Georgia",262159,640378,356820
2006,"Congressional District 4 (109th Congress), Georgia",369455,683079,234529
2006,"Congressional District 5 (109th Congress), Georgia",361563,674043,253719
2006,"Congressional District 6 (109th Congress), Georgia",82940,770953,598588
2006,"Congressional District 7 (109th Congress), Georgia",118304,846870,629386
2006,"Congressional District 8 (109th Congress), Georgia",145531,787033,602250
2006,"Congressional District 9 (109th Congress), Georgia",98492,735337,604175
2006,"Congressional District 10 (109th Congress), Georgia",42448,794734,690274
2006,"Congressional District 11 (109th Congress), Georgia",213678,679933,396119
2006,"Congressional District 12 (109th Congress), Georgia",280270,663100,353164
2006,"Congressional District 13 (109th Congress), Georgia",385253,759700,262958
2006,"Congressional District 1 (109th Congress), Hawaii",17348,623230,123875
2006,"Congressional District 2 (109th Congress), Hawaii",10714,662268,213632
2006,"Congressional District 1 (109th Congress), Idaho",3270,779833,724895
2006,"Congressional District 2 (109th Congress), Idaho",3572,686632,632234
2006,"Congressional District 1 (109th Congress), Illinois",414218,643626,177886
2006,"Congressional District 2 (109th Congress), Illinois",437917,640930,144296
2006,"Congressional District 3 (109th Congress), Illinois",43792,649720,439529
2006,"Congressional District 4 (109th Congress), Illinois",33666,603695,187362
2006,"Congressional District 5 (109th Congress), Illinois",20379,664430,446217
2006,"Congressional District 6 (109th Congress), Illinois",22402,661838,518391
2006,"Congressional District 7 (109th Congress), Illinois",349960,626631,201438
2006,"Congressional District 8 (109th Congress), Illinois",28482,738061,597650
2006,"Congressional District 9 (109th Congress), Illinois",61876,638091,429262
2006,"Congressional District 10 (109th Congress), Illinois",30939,651007,528216
2006,"Congressional District 11 (109th Congress), Illinois",57102,745974,637671
2006,"Congressional District 12 (109th Congress), Illinois",110784,651359,517286
2006,"Congressional District 13 (109th Congress), Illinois",52318,781037,616133
2006,"Congressional District 14 (109th Congress), Illinois",38385,795610,648468
2006,"Congressional District 15 (109th Congress), Illinois",41519,662504,582005
2006,"Congressional District 16 (109th Congress), Illinois",39161,722010,635002
2006,"Congressional District 17 (109th Congress), Illinois",46778,631658,553367
2006,"Congressional District 18 (109th Congress), Illinois",46367,655833,585878
2006,"Congressional District 19 (109th Congress), Illinois",22301,667956,628596
2006,"Congressional District 1 (109th Congress), Indiana",129192,702226,509267
2006,"Congressional District 2 (109th Congress), Indiana",56402,678653,576447
2006,"Congressional District 3 (109th Congress), Indiana",41387,714551,623898
2006,"Congressional District 4 (109th Congress), Indiana",20422,755830,703484
2006,"Congressional District 5 (109th Congress), Indiana",26975,777631,713849
2006,"Congressional District 6 (109th Congress), Indiana",28549,668947,624556
2006,"Congressional District 7 (109th Congress), Indiana",205872,641305,384543
2006,"Congressional District 8 (109th Congress), Indiana",26645,672590,630733
2006,"Congressional District 9 (109th Congress), Indiana",16420,701787,660784
2006,"Congressional District 1 (109th Congress), Iowa",23059,588403,544420
2006,"Congressional District 2 (109th Congress), Iowa",15952,600154,556942
2006,"Congressional District 3 (109th Congress), Iowa",20535,623821,563320
2006,"Congressional District 4 (109th Congress), Iowa",4287,591185,562101
2006,"Congressional District 5 (109th Congress), Iowa",3464,578522,545752
2006,"Congressional District 1 (109th Congress), Kansas",10041,647996,584686
2006,"Congressional District 2 (109th Congress), Kansas",34685,691312,606715
2006,"Congressional District 3 (109th Congress), Kansas",62655,737283,602174
2006,"Congressional District 4 (109th Congress), Kansas",46179,687484,567472
2006,"Congressional District 1 (109th Congress), Kentucky",44258,673899,608388
2006,"Congressional District 2 (109th Congress), Kentucky",42591,728259,663779
2006,"Congressional District 3 (109th Congress), Kentucky",137206,681111,513034
2006,"Congressional District 4 (109th Congress), Kentucky",19991,716879,677759
2006,"Congressional District 5 (109th Congress), Kentucky",8501,684339,666955
2006,"Congressional District 6 (109th Congress), Kentucky",57599,721587,632656
2006,"Congressional District 1 (109th Congress), Louisiana",102441,652970,521041
2006,"Congressional District 2 (109th Congress), Louisiana",221459,392934,146304
2006,"Congressional District 3 (109th Congress), Louisiana",169753,612620,411590
2006,"Congressional District 4 (109th Congress), Louisiana",225272,647830,397894
2006,"Congressional District 5 (109th Congress), Louisiana",217663,637011,400375
2006,"Congressional District 6 (109th Congress), Louisiana",244609,689923,420243
2006,"Congressional District 7 (109th Congress), Louisiana",175784,654480,462786
2006,"Congressional District 1 (109th Congress), Maine",7441,668529,642427
2006,"Congressional District 2 (109th Congress), Maine",6228,653045,623114
2006,"Congressional District 1 (109th Congress), Maryland",82320,712911,602512
2006,"Congressional District 2 (109th Congress), Maryland",216950,690810,424751
2006,"Congressional District 3 (109th Congress), Maryland",127096,691090,505107
2006,"Congressional District 4 (109th Congress), Maryland",381413,685190,196168
2006,"Congressional District 5 (109th Congress), Maryland",270386,749580,411548
2006,"Congressional District 6 (109th Congress), Maryland",40584,722865,648244
2006,"Congressional District 7 (109th Congress), Maryland",385151,666605,232755
2006,"Congressional District 8 (109th Congress), Maryland",120958,696676,420412
2006,"Congressional District 1 (109th Congress), Massachusetts",14932,644739,590637
2006,"Congressional District 2 (109th Congress), Massachusetts",39890,652262,545937
2006,"Congressional District 3 (109th Congress), Massachusetts",20854,654597,573266
2006,"Congressional District 4 (109th Congress), Massachusetts",22033,662005,577189
2006,"Congressional District 5 (109th Congress), Massachusetts",14737,644889,512886
