year,district,black_pop,total_pop,white_pop
2005,"Congressional District 34 (109th Congress), California",19872,642980,325100
2005,"Congressional District 35 (109th Congress), California",208010,694954,230691
2005,"Congressional District 36 (109th Congress), California",24531,645474,397498
2005,"Congressional District 37 (109th Congress), California",152635,672447,197678
2005,"Congressional District 38 (109th Congress), California",19946,634108,315276
2005,"Congressional District 39 (109th Congress), California",30941,676378,332626
2005,"Congressional District 40 (109th Congress), California",13912,666966,374718
2005,"Congressional District 41 (109th Congress), California",45253,738921,532283
2005,"Congressional District 42 (109th Congress), California",11191,660277,417802
2005,"Congressional District 43 (109th Congress), California",89689,711338,439005
2005,"Congressional District 44 (109th Congress), California",40374,775789,496761
2005,"Congressional District 45 (109th Congress), California",48796,761228,478038
2005,"Congressional District 46 (109th Congress), California",12444,652218,430303
2005,"Congressional District 47 (109th Congress), California",12666,634302,294524
2005,"Congressional District 48 (109th Congress), California",9223,673241,483637
2005,"Congressional District 49 (109th Congress), California",25235,706786,439326
2005,"Congressional District 50 (109th Congress), California",10061,688418,497127
2005,"Congressional District 51 (109th Congress), California",43565,664793,370005
2005,"Congressional District 52 (109th Congress), California",38173,675557,534162
2005,"Congressional District 53 (109th Congress), California",39738,566898,383740
2005,"Congressional District 1 (109th Congress), Colorado",58069,602608,439753
2005,"Congressional District 2 (109th Congress), Colorado",7913,658330,561217
2005,"Congressional District 3 (109th Congress), Colorado",3209,643636,557143
2005,"Congressional District 4 (109th Congress), Colorado",3113,658599,590808
2005,"Congressional District 5 (109th Congress), Colorado",33625,641475,528883
2005,"Congressional District 6 (109th Congress), Colorado",18178,721347,642985
2005,"Congressional District 7 (109th Congress), Colorado",41622,636249,488265
2005,"Congressional District 1 (109th Congress), Connecticut",93328,677295,501664
2005,"Congressional District 2 (109th Congress), Connecticut",17648,674703,606874
2005,"Congressional District 3 (109th Congress), Connecticut",83460,668110,525793
2005,"Congressional District 4 (109th Congress), Connecticut",76444,676963,522665
2005,"Congressional District 5 (109th Congress), Connecticut",38889,697680,599085
2005,"Congressional District (at Large) (109th Congress), Delaware",163052,818587,602213
2005,"Delegate District (at Large) (109th Congress), District of Columbia",292445,515118,166813
2005,"Congressional District 1 (109th Congress), Florida",87732,641007,511023
2005,"Congressional District 2 (109th Congress), Florida",132682,648945,486981
2005,"Congressional District 3 (109th Congress), Florida",317538,615663,244811
2005,"Congressional District 4 (109th Congress), Florida",101348,665615,517175
2005,"Congressional District 5 (109th Congress), Florida",37924,795671,710466
2005,"Congressional District 6 (109th Congress), Florida",96612,717375,572005
2005,"Congressional District 7 (109th Congress), Florida",70105,746836,630832
2005,"Congressional District 8 (109th Congress), Florida",65081,724820,563787
2005,"Congressional District 9 (109th Congress), Florida",33806,716257,632412
2005,"Congressional District 10 (109th Congress), Florida",31317,630633,561347
2005,"Congressional District 11 (109th Congress), Florida",185809,645231,398454
2005,"Congressional District 12 (109th Congress), Florida",105260,722870,546357
2005,"Congressional District 13 (109th Congress), Florida",32007,713669,638822
2005,"Congressional District 14 (109th Congress), Florida",45159,769458,676739
2005,"Congressional District 15 (109th Congress), Florida",66138,733821,607953
2005,"Congressional District 16 (109th Congress), Florida",51104,728130,623927
2005,"Congressional District 17 (109th Congress), Florida",394642,657770,207337
2005,"Congressional District 18 (109th Congress), Florida",41519,621856,526561
2005,"Congressional District 19 (109th Congress), Florida",64262,709119,578178
2005,"Congressional District 20 (109th Congress), Florida",72029,687558,548659
2005,"Congressional District 21 (109th Congress), Florida",55344,673259,553045
2005,"Congressional District 22 (109th Congress), Florida",31599,661636,574857
2005,"Congressional District 23 (109th Congress), Florida",376709,668936,230233
2005,"Congressional District 24 (109th Congress), Florida",51523,727351,600792
2005,"Congressional District 25 (109th Congress), Florida",66379,759025,598779
2005,"Congressional District 1 (109th Congress), Georgia",136901,640914,465592
2005,"Congressional District 2 (109th Congress), Georgia",268894,603237,304684
2005,"Congressional District 3 (109th Congress), Georgia",238348,604348,348410
2005,"Congressional District 4 (109th Congress), Georgia",340666,626517,207550
2005,"Congressional District 5 (109th Congress), Georgia",329344,616802,239963
2005,"Congressional District 6 (109th Congress), Georgia",74240,743367,585596
2005,"Congressional District 7 (109th Congress), Georgia",100015,794699,603000
2005,"Congressional District 8 (109th Congress), Georgia",123585,742669,582653
2005,"Congressional District 9 (109th Congress), Georgia",97435,702359,579380
2005,"Congressional District 10 (109th Congress), Georgia",28822,748180,642538
2005,"Congressional District 11 (109th Congress), Georgia",198910,644653,384194
2005,"Congressional District 12 (109th Congress), Georgia",263497,609303,315633
2005,"Congressional District 13 (109th Congress), Georgia",370739,744094,257727
2005,"Congressional District 1 (109th Congress), Hawaii",14970,608588,110505
2005,"Congressional District 2 (109th Congress), Hawaii",9269,629570,198407
2005,"Congressional District 1 (109th Congress), Idaho",2687,735075,671680
2005,"Congressional District 2 (109th Congress), Idaho",3244,660559,609599
2005,"Congressional District 1 (109th Congress), Illinois",395584,633296,187754
2005,"Congressional District 2 (109th Congress), Illinois",456478,671118,154565
2005,"Congressional District 3 (109th Congress), Illinois",40282,646509,467850
2005,"Congressional District 4 (109th Congress), Illinois",31849,647949,228534
2005,"Congressional District 5 (109th Congress), Illinois",16392,611050,447764
2005,"Congressional District 6 (109th Congress), Illinois",18813,650482,524837
2005,"Congressional District 7 (109th Congress), Illinois",335000,599066,202991
2005,"Congressional District 8 (109th Congress), Illinois",28858,716099,589816
2005,"Congressional District 9 (109th Congress), Illinois",57869,579451,399246
2005,"Congressional District 10 (109th Congress), Illinois",27889,646395,542595
2005,"Congressional District 11 (109th Congress), Illinois",51351,696088,594042
2005,"Congressional District 12 (109th Congress), Illinois",101653,629650,504924
2005,"Congressional District 13 (109th Congress), Illinois",43825,748189,603155
2005,"Congressional District 14 (109th Congress), Illinois",34342,752346,637957
2005,"Congressional District 15 (109th Congress), Illinois",31286,634699,565713
2005,"Congressional District 16 (109th Congress), Illinois",38857,702138,609209
2005,"Congressional District 17 (109th Congress), Illinois",42445,606797,542228
2005,"Congressional District 18 (109th Congress), Illinois",37724,635587,579153
2005,"Congressional District 19 (109th Congress), Illinois",13116,633442,603699
2005,"Congressional District 1 (109th Congress), Indiana",129624,684232,490482
2005,"Congressional District 2 (109th Congress), Indiana",52680,660967,566821
2005,"Congressional District 3 (109th Congress), Indiana",39015,690345,600965
2005,"Congressional District 4 (109th Congress), Indiana",16000,703149,658922
2005,"Congressional District 5 (109th Congress), Indiana",29639,756005,694864
2005,"Congressional District 6 (109th Congress), Indiana",23427,651278,612187
2005,"Congressional District 7 (109th Congress), Indiana",195688,624585,374641
2005,"Congressional District 8 (109th Congress), Indiana",20796,650429,613909
2005,"Congressional District 9 (109th Congress), Indiana",15508,672382,634813
2005,"Congressional District 1 (109th Congress), Iowa",21504,564773,523240
2005,"Congressional District 2 (109th Congress), Iowa",12932,575799,535258
2005,"Congressional District 3 (109th Congress), Iowa",20236,596535,543281
2005,"Congressional District 4 (109th Congress), Iowa",4619,563115,538786
2005,"Congressional District 5 (109th Congress), Iowa",3536,562319,535313
2005,"Congressional District 1 (109th Congress), Kansas",9553,630963,557423
2005,"Congressional District 2 (109th Congress), Kansas",26626,647206,576329
2005,"Congressional District 3 (109th Congress), Kansas",66772,712144,581047
2005,"Congressional District 4 (109th Congress), Kansas",44504,672303,554683
2005,"Congressional District 1 (109th Congress), Kentucky",45443,651474,590361
2005,"Congressional District 2 (109th Congress), Kentucky",35430,695283,637898
2005,"Congressional District 3 (109th Congress), Kentucky",133658,668451,502325
2005,"Congressional District 4 (109th Congress), Kentucky",18230,698326,663389
2005,"Congressional District 5 (109th Congress), Kentucky",3706,668444,654789
2005,"Congressional District 6 (109th Congress), Kentucky",55545,676655,597928
2005,"Congressional District 1 (109th Congress), Louisiana",97728,656817,524680
2005,"Congressional District 2 (109th Congress), Louisiana",386251,598453,181940
2005,"Congressional District 3 (109th Congress), Louisiana",165235,641737,450028
2005,"Congressional District 4 (109th Congress), Louisiana",209765,624942,391943
2005,"Congressional District 5 (109th Congress), Louisiana",197526,599698,387958
2005,"Congressional District 6 (109th Congress), Louisiana",209469,635075,404044
2005,"Congressional District 7 (109th Congress), Louisiana",159711,633025,454670
2005,"Congressional District 1 (109th Congress), Maine",5882,651227,627055
2005,"Congressional District 2 (109th Congress), Maine",2906,632446,612470
2005,"Congressional District 1 (109th Congress), Maryland",73458,699018,596729
2005,"Congressional District 2 (109th Congress), Maryland",220827,677610,412361
2005,"Congressional District 3 (109th Congress), Maryland",112448,664785,495777
2005,"Congressional District 4 (109th Congress), Maryland",393095,684109,191970
2005,"Congressional District 5 (109th Congress), Maryland",252146,719639,399468
2005,"Congressional District 6 (109th Congress), Maryland",30964,700023,637453
2005,"Congressional District 7 (109th Congress), Maryland",366441,624405,213397
2005,"Congressional District 8 (109th Congress), Maryland",115535,691729,409334
2005,"Congressional District 1 (109th Congress), Massachusetts",11218,611889,570828
2005,"Congressional District 2 (109th Congress), Massachusetts",38985,639125,533183
2005,"Congressional District 3 (109th Congress), Massachusetts",24010,640062,563133
2005,"Congressional District 4 (109th Congress), Massachusetts",15674,613443,548629
2005,"Congressional District 5 (109th Congress), Massachusetts",14557,641884,506271
2005,"Congressional District 6 (109th Congress), Massachusetts",16385,626120,568069
2005,"Congressional District 7 (109th Congress), Massachusetts",30454,595119,485893
2005,"Congressional District 8 (109th Congress), Massachusetts",120696,555569,313595
2005,"Congressional District 9 (109th Congress), Massachusetts",81210,610988,467647
2005,"Congressional District 10 (109th Congress), Massachusetts",9906,648661,599178
2005,"Congressional District 1 (109th Congress), Michigan",846,646075,615579
2005,"Congressional District 2 (109th Congress), Michigan",27214,671485,605534
2005,"Congressional District 3 (109th Congress), Michigan",54700,672650,565408
2005,"Congressional District 4 (109th Congress), Michigan",10635,660152,620199
2005,"Congressional District 5 (109th Congress), Michigan",118629,643726,495730
2005,"Congressional District 6 (109th Congress), Michigan",56467,653621,566401
2005,"Congressional District 7 (109th Congress), Michigan",32253,664267,600997
2005,"Congressional District 8 (109th Congress), Michigan",32671,683207,613278
2005,"Congressional District 9 (109th Congress), Michigan",64965,659970,525819
2005,"Congressional District 10 (109th Congress), Michigan",15243,710286,667805
2005,"Congressional District 11 (109th Congress), Michigan",50653,700201,590535
2005,"Congressional District 12 (109th Congress), Michigan",105937,639254,498814
2005,"Congressional District 13 (109th Congress), Michigan",354493,593816,188092
2005,"Congressional District 14 (109th Congress), Michigan",373173,610728,212956
2005,"Congressional District 15 (109th Congress), Michigan",81131,656145,523461
2005,"Congressional District 1 (109th Congress), Minnesota",7656,604740,569401
2005,"Congressional District 2 (109th Congress), Minnesota",18374,689400,622651
2005,"Congressional District 3 (109th Congress), Minnesota",38217,634853,539610
2005,"Congressional District 4 (109th Congress), Minnesota",47771,576259,453799
2005,"Congressional District 5 (109th Congress), Minnesota",76578,567479,400628
2005,"Congressional District 6 (109th Congress), Minnesota",11377,691691,645749
2005,"Congressional District 7 (109th Congress), Minnesota",2584,600193,563350
2005,"Congressional District 8 (109th Congress), Minnesota",2603,625233,594852
2005,"Congressional District 1 (109th Congress), Mississippi",195395,732298,520078
2005,"Congressional District 2 (109th Congress), Mississippi",432091,663479,216655
2005,"Congressional District 3 (109th Congress), Mississippi",240403,709704,449688
2005,"Congressional District 4 (109th Congress), Mississippi",162186,718675,530023
2005,"Congressional District 1 (109th Congress), Missouri",314002,583541,245043
2005,"Congressional District 2 (109th Congress), Missouri",18728,673242,622957
2005,"Congressional District 3 (109th Congress), Missouri",61403,621291,534953
2005,"Congressional District 4 (109th Congress), Missouri",14184,626263,589006
2005,"Congressional District 5 (109th Congress), Missouri",147808,620470,429018
2005,"Congressional District 6 (109th Congress), Missouri",18564,629878,585494
2005,"Congressional District 7 (109th Congress), Missouri",8769,643983,604330
2005,"Congressional District 8 (109th Congress), Missouri",25621,620501,576379
2005,"Congressional District 9 (109th Congress), Missouri",18899,612741,573147
2005,"Congressional District (at Large) (109th Congress), Montana",4135,910651,824721
2005,"Congressional District 1 (109th Congress), Nebraska",8400,572745,529147
2005,"Congressional District 2 (109th Congress), Nebraska",57159,587927,482646
2005,"Congressional District 3 (109th Congress), Nebraska",2830,546304,517678
2005,"Congressional District 1 (109th Congress), Nevada",96600,752152,532275
2005,"Congressional District 2 (109th Congress), Nevada",18103,754420,625268
2005,"Congressional District 3 (109th Congress), Nevada",56151,874709,653992
2005,"Congressional District 1 (109th Congress), New Hampshire",7171,646143,615984
2005,"Congressional District 2 (109th Congress), New Hampshire",3285,626343,598632
2005,"Congressional District 1 (109th Congress), New Jersey",115503,650916,455150
2005,"Congressional District 2 (109th Congress), New Jersey",84073,656659,498883
2005,"Congressional District 3 (109th Congress), New Jersey",60999,684357,575999
2005,"Congressional District 4 (109th Congress), New Jersey",55031,675532,563204
2005,"Congressional District 5 (109th Congress), New Jersey",10770,661926,571211
2005,"Congressional District 6 (109th Congress), New Jersey",97683,636680,403620
2005,"Congressional District 7 (109th Congress), New Jersey",30684,660932,528947
2005,"Congressional District 8 (109th Congress), New Jersey",85492,641671,369444
2005,"Congressional District 9 (109th Congress), New Jersey",49090,653934,439670
2005,"Congressional District 10 (109th Congress), New Jersey",371052,641021,169315
2005,"Congressional District 11 (109th Congress), New Jersey",15533,662801,563728
2005,"Congressional District 12 (109th Congress), New Jersey",70676,668015,484540
2005,"Congressional District 13 (109th Congress), New Jersey",84381,626983,331215
2005,"Congressional District 1 (109th Congress), New Mexico",16205,640640,460396
2005,"Congressional District 2 (109th Congress), New Mexico",9566,610044,442242
2005,"Congressional District 3 (109th Congress), New Mexico",9833,636516,409191
2005,"Congressional District 1 (109th Congress), New York",30702,671433,589680
2005,"Congressional District 2 (109th Congress), New York",66745,663555,525544
2005,"Congressional District 3 (109th Congress), New York",11495,632873,567388
2005,"Congressional District 4 (109th Congress), New York",128795,653818,417656
2005,"Congressional District 5 (109th Congress), New York",26297,639410,362577
2005,"Congressional District 6 (109th Congress), New York",356594,649516,115446
2005,"Congressional District 7 (109th Congress), New York",110478,656162,267263
2005,"Congressional District 8 (109th Congress), New York",38767,683778,513116
2005,"Congressional District 9 (109th Congress), New York",29254,634440,433223
2005,"Congressional District 10 (109th Congress), New York",420130,660270,132015
2005,"Congressional District 11 (109th Congress), New York",377946,648527,183022
2005,"Congressional District 12 (109th Congress), New York",64386,619184,285054
2005,"Congressional District 13 (109th Congress), New York",46408,669362,491235
2005,"Congressional District 14 (109th Congress), New York",29022,646804,476928
2005,"Congressional District 15 (109th Congress), New York",190330,633679,171343
2005,"Congressional District 16 (109th Congress), New York",202782,655639,89065
2005,"Congressional District 17 (109th Congress), New York",210530,654942,307317
2005,"Congressional District 18 (109th Congress), New York",60538,639537,478792
2005,"Congressional District 19 (109th Congress), New York",30462,662574,572982
2005,"Congressional District 20 (109th Congress), New York",12067,654640,619976
2005,"Congressional District 21 (109th Congress), New York",49510,634066,543878
2005,"Congressional District 22 (109th Congress), New York",54133,632325,513340
2005,"Congressional District 23 (109th Congress), New York",7763,619357,592253
2005,"Congressional District 24 (109th Congress), New York",12922,612464,578504
2005,"Congressional District 25 (109th Congress), New York",47470,645491,562047
2005,"Congressional District 26 (109th Congress), New York",16332,635883,596894
2005,"Congressional District 27 (109th Congress), New York",30787,623156,561911
2005,"Congressional District 28 (109th Congress), New York",180805,587960,366972
2005,"Congressional District 29 (109th Congress), New York",14612,634430,593222
2005,"Congressional District 1 (109th Congress), North Carolina",309106,596939,261792
2005,"Congressional District 2 (109th Congress), North Carolina",183108,630166,397506
2005,"Congressional District 3 (109th Congress), North Carolina",91991,610367,479638
2005,"Congressional District 4 (109th Congress), North Carolina",135517,693159,474824
2005,"Congressional District 5 (109th Congress), North Carolina",46057,637364,564161
2005,"Congressional District 6 (109th Congress), North Carolina",67473,658250,557439
2005,"Congressional District 7 (109th Congress), North Carolina",135671,656703,432479
2005,"Congressional District 8 (109th Congress), North Carolina",179605,638700,395035
2005,"Congressional District 9 (109th Congress), North Carolina",93268,733818,594125
2005,"Congressional District 10 (109th Congress), North Carolina",57636,639117,544486
2005,"Congressional District 11 (109th Congress), North Carolina",25143,633115,577853
2005,"Congressional District 12 (109th Congress), North Carolina",272405,630020,301371
2005,"Congressional District 13 (109th Congress), North Carolina",168718,653323,424762
2005,"Congressional District (at Large) (109th Congress), North Dakota",4981,609645,557952
2005,"Congressional District 1 (109th Congress), Ohio",166531,586819,394929
2005,"Congressional District 2 (109th Congress), Ohio",31763,644431,590739
2005,"Congressional District 3 (109th Congress), Ohio",103882,629544,503445
2005,"Congressional District 4 (109th Congress), Ohio",21870,610254,566974
2005,"Congressional District 5 (109th Congress), Ohio",6090,614878,587164
2005,"Congressional District 6 (109th Congress), Ohio",10251,593432,569754
2005,"Congressional District 7 (109th Congress), Ohio",48139,628345,555685
2005,"Congressional District 8 (109th Congress), Ohio",31237,629795,573961
2005,"Congressional District 9 (109th Congress), Ohio",85108,606199,486794
2005,"Congressional District 10 (109th Congress), Ohio",47643,611778,524808
2005,"Congressional District 11 (109th Congress), Ohio",325010,554155,203550
2005,"Congressional District 12 (109th Congress), Ohio",145225,672635,485256
2005,"Congressional District 13 (109th Congress), Ohio",76460,640996,530510
2005,"Congressional District 14 (109th Congress), Ohio",21639,651598,608178
2005,"Congressional District 15 (109th Congress), Ohio",55214,626845,525692
2005,"Congressional District 16 (109th Congress), Ohio",29033,627815,581732
2005,"Congressional District 17 (109th Congress), Ohio",68354,595187,510243
2005,"Congressional District 18 (109th Congress), Ohio",10459,630900,608606
2005,"Congressional District 1 (109th Congress), Oklahoma",62045,699783,526156
2005,"Congressional District 2 (109th Congress), Oklahoma",23088,681402,482888
2005,"Congressional District 3 (109th Congress), Oklahoma",19480,660052,545455
2005,"Congressional District 4 (109th Congress), Oklahoma",44499,697604,551847
2005,"Congressional District 5 (109th Congress), Oklahoma",93982,694655,483314
2005,"Congressional District 1 (109th Congress), Oregon",8678,739013,615358
2005,"Congressional District 2 (109th Congress), Oregon",3114,721136,659416
2005,"Congressional District 3 (109th Congress), Oregon",35824,696643,564903
2005,"Congressional District 4 (109th Congress), Oregon",4682,694495,631025
2005,"Congressional District 5 (109th Congress), Oregon",6011,708822,619027
2005,"Congressional District 1 (109th Congress), Pennsylvania",315621,616755,197740
2005,"Congressional District 2 (109th Congress), Pennsylvania",343582,568754,178069
2005,"Congressional District 3 (109th Congress), Pennsylvania",19516,613076,580473
2005,"Congressional District 4 (109th Congress), Pennsylvania",23405,638384,598971
2005,"Congressional District 5 (109th Congress), Pennsylvania",3579,604746,586740
2005,"Congressional District 6 (109th Congress), Pennsylvania",51123,682399,589728
2005,"Congressional District 7 (109th Congress), Pennsylvania",53994,637800,543422
2005,"Congressional District 8 (109th Congress), Pennsylvania",22840,659034,599838
2005,"Congressional District 9 (109th Congress), Pennsylvania",6728,628995,610159
2005,"Congressional District 10 (109th Congress), Pennsylvania",10212,621263,599366
2005,"Congressional District 11 (109th Congress), Pennsylvania",25863,644518,593748
2005,"Congressional District 12 (109th Congress), Pennsylvania",20856,607549,578432
2005,"Congressional District 13 (109th Congress), Pennsylvania",40279,632940,525590
2005,"Congressional District 14 (109th Congress), Pennsylvania",132370,571380,411123
2005,"Congressional District 15 (109th Congress), Pennsylvania",27411,665540,578060
2005,"Congressional District 16 (109th Congress), Pennsylvania",30158,655025,585500
2005,"Congressional District 17 (109th Congress), Pennsylvania",45081,627657,554840
2005,"Congressional District 18 (109th Congress), Pennsylvania",14954,637083,602773
2005,"Congressional District 19 (109th Congress), Pennsylvania",20964,666249,617572
2005,"Congressional District 1 (109th Congress), Rhode Island",31043,511049,425093
2005,"Congressional District 2 (109th Congress), Rhode Island",20800,521613,431221
2005,"Congressional District 1 (109th Congress), South Carolina",157165,744104,554968
2005,"Congressional District 2 (109th Congress), South Carolina",189517,709275,485668
2005,"Congressional District 3 (109th Congress), South Carolina",133955,675255,521647
2005,"Congressional District 4 (109th Congress), South Carolina",135093,687302,514262
2005,"Congressional District 5 (109th Congress), South Carolina",217043,690283,448582
2005,"Congressional District 6 (109th Congress), South Carolina",341715,607742,249302
2005,"Congressional District (at Large) (109th Congress), South Dakota",6166,746033,656165
2005,"Congressional District 1 (109th Congress), Tennessee",11705,639305,610981
2005,"Congressional District 2 (109th Congress), Tennessee",38319,663265,602070
2005,"Congressional District 3 (109th Congress), Tennessee",70706,633554,542707
2005,"Congressional District 4 (109th Congress), Tennessee",26311,647356,603823
2005,"Congressional District 5 (109th Congress), Tennessee",152999,615735,426710
2005,"Congressional District 6 (109th Congress), Tennessee",47867,693261,612071
2005,"Congressional District 7 (109th Congress), Tennessee",82743,692098,578308
2005,"Congressional District 8 (109th Congress), Tennessee",146477,630457,464591
2005,"Congressional District 9 (109th Congress), Tennessee",377160,595559,184454
2005,"Congressional District 1 (109th Congress), Texas",118701,664756,501413
2005,"Congressional District 2 (109th Congress), Texas",140554,685115,467028
2005,"Congressional District 3 (109th Congress), Texas",89176,793790,539694
2005,"Congressional District 4 (109th Congress), Texas",66648,709717,589224
2005,"Congressional District 5 (109th Congress), Texas",82599,669399,526719
2005,"Congressional District 6 (109th Congress), Texas",106054,725580,500207
2005,"Congressional District 7 (109th Congress), Texas",51625,712888,534278
2005,"Congressional District 8 (109th Congress), Texas",49607,714823,616759
2005,"Congressional District 9 (109th Congress), Texas",231046,670003,298225
2005,"Congressional District 10 (109th Congress), Texas",65475,792644,618282
2005,"Congressional District 11 (109th Congress), Texas",23439,646112,545437
2005,"Congressional District 12 (109th Congress), Texas",40967,730087,559120
2005,"Congressional District 13 (109th Congress), Texas",27723,623544,514207
2005,"Congressional District 14 (109th Congress), Texas",68369,700548,539024
2005,"Congressional District 15 (109th Congress), Texas",14652,722494,535438
2005,"Congressional District 16 (109th Congress), Texas",16919,682915,533517
2005,"Congressional District 17 (109th Congress), Texas",63255,671846,546574
2005,"Congressional District 18 (109th Congress), Texas",233711,625271,271897
2005,"Congressional District 19 (109th Congress), Texas",31327,620796,503655
2005,"Congressional District 20 (109th Congress), Texas",38085,624254,364919
2005,"Congressional District 21 (109th Congress), Texas",29005,742497,605368
2005,"Congressional District 22 (109th Congress), Texas",102468,790889,525185
2005,"Congressional District 23 (109th Congress), Texas",11436,724795,560960
2005,"Congressional District 24 (109th Congress), Texas",83849,741456,505419
2005,"Congressional District 25 (109th Congress), Texas",39424,688908,438091
2005,"Congressional District 26 (109th Congress), Texas",101350,750608,562446
2005,"Congressional District 27 (109th Congress), Texas",14137,676728,542249
2005,"Congressional District 28 (109th Congress), Texas",44763,717206,500609
2005,"Congressional District 29 (109th Congress), Texas",66910,652649,396441
2005,"Congressional District 30 (109th Congress), Texas",249790,625819,261113
2005,"Congressional District 31 (109th Congress), Texas",85958,725076,545315
2005,"Congressional District 32 (109th Congress), Texas",53328,646952,472443
2005,"Congressional District 1 (109th Congress), Utah",10968,802523,720398
2005,"Congressional District 2 (109th Congress), Utah",3439,787289,722444
2005,"Congressional District 3 (109th Congress), Utah",3918,837538,735935
2005,"Congressional District (at Large) (109th Congress), Vermont",2932,602290,581874
2005,"Congressional District 1 (109th Congress), Virginia",132897,718099,533336
2005,"Congressional District 2 (109th Congress), Virginia",132543,616889,422953
2005,"Congressional District 3 (109th Congress), Virginia",346507,606959,233467
2005,"Congressional District 4 (109th Congress), Virginia",216695,678575,429034
2005,"Congressional District 5 (109th Congress), Virginia",143226,637275,470171
2005,"Congressional District 6 (109th Congress), Virginia",65669,630257,540818
2005,"Congressional District 7 (109th Congress), Virginia",116456,701239,547086
2005,"Congressional District 8 (109th Congress), Virginia",83426,638999,439420
2005,"Congressional District 9 (109th Congress), Virginia",21795,615812,580560
2005,"Congressional District 10 (109th Congress), Virginia",59283,773667,575863
2005,"Congressional District 11 (109th Congress), Virginia",78695,714837,486573
2005,"Congressional District 1 (109th Congress), Washington",16308,698305,558739
2005,"Congressional District 2 (109th Congress), Washington",7477,692515,612223
2005,"Congressional District 3 (109th Congress), Washington",9868,728014,644999
2005,"Congressional District 4 (109th Congress), Washington",7151,699682,560220
2005,"Congressional District 5 (109th Congress), Washington",6224,655142,589823
2005,"Congressional District 6 (109th Congress), Washington",37192,665425,527901
2005,"Congressional District 7 (109th Congress), Washington",50839,621207,425021
2005,"Congressional District 8 (109th Congress), Washington",24075,715538,567992
2005,"Congressional District 9 (109th Congress), Washington",43152,670510,501099
2005,"Congressional District 1 (109th Congress), West Virginia",9956,580068,557783
