year,district,median_age
2015,"Congressional District 1 (114th Congress), Alabama",39.4
2015,"Congressional District 2 (114th Congress), Alabama",38.0
2015,"Congressional District 3 (114th Congress), Alabama",38.5
2015,"Congressional District 4 (114th Congress), Alabama",40.5
2015,"Congressional District 5 (114th Congress), Alabama",39.8
2015,"Congressional District 6 (114th Congress), Alabama",38.5
2015,"Congressional District 7 (114th Congress), Alabama",36.0
2015,"Congressional District (at Large) (114th Congress), Alaska",33.3
2015,"Congressional District 1 (114th Congress), Arizona",36.6
2015,"Congressional District 2 (114th Congress), Arizona",41.7
2015,"Congressional District 3 (114th Congress), Arizona",31.1
2015,"Congressional District 4 (114th Congress), Arizona",47.9
2015,"Congressional District 5 (114th Congress), Arizona",38.6
2015,"Congressional District 6 (114th Congress), Arizona",42.2
2015,"Congressional District 7 (114th Congress), Arizona",29.9
2015,"Congressional District 8 (114th Congress), Arizona",41.7
2015,"Congressional District 9 (114th Congress), Arizona",33.3
2015,"Congressional District 1 (114th Congress), Arkansas",40.0
2015,"Congressional District 2 (114th Congress), Arkansas",36.5
2015,"Congressional District 3 (114th Congress), Arkansas",35.1
2015,"Congressional District 4 (114th Congress), Arkansas",41.2
2015,"Congressional District 1 (114th Congress), California",42.4
2015,"Congressional District 2 (114th Congress), California",43.5
2015,"Congressional District 3 (114th Congress), California",34.7
2015,"Congressional District 4 (114th Congress), California",44.9
2015,"Congressional District 5 (114th Congress), California",39.8
2015,"Congressional District 6 (114th Congress), California",33.9
2015,"Congressional District 7 (114th Congress), California",38.5
2015,"Congressional District 8 (114th Congress), California",34.1
2015,"Congressional District 9 (114th Congress), California",34.4
2015,"Congressional District 10 (114th Congress), California",34.7
2015,"Congressional District 11 (114th Congress), California",39.8
2015,"Congressional District 12 (114th Congress), California",38.3
2015,"Congressional District 13 (114th Congress), California",36.8
2015,"Congressional District 14 (114th Congress), California",39.5
2015,"Congressional District 15 (114th Congress), California",37.9
2015,"Congressional District 16 (114th Congress), California",30.0
2015,"Congressional District 17 (114th Congress), California",36.8
2015,"Congressional District 18 (114th Congress), California",39.6
2015,"Congressional District 19 (114th Congress), California",36.8
2015,"Congressional District 20 (114th Congress), California",34.4
2015,"Congressional District 21 (114th Congress), California",29.6
2015,"Congressional District 22 (114th Congress), California",32.8
2015,"Congressional District 23 (114th Congress), California",33.3
2015,"Congressional District 24 (114th Congress), California",35.8
2015,"Congressional District 25 (114th Congress), California",36.0
2015,"Congressional District 26 (114th Congress), California",37.3
2015,"Congressional District 27 (114th Congress), California",41.4
2015,"Congressional District 28 (114th Congress), California",39.5
2015,"Congressional District 29 (114th Congress), California",33.8
2015,"Congressional District 30 (114th Congress), California",38.6
2015,"Congressional District 31 (114th Congress), California",32.3
2015,"Congressional District 32 (114th Congress), California",36.6
2015,"Congressional District 33 (114th Congress), California",40.8
2015,"Congressional District 34 (114th Congress), California",34.2
2015,"Congressional District 35 (114th Congress), California",31.6
2015,"Congressional District 36 (114th Congress), California",39.6
2015,"Congressional District 37 (114th Congress), California",35.2
2015,"Congressional District 38 (114th Congress), California",36.9
2015,"Congressional District 39 (114th Congress), California",39.2
2015,"Congressional District 40 (114th Congress), California",30.8
2015,"Congressional District 41 (114th Congress), California",30.9
2015,"Congressional District 42 (114th Congress), California",35.8
2015,"Congressional District 43 (114th Congress), California",34.7
2015,"Congressional District 44 (114th Congress), California",32.3
2015,"Congressional District 45 (114th Congress), California",39.5
2015,"Congressional District 46 (114th Congress), California",31.7
2015,"Congressional District 47 (114th Congress), California",37.1
2015,"Congressional District 48 (114th Congress), California",42.0
2015,"Congressional District 49 (114th Congress), California",37.8
2015,"Congressional District 50 (114th Congress), California",36.9
2015,"Congressional District 51 (114th Congress), California",32.5
2015,"Congressional District 52 (114th Congress), California",36.3
2015,"Congressional District 53 (114th Congress), California",35.0
2015,"Congressional District 1 (114th Congress), Colorado",34.7
2015,"Congressional District 2 (114th Congress), Colorado",37.3
2015,"Congressional District 3 (114th Congress), Colorado",39.0
2015,"Congressional District 4 (114th Congress), Colorado",36.9
2015,"Congressional District 5 (114th Congress), Colorado",35.3
2015,"Congressional District 6 (114th Congress), Colorado",36.3
2015,"Congressional District 7 (114th Congress), Colorado",36.1
2015,"Congressional District 1 (114th Congress), Connecticut",41.0
2015,"Congressional District 2 (114th Congress), Connecticut",41.4
2015,"Congressional District 3 (114th Congress), Connecticut",39.0
2015,"Congressional District 4 (114th Congress), Connecticut",39.7
2015,"Congressional District 5 (114th Congress), Connecticut",41.8
2015,"Congressional District (at Large) (114th Congress), Delaware",39.7
2015,"Delegate District (at Large) (114th Congress), District of Columbia",33.8
2015,"Congressional District 1 (114th Congress), Florida",38.5
2015,"Congressional District 2 (114th Congress), Florida",36.5
2015,"Congressional District 3 (114th Congress), Florida",37.9
2015,"Congressional District 4 (114th Congress), Florida",38.1
2015,"Congressional District 5 (114th Congress), Florida",34.1
2015,"Congressional District 6 (114th Congress), Florida",46.9
2015,"Congressional District 7 (114th Congress), Florida",38.7
2015,"Congressional District 8 (114th Congress), Florida",48.3
2015,"Congressional District 9 (114th Congress), Florida",35.5
2015,"Congressional District 10 (114th Congress), Florida",39.9
2015,"Congressional District 11 (114th Congress), Florida",53.5
2015,"Congressional District 12 (114th Congress), Florida",45.0
2015,"Congressional District 13 (114th Congress), Florida",48.3
2015,"Congressional District 14 (114th Congress), Florida",36.1
2015,"Congressional District 15 (114th Congress), Florida",37.7
2015,"Congressional District 16 (114th Congress), Florida",51.9
2015,"Congressional District 17 (114th Congress), Florida",47.8
2015,"Congressional District 18 (114th Congress), Florida",46.9
2015,"Congressional District 19 (114th Congress), Florida",50.3
2015,"Congressional District 20 (114th Congress), Florida",36.8
2015,"Congressional District 21 (114th Congress), Florida",43.7
2015,"Congressional District 22 (114th Congress), Florida",46.1
2015,"Congressional District 23 (114th Congress), Florida",41.7
2015,"Congressional District 24 (114th Congress), Florida",36.5
2015,"Congressional District 25 (114th Congress), Florida",40.7
2015,"Congressional District 26 (114th Congress), Florida",39.8
2015,"Congressional District 27 (114th Congress), Florida",41.1
2015,"Congressional District 1 (114th Congress), Georgia",35.7
2015,"Congressional District 2 (114th Congress), Georgia",36.2
2015,"Congressional District 3 (114th Congress), Georgia",37.8
2015,"Congressional District 4 (114th Congress), Georgia",35.5
2015,"Congressional District 5 (114th Congress), Georgia",33.7
2015,"Congressional District 6 (114th Congress), Georgia",37.6
2015,"Congressional District 7 (114th Congress), Georgia",35.1
2015,"Congressional District 8 (114th Congress), Georgia",36.8
2015,"Congressional District 9 (114th Congress), Georgia",40.9
2015,"Congressional District 10 (114th Congress), Georgia",36.4
2015,"Congressional District 11 (114th Congress), Georgia",36.6
2015,"Congressional District 12 (114th Congress), Georgia",35.2
2015,"Congressional District 13 (114th Congress), Georgia",35.6
2015,"Congressional District 14 (114th Congress), Georgia",37.4
2015,"Congressional District 1 (114th Congress), Hawaii",38.6
