year,district,bach_deg_num,median_HH_income,high_school_num
2006,"Congressional District 18 (109th Congress), New York",105300,35411,103816
2006,"Congressional District 19 (109th Congress), New York",90835,32177,140095
2006,"Congressional District 20 (109th Congress), New York",74959,25763,154123
2006,"Congressional District 21 (109th Congress), New York",74120,26100,144242
2006,"Congressional District 22 (109th Congress), New York",64980,21980,141586
2006,"Congressional District 23 (109th Congress), New York",45813,20431,171868
2006,"Congressional District 24 (109th Congress), New York",59240,21648,153090
2006,"Congressional District 25 (109th Congress), New York",77475,23987,128491
2006,"Congressional District 26 (109th Congress), New York",72049,24993,149091
2006,"Congressional District 27 (109th Congress), New York",55814,22410,152306
2006,"Congressional District 28 (109th Congress), New York",53091,20014,126041
2006,"Congressional District 29 (109th Congress), New York",66822,22304,141839
2006,"Congressional District 1 (109th Congress), North Carolina",33635,17020,141907
2006,"Congressional District 2 (109th Congress), North Carolina",55393,20713,140015
2006,"Congressional District 3 (109th Congress), North Carolina",61709,22651,134620
2006,"Congressional District 4 (109th Congress), North Carolina",141676,30582,85625
2006,"Congressional District 5 (109th Congress), North Carolina",64672,22011,149358
2006,"Congressional District 6 (109th Congress), North Carolina",75294,24802,140012
2006,"Congressional District 7 (109th Congress), North Carolina",66963,20279,143328
2006,"Congressional District 8 (109th Congress), North Carolina",57476,21466,135603
2006,"Congressional District 9 (109th Congress), North Carolina",135260,30695,115599
2006,"Congressional District 10 (109th Congress), North Carolina",52966,20538,150227
2006,"Congressional District 11 (109th Congress), North Carolina",69602,20208,145461
2006,"Congressional District 12 (109th Congress), North Carolina",64100,20569,128619
2006,"Congressional District 13 (109th Congress), North Carolina",88136,22924,128574
2006,"Congressional District (at Large) (109th Congress), North Dakota",78243,21773,122742
2006,"Congressional District 1 (109th Congress), Ohio",57909,22938,133957
2006,"Congressional District 2 (109th Congress), Ohio",86416,26180,143645
2006,"Congressional District 3 (109th Congress), Ohio",65705,23917,137482
2006,"Congressional District 4 (109th Congress), Ohio",42855,22335,184976
2006,"Congressional District 5 (109th Congress), Ohio",40547,23036,189251
2006,"Congressional District 6 (109th Congress), Ohio",45167,17950,184366
2006,"Congressional District 7 (109th Congress), Ohio",55278,24619,175295
2006,"Congressional District 8 (109th Congress), Ohio",57415,23930,163500
2006,"Congressional District 9 (109th Congress), Ohio",55879,23109,150314
2006,"Congressional District 10 (109th Congress), Ohio",65312,24426,143375
2006,"Congressional District 11 (109th Congress), Ohio",50637,20307,111984
2006,"Congressional District 12 (109th Congress), Ohio",109046,28951,128114
2006,"Congressional District 13 (109th Congress), Ohio",74606,25409,141508
2006,"Congressional District 14 (109th Congress), Ohio",82566,26977,150925
2006,"Congressional District 15 (109th Congress), Ohio",88623,26329,123181
2006,"Congressional District 16 (109th Congress), Ohio",58152,22791,181863
2006,"Congressional District 17 (109th Congress), Ohio",45050,20123,174215
2006,"Congressional District 18 (109th Congress), Ohio",34067,19779,199132
2006,"Congressional District 1 (109th Congress), Oklahoma",92213,23219,139813
2006,"Congressional District 2 (109th Congress), Oklahoma",46083,17489,187322
2006,"Congressional District 3 (109th Congress), Oklahoma",59496,19308,168690
2006,"Congressional District 4 (109th Congress), Oklahoma",67411,21927,153209
2006,"Congressional District 5 (109th Congress), Oklahoma",79267,21396,134773
2006,"Congressional District 1 (109th Congress), Oregon",116247,27737,112828
2006,"Congressional District 2 (109th Congress), Oregon",69634,21638,162775
2006,"Congressional District 3 (109th Congress), Oregon",89684,24837,124074
2006,"Congressional District 4 (109th Congress), Oregon",68820,20601,146104
2006,"Congressional District 5 (109th Congress), Oregon",94685,23527,122777
2006,"Congressional District 1 (109th Congress), Pennsylvania",35808,16469,148732
2006,"Congressional District 2 (109th Congress), Pennsylvania",53349,19955,122539
2006,"Congressional District 3 (109th Congress), Pennsylvania",56162,20006,198185
2006,"Congressional District 4 (109th Congress), Pennsylvania",87820,25558,162814
2006,"Congressional District 5 (109th Congress), Pennsylvania",49841,18120,196780
2006,"Congressional District 6 (109th Congress), Pennsylvania",108007,30523,144176
2006,"Congressional District 7 (109th Congress), Pennsylvania",107459,31287,132126
2006,"Congressional District 8 (109th Congress), Pennsylvania",95512,31413,140279
2006,"Congressional District 9 (109th Congress), Pennsylvania",44501,21173,227510
2006,"Congressional District 10 (109th Congress), Pennsylvania",56884,20556,200203
2006,"Congressional District 11 (109th Congress), Pennsylvania",57845,20379,208633
2006,"Congressional District 12 (109th Congress), Pennsylvania",48715,18859,209125
2006,"Congressional District 13 (109th Congress), Pennsylvania",96136,30119,152947
2006,"Congressional District 14 (109th Congress), Pennsylvania",57285,19338,148760
2006,"Congressional District 15 (109th Congress), Pennsylvania",74729,25502,172044
2006,"Congressional District 16 (109th Congress), Pennsylvania",72758,24674,159435
2006,"Congressional District 17 (109th Congress), Pennsylvania",58156,24552,204350
2006,"Congressional District 18 (109th Congress), Pennsylvania",98275,25967,159925
2006,"Congressional District 19 (109th Congress), Pennsylvania",73010,26294,188741
2006,"Congressional District 1 (109th Congress), Rhode Island",61878,24123,103767
2006,"Congressional District 2 (109th Congress), Rhode Island",68826,25503,106129
2006,"Congressional District 1 (109th Congress), South Carolina",100294,25213,152643
2006,"Congressional District 2 (109th Congress), South Carolina",91920,25324,139102
2006,"Congressional District 3 (109th Congress), South Carolina",57671,19673,159540
2006,"Congressional District 4 (109th Congress), South Carolina",75940,21858,147795
2006,"Congressional District 5 (109th Congress), South Carolina",54062,20660,165442
2006,"Congressional District 6 (109th Congress), South Carolina",43560,16979,163125
2006,"Congressional District (at Large) (109th Congress), South Dakota",88911,22322,171524
2006,"Congressional District 1 (109th Congress), Tennessee",51434,18547,173366
2006,"Congressional District 2 (109th Congress), Tennessee",79964,22490,154552
2006,"Congressional District 3 (109th Congress), Tennessee",57905,20452,146237
2006,"Congressional District 4 (109th Congress), Tennessee",39148,18268,192984
2006,"Congressional District 5 (109th Congress), Tennessee",84885,25249,121442
2006,"Congressional District 6 (109th Congress), Tennessee",64359,22209,174369
2006,"Congressional District 7 (109th Congress), Tennessee",103421,26926,141044
2006,"Congressional District 8 (109th Congress), Tennessee",38238,19484,164016
2006,"Congressional District 9 (109th Congress), Tennessee",51660,20474,120049
2006,"Congressional District 1 (109th Congress), Texas",59973,19509,145051
2006,"Congressional District 2 (109th Congress), Texas",77608,25766,140798
2006,"Congressional District 3 (109th Congress), Texas",138662,31647,91893
2006,"Congressional District 4 (109th Congress), Texas",76889,22372,163103
2006,"Congressional District 5 (109th Congress), Texas",63318,23218,148452
2006,"Congressional District 6 (109th Congress), Texas",81268,25442,139067
2006,"Congressional District 7 (109th Congress), Texas",148805,35343,91370
2006,"Congressional District 8 (109th Congress), Texas",71591,22237,170054
2006,"Congressional District 9 (109th Congress), Texas",62823,20001,119464
2006,"Congressional District 10 (109th Congress), Texas",124331,28995,128031
2006,"Congressional District 11 (109th Congress), Texas",57995,20012,132644
2006,"Congressional District 12 (109th Congress), Texas",76659,23988,135755
2006,"Congressional District 13 (109th Congress), Texas",50828,20052,140493
2006,"Congressional District 14 (109th Congress), Texas",70662,23183,133364
2006,"Congressional District 15 (109th Congress), Texas",43492,15278,125533
2006,"Congressional District 16 (109th Congress), Texas",48903,15885,92196
2006,"Congressional District 17 (109th Congress), Texas",58479,19488,135765
2006,"Congressional District 18 (109th Congress), Texas",44368,18869,121620
2006,"Congressional District 19 (109th Congress), Texas",56476,18772,115449
2006,"Congressional District 20 (109th Congress), Texas",43301,18722,127243
2006,"Congressional District 21 (109th Congress), Texas",154747,32486,96832
2006,"Congressional District 22 (109th Congress), Texas",109187,30407,125359
2006,"Congressional District 23 (109th Congress), Texas",85555,21074,110538
2006,"Congressional District 24 (109th Congress), Texas",126803,31137,107088
2006,"Congressional District 25 (109th Congress), Texas",48763,15469,116315
2006,"Congressional District 26 (109th Congress), Texas",106912,25822,124276
2006,"Congressional District 27 (109th Congress), Texas",47685,15631,108405
2006,"Congressional District 28 (109th Congress), Texas",36503,17253,148036
2006,"Congressional District 29 (109th Congress), Texas",20478,18657,111739
2006,"Congressional District 30 (109th Congress), Texas",44916,20469,117517
2006,"Congressional District 31 (109th Congress), Texas",94806,26308,123215
2006,"Congressional District 32 (109th Congress), Texas",92042,24508,77886
2006,"Congressional District 1 (109th Congress), Utah",88711,22651,123313
2006,"Congressional District 2 (109th Congress), Utah",107747,23549,122214
2006,"Congressional District 3 (109th Congress), Utah",78839,21211,126150
2006,"Congressional District (at Large) (109th Congress), Vermont",83968,23806,138289
2006,"Congressional District 1 (109th Congress), Virginia",92375,29446,143587
2006,"Congressional District 2 (109th Congress), Virginia",78054,28678,117338
2006,"Congressional District 3 (109th Congress), Virginia",47945,22008,123201
2006,"Congressional District 4 (109th Congress), Virginia",68192,26040,149524
2006,"Congressional District 5 (109th Congress), Virginia",55615,21275,153403
2006,"Congressional District 6 (109th Congress), Virginia",67734,21858,151585
2006,"Congressional District 7 (109th Congress), Virginia",113027,30691,130164
2006,"Congressional District 8 (109th Congress), Virginia",149505,46566,66860
2006,"Congressional District 9 (109th Congress), Virginia",40089,17139,152654
2006,"Congressional District 10 (109th Congress), Virginia",138995,39854,107756
2006,"Congressional District 11 (109th Congress), Virginia",137049,43888,80872
2006,"Congressional District 1 (109th Congress), Washington",127065,33698,96080
2006,"Congressional District 2 (109th Congress), Washington",81228,25883,142683
2006,"Congressional District 3 (109th Congress), Washington",77066,25218,140557
2006,"Congressional District 4 (109th Congress), Washington",57722,19478,122802
2006,"Congressional District 5 (109th Congress), Washington",75347,21062,121347
2006,"Congressional District 6 (109th Congress), Washington",64464,23232,144788
2006,"Congressional District 7 (109th Congress), Washington",143429,31156,74240
2006,"Congressional District 8 (109th Congress), Washington",136937,36348,114091
2006,"Congressional District 9 (109th Congress), Washington",78196,28854,133107
2006,"Congressional District 1 (109th Congress), West Virginia",43593,18055,176709
