year,district,unemp_rate
2005,"Congressional District 1 (109th Congress), Alabama",6.3
2005,"Congressional District 2 (109th Congress), Alabama",6.7
2005,"Congressional District 3 (109th Congress), Alabama",8.8
2005,"Congressional District 4 (109th Congress), Alabama",6.9
2005,"Congressional District 5 (109th Congress), Alabama",7.0
2005,"Congressional District 6 (109th Congress), Alabama",4.2
2005,"Congressional District 7 (109th Congress), Alabama",11.4
2005,"Congressional District (at Large) (109th Congress), Alaska",8.6
2005,"Congressional District 1 (109th Congress), Arizona",8.8
2005,"Congressional District 2 (109th Congress), Arizona",6.8
2005,"Congressional District 3 (109th Congress), Arizona",4.2
2005,"Congressional District 4 (109th Congress), Arizona",8.0
2005,"Congressional District 5 (109th Congress), Arizona",5.1
2005,"Congressional District 6 (109th Congress), Arizona",4.5
2005,"Congressional District 7 (109th Congress), Arizona",9.1
2005,"Congressional District 8 (109th Congress), Arizona",5.3
2005,"Congressional District 1 (109th Congress), Arkansas",7.7
2005,"Congressional District 2 (109th Congress), Arkansas",6.1
2005,"Congressional District 3 (109th Congress), Arkansas",5.3
2005,"Congressional District 4 (109th Congress), Arkansas",9.0
2005,"Congressional District 1 (109th Congress), California",6.6
2005,"Congressional District 2 (109th Congress), California",9.4
2005,"Congressional District 3 (109th Congress), California",6.4
2005,"Congressional District 4 (109th Congress), California",6.2
2005,"Congressional District 5 (109th Congress), California",8.3
2005,"Congressional District 6 (109th Congress), California",6.0
2005,"Congressional District 7 (109th Congress), California",7.6
2005,"Congressional District 8 (109th Congress), California",6.9
2005,"Congressional District 9 (109th Congress), California",9.0
2005,"Congressional District 10 (109th Congress), California",6.2
2005,"Congressional District 11 (109th Congress), California",6.4
2005,"Congressional District 12 (109th Congress), California",6.1
2005,"Congressional District 13 (109th Congress), California",8.1
2005,"Congressional District 14 (109th Congress), California",6.1
2005,"Congressional District 15 (109th Congress), California",7.0
2005,"Congressional District 16 (109th Congress), California",7.2
2005,"Congressional District 17 (109th Congress), California",8.2
2005,"Congressional District 18 (109th Congress), California",13.9
2005,"Congressional District 19 (109th Congress), California",8.1
2005,"Congressional District 20 (109th Congress), California",14.4
2005,"Congressional District 21 (109th Congress), California",8.9
2005,"Congressional District 22 (109th Congress), California",7.6
2005,"Congressional District 23 (109th Congress), California",6.3
2005,"Congressional District 24 (109th Congress), California",4.3
2005,"Congressional District 25 (109th Congress), California",9.3
2005,"Congressional District 26 (109th Congress), California",4.7
2005,"Congressional District 27 (109th Congress), California",6.5
2005,"Congressional District 28 (109th Congress), California",9.2
2005,"Congressional District 29 (109th Congress), California",5.6
2005,"Congressional District 30 (109th Congress), California",5.3
2005,"Congressional District 31 (109th Congress), California",9.8
2005,"Congressional District 32 (109th Congress), California",7.6
2005,"Congressional District 33 (109th Congress), California",10.3
2005,"Congressional District 34 (109th Congress), California",6.8
2005,"Congressional District 35 (109th Congress), California",9.0
2005,"Congressional District 36 (109th Congress), California",4.7
2005,"Congressional District 37 (109th Congress), California",8.9
2005,"Congressional District 38 (109th Congress), California",8.3
2005,"Congressional District 39 (109th Congress), California",6.7
2005,"Congressional District 40 (109th Congress), California",6.1
2005,"Congressional District 41 (109th Congress), California",7.5
2005,"Congressional District 42 (109th Congress), California",5.4
2005,"Congressional District 43 (109th Congress), California",8.5
2005,"Congressional District 44 (109th Congress), California",6.7
2005,"Congressional District 45 (109th Congress), California",6.5
2005,"Congressional District 46 (109th Congress), California",4.8
2005,"Congressional District 47 (109th Congress), California",8.1
2005,"Congressional District 48 (109th Congress), California",3.7
2005,"Congressional District 49 (109th Congress), California",5.5
2005,"Congressional District 50 (109th Congress), California",4.6
2005,"Congressional District 51 (109th Congress), California",7.2
2005,"Congressional District 52 (109th Congress), California",5.2
2005,"Congressional District 53 (109th Congress), California",6.7
2005,"Congressional District 1 (109th Congress), Colorado",6.8
2005,"Congressional District 2 (109th Congress), Colorado",6.0
2005,"Congressional District 3 (109th Congress), Colorado",6.1
2005,"Congressional District 4 (109th Congress), Colorado",6.2
2005,"Congressional District 5 (109th Congress), Colorado",6.8
2005,"Congressional District 6 (109th Congress), Colorado",4.5
2005,"Congressional District 7 (109th Congress), Colorado",7.2
2005,"Congressional District 1 (109th Congress), Connecticut",7.7
2005,"Congressional District 2 (109th Congress), Connecticut",4.7
2005,"Congressional District 3 (109th Congress), Connecticut",6.4
2005,"Congressional District 4 (109th Congress), Connecticut",6.6
2005,"Congressional District 5 (109th Congress), Connecticut",6.3
2005,"Congressional District (at Large) (109th Congress), Delaware",5.6
2005,"Delegate District (at Large) (109th Congress), District of Columbia",9.1
2005,"Congressional District 1 (109th Congress), Florida",6.7
2005,"Congressional District 2 (109th Congress), Florida",7.1
2005,"Congressional District 3 (109th Congress), Florida",9.0
2005,"Congressional District 4 (109th Congress), Florida",5.7
2005,"Congressional District 5 (109th Congress), Florida",6.2
2005,"Congressional District 6 (109th Congress), Florida",5.6
2005,"Congressional District 7 (109th Congress), Florida",4.7
2005,"Congressional District 8 (109th Congress), Florida",6.0
2005,"Congressional District 9 (109th Congress), Florida",4.8
2005,"Congressional District 10 (109th Congress), Florida",5.3
2005,"Congressional District 11 (109th Congress), Florida",7.3
2005,"Congressional District 12 (109th Congress), Florida",5.5
2005,"Congressional District 13 (109th Congress), Florida",5.1
2005,"Congressional District 14 (109th Congress), Florida",4.8
2005,"Congressional District 15 (109th Congress), Florida",6.1
2005,"Congressional District 16 (109th Congress), Florida",6.0
2005,"Congressional District 17 (109th Congress), Florida",11.6
2005,"Congressional District 18 (109th Congress), Florida",6.4
2005,"Congressional District 19 (109th Congress), Florida",5.7
2005,"Congressional District 20 (109th Congress), Florida",5.8
2005,"Congressional District 21 (109th Congress), Florida",6.4
2005,"Congressional District 22 (109th Congress), Florida",4.7
2005,"Congressional District 23 (109th Congress), Florida",10.0
2005,"Congressional District 24 (109th Congress), Florida",5.1
2005,"Congressional District 25 (109th Congress), Florida",6.6
2005,"Congressional District 1 (109th Congress), Georgia",7.0
2005,"Congressional District 2 (109th Congress), Georgia",9.4
2005,"Congressional District 3 (109th Congress), Georgia",8.5
2005,"Congressional District 4 (109th Congress), Georgia",9.2
2005,"Congressional District 5 (109th Congress), Georgia",8.4
2005,"Congressional District 6 (109th Congress), Georgia",3.8
2005,"Congressional District 7 (109th Congress), Georgia",5.4
2005,"Congressional District 8 (109th Congress), Georgia",6.6
2005,"Congressional District 9 (109th Congress), Georgia",7.2
2005,"Congressional District 10 (109th Congress), Georgia",6.5
2005,"Congressional District 11 (109th Congress), Georgia",8.3
2005,"Congressional District 12 (109th Congress), Georgia",8.8
2005,"Congressional District 13 (109th Congress), Georgia",8.6
2005,"Congressional District 1 (109th Congress), Hawaii",3.8
2005,"Congressional District 2 (109th Congress), Hawaii",5.0
2005,"Congressional District 1 (109th Congress), Idaho",5.6
