year,district,mortgage_cost
2008,"Congressional District 1 (110th Congress), Alabama",736
2008,"Congressional District 2 (110th Congress), Alabama",638
2008,"Congressional District 3 (110th Congress), Alabama",654
2008,"Congressional District 4 (110th Congress), Alabama",556
2008,"Congressional District 5 (110th Congress), Alabama",678
2008,"Congressional District 6 (110th Congress), Alabama",946
2008,"Congressional District 7 (110th Congress), Alabama",661
2008,"Congressional District (at Large) (110th Congress), Alaska",1166
2008,"Congressional District 1 (110th Congress), Arizona",747
2008,"Congressional District 2 (110th Congress), Arizona",1119
2008,"Congressional District 3 (110th Congress), Arizona",1211
2008,"Congressional District 4 (110th Congress), Arizona",966
2008,"Congressional District 5 (110th Congress), Arizona",1170
2008,"Congressional District 6 (110th Congress), Arizona",1193
2008,"Congressional District 7 (110th Congress), Arizona",820
2008,"Congressional District 8 (110th Congress), Arizona",906
2008,"Congressional District 1 (110th Congress), Arkansas",568
2008,"Congressional District 2 (110th Congress), Arkansas",737
2008,"Congressional District 3 (110th Congress), Arkansas",668
2008,"Congressional District 4 (110th Congress), Arkansas",553
2008,"Congressional District 1 (110th Congress), California",1134
2008,"Congressional District 2 (110th Congress), California",936
2008,"Congressional District 3 (110th Congress), California",1478
2008,"Congressional District 4 (110th Congress), California",1335
2008,"Congressional District 5 (110th Congress), California",1094
2008,"Congressional District 6 (110th Congress), California",1640
2008,"Congressional District 7 (110th Congress), California",1510
2008,"Congressional District 8 (110th Congress), California",1499
2008,"Congressional District 9 (110th Congress), California",1325
2008,"Congressional District 10 (110th Congress), California",1827
2008,"Congressional District 11 (110th Congress), California",1816
2008,"Congressional District 12 (110th Congress), California",1817
2008,"Congressional District 13 (110th Congress), California",1610
2008,"Congressional District 14 (110th Congress), California",1843
2008,"Congressional District 15 (110th Congress), California",1826
2008,"Congressional District 16 (110th Congress), California",1793
2008,"Congressional District 17 (110th Congress), California",1393
2008,"Congressional District 18 (110th Congress), California",998
2008,"Congressional District 19 (110th Congress), California",1130
2008,"Congressional District 20 (110th Congress), California",815
2008,"Congressional District 21 (110th Congress), California",989
2008,"Congressional District 22 (110th Congress), California",1149
2008,"Congressional District 23 (110th Congress), California",1445
2008,"Congressional District 24 (110th Congress), California",1805
2008,"Congressional District 25 (110th Congress), California",1575
2008,"Congressional District 26 (110th Congress), California",1656
2008,"Congressional District 27 (110th Congress), California",1495
2008,"Congressional District 28 (110th Congress), California",1321
2008,"Congressional District 29 (110th Congress), California",1399
2008,"Congressional District 30 (110th Congress), California",1864
2008,"Congressional District 31 (110th Congress), California",942
2008,"Congressional District 32 (110th Congress), California",1259
2008,"Congressional District 33 (110th Congress), California",1159
2008,"Congressional District 34 (110th Congress), California",989
2008,"Congressional District 35 (110th Congress), California",1126
2008,"Congressional District 36 (110th Congress), California",1486
2008,"Congressional District 37 (110th Congress), California",1188
2008,"Congressional District 38 (110th Congress), California",1255
2008,"Congressional District 39 (110th Congress), California",1276
2008,"Congressional District 40 (110th Congress), California",1531
2008,"Congressional District 41 (110th Congress), California",1165
2008,"Congressional District 42 (110th Congress), California",2057
2008,"Congressional District 43 (110th Congress), California",1261
2008,"Congressional District 44 (110th Congress), California",1740
2008,"Congressional District 45 (110th Congress), California",1388
2008,"Congressional District 46 (110th Congress), California",1605
2008,"Congressional District 47 (110th Congress), California",1361
2008,"Congressional District 48 (110th Congress), California",2000
2008,"Congressional District 49 (110th Congress), California",1541
2008,"Congressional District 50 (110th Congress), California",1854
2008,"Congressional District 51 (110th Congress), California",1265
2008,"Congressional District 52 (110th Congress), California",1597
2008,"Congressional District 53 (110th Congress), California",1251
2008,"Congressional District 1 (110th Congress), Colorado",968
2008,"Congressional District 2 (110th Congress), Colorado",1336
