year,district,black_pop,total_pop,white_pop
2015,"Congressional District 1 (114th Congress), Alabama",199899,706302,473687
2015,"Congressional District 2 (114th Congress), Alabama",218038,686622,441581
2015,"Congressional District 3 (114th Congress), Alabama",177845,703986,492729
2015,"Congressional District 4 (114th Congress), Alabama",49609,684685,604514
2015,"Congressional District 5 (114th Congress), Alabama",124221,708972,544834
2015,"Congressional District 6 (114th Congress), Alabama",108872,700691,553281
2015,"Congressional District 7 (114th Congress), Alabama",424814,667721,219287
2015,"Congressional District (at Large) (114th Congress), Alaska",26176,738432,481314
2015,"Congressional District 1 (114th Congress), Arizona",18895,759663,482745
2015,"Congressional District 2 (114th Congress), Arizona",29653,713631,586472
2015,"Congressional District 3 (114th Congress), Arizona",36979,761488,532826
2015,"Congressional District 4 (114th Congress), Arizona",11929,739374,659430
2015,"Congressional District 5 (114th Congress), Arizona",25701,789400,668216
2015,"Congressional District 6 (114th Congress), Arizona",23954,749808,629176
2015,"Congressional District 7 (114th Congress), Arizona",78582,769597,472986
2015,"Congressional District 8 (114th Congress), Arizona",36894,767981,654192
2015,"Congressional District 9 (114th Congress), Arizona",38098,777123,599951
2015,"Congressional District 1 (114th Congress), Arkansas",131435,722402,562244
2015,"Congressional District 2 (114th Congress), Arkansas",172117,761348,550994
2015,"Congressional District 3 (114th Congress), Arkansas",26104,782717,661447
2015,"Congressional District 4 (114th Congress), Arkansas",139899,711737,533362
2015,"Congressional District 1 (114th Congress), California",10022,710344,612664
2015,"Congressional District 2 (114th Congress), California",11406,720346,573424
2015,"Congressional District 3 (114th Congress), California",46197,731775,481053
2015,"Congressional District 4 (114th Congress), California",11853,722313,614717
2015,"Congressional District 5 (114th Congress), California",42831,733412,471405
2015,"Congressional District 6 (114th Congress), California",91066,750843,405317
2015,"Congressional District 7 (114th Congress), California",56435,739069,476982
2015,"Congressional District 8 (114th Congress), California",57427,716399,559209
2015,"Congressional District 9 (114th Congress), California",66283,746779,417932
2015,"Congressional District 10 (114th Congress), California",23843,739784,542001
2015,"Congressional District 11 (114th Congress), California",64008,752786,442808
2015,"Congressional District 12 (114th Congress), California",39718,749688,372531
2015,"Congressional District 13 (114th Congress), California",131230,755776,330572
