year,district,unemp_rate
2011,"Congressional District 27 (112th Congress), California",10.3
2011,"Congressional District 28 (112th Congress), California",13.5
2011,"Congressional District 29 (112th Congress), California",10.3
2011,"Congressional District 30 (112th Congress), California",9.3
2011,"Congressional District 31 (112th Congress), California",15.1
2011,"Congressional District 32 (112th Congress), California",15.1
2011,"Congressional District 33 (112th Congress), California",12.8
2011,"Congressional District 34 (112th Congress), California",14.5
2011,"Congressional District 35 (112th Congress), California",12.1
2011,"Congressional District 36 (112th Congress), California",10.0
2011,"Congressional District 37 (112th Congress), California",15.8
2011,"Congressional District 38 (112th Congress), California",11.7
2011,"Congressional District 39 (112th Congress), California",12.1
2011,"Congressional District 40 (112th Congress), California",10.1
2011,"Congressional District 41 (112th Congress), California",15.7
2011,"Congressional District 42 (112th Congress), California",9.4
2011,"Congressional District 43 (112th Congress), California",20.8
2011,"Congressional District 44 (112th Congress), California",13.6
2011,"Congressional District 45 (112th Congress), California",15.9
2011,"Congressional District 46 (112th Congress), California",9.6
2011,"Congressional District 47 (112th Congress), California",11.4
2011,"Congressional District 48 (112th Congress), California",8.0
2011,"Congressional District 49 (112th Congress), California",13.8
2011,"Congressional District 50 (112th Congress), California",8.2
2011,"Congressional District 51 (112th Congress), California",15.3
2011,"Congressional District 52 (112th Congress), California",10.4
2011,"Congressional District 53 (112th Congress), California",11.3
2011,"Congressional District 1 (112th Congress), Colorado",9.4
2011,"Congressional District 2 (112th Congress), Colorado",9.0
2011,"Congressional District 3 (112th Congress), Colorado",10.6
2011,"Congressional District 4 (112th Congress), Colorado",8.3
2011,"Congressional District 5 (112th Congress), Colorado",11.0
2011,"Congressional District 6 (112th Congress), Colorado",7.0
2011,"Congressional District 7 (112th Congress), Colorado",10.5
2011,"Congressional District 1 (112th Congress), Connecticut",11.0
2011,"Congressional District 2 (112th Congress), Connecticut",8.9
2011,"Congressional District 3 (112th Congress), Connecticut",11.9
2011,"Congressional District 4 (112th Congress), Connecticut",10.8
2011,"Congressional District 5 (112th Congress), Connecticut",10.5
2011,"Congressional District (at Large) (112th Congress), Delaware",8.9
2011,"Delegate District (at Large) (112th Congress), District of Columbia",11.4
2011,"Congressional District 1 (112th Congress), Florida",10.5
2011,"Congressional District 2 (112th Congress), Florida",11.6
2011,"Congressional District 3 (112th Congress), Florida",17.7
2011,"Congressional District 4 (112th Congress), Florida",11.6
2011,"Congressional District 5 (112th Congress), Florida",14.6
2011,"Congressional District 6 (112th Congress), Florida",11.6
2011,"Congressional District 7 (112th Congress), Florida",10.9
2011,"Congressional District 8 (112th Congress), Florida",11.3
2011,"Congressional District 9 (112th Congress), Florida",10.6
2011,"Congressional District 10 (112th Congress), Florida",11.2
2011,"Congressional District 11 (112th Congress), Florida",14.4
2011,"Congressional District 12 (112th Congress), Florida",11.5
2011,"Congressional District 13 (112th Congress), Florida",11.3
2011,"Congressional District 14 (112th Congress), Florida",13.0
2011,"Congressional District 15 (112th Congress), Florida",13.2
2011,"Congressional District 16 (112th Congress), Florida",13.7
2011,"Congressional District 17 (112th Congress), Florida",16.9
2011,"Congressional District 18 (112th Congress), Florida",11.3
2011,"Congressional District 19 (112th Congress), Florida",11.3
2011,"Congressional District 20 (112th Congress), Florida",11.4
2011,"Congressional District 21 (112th Congress), Florida",12.3
2011,"Congressional District 22 (112th Congress), Florida",9.6
2011,"Congressional District 23 (112th Congress), Florida",17.8
2011,"Congressional District 24 (112th Congress), Florida",11.1
2011,"Congressional District 25 (112th Congress), Florida",11.3
2011,"Congressional District 1 (112th Congress), Georgia",11.2
2011,"Congressional District 2 (112th Congress), Georgia",15.0
2011,"Congressional District 3 (112th Congress), Georgia",12.1
2011,"Congressional District 4 (112th Congress), Georgia",15.4
2011,"Congressional District 5 (112th Congress), Georgia",12.9
2011,"Congressional District 6 (112th Congress), Georgia",7.8
2011,"Congressional District 7 (112th Congress), Georgia",11.0
2011,"Congressional District 8 (112th Congress), Georgia",12.1
2011,"Congressional District 9 (112th Congress), Georgia",13.0
2011,"Congressional District 10 (112th Congress), Georgia",9.2
2011,"Congressional District 11 (112th Congress), Georgia",12.2
2011,"Congressional District 12 (112th Congress), Georgia",10.8
2011,"Congressional District 13 (112th Congress), Georgia",16.0
2011,"Congressional District 1 (112th Congress), Hawaii",5.9
2011,"Congressional District 2 (112th Congress), Hawaii",9.4
2011,"Congressional District 1 (112th Congress), Idaho",11.5
2011,"Congressional District 2 (112th Congress), Idaho",8.3
2011,"Congressional District 1 (112th Congress), Illinois",20.0
2011,"Congressional District 2 (112th Congress), Illinois",19.8
2011,"Congressional District 3 (112th Congress), Illinois",13.0
2011,"Congressional District 4 (112th Congress), Illinois",13.7
2011,"Congressional District 5 (112th Congress), Illinois",9.8
2011,"Congressional District 6 (112th Congress), Illinois",9.2
2011,"Congressional District 7 (112th Congress), Illinois",14.7
2011,"Congressional District 8 (112th Congress), Illinois",10.1
2011,"Congressional District 9 (112th Congress), Illinois",9.0
2011,"Congressional District 10 (112th Congress), Illinois",8.7
2011,"Congressional District 11 (112th Congress), Illinois",10.9
2011,"Congressional District 12 (112th Congress), Illinois",9.8
2011,"Congressional District 13 (112th Congress), Illinois",8.9
2011,"Congressional District 14 (112th Congress), Illinois",9.6
2011,"Congressional District 15 (112th Congress), Illinois",8.9
2011,"Congressional District 16 (112th Congress), Illinois",11.9
2011,"Congressional District 17 (112th Congress), Illinois",9.1
2011,"Congressional District 18 (112th Congress), Illinois",8.6
2011,"Congressional District 19 (112th Congress), Illinois",7.9
2011,"Congressional District 1 (112th Congress), Indiana",11.0
2011,"Congressional District 2 (112th Congress), Indiana",11.3
2011,"Congressional District 3 (112th Congress), Indiana",9.9
2011,"Congressional District 4 (112th Congress), Indiana",7.7
2011,"Congressional District 5 (112th Congress), Indiana",7.9
2011,"Congressional District 6 (112th Congress), Indiana",11.1
2011,"Congressional District 7 (112th Congress), Indiana",14.2
2011,"Congressional District 8 (112th Congress), Indiana",8.3
2011,"Congressional District 9 (112th Congress), Indiana",9.7
2011,"Congressional District 1 (112th Congress), Iowa",6.3
2011,"Congressional District 2 (112th Congress), Iowa",6.1
2011,"Congressional District 3 (112th Congress), Iowa",6.9
2011,"Congressional District 4 (112th Congress), Iowa",5.9
2011,"Congressional District 5 (112th Congress), Iowa",4.7
2011,"Congressional District 1 (112th Congress), Kansas",5.8
2011,"Congressional District 2 (112th Congress), Kansas",7.2
2011,"Congressional District 3 (112th Congress), Kansas",7.3
2011,"Congressional District 4 (112th Congress), Kansas",9.3
2011,"Congressional District 1 (112th Congress), Kentucky",9.9
2011,"Congressional District 2 (112th Congress), Kentucky",10.1
2011,"Congressional District 3 (112th Congress), Kentucky",12.0
2011,"Congressional District 4 (112th Congress), Kentucky",8.4
2011,"Congressional District 5 (112th Congress), Kentucky",12.3
2011,"Congressional District 6 (112th Congress), Kentucky",10.3
2011,"Congressional District 1 (112th Congress), Louisiana",8.1
2011,"Congressional District 2 (112th Congress), Louisiana",11.5
2011,"Congressional District 3 (112th Congress), Louisiana",9.6
2011,"Congressional District 4 (112th Congress), Louisiana",7.5
2011,"Congressional District 5 (112th Congress), Louisiana",10.3
2011,"Congressional District 6 (112th Congress), Louisiana",9.1
2011,"Congressional District 7 (112th Congress), Louisiana",9.4
2011,"Congressional District 1 (112th Congress), Maine",7.1
2011,"Congressional District 2 (112th Congress), Maine",10.3
2011,"Congressional District 1 (112th Congress), Maryland",9.0
2011,"Congressional District 2 (112th Congress), Maryland",11.0
2011,"Congressional District 3 (112th Congress), Maryland",7.3
2011,"Congressional District 4 (112th Congress), Maryland",9.6
2011,"Congressional District 5 (112th Congress), Maryland",7.7
2011,"Congressional District 6 (112th Congress), Maryland",7.4
2011,"Congressional District 7 (112th Congress), Maryland",13.9
2011,"Congressional District 8 (112th Congress), Maryland",6.5
2011,"Congressional District 1 (112th Congress), Massachusetts",10.5
2011,"Congressional District 2 (112th Congress), Massachusetts",9.6
2011,"Congressional District 3 (112th Congress), Massachusetts",9.0
2011,"Congressional District 4 (112th Congress), Massachusetts",8.9
2011,"Congressional District 5 (112th Congress), Massachusetts",9.0
2011,"Congressional District 6 (112th Congress), Massachusetts",8.6
2011,"Congressional District 7 (112th Congress), Massachusetts",7.9
2011,"Congressional District 8 (112th Congress), Massachusetts",10.2
2011,"Congressional District 9 (112th Congress), Massachusetts",10.0
2011,"Congressional District 10 (112th Congress), Massachusetts",8.8
2011,"Congressional District 1 (112th Congress), Michigan",12.5
2011,"Congressional District 2 (112th Congress), Michigan",11.3
2011,"Congressional District 3 (112th Congress), Michigan",10.5
2011,"Congressional District 4 (112th Congress), Michigan",11.7
2011,"Congressional District 5 (112th Congress), Michigan",16.4
2011,"Congressional District 6 (112th Congress), Michigan",12.1
2011,"Congressional District 7 (112th Congress), Michigan",12.2
2011,"Congressional District 8 (112th Congress), Michigan",9.3
2011,"Congressional District 9 (112th Congress), Michigan",9.7
2011,"Congressional District 10 (112th Congress), Michigan",11.8
2011,"Congressional District 11 (112th Congress), Michigan",10.7
2011,"Congressional District 12 (112th Congress), Michigan",15.6
2011,"Congressional District 13 (112th Congress), Michigan",25.9
2011,"Congressional District 14 (112th Congress), Michigan",22.5
2011,"Congressional District 15 (112th Congress), Michigan",12.9
2011,"Congressional District 1 (112th Congress), Minnesota",5.8
2011,"Congressional District 2 (112th Congress), Minnesota",6.7
2011,"Congressional District 3 (112th Congress), Minnesota",8.1
2011,"Congressional District 4 (112th Congress), Minnesota",8.5
2011,"Congressional District 5 (112th Congress), Minnesota",9.4
2011,"Congressional District 6 (112th Congress), Minnesota",7.2
2011,"Congressional District 7 (112th Congress), Minnesota",6.5
2011,"Congressional District 8 (112th Congress), Minnesota",9.3
2011,"Congressional District 1 (112th Congress), Mississippi",10.6
2011,"Congressional District 2 (112th Congress), Mississippi",14.9
2011,"Congressional District 3 (112th Congress), Mississippi",9.7
2011,"Congressional District 4 (112th Congress), Mississippi",10.8
2011,"Congressional District 1 (112th Congress), Missouri",15.5
2011,"Congressional District 2 (112th Congress), Missouri",6.6
2011,"Congressional District 3 (112th Congress), Missouri",10.0
2011,"Congressional District 4 (112th Congress), Missouri",9.0
2011,"Congressional District 5 (112th Congress), Missouri",10.5
2011,"Congressional District 6 (112th Congress), Missouri",8.4
2011,"Congressional District 7 (112th Congress), Missouri",8.4
2011,"Congressional District 8 (112th Congress), Missouri",10.1
2011,"Congressional District 9 (112th Congress), Missouri",7.7
2011,"Congressional District (at Large) (112th Congress), Montana",7.9
2011,"Congressional District 1 (112th Congress), Nebraska",6.2
2011,"Congressional District 2 (112th Congress), Nebraska",7.6
2011,"Congressional District 3 (112th Congress), Nebraska",4.8
2011,"Congressional District 1 (112th Congress), Nevada",14.3
2011,"Congressional District 2 (112th Congress), Nevada",11.4
2011,"Congressional District 3 (112th Congress), Nevada",12.4
2011,"Congressional District 1 (112th Congress), New Hampshire",6.4
2011,"Congressional District 2 (112th Congress), New Hampshire",7.4
2011,"Congressional District 1 (112th Congress), New Jersey",13.7
2011,"Congressional District 2 (112th Congress), New Jersey",13.2
2011,"Congressional District 3 (112th Congress), New Jersey",10.8
2011,"Congressional District 4 (112th Congress), New Jersey",10.3
2011,"Congressional District 5 (112th Congress), New Jersey",8.4
2011,"Congressional District 6 (112th Congress), New Jersey",10.3
2011,"Congressional District 7 (112th Congress), New Jersey",8.9
2011,"Congressional District 8 (112th Congress), New Jersey",11.3
2011,"Congressional District 9 (112th Congress), New Jersey",9.3
2011,"Congressional District 10 (112th Congress), New Jersey",16.5
2011,"Congressional District 11 (112th Congress), New Jersey",8.7
2011,"Congressional District 12 (112th Congress), New Jersey",9.2
2011,"Congressional District 13 (112th Congress), New Jersey",12.3
2011,"Congressional District 1 (112th Congress), New Mexico",10.9
2011,"Congressional District 2 (112th Congress), New Mexico",11.4
2011,"Congressional District 3 (112th Congress), New Mexico",11.3
2011,"Congressional District 1 (112th Congress), New York",6.6
2011,"Congressional District 2 (112th Congress), New York",7.6
2011,"Congressional District 3 (112th Congress), New York",7.3
2011,"Congressional District 4 (112th Congress), New York",8.1
2011,"Congressional District 5 (112th Congress), New York",7.7
2011,"Congressional District 6 (112th Congress), New York",12.3
2011,"Congressional District 7 (112th Congress), New York",10.9
2011,"Congressional District 8 (112th Congress), New York",7.6
2011,"Congressional District 9 (112th Congress), New York",9.9
2011,"Congressional District 10 (112th Congress), New York",14.5
2011,"Congressional District 11 (112th Congress), New York",12.8
2011,"Congressional District 12 (112th Congress), New York",9.9
2011,"Congressional District 13 (112th Congress), New York",8.8
2011,"Congressional District 14 (112th Congress), New York",7.4
2011,"Congressional District 15 (112th Congress), New York",13.5
2011,"Congressional District 16 (112th Congress), New York",19.0
2011,"Congressional District 17 (112th Congress), New York",12.1
2011,"Congressional District 18 (112th Congress), New York",7.8
2011,"Congressional District 19 (112th Congress), New York",9.6
2011,"Congressional District 20 (112th Congress), New York",8.6
2011,"Congressional District 21 (112th Congress), New York",8.4
2011,"Congressional District 22 (112th Congress), New York",10.1
2011,"Congressional District 23 (112th Congress), New York",9.2
2011,"Congressional District 24 (112th Congress), New York",8.2
2011,"Congressional District 25 (112th Congress), New York",6.9
2011,"Congressional District 26 (112th Congress), New York",6.6
2011,"Congressional District 27 (112th Congress), New York",9.0
2011,"Congressional District 28 (112th Congress), New York",11.6
2011,"Congressional District 29 (112th Congress), New York",7.8
2011,"Congressional District 1 (112th Congress), North Carolina",17.4
2011,"Congressional District 2 (112th Congress), North Carolina",14.5
2011,"Congressional District 3 (112th Congress), North Carolina",11.1
2011,"Congressional District 4 (112th Congress), North Carolina",6.8
2011,"Congressional District 5 (112th Congress), North Carolina",10.2
2011,"Congressional District 6 (112th Congress), North Carolina",9.8
2011,"Congressional District 7 (112th Congress), North Carolina",12.8
2011,"Congressional District 8 (112th Congress), North Carolina",14.5
2011,"Congressional District 9 (112th Congress), North Carolina",10.3
2011,"Congressional District 10 (112th Congress), North Carolina",12.2
2011,"Congressional District 11 (112th Congress), North Carolina",10.6
2011,"Congressional District 12 (112th Congress), North Carolina",15.1
2011,"Congressional District 13 (112th Congress), North Carolina",10.0
2011,"Congressional District (at Large) (112th Congress), North Dakota",3.1
2011,"Congressional District 1 (112th Congress), Ohio",13.6
2011,"Congressional District 2 (112th Congress), Ohio",8.7
2011,"Congressional District 3 (112th Congress), Ohio",10.9
2011,"Congressional District 4 (112th Congress), Ohio",11.4
2011,"Congressional District 5 (112th Congress), Ohio",9.7
2011,"Congressional District 6 (112th Congress), Ohio",9.9
2011,"Congressional District 7 (112th Congress), Ohio",10.3
2011,"Congressional District 8 (112th Congress), Ohio",10.1
2011,"Congressional District 9 (112th Congress), Ohio",12.5
2011,"Congressional District 10 (112th Congress), Ohio",10.0
2011,"Congressional District 11 (112th Congress), Ohio",16.5
2011,"Congressional District 12 (112th Congress), Ohio",8.0
2011,"Congressional District 13 (112th Congress), Ohio",11.0
2011,"Congressional District 14 (112th Congress), Ohio",7.8
2011,"Congressional District 15 (112th Congress), Ohio",8.2
2011,"Congressional District 16 (112th Congress), Ohio",10.0
2011,"Congressional District 17 (112th Congress), Ohio",11.3
2011,"Congressional District 18 (112th Congress), Ohio",10.6
2011,"Congressional District 1 (112th Congress), Oklahoma",6.8
2011,"Congressional District 2 (112th Congress), Oklahoma",10.5
2011,"Congressional District 3 (112th Congress), Oklahoma",7.7
2011,"Congressional District 4 (112th Congress), Oklahoma",5.8
2011,"Congressional District 5 (112th Congress), Oklahoma",7.5
2011,"Congressional District 1 (112th Congress), Oregon",9.7
2011,"Congressional District 2 (112th Congress), Oregon",14.5
2011,"Congressional District 3 (112th Congress), Oregon",10.8
2011,"Congressional District 4 (112th Congress), Oregon",13.2
2011,"Congressional District 5 (112th Congress), Oregon",12.3
2011,"Congressional District 1 (112th Congress), Pennsylvania",18.0
2011,"Congressional District 2 (112th Congress), Pennsylvania",15.4
2011,"Congressional District 3 (112th Congress), Pennsylvania",9.1
2011,"Congressional District 4 (112th Congress), Pennsylvania",6.5
2011,"Congressional District 5 (112th Congress), Pennsylvania",7.8
2011,"Congressional District 6 (112th Congress), Pennsylvania",8.6
2011,"Congressional District 7 (112th Congress), Pennsylvania",7.4
2011,"Congressional District 8 (112th Congress), Pennsylvania",7.8
2011,"Congressional District 9 (112th Congress), Pennsylvania",8.5
2011,"Congressional District 10 (112th Congress), Pennsylvania",8.5
2011,"Congressional District 11 (112th Congress), Pennsylvania",10.5
2011,"Congressional District 12 (112th Congress), Pennsylvania",8.6
2011,"Congressional District 13 (112th Congress), Pennsylvania",11.4
2011,"Congressional District 14 (112th Congress), Pennsylvania",10.9
2011,"Congressional District 15 (112th Congress), Pennsylvania",9.3
2011,"Congressional District 16 (112th Congress), Pennsylvania",8.2
2011,"Congressional District 17 (112th Congress), Pennsylvania",9.1
2011,"Congressional District 18 (112th Congress), Pennsylvania",6.7
2011,"Congressional District 19 (112th Congress), Pennsylvania",8.4
2011,"Congressional District 1 (112th Congress), Rhode Island",9.3
2011,"Congressional District 2 (112th Congress), Rhode Island",11.2
2011,"Congressional District 1 (112th Congress), South Carolina",10.3
2011,"Congressional District 2 (112th Congress), South Carolina",9.8
2011,"Congressional District 3 (112th Congress), South Carolina",11.7
2011,"Congressional District 4 (112th Congress), South Carolina",10.9
2011,"Congressional District 5 (112th Congress), South Carolina",13.6
2011,"Congressional District 6 (112th Congress), South Carolina",16.4
2011,"Congressional District (at Large) (112th Congress), South Dakota",5.5
2011,"Congressional District 1 (112th Congress), Tennessee",9.6
2011,"Congressional District 2 (112th Congress), Tennessee",8.3
2011,"Congressional District 3 (112th Congress), Tennessee",12.0
2011,"Congressional District 4 (112th Congress), Tennessee",11.0
2011,"Congressional District 5 (112th Congress), Tennessee",9.4
2011,"Congressional District 6 (112th Congress), Tennessee",9.3
2011,"Congressional District 7 (112th Congress), Tennessee",8.7
2011,"Congressional District 8 (112th Congress), Tennessee",14.2
2011,"Congressional District 9 (112th Congress), Tennessee",14.0
2011,"Congressional District 1 (112th Congress), Texas",8.1
2011,"Congressional District 2 (112th Congress), Texas",10.1
2011,"Congressional District 3 (112th Congress), Texas",7.3
2011,"Congressional District 4 (112th Congress), Texas",8.4
2011,"Congressional District 5 (112th Congress), Texas",8.8
2011,"Congressional District 6 (112th Congress), Texas",9.2
2011,"Congressional District 7 (112th Congress), Texas",6.0
2011,"Congressional District 8 (112th Congress), Texas",9.2
2011,"Congressional District 9 (112th Congress), Texas",11.3
2011,"Congressional District 10 (112th Congress), Texas",7.0
2011,"Congressional District 11 (112th Congress), Texas",5.3
2011,"Congressional District 12 (112th Congress), Texas",8.5
2011,"Congressional District 13 (112th Congress), Texas",6.7
2011,"Congressional District 14 (112th Congress), Texas",8.1
2011,"Congressional District 15 (112th Congress), Texas",11.0
2011,"Congressional District 16 (112th Congress), Texas",8.1
2011,"Congressional District 17 (112th Congress), Texas",9.2
2011,"Congressional District 18 (112th Congress), Texas",11.4
2011,"Congressional District 19 (112th Congress), Texas",7.1
2011,"Congressional District 20 (112th Congress), Texas",9.9
2011,"Congressional District 21 (112th Congress), Texas",7.1
2011,"Congressional District 22 (112th Congress), Texas",6.1
2011,"Congressional District 23 (112th Congress), Texas",9.3
2011,"Congressional District 24 (112th Congress), Texas",7.1
2011,"Congressional District 25 (112th Congress), Texas",8.5
2011,"Congressional District 26 (112th Congress), Texas",9.1
2011,"Congressional District 27 (112th Congress), Texas",9.5
2011,"Congressional District 28 (112th Congress), Texas",6.8
2011,"Congressional District 29 (112th Congress), Texas",11.4
2011,"Congressional District 30 (112th Congress), Texas",11.6
2011,"Congressional District 31 (112th Congress), Texas",9.8
2011,"Congressional District 32 (112th Congress), Texas",7.7
2011,"Congressional District 1 (112th Congress), Utah",7.9
2011,"Congressional District 2 (112th Congress), Utah",8.1
2011,"Congressional District 3 (112th Congress), Utah",8.0
2011,"Congressional District (at Large) (112th Congress), Vermont",6.4
2011,"Congressional District 1 (112th Congress), Virginia",7.5
2011,"Congressional District 2 (112th Congress), Virginia",7.2
2011,"Congressional District 3 (112th Congress), Virginia",13.4
2011,"Congressional District 4 (112th Congress), Virginia",9.5
2011,"Congressional District 5 (112th Congress), Virginia",9.1
2011,"Congressional District 6 (112th Congress), Virginia",7.1
2011,"Congressional District 7 (112th Congress), Virginia",6.6
2011,"Congressional District 8 (112th Congress), Virginia",4.9
2011,"Congressional District 9 (112th Congress), Virginia",9.4
2011,"Congressional District 10 (112th Congress), Virginia",5.5
2011,"Congressional District 11 (112th Congress), Virginia",5.6
2011,"Congressional District 1 (112th Congress), Washington",8.7
2011,"Congressional District 2 (112th Congress), Washington",11.0
2011,"Congressional District 3 (112th Congress), Washington",11.9
2011,"Congressional District 4 (112th Congress), Washington",9.9
2011,"Congressional District 5 (112th Congress), Washington",10.8
2011,"Congressional District 6 (112th Congress), Washington",14.5
2011,"Congressional District 7 (112th Congress), Washington",8.0
2011,"Congressional District 8 (112th Congress), Washington",8.8
2011,"Congressional District 9 (112th Congress), Washington",10.7
2011,"Congressional District 1 (112th Congress), West Virginia",8.4
2011,"Congressional District 2 (112th Congress), West Virginia",9.5
2011,"Congressional District 3 (112th Congress), West Virginia",8.6
2011,"Congressional District 1 (112th Congress), Wisconsin",9.7
2011,"Congressional District 2 (112th Congress), Wisconsin",6.6
2011,"Congressional District 3 (112th Congress), Wisconsin",6.2
2011,"Congressional District 4 (112th Congress), Wisconsin",15.1
2011,"Congressional District 5 (112th Congress), Wisconsin",6.4
2011,"Congressional District 6 (112th Congress), Wisconsin",6.9
2011,"Congressional District 7 (112th Congress), Wisconsin",8.5
2011,"Congressional District 8 (112th Congress), Wisconsin",7.1
2011,"Congressional District (at Large) (112th Congress), Wyoming",5.1
2011,"Resident Commissioner District (at Large) (112th Congress), Puerto Rico",18.5
