year,district,median_age
2005,"Congressional District 5 (109th Congress), New Jersey",40.5
2005,"Congressional District 6 (109th Congress), New Jersey",36.8
2005,"Congressional District 7 (109th Congress), New Jersey",39.4
2005,"Congressional District 8 (109th Congress), New Jersey",37.2
2005,"Congressional District 9 (109th Congress), New Jersey",39.3
2005,"Congressional District 10 (109th Congress), New Jersey",33.8
2005,"Congressional District 11 (109th Congress), New Jersey",39.6
2005,"Congressional District 12 (109th Congress), New Jersey",38.3
2005,"Congressional District 13 (109th Congress), New Jersey",34.1
2005,"Congressional District 1 (109th Congress), New Mexico",36.3
2005,"Congressional District 2 (109th Congress), New Mexico",36.1
2005,"Congressional District 3 (109th Congress), New Mexico",36.1
2005,"Congressional District 1 (109th Congress), New York",38.6
2005,"Congressional District 2 (109th Congress), New York",37.7
2005,"Congressional District 3 (109th Congress), New York",41.2
2005,"Congressional District 4 (109th Congress), New York",39.0
2005,"Congressional District 5 (109th Congress), New York",40.5
2005,"Congressional District 6 (109th Congress), New York",35.8
2005,"Congressional District 7 (109th Congress), New York",35.9
2005,"Congressional District 8 (109th Congress), New York",37.4
2005,"Congressional District 9 (109th Congress), New York",40.4
2005,"Congressional District 10 (109th Congress), New York",33.2
2005,"Congressional District 11 (109th Congress), New York",33.3
2005,"Congressional District 12 (109th Congress), New York",34.3
2005,"Congressional District 13 (109th Congress), New York",37.4
2005,"Congressional District 14 (109th Congress), New York",38.3
2005,"Congressional District 15 (109th Congress), New York",35.3
2005,"Congressional District 16 (109th Congress), New York",28.1
2005,"Congressional District 17 (109th Congress), New York",35.3
2005,"Congressional District 18 (109th Congress), New York",39.7
2005,"Congressional District 19 (109th Congress), New York",38.3
2005,"Congressional District 20 (109th Congress), New York",40.4
2005,"Congressional District 21 (109th Congress), New York",39.0
2005,"Congressional District 22 (109th Congress), New York",37.7
2005,"Congressional District 23 (109th Congress), New York",37.8
2005,"Congressional District 24 (109th Congress), New York",39.6
2005,"Congressional District 25 (109th Congress), New York",39.0
2005,"Congressional District 26 (109th Congress), New York",39.8
2005,"Congressional District 27 (109th Congress), New York",39.9
2005,"Congressional District 28 (109th Congress), New York",36.2
2005,"Congressional District 29 (109th Congress), New York",40.0
2005,"Congressional District 1 (109th Congress), North Carolina",36.8
2005,"Congressional District 2 (109th Congress), North Carolina",34.3
2005,"Congressional District 3 (109th Congress), North Carolina",36.3
2005,"Congressional District 4 (109th Congress), North Carolina",34.5
2005,"Congressional District 5 (109th Congress), North Carolina",38.9
2005,"Congressional District 6 (109th Congress), North Carolina",38.8
2005,"Congressional District 7 (109th Congress), North Carolina",36.4
2005,"Congressional District 8 (109th Congress), North Carolina",34.2
2005,"Congressional District 9 (109th Congress), North Carolina",35.5
2005,"Congressional District 10 (109th Congress), North Carolina",38.3
2005,"Congressional District 11 (109th Congress), North Carolina",41.1
2005,"Congressional District 12 (109th Congress), North Carolina",33.5
2005,"Congressional District 13 (109th Congress), North Carolina",35.0
2005,"Congressional District (at Large) (109th Congress), North Dakota",39.1
2005,"Congressional District 1 (109th Congress), Ohio",36.7
2005,"Congressional District 2 (109th Congress), Ohio",37.5
2005,"Congressional District 3 (109th Congress), Ohio",38.0
2005,"Congressional District 4 (109th Congress), Ohio",37.8
2005,"Congressional District 5 (109th Congress), Ohio",37.6
2005,"Congressional District 6 (109th Congress), Ohio",40.6
2005,"Congressional District 7 (109th Congress), Ohio",36.9
2005,"Congressional District 8 (109th Congress), Ohio",36.3
2005,"Congressional District 9 (109th Congress), Ohio",37.3
2005,"Congressional District 10 (109th Congress), Ohio",39.0
2005,"Congressional District 11 (109th Congress), Ohio",38.5
2005,"Congressional District 12 (109th Congress), Ohio",35.0
2005,"Congressional District 13 (109th Congress), Ohio",38.7
2005,"Congressional District 14 (109th Congress), Ohio",39.6
2005,"Congressional District 15 (109th Congress), Ohio",33.9
2005,"Congressional District 16 (109th Congress), Ohio",38.7
2005,"Congressional District 17 (109th Congress), Ohio",39.0
2005,"Congressional District 18 (109th Congress), Ohio",37.7
2005,"Congressional District 1 (109th Congress), Oklahoma",36.0
2005,"Congressional District 2 (109th Congress), Oklahoma",38.2
2005,"Congressional District 3 (109th Congress), Oklahoma",38.0
2005,"Congressional District 4 (109th Congress), Oklahoma",35.7
2005,"Congressional District 5 (109th Congress), Oklahoma",35.1
2005,"Congressional District 1 (109th Congress), Oregon",35.4
2005,"Congressional District 2 (109th Congress), Oregon",39.0
2005,"Congressional District 3 (109th Congress), Oregon",36.1
2005,"Congressional District 4 (109th Congress), Oregon",39.7
2005,"Congressional District 5 (109th Congress), Oregon",36.6
2005,"Congressional District 1 (109th Congress), Pennsylvania",33.1
2005,"Congressional District 2 (109th Congress), Pennsylvania",35.7
2005,"Congressional District 3 (109th Congress), Pennsylvania",40.4
2005,"Congressional District 4 (109th Congress), Pennsylvania",41.6
2005,"Congressional District 5 (109th Congress), Pennsylvania",39.2
2005,"Congressional District 6 (109th Congress), Pennsylvania",38.5
2005,"Congressional District 7 (109th Congress), Pennsylvania",40.3
2005,"Congressional District 8 (109th Congress), Pennsylvania",40.1
2005,"Congressional District 9 (109th Congress), Pennsylvania",40.7
2005,"Congressional District 10 (109th Congress), Pennsylvania",41.6
2005,"Congressional District 11 (109th Congress), Pennsylvania",40.2
2005,"Congressional District 12 (109th Congress), Pennsylvania",42.1
2005,"Congressional District 13 (109th Congress), Pennsylvania",40.2
2005,"Congressional District 14 (109th Congress), Pennsylvania",40.5
2005,"Congressional District 15 (109th Congress), Pennsylvania",39.2
2005,"Congressional District 16 (109th Congress), Pennsylvania",36.8
2005,"Congressional District 17 (109th Congress), Pennsylvania",40.5
2005,"Congressional District 18 (109th Congress), Pennsylvania",42.5
2005,"Congressional District 19 (109th Congress), Pennsylvania",39.6
2005,"Congressional District 1 (109th Congress), Rhode Island",38.2
2005,"Congressional District 2 (109th Congress), Rhode Island",38.5
2005,"Congressional District 1 (109th Congress), South Carolina",36.5
2005,"Congressional District 2 (109th Congress), South Carolina",36.7
2005,"Congressional District 3 (109th Congress), South Carolina",37.6
2005,"Congressional District 4 (109th Congress), South Carolina",37.5
2005,"Congressional District 5 (109th Congress), South Carolina",36.9
2005,"Congressional District 6 (109th Congress), South Carolina",37.3
2005,"Congressional District (at Large) (109th Congress), South Dakota",37.0
2005,"Congressional District 1 (109th Congress), Tennessee",40.0
2005,"Congressional District 2 (109th Congress), Tennessee",38.6
2005,"Congressional District 3 (109th Congress), Tennessee",39.0
2005,"Congressional District 4 (109th Congress), Tennessee",39.6
2005,"Congressional District 5 (109th Congress), Tennessee",36.2
2005,"Congressional District 6 (109th Congress), Tennessee",35.8
2005,"Congressional District 7 (109th Congress), Tennessee",37.0
2005,"Congressional District 8 (109th Congress), Tennessee",37.2
2005,"Congressional District 9 (109th Congress), Tennessee",33.5
2005,"Congressional District 1 (109th Congress), Texas",36.2
2005,"Congressional District 2 (109th Congress), Texas",35.9
2005,"Congressional District 3 (109th Congress), Texas",32.3
2005,"Congressional District 4 (109th Congress), Texas",35.8
2005,"Congressional District 5 (109th Congress), Texas",36.4
2005,"Congressional District 6 (109th Congress), Texas",33.1
2005,"Congressional District 7 (109th Congress), Texas",36.2
2005,"Congressional District 8 (109th Congress), Texas",35.5
2005,"Congressional District 9 (109th Congress), Texas",29.7
2005,"Congressional District 10 (109th Congress), Texas",33.3
2005,"Congressional District 11 (109th Congress), Texas",36.8
2005,"Congressional District 12 (109th Congress), Texas",33.4
2005,"Congressional District 13 (109th Congress), Texas",36.4
2005,"Congressional District 14 (109th Congress), Texas",35.6
2005,"Congressional District 15 (109th Congress), Texas",29.6
2005,"Congressional District 16 (109th Congress), Texas",30.9
2005,"Congressional District 17 (109th Congress), Texas",32.5
2005,"Congressional District 18 (109th Congress), Texas",31.7
2005,"Congressional District 19 (109th Congress), Texas",33.8
2005,"Congressional District 20 (109th Congress), Texas",32.1
2005,"Congressional District 21 (109th Congress), Texas",36.1
2005,"Congressional District 22 (109th Congress), Texas",33.8
2005,"Congressional District 23 (109th Congress), Texas",34.6
2005,"Congressional District 24 (109th Congress), Texas",33.6
2005,"Congressional District 25 (109th Congress), Texas",29.5
2005,"Congressional District 26 (109th Congress), Texas",32.5
2005,"Congressional District 27 (109th Congress), Texas",31.3
2005,"Congressional District 28 (109th Congress), Texas",29.4
2005,"Congressional District 29 (109th Congress), Texas",28.7
2005,"Congressional District 30 (109th Congress), Texas",31.5
2005,"Congressional District 31 (109th Congress), Texas",32.2
2005,"Congressional District 32 (109th Congress), Texas",32.8
2005,"Congressional District 1 (109th Congress), Utah",28.7
2005,"Congressional District 2 (109th Congress), Utah",31.0
2005,"Congressional District 3 (109th Congress), Utah",26.3
2005,"Congressional District (at Large) (109th Congress), Vermont",40.7
2005,"Congressional District 1 (109th Congress), Virginia",36.5
2005,"Congressional District 2 (109th Congress), Virginia",35.1
2005,"Congressional District 3 (109th Congress), Virginia",34.7
2005,"Congressional District 4 (109th Congress), Virginia",36.3
2005,"Congressional District 5 (109th Congress), Virginia",40.9
2005,"Congressional District 6 (109th Congress), Virginia",40.2
2005,"Congressional District 7 (109th Congress), Virginia",38.2
2005,"Congressional District 8 (109th Congress), Virginia",37.3
2005,"Congressional District 9 (109th Congress), Virginia",39.9
2005,"Congressional District 10 (109th Congress), Virginia",34.7
2005,"Congressional District 11 (109th Congress), Virginia",36.9
2005,"Congressional District 1 (109th Congress), Washington",37.9
2005,"Congressional District 2 (109th Congress), Washington",36.5
2005,"Congressional District 3 (109th Congress), Washington",36.4
2005,"Congressional District 4 (109th Congress), Washington",33.4
2005,"Congressional District 5 (109th Congress), Washington",36.8
2005,"Congressional District 6 (109th Congress), Washington",37.8
2005,"Congressional District 7 (109th Congress), Washington",37.2
2005,"Congressional District 8 (109th Congress), Washington",37.2
2005,"Congressional District 9 (109th Congress), Washington",36.1
2005,"Congressional District 1 (109th Congress), West Virginia",40.4
2005,"Congressional District 2 (109th Congress), West Virginia",40.6
2005,"Congressional District 3 (109th Congress), West Virginia",41.4
2005,"Congressional District 1 (109th Congress), Wisconsin",38.4
2005,"Congressional District 2 (109th Congress), Wisconsin",35.9
2005,"Congressional District 3 (109th Congress), Wisconsin",37.2
2005,"Congressional District 4 (109th Congress), Wisconsin",32.7
2005,"Congressional District 5 (109th Congress), Wisconsin",40.5
2005,"Congressional District 6 (109th Congress), Wisconsin",39.1
2005,"Congressional District 7 (109th Congress), Wisconsin",39.9
2005,"Congressional District 8 (109th Congress), Wisconsin",38.8
2005,"Congressional District (at Large) (109th Congress), Wyoming",39.1
2005,"Resident Commissioner District (at Large) (109th Congress), Puerto Rico",34.4
