year,district,mortgage_cost
2007,"Congressional District 3 (110th Congress), Iowa",846
2007,"Congressional District 4 (110th Congress), Iowa",643
2007,"Congressional District 5 (110th Congress), Iowa",611
2007,"Congressional District 1 (110th Congress), Kansas",565
2007,"Congressional District 2 (110th Congress), Kansas",695
2007,"Congressional District 3 (110th Congress), Kansas",1053
2007,"Congressional District 4 (110th Congress), Kansas",710
2007,"Congressional District 1 (110th Congress), Kentucky",519
2007,"Congressional District 2 (110th Congress), Kentucky",649
2007,"Congressional District 3 (110th Congress), Kentucky",764
2007,"Congressional District 4 (110th Congress), Kentucky",752
2007,"Congressional District 5 (110th Congress), Kentucky",390
2007,"Congressional District 6 (110th Congress), Kentucky",726
2007,"Congressional District 1 (110th Congress), Louisiana",838
2007,"Congressional District 2 (110th Congress), Louisiana",876
2007,"Congressional District 3 (110th Congress), Louisiana",619
2007,"Congressional District 4 (110th Congress), Louisiana",578
2007,"Congressional District 5 (110th Congress), Louisiana",544
2007,"Congressional District 6 (110th Congress), Louisiana",771
2007,"Congressional District 7 (110th Congress), Louisiana",595
2007,"Congressional District 1 (110th Congress), Maine",981
2007,"Congressional District 2 (110th Congress), Maine",665
2007,"Congressional District 1 (110th Congress), Maryland",1189
2007,"Congressional District 2 (110th Congress), Maryland",1047
2007,"Congressional District 3 (110th Congress), Maryland",1270
2007,"Congressional District 4 (110th Congress), Maryland",1557
2007,"Congressional District 5 (110th Congress), Maryland",1642
2007,"Congressional District 6 (110th Congress), Maryland",1159
2007,"Congressional District 7 (110th Congress), Maryland",1028
2007,"Congressional District 8 (110th Congress), Maryland",1681
2007,"Congressional District 1 (110th Congress), Massachusetts",930
2007,"Congressional District 2 (110th Congress), Massachusetts",1057
2007,"Congressional District 3 (110th Congress), Massachusetts",1181
2007,"Congressional District 4 (110th Congress), Massachusetts",1345
2007,"Congressional District 5 (110th Congress), Massachusetts",1360
2007,"Congressional District 6 (110th Congress), Massachusetts",1363
2007,"Congressional District 7 (110th Congress), Massachusetts",1375
2007,"Congressional District 8 (110th Congress), Massachusetts",1300
2007,"Congressional District 9 (110th Congress), Massachusetts",1453
2007,"Congressional District 10 (110th Congress), Massachusetts",1409
2007,"Congressional District 1 (110th Congress), Michigan",631
2007,"Congressional District 2 (110th Congress), Michigan",773
2007,"Congressional District 3 (110th Congress), Michigan",914
2007,"Congressional District 4 (110th Congress), Michigan",726
2007,"Congressional District 5 (110th Congress), Michigan",738
2007,"Congressional District 6 (110th Congress), Michigan",775
2007,"Congressional District 7 (110th Congress), Michigan",840
2007,"Congressional District 8 (110th Congress), Michigan",1059
2007,"Congressional District 9 (110th Congress), Michigan",1265
2007,"Congressional District 10 (110th Congress), Michigan",1031
2007,"Congressional District 11 (110th Congress), Michigan",1201
2007,"Congressional District 12 (110th Congress), Michigan",953
2007,"Congressional District 13 (110th Congress), Michigan",790
2007,"Congressional District 14 (110th Congress), Michigan",867
2007,"Congressional District 15 (110th Congress), Michigan",1023
2007,"Congressional District 1 (110th Congress), Minnesota",745
2007,"Congressional District 2 (110th Congress), Minnesota",1359
2007,"Congressional District 3 (110th Congress), Minnesota",1368
2007,"Congressional District 4 (110th Congress), Minnesota",996
2007,"Congressional District 5 (110th Congress), Minnesota",962
2007,"Congressional District 6 (110th Congress), Minnesota",1319
2007,"Congressional District 7 (110th Congress), Minnesota",642
2007,"Congressional District 8 (110th Congress), Minnesota",730
2007,"Congressional District 1 (110th Congress), Mississippi",596
2007,"Congressional District 2 (110th Congress), Mississippi",611
2007,"Congressional District 3 (110th Congress), Mississippi",616
2007,"Congressional District 4 (110th Congress), Mississippi",690
2007,"Congressional District 1 (110th Congress), Missouri",806
2007,"Congressional District 2 (110th Congress), Missouri",1182
2007,"Congressional District 3 (110th Congress), Missouri",820
2007,"Congressional District 4 (110th Congress), Missouri",613
2007,"Congressional District 5 (110th Congress), Missouri",816
2007,"Congressional District 6 (110th Congress), Missouri",786
2007,"Congressional District 7 (110th Congress), Missouri",652
2007,"Congressional District 8 (110th Congress), Missouri",505
2007,"Congressional District 9 (110th Congress), Missouri",656
2007,"Congressional District (at Large) (110th Congress), Montana",652
2007,"Congressional District 1 (110th Congress), Nebraska",748
2007,"Congressional District 2 (110th Congress), Nebraska",950
2007,"Congressional District 3 (110th Congress), Nebraska",571
2007,"Congressional District 1 (110th Congress), Nevada",1116
2007,"Congressional District 2 (110th Congress), Nevada",1062
2007,"Congressional District 3 (110th Congress), Nevada",1370
2007,"Congressional District 1 (110th Congress), New Hampshire",1272
2007,"Congressional District 2 (110th Congress), New Hampshire",1142
2007,"Congressional District 1 (110th Congress), New Jersey",1166
2007,"Congressional District 2 (110th Congress), New Jersey",1171
2007,"Congressional District 3 (110th Congress), New Jersey",1375
2007,"Congressional District 4 (110th Congress), New Jersey",1391
2007,"Congressional District 5 (110th Congress), New Jersey",1874
2007,"Congressional District 6 (110th Congress), New Jersey",1415
2007,"Congressional District 7 (110th Congress), New Jersey",1819
2007,"Congressional District 8 (110th Congress), New Jersey",1365
2007,"Congressional District 9 (110th Congress), New Jersey",1355
2007,"Congressional District 10 (110th Congress), New Jersey",1101
2007,"Congressional District 11 (110th Congress), New Jersey",1936
2007,"Congressional District 12 (110th Congress), New Jersey",1676
2007,"Congressional District 13 (110th Congress), New Jersey",1128
2007,"Congressional District 1 (110th Congress), New Mexico",828
2007,"Congressional District 2 (110th Congress), New Mexico",543
2007,"Congressional District 3 (110th Congress), New Mexico",700
2007,"Congressional District 1 (110th Congress), New York",1829
2007,"Congressional District 2 (110th Congress), New York",2071
2007,"Congressional District 3 (110th Congress), New York",1957
2007,"Congressional District 4 (110th Congress), New York",1798
2007,"Congressional District 5 (110th Congress), New York",1244
2007,"Congressional District 6 (110th Congress), New York",1293
2007,"Congressional District 7 (110th Congress), New York",1002
2007,"Congressional District 8 (110th Congress), New York",1232
2007,"Congressional District 9 (110th Congress), New York",1119
2007,"Congressional District 10 (110th Congress), New York",1001
2007,"Congressional District 11 (110th Congress), New York",990
2007,"Congressional District 12 (110th Congress), New York",1000
2007,"Congressional District 13 (110th Congress), New York",1242
2007,"Congressional District 14 (110th Congress), New York",1510
2007,"Congressional District 15 (110th Congress), New York",837
2007,"Congressional District 16 (110th Congress), New York",820
2007,"Congressional District 17 (110th Congress), New York",1175
2007,"Congressional District 18 (110th Congress), New York",1639
2007,"Congressional District 19 (110th Congress), New York",1677
2007,"Congressional District 20 (110th Congress), New York",962
2007,"Congressional District 21 (110th Congress), New York",895
2007,"Congressional District 22 (110th Congress), New York",930
2007,"Congressional District 23 (110th Congress), New York",714
2007,"Congressional District 24 (110th Congress), New York",714
2007,"Congressional District 25 (110th Congress), New York",839
2007,"Congressional District 26 (110th Congress), New York",889
2007,"Congressional District 27 (110th Congress), New York",713
2007,"Congressional District 28 (110th Congress), New York",734
2007,"Congressional District 29 (110th Congress), New York",781
2007,"Congressional District 1 (110th Congress), North Carolina",627
2007,"Congressional District 2 (110th Congress), North Carolina",768
2007,"Congressional District 3 (110th Congress), North Carolina",780
2007,"Congressional District 4 (110th Congress), North Carolina",1083
2007,"Congressional District 5 (110th Congress), North Carolina",677
2007,"Congressional District 6 (110th Congress), North Carolina",777
2007,"Congressional District 7 (110th Congress), North Carolina",728
2007,"Congressional District 8 (110th Congress), North Carolina",789
2007,"Congressional District 9 (110th Congress), North Carolina",1092
2007,"Congressional District 10 (110th Congress), North Carolina",653
2007,"Congressional District 11 (110th Congress), North Carolina",606
2007,"Congressional District 12 (110th Congress), North Carolina",783
2007,"Congressional District 13 (110th Congress), North Carolina",840
2007,"Congressional District (at Large) (110th Congress), North Dakota",581
2007,"Congressional District 1 (110th Congress), Ohio",791
2007,"Congressional District 2 (110th Congress), Ohio",932
2007,"Congressional District 3 (110th Congress), Ohio",837
2007,"Congressional District 4 (110th Congress), Ohio",695
2007,"Congressional District 5 (110th Congress), Ohio",696
2007,"Congressional District 6 (110th Congress), Ohio",576
2007,"Congressional District 7 (110th Congress), Ohio",842
2007,"Congressional District 8 (110th Congress), Ohio",825
2007,"Congressional District 9 (110th Congress), Ohio",810
2007,"Congressional District 10 (110th Congress), Ohio",837
2007,"Congressional District 11 (110th Congress), Ohio",780
2007,"Congressional District 12 (110th Congress), Ohio",1025
2007,"Congressional District 13 (110th Congress), Ohio",892
2007,"Congressional District 14 (110th Congress), Ohio",1020
2007,"Congressional District 15 (110th Congress), Ohio",925
2007,"Congressional District 16 (110th Congress), Ohio",782
2007,"Congressional District 17 (110th Congress), Ohio",701
2007,"Congressional District 18 (110th Congress), Ohio",640
2007,"Congressional District 1 (110th Congress), Oklahoma",779
2007,"Congressional District 2 (110th Congress), Oklahoma",510
2007,"Congressional District 3 (110th Congress), Oklahoma",583
2007,"Congressional District 4 (110th Congress), Oklahoma",673
2007,"Congressional District 5 (110th Congress), Oklahoma",700
2007,"Congressional District 1 (110th Congress), Oregon",1070
2007,"Congressional District 2 (110th Congress), Oregon",802
2007,"Congressional District 3 (110th Congress), Oregon",1028
2007,"Congressional District 4 (110th Congress), Oregon",771
2007,"Congressional District 5 (110th Congress), Oregon",964
2007,"Congressional District 1 (110th Congress), Pennsylvania",754
2007,"Congressional District 2 (110th Congress), Pennsylvania",788
2007,"Congressional District 3 (110th Congress), Pennsylvania",652
2007,"Congressional District 4 (110th Congress), Pennsylvania",815
2007,"Congressional District 5 (110th Congress), Pennsylvania",604
2007,"Congressional District 6 (110th Congress), Pennsylvania",1202
2007,"Congressional District 7 (110th Congress), Pennsylvania",1220
2007,"Congressional District 8 (110th Congress), Pennsylvania",1316
2007,"Congressional District 9 (110th Congress), Pennsylvania",596
2007,"Congressional District 10 (110th Congress), Pennsylvania",699
2007,"Congressional District 11 (110th Congress), Pennsylvania",731
2007,"Congressional District 12 (110th Congress), Pennsylvania",545
2007,"Congressional District 13 (110th Congress), Pennsylvania",1051
2007,"Congressional District 14 (110th Congress), Pennsylvania",673
2007,"Congressional District 15 (110th Congress), Pennsylvania",978
2007,"Congressional District 16 (110th Congress), Pennsylvania",935
2007,"Congressional District 17 (110th Congress), Pennsylvania",778
2007,"Congressional District 18 (110th Congress), Pennsylvania",819
2007,"Congressional District 19 (110th Congress), Pennsylvania",908
2007,"Congressional District 1 (110th Congress), Rhode Island",1021
2007,"Congressional District 2 (110th Congress), Rhode Island",1168
2007,"Congressional District 1 (110th Congress), South Carolina",907
2007,"Congressional District 2 (110th Congress), South Carolina",875
2007,"Congressional District 3 (110th Congress), South Carolina",622
2007,"Congressional District 4 (110th Congress), South Carolina",710
2007,"Congressional District 5 (110th Congress), South Carolina",655
2007,"Congressional District 6 (110th Congress), South Carolina",594
2007,"Congressional District (at Large) (110th Congress), South Dakota",628
2007,"Congressional District 1 (110th Congress), Tennessee",502
2007,"Congressional District 2 (110th Congress), Tennessee",706
2007,"Congressional District 3 (110th Congress), Tennessee",626
2007,"Congressional District 4 (110th Congress), Tennessee",553
2007,"Congressional District 5 (110th Congress), Tennessee",864
2007,"Congressional District 6 (110th Congress), Tennessee",775
2007,"Congressional District 7 (110th Congress), Tennessee",996
2007,"Congressional District 8 (110th Congress), Tennessee",624
2007,"Congressional District 9 (110th Congress), Tennessee",820
2007,"Congressional District 1 (110th Congress), Texas",616
2007,"Congressional District 2 (110th Congress), Texas",933
2007,"Congressional District 3 (110th Congress), Texas",1234
2007,"Congressional District 4 (110th Congress), Texas",799
2007,"Congressional District 5 (110th Congress), Texas",825
2007,"Congressional District 6 (110th Congress), Texas",954
2007,"Congressional District 7 (110th Congress), Texas",1149
2007,"Congressional District 8 (110th Congress), Texas",767
2007,"Congressional District 9 (110th Congress), Texas",827
2007,"Congressional District 10 (110th Congress), Texas",1146
2007,"Congressional District 11 (110th Congress), Texas",622
2007,"Congressional District 12 (110th Congress), Texas",962
2007,"Congressional District 13 (110th Congress), Texas",613
2007,"Congressional District 14 (110th Congress), Texas",814
2007,"Congressional District 15 (110th Congress), Texas",540
2007,"Congressional District 16 (110th Congress), Texas",650
2007,"Congressional District 17 (110th Congress), Texas",746
2007,"Congressional District 18 (110th Congress), Texas",757
2007,"Congressional District 19 (110th Congress), Texas",637
2007,"Congressional District 20 (110th Congress), Texas",709
2007,"Congressional District 21 (110th Congress), Texas",999
2007,"Congressional District 22 (110th Congress), Texas",1192
2007,"Congressional District 23 (110th Congress), Texas",722
2007,"Congressional District 24 (110th Congress), Texas",1118
2007,"Congressional District 25 (110th Congress), Texas",904
2007,"Congressional District 26 (110th Congress), Texas",1153
2007,"Congressional District 27 (110th Congress), Texas",691
2007,"Congressional District 28 (110th Congress), Texas",642
2007,"Congressional District 29 (110th Congress), Texas",710
2007,"Congressional District 30 (110th Congress), Texas",816
2007,"Congressional District 31 (110th Congress), Texas",971
2007,"Congressional District 32 (110th Congress), Texas",943
2007,"Congressional District 1 (110th Congress), Utah",933
2007,"Congressional District 2 (110th Congress), Utah",926
2007,"Congressional District 3 (110th Congress), Utah",1051
2007,"Congressional District (at Large) (110th Congress), Vermont",951
2007,"Congressional District 1 (110th Congress), Virginia",1181
2007,"Congressional District 2 (110th Congress), Virginia",1147
2007,"Congressional District 3 (110th Congress), Virginia",886
2007,"Congressional District 4 (110th Congress), Virginia",1010
2007,"Congressional District 5 (110th Congress), Virginia",676
2007,"Congressional District 6 (110th Congress), Virginia",720
2007,"Congressional District 7 (110th Congress), Virginia",1139
2007,"Congressional District 8 (110th Congress), Virginia",1663
2007,"Congressional District 9 (110th Congress), Virginia",482
2007,"Congressional District 10 (110th Congress), Virginia",1884
2007,"Congressional District 11 (110th Congress), Virginia",2052
2007,"Congressional District 1 (110th Congress), Washington",1463
2007,"Congressional District 2 (110th Congress), Washington",1086
2007,"Congressional District 3 (110th Congress), Washington",1012
2007,"Congressional District 4 (110th Congress), Washington",753
2007,"Congressional District 5 (110th Congress), Washington",748
2007,"Congressional District 6 (110th Congress), Washington",899
2007,"Congressional District 7 (110th Congress), Washington",1181
2007,"Congressional District 8 (110th Congress), Washington",1615
2007,"Congressional District 9 (110th Congress), Washington",1092
2007,"Congressional District 1 (110th Congress), West Virginia",531
2007,"Congressional District 2 (110th Congress), West Virginia",572
2007,"Congressional District 3 (110th Congress), West Virginia",414
2007,"Congressional District 1 (110th Congress), Wisconsin",1014
2007,"Congressional District 2 (110th Congress), Wisconsin",1021
2007,"Congressional District 3 (110th Congress), Wisconsin",794
2007,"Congressional District 4 (110th Congress), Wisconsin",805
2007,"Congressional District 5 (110th Congress), Wisconsin",1119
2007,"Congressional District 6 (110th Congress), Wisconsin",785
2007,"Congressional District 7 (110th Congress), Wisconsin",716
2007,"Congressional District 8 (110th Congress), Wisconsin",790
2007,"Congressional District (at Large) (110th Congress), Wyoming",716
2007,"Resident Commissioner District (at Large) (110th Congress), Puerto Rico",276
