year,district,mortgage_cost
2013,"Congressional District 1 (113th Congress), Alabama",752
2013,"Congressional District 2 (113th Congress), Alabama",672
2013,"Congressional District 3 (113th Congress), Alabama",664
2013,"Congressional District 4 (113th Congress), Alabama",585
2013,"Congressional District 5 (113th Congress), Alabama",728
2013,"Congressional District 6 (113th Congress), Alabama",931
2013,"Congressional District 7 (113th Congress), Alabama",671
2013,"Congressional District (at Large) (113th Congress), Alaska",1201
2013,"Congressional District 1 (113th Congress), Arizona",801
2013,"Congressional District 2 (113th Congress), Arizona",836
2013,"Congressional District 3 (113th Congress), Arizona",825
2013,"Congressional District 4 (113th Congress), Arizona",779
2013,"Congressional District 5 (113th Congress), Arizona",1129
2013,"Congressional District 6 (113th Congress), Arizona",1091
2013,"Congressional District 7 (113th Congress), Arizona",823
2013,"Congressional District 8 (113th Congress), Arizona",1031
2013,"Congressional District 9 (113th Congress), Arizona",944
2013,"Congressional District 1 (113th Congress), Arkansas",587
2013,"Congressional District 2 (113th Congress), Arkansas",764
2013,"Congressional District 3 (113th Congress), Arkansas",703
2013,"Congressional District 4 (113th Congress), Arkansas",558
2013,"Congressional District 1 (113th Congress), California",945
2013,"Congressional District 2 (113th Congress), California",1377
2013,"Congressional District 3 (113th Congress), California",1204
2013,"Congressional District 4 (113th Congress), California",1330
2013,"Congressional District 5 (113th Congress), California",1392
2013,"Congressional District 6 (113th Congress), California",1048
2013,"Congressional District 7 (113th Congress), California",1295
2013,"Congressional District 8 (113th Congress), California",1013
2013,"Congressional District 9 (113th Congress), California",1185
2013,"Congressional District 10 (113th Congress), California",1121
2013,"Congressional District 11 (113th Congress), California",1513
2013,"Congressional District 12 (113th Congress), California",1623
2013,"Congressional District 13 (113th Congress), California",1369
2013,"Congressional District 14 (113th Congress), California",1874
2013,"Congressional District 15 (113th Congress), California",1766
2013,"Congressional District 16 (113th Congress), California",875
2013,"Congressional District 17 (113th Congress), California",1928
2013,"Congressional District 18 (113th Congress), California",1986
2013,"Congressional District 19 (113th Congress), California",1729
2013,"Congressional District 20 (113th Congress), California",1380
2013,"Congressional District 21 (113th Congress), California",827
2013,"Congressional District 22 (113th Congress), California",1061
2013,"Congressional District 23 (113th Congress), California",1048
2013,"Congressional District 24 (113th Congress), California",1350
2013,"Congressional District 25 (113th Congress), California",1532
2013,"Congressional District 26 (113th Congress), California",1711
2013,"Congressional District 27 (113th Congress), California",1471
2013,"Congressional District 28 (113th Congress), California",1375
2013,"Congressional District 29 (113th Congress), California",1280
2013,"Congressional District 30 (113th Congress), California",1643
2013,"Congressional District 31 (113th Congress), California",1215
2013,"Congressional District 32 (113th Congress), California",1335
2013,"Congressional District 33 (113th Congress), California",1964
2013,"Congressional District 34 (113th Congress), California",1032
2013,"Congressional District 35 (113th Congress), California",1308
2013,"Congressional District 36 (113th Congress), California",1019
