year,district,bach_deg_num,median_HH_income,high_school_num
2011,"Congressional District 1 (112th Congress), Florida",69711,23265,142122
2011,"Congressional District 2 (112th Congress), Florida",83315,23328,149020
2011,"Congressional District 3 (112th Congress), Florida",41239,18526,154374
2011,"Congressional District 4 (112th Congress), Florida",95787,27576,141609
2011,"Congressional District 5 (112th Congress), Florida",88711,22701,254112
2011,"Congressional District 6 (112th Congress), Florida",76800,22645,171499
2011,"Congressional District 7 (112th Congress), Florida",102649,24249,164607
2011,"Congressional District 8 (112th Congress), Florida",106907,23058,152177
2011,"Congressional District 9 (112th Congress), Florida",95992,25810,170253
2011,"Congressional District 10 (112th Congress), Florida",84333,25513,144776
2011,"Congressional District 11 (112th Congress), Florida",71029,21347,142491
2011,"Congressional District 12 (112th Congress), Florida",77847,22312,194938
2011,"Congressional District 13 (112th Congress), Florida",94508,24878,186138
2011,"Congressional District 14 (112th Congress), Florida",114725,24434,210939
2011,"Congressional District 15 (112th Congress), Florida",90444,23074,176131
2011,"Congressional District 16 (112th Congress), Florida",81834,22555,189989
2011,"Congressional District 17 (112th Congress), Florida",46771,18300,145868
2011,"Congressional District 18 (112th Congress), Florida",91601,20457,134254
2011,"Congressional District 19 (112th Congress), Florida",114743,24838,164530
2011,"Congressional District 20 (112th Congress), Florida",105769,27674,122764
2011,"Congressional District 21 (112th Congress), Florida",83636,20358,147491
2011,"Congressional District 22 (112th Congress), Florida",127668,30994,127790
2011,"Congressional District 23 (112th Congress), Florida",50927,18481,142747
2011,"Congressional District 24 (112th Congress), Florida",98935,25253,152299
2011,"Congressional District 25 (112th Congress), Florida",94899,21545,150156
2011,"Congressional District 1 (112th Congress), Georgia",59241,22192,164738
2011,"Congressional District 2 (112th Congress), Georgia",30596,18039,143153
2011,"Congressional District 3 (112th Congress), Georgia",89717,25564,168510
2011,"Congressional District 4 (112th Congress), Georgia",87549,23207,111262
2011,"Congressional District 5 (112th Congress), Georgia",122233,25741,86455
2011,"Congressional District 6 (112th Congress), Georgia",181625,36254,83114
2011,"Congressional District 7 (112th Congress), Georgia",133553,29148,139023
2011,"Congressional District 8 (112th Congress), Georgia",52210,22154,163369
2011,"Congressional District 9 (112th Congress), Georgia",75006,22092,174670
2011,"Congressional District 10 (112th Congress), Georgia",70481,22066,156480
2011,"Congressional District 11 (112th Congress), Georgia",84405,24483,167244
2011,"Congressional District 12 (112th Congress), Georgia",49880,20480,156878
2011,"Congressional District 13 (112th Congress), Georgia",83152,24549,134245
2011,"Congressional District 1 (112th Congress), Hawaii",99955,31032,123622
2011,"Congressional District 2 (112th Congress), Hawaii",80276,27291,143841
2011,"Congressional District 1 (112th Congress), Idaho",97135,22338,159164
2011,"Congressional District 2 (112th Congress), Idaho",77511,21085,115869
2011,"Congressional District 1 (112th Congress), Illinois",52833,21687,107831
2011,"Congressional District 2 (112th Congress), Illinois",49239,23885,114740
2011,"Congressional District 3 (112th Congress), Illinois",65603,26475,132809
2011,"Congressional District 4 (112th Congress), Illinois",59330,21410,104597
2011,"Congressional District 5 (112th Congress), Illinois",117430,29814,104924
2011,"Congressional District 6 (112th Congress), Illinois",117827,31873,102604
2011,"Congressional District 7 (112th Congress), Illinois",102468,28741,89740
2011,"Congressional District 8 (112th Congress), Illinois",113019,32472,122837
2011,"Congressional District 9 (112th Congress), Illinois",119663,28189,86639
2011,"Congressional District 10 (112th Congress), Illinois",128062,32463,77468
2011,"Congressional District 11 (112th Congress), Illinois",74945,26507,163989
2011,"Congressional District 12 (112th Congress), Illinois",59287,23232,140998
2011,"Congressional District 13 (112th Congress), Illinois",140439,36057,105427
2011,"Congressional District 14 (112th Congress), Illinois",105709,28233,134111
2011,"Congressional District 15 (112th Congress), Illinois",73698,24328,136914
2011,"Congressional District 16 (112th Congress), Illinois",75446,26505,156110
2011,"Congressional District 17 (112th Congress), Illinois",51606,22469,156568
2011,"Congressional District 18 (112th Congress), Illinois",73089,26824,152592
2011,"Congressional District 19 (112th Congress), Illinois",65641,25534,160424
2011,"Congressional District 1 (112th Congress), Indiana",66292,25461,168722
2011,"Congressional District 2 (112th Congress), Indiana",52439,22696,172880
2011,"Congressional District 3 (112th Congress), Indiana",66551,25196,154343
2011,"Congressional District 4 (112th Congress), Indiana",90631,26463,173748
2011,"Congressional District 5 (112th Congress), Indiana",133430,30528,153197
2011,"Congressional District 6 (112th Congress), Indiana",48395,22503,184382
2011,"Congressional District 7 (112th Congress), Indiana",60210,21537,138120
2011,"Congressional District 8 (112th Congress), Indiana",55254,23398,180747
2011,"Congressional District 9 (112th Congress), Indiana",54971,22769,183634
2011,"Congressional District 1 (112th Congress), Iowa",66310,25723,138730
2011,"Congressional District 2 (112th Congress), Iowa",75319,26687,124538
2011,"Congressional District 3 (112th Congress), Iowa",94492,28163,128976
2011,"Congressional District 4 (112th Congress), Iowa",70433,25173,134346
2011,"Congressional District 5 (112th Congress), Iowa",51497,24556,143513
2011,"Congressional District 1 (112th Congress), Kansas",61735,23362,134211
2011,"Congressional District 2 (112th Congress), Kansas",77764,24436,151424
2011,"Congressional District 3 (112th Congress), Kansas",142906,30606,98165
2011,"Congressional District 4 (112th Congress), Kansas",83136,25596,132683
2011,"Congressional District 1 (112th Congress), Kentucky",40669,20260,179648
2011,"Congressional District 2 (112th Congress), Kentucky",50255,22073,196500
2011,"Congressional District 3 (112th Congress), Kentucky",85049,25054,139345
2011,"Congressional District 4 (112th Congress), Kentucky",71115,24025,168789
2011,"Congressional District 5 (112th Congress), Kentucky",27914,15841,166156
2011,"Congressional District 6 (112th Congress), Kentucky",84973,22563,146491
2011,"Congressional District 1 (112th Congress), Louisiana",88003,26068,133938
2011,"Congressional District 2 (112th Congress), Louisiana",46489,20659,103017
2011,"Congressional District 3 (112th Congress), Louisiana",34099,22247,169476
2011,"Congressional District 4 (112th Congress), Louisiana",56590,22382,160577
2011,"Congressional District 5 (112th Congress), Louisiana",41190,18263,155860
2011,"Congressional District 6 (112th Congress), Louisiana",88580,24294,139220
2011,"Congressional District 7 (112th Congress), Louisiana",60464,21554,162737
2011,"Congressional District 1 (112th Congress), Maine",103291,26113,141835
2011,"Congressional District 2 (112th Congress), Maine",65314,20850,172621
2011,"Congressional District 1 (112th Congress), Maryland",105458,31673,152561
2011,"Congressional District 2 (112th Congress), Maryland",71418,29455,152275
2011,"Congressional District 3 (112th Congress), Maryland",121359,37360,111017
2011,"Congressional District 4 (112th Congress), Maryland",95058,36961,114412
2011,"Congressional District 5 (112th Congress), Maryland",99398,40571,142930
2011,"Congressional District 6 (112th Congress), Maryland",88278,31043,157647
2011,"Congressional District 7 (112th Congress), Maryland",85437,26878,108586
2011,"Congressional District 8 (112th Congress), Maryland",133771,40981,71415
2011,"Congressional District 1 (112th Congress), Massachusetts",75370,24703,142275
2011,"Congressional District 2 (112th Congress), Massachusetts",79726,27123,131562
2011,"Congressional District 3 (112th Congress), Massachusetts",109389,30721,110011
2011,"Congressional District 4 (112th Congress), Massachusetts",96390,31156,111310
2011,"Congressional District 5 (112th Congress), Massachusetts",94996,31193,119189
2011,"Congressional District 6 (112th Congress), Massachusetts",110376,34519,116506
2011,"Congressional District 7 (112th Congress), Massachusetts",114283,33425,116820
2011,"Congressional District 8 (112th Congress), Massachusetts",98418,24544,82079
2011,"Congressional District 9 (112th Congress), Massachusetts",108906,33102,111714
2011,"Congressional District 10 (112th Congress), Massachusetts",116279,32934,124225
2011,"Congressional District 1 (112th Congress), Michigan",56291,20347,170991
2011,"Congressional District 2 (112th Congress), Michigan",66951,21657,152880
2011,"Congressional District 3 (112th Congress), Michigan",85893,24398,130273
2011,"Congressional District 4 (112th Congress), Michigan",63925,21368,164427
2011,"Congressional District 5 (112th Congress), Michigan",47104,21756,146706
2011,"Congressional District 6 (112th Congress), Michigan",67021,21457,139220
2011,"Congressional District 7 (112th Congress), Michigan",60858,23015,154197
2011,"Congressional District 8 (112th Congress), Michigan",90305,26320,117602
2011,"Congressional District 9 (112th Congress), Michigan",121232,32617,86539
2011,"Congressional District 10 (112th Congress), Michigan",70747,25623,165278
2011,"Congressional District 11 (112th Congress), Michigan",105002,29994,125165
2011,"Congressional District 12 (112th Congress), Michigan",64232,23747,144577
2011,"Congressional District 13 (112th Congress), Michigan",31260,17019,97506
2011,"Congressional District 14 (112th Congress), Michigan",36694,18326,113056
2011,"Congressional District 15 (112th Congress), Michigan",70087,24745,119787
2011,"Congressional District 1 (112th Congress), Minnesota",75201,26380,134962
2011,"Congressional District 2 (112th Congress), Minnesota",124583,35151,118500
2011,"Congressional District 3 (112th Congress), Minnesota",131530,35602,86435
2011,"Congressional District 4 (112th Congress), Minnesota",93639,27639,95802
2011,"Congressional District 5 (112th Congress), Minnesota",118374,27928,83343
2011,"Congressional District 6 (112th Congress), Minnesota",103121,31984,136532
2011,"Congressional District 7 (112th Congress), Minnesota",63489,24433,146594
2011,"Congressional District 8 (112th Congress), Minnesota",67402,23173,156075
2011,"Congressional District 1 (112th Congress), Mississippi",55945,20049,170489
2011,"Congressional District 2 (112th Congress), Mississippi",53115,17525,118304
2011,"Congressional District 3 (112th Congress), Mississippi",71261,21291,144957
2011,"Congressional District 4 (112th Congress), Mississippi",60405,21010,144523
2011,"Congressional District 1 (112th Congress), Missouri",56959,22735,110437
2011,"Congressional District 2 (112th Congress), Missouri",132993,33620,107892
2011,"Congressional District 3 (112th Congress), Missouri",77552,26405,119995
2011,"Congressional District 4 (112th Congress), Missouri",53538,22053,171655
2011,"Congressional District 5 (112th Congress), Missouri",72387,25346,122284
2011,"Congressional District 6 (112th Congress), Missouri",78626,26020,156706
2011,"Congressional District 7 (112th Congress), Missouri",75323,21353,149830
2011,"Congressional District 8 (112th Congress), Missouri",40782,18284,170505
2011,"Congressional District 9 (112th Congress), Missouri",68062,22649,151319
2011,"Congressional District (at Large) (112th Congress), Montana",132946,22583,206699
2011,"Congressional District 1 (112th Congress), Nebraska",77162,26024,115945
2011,"Congressional District 2 (112th Congress), Nebraska",96102,28485,100469
2011,"Congressional District 3 (112th Congress), Nebraska",52558,23757,130809
2011,"Congressional District 1 (112th Congress), Nevada",60162,22954,167645
2011,"Congressional District 2 (112th Congress), Nevada",89387,25966,158219
2011,"Congressional District 3 (112th Congress), Nevada",119912,28512,202528
2011,"Congressional District 1 (112th Congress), New Hampshire",96602,30565,137058
2011,"Congressional District 2 (112th Congress), New Hampshire",95146,29953,130668
2011,"Congressional District 1 (112th Congress), New Jersey",76365,30017,151105
2011,"Congressional District 2 (112th Congress), New Jersey",72893,27479,162351
2011,"Congressional District 3 (112th Congress), New Jersey",100319,31872,154315
2011,"Congressional District 4 (112th Congress), New Jersey",98972,31360,155476
2011,"Congressional District 5 (112th Congress), New Jersey",126969,39023,118482
2011,"Congressional District 6 (112th Congress), New Jersey",99368,31454,136463
2011,"Congressional District 7 (112th Congress), New Jersey",128544,42992,116692
2011,"Congressional District 8 (112th Congress), New Jersey",86171,30182,137474
2011,"Congressional District 9 (112th Congress), New Jersey",119040,32580,136862
2011,"Congressional District 10 (112th Congress), New Jersey",57245,24447,142428
2011,"Congressional District 11 (112th Congress), New Jersey",136250,42115,112762
2011,"Congressional District 12 (112th Congress), New Jersey",129168,37644,109434
2011,"Congressional District 13 (112th Congress), New Jersey",90921,25916,133373
2011,"Congressional District 1 (112th Congress), New Mexico",79488,24592,118227
2011,"Congressional District 2 (112th Congress), New Mexico",51724,19912,122409
2011,"Congressional District 3 (112th Congress), New Mexico",64315,23192,118992
2011,"Congressional District 1 (112th Congress), New York",85817,35748,154706
2011,"Congressional District 2 (112th Congress), New York",90157,34269,123144
2011,"Congressional District 3 (112th Congress), New York",97342,39755,129323
2011,"Congressional District 4 (112th Congress), New York",94410,33965,116754
2011,"Congressional District 5 (112th Congress), New York",106953,26213,109969
2011,"Congressional District 6 (112th Congress), New York",66035,25458,143204
2011,"Congressional District 7 (112th Congress), New York",71228,24438,126719
2011,"Congressional District 8 (112th Congress), New York",157552,36756,91676
2011,"Congressional District 9 (112th Congress), New York",105911,30094,128442
2011,"Congressional District 10 (112th Congress), New York",62680,24004,133137
2011,"Congressional District 11 (112th Congress), New York",88187,26637,111820
2011,"Congressional District 12 (112th Congress), New York",88740,22200,104968
2011,"Congressional District 13 (112th Congress), New York",88003,31595,149331
2011,"Congressional District 14 (112th Congress), New York",177170,47741,58420
2011,"Congressional District 15 (112th Congress), New York",85391,20278,93213
2011,"Congressional District 16 (112th Congress), New York",29366,13485,112080
2011,"Congressional District 17 (112th Congress), New York",77671,28041,119006
2011,"Congressional District 18 (112th Congress), New York",113551,37095,94774
2011,"Congressional District 19 (112th Congress), New York",95686,33783,127860
2011,"Congressional District 20 (112th Congress), New York",82703,28880,149786
2011,"Congressional District 21 (112th Congress), New York",76015,27866,138914
2011,"Congressional District 22 (112th Congress), New York",68607,23606,133758
2011,"Congressional District 23 (112th Congress), New York",47639,23764,169296
2011,"Congressional District 24 (112th Congress), New York",60808,24164,148633
2011,"Congressional District 25 (112th Congress), New York",80001,28234,122517
2011,"Congressional District 26 (112th Congress), New York",77252,26949,141593
2011,"Congressional District 27 (112th Congress), New York",62212,24425,142664
2011,"Congressional District 28 (112th Congress), New York",60353,21398,117997
2011,"Congressional District 29 (112th Congress), New York",70096,25831,141845
2011,"Congressional District 1 (112th Congress), North Carolina",39854,18385,142061
2011,"Congressional District 2 (112th Congress), North Carolina",63984,21939,133799
2011,"Congressional District 3 (112th Congress), North Carolina",75257,23897,137509
2011,"Congressional District 4 (112th Congress), North Carolina",161625,32423,90235
2011,"Congressional District 5 (112th Congress), North Carolina",74273,22588,138757
2011,"Congressional District 6 (112th Congress), North Carolina",87056,25512,148682
2011,"Congressional District 7 (112th Congress), North Carolina",74976,21311,148775
2011,"Congressional District 8 (112th Congress), North Carolina",62249,21855,142600
2011,"Congressional District 9 (112th Congress), North Carolina",169116,31114,122751
2011,"Congressional District 10 (112th Congress), North Carolina",64166,21866,137855
2011,"Congressional District 11 (112th Congress), North Carolina",79459,21890,141770
2011,"Congressional District 12 (112th Congress), North Carolina",81412,20671,130971
2011,"Congressional District 13 (112th Congress), North Carolina",103051,24473,129486
2011,"Congressional District (at Large) (112th Congress), North Dakota",86615,26817,120688
2011,"Congressional District 1 (112th Congress), Ohio",64003,22822,123677
2011,"Congressional District 2 (112th Congress), Ohio",94843,28264,130870
2011,"Congressional District 3 (112th Congress), Ohio",68671,24352,133402
2011,"Congressional District 4 (112th Congress), Ohio",40074,22709,184111
2011,"Congressional District 5 (112th Congress), Ohio",45115,23957,176396
2011,"Congressional District 6 (112th Congress), Ohio",44273,20991,184243
2011,"Congressional District 7 (112th Congress), Ohio",61636,25144,161897
2011,"Congressional District 8 (112th Congress), Ohio",55976,24165,167613
2011,"Congressional District 9 (112th Congress), Ohio",53761,21667,142991
2011,"Congressional District 10 (112th Congress), Ohio",74888,24726,127494
2011,"Congressional District 11 (112th Congress), Ohio",51972,20860,104927
2011,"Congressional District 12 (112th Congress), Ohio",126236,30720,125379
2011,"Congressional District 13 (112th Congress), Ohio",75214,25994,144272
2011,"Congressional District 14 (112th Congress), Ohio",84322,27650,144608
2011,"Congressional District 15 (112th Congress), Ohio",98354,26547,116742
2011,"Congressional District 16 (112th Congress), Ohio",67594,23567,169052
2011,"Congressional District 17 (112th Congress), Ohio",50112,21910,166951
2011,"Congressional District 18 (112th Congress), Ohio",39853,21540,191110
2011,"Congressional District 1 (112th Congress), Oklahoma",102674,25701,136417
2011,"Congressional District 2 (112th Congress), Oklahoma",51479,19485,174422
2011,"Congressional District 3 (112th Congress), Oklahoma",67855,22220,166220
2011,"Congressional District 4 (112th Congress), Oklahoma",82967,24553,168401
2011,"Congressional District 5 (112th Congress), Oklahoma",91244,22399,129500
2011,"Congressional District 1 (112th Congress), Oregon",128935,28620,120731
2011,"Congressional District 2 (112th Congress), Oregon",79658,21243,146533
2011,"Congressional District 3 (112th Congress), Oregon",108528,24791,126661
2011,"Congressional District 4 (112th Congress), Oregon",75027,20443,142854
2011,"Congressional District 5 (112th Congress), Oregon",94169,24959,125770
2011,"Congressional District 1 (112th Congress), Pennsylvania",47834,18139,142150
2011,"Congressional District 2 (112th Congress), Pennsylvania",69495,21285,122077
2011,"Congressional District 3 (112th Congress), Pennsylvania",60042,21761,188430
2011,"Congressional District 4 (112th Congress), Pennsylvania",98174,28611,158061
2011,"Congressional District 5 (112th Congress), Pennsylvania",52412,21009,197250
2011,"Congressional District 6 (112th Congress), Pennsylvania",118971,32501,143892
2011,"Congressional District 7 (112th Congress), Pennsylvania",111250,34900,134883
2011,"Congressional District 8 (112th Congress), Pennsylvania",101107,33646,155885
2011,"Congressional District 9 (112th Congress), Pennsylvania",49290,22904,227506
2011,"Congressional District 10 (112th Congress), Pennsylvania",61686,23237,201461
2011,"Congressional District 11 (112th Congress), Pennsylvania",58759,21492,195738
2011,"Congressional District 12 (112th Congress), Pennsylvania",50813,21095,198135
2011,"Congressional District 13 (112th Congress), Pennsylvania",93858,29441,146267
2011,"Congressional District 14 (112th Congress), Pennsylvania",59176,21596,144800
2011,"Congressional District 15 (112th Congress), Pennsylvania",81310,25775,175621
2011,"Congressional District 16 (112th Congress), Pennsylvania",75057,25135,173578
2011,"Congressional District 17 (112th Congress), Pennsylvania",64141,26756,205411
2011,"Congressional District 18 (112th Congress), Pennsylvania",109300,28488,154898
2011,"Congressional District 19 (112th Congress), Pennsylvania",80408,27516,204295
2011,"Congressional District 1 (112th Congress), Rhode Island",67156,27375,90219
2011,"Congressional District 2 (112th Congress), Rhode Island",66893,27172,97747
2011,"Congressional District 1 (112th Congress), South Carolina",116540,25094,171359
2011,"Congressional District 2 (112th Congress), South Carolina",101701,25839,150729
2011,"Congressional District 3 (112th Congress), South Carolina",66021,21027,161915
2011,"Congressional District 4 (112th Congress), South Carolina",84672,23724,149236
2011,"Congressional District 5 (112th Congress), South Carolina",69609,21605,168327
2011,"Congressional District 6 (112th Congress), South Carolina",48026,16782,153943
2011,"Congressional District (at Large) (112th Congress), South Dakota",97956,25306,168906
2011,"Congressional District 1 (112th Congress), Tennessee",55272,19520,184561
2011,"Congressional District 2 (112th Congress), Tennessee",83434,23641,154252
2011,"Congressional District 3 (112th Congress), Tennessee",62817,21035,162332
2011,"Congressional District 4 (112th Congress), Tennessee",49307,18666,188528
2011,"Congressional District 5 (112th Congress), Tennessee",101514,24702,131072
2011,"Congressional District 6 (112th Congress), Tennessee",75150,23767,184356
2011,"Congressional District 7 (112th Congress), Tennessee",118556,29122,144795
2011,"Congressional District 8 (112th Congress), Tennessee",42594,19624,173224
2011,"Congressional District 9 (112th Congress), Tennessee",66907,21218,112766
2011,"Congressional District 1 (112th Congress), Texas",61123,21916,140433
2011,"Congressional District 2 (112th Congress), Texas",85480,27851,144076
2011,"Congressional District 3 (112th Congress), Texas",155292,32326,93622
2011,"Congressional District 4 (112th Congress), Texas",98493,26338,164110
2011,"Congressional District 5 (112th Congress), Texas",66311,23559,146962
2011,"Congressional District 6 (112th Congress), Texas",89598,27123,143650
2011,"Congressional District 7 (112th Congress), Texas",158215,37039,92829
2011,"Congressional District 8 (112th Congress), Texas",84105,24831,175406
2011,"Congressional District 9 (112th Congress), Texas",64239,21236,110239
2011,"Congressional District 10 (112th Congress), Texas",152916,31394,144387
2011,"Congressional District 11 (112th Congress), Texas",61823,22760,136716
2011,"Congressional District 12 (112th Congress), Texas",94285,27092,141121
2011,"Congressional District 13 (112th Congress), Texas",58814,23046,132814
2011,"Congressional District 14 (112th Congress), Texas",93560,27325,138434
2011,"Congressional District 15 (112th Congress), Texas",55441,16010,124106
2011,"Congressional District 16 (112th Congress), Texas",65042,19324,109328
2011,"Congressional District 17 (112th Congress), Texas",64924,20732,133731
2011,"Congressional District 18 (112th Congress), Texas",57997,21149,124497
2011,"Congressional District 19 (112th Congress), Texas",62132,21069,125078
2011,"Congressional District 20 (112th Congress), Texas",48228,20076,123505
2011,"Congressional District 21 (112th Congress), Texas",153017,29320,110079
2011,"Congressional District 22 (112th Congress), Texas",135737,35068,131087
2011,"Congressional District 23 (112th Congress), Texas",86234,22470,135099
2011,"Congressional District 24 (112th Congress), Texas",139530,31993,110029
2011,"Congressional District 25 (112th Congress), Texas",121100,25230,123472
2011,"Congressional District 26 (112th Congress), Texas",135977,29939,133971
2011,"Congressional District 27 (112th Congress), Texas",53727,19168,119370
2011,"Congressional District 28 (112th Congress), Texas",53595,17071,128352
2011,"Congressional District 29 (112th Congress), Texas",22866,18767,112626
2011,"Congressional District 30 (112th Congress), Texas",54662,22251,119278
2011,"Congressional District 31 (112th Congress), Texas",114962,29561,152223
2011,"Congressional District 32 (112th Congress), Texas",98076,27609,78889
2011,"Congressional District 1 (112th Congress), Utah",106389,24621,131736
2011,"Congressional District 2 (112th Congress), Utah",118880,24850,121298
2011,"Congressional District 3 (112th Congress), Utah",97714,22600,128517
2011,"Congressional District (at Large) (112th Congress), Vermont",93188,26681,131219
2011,"Congressional District 1 (112th Congress), Virginia",101404,31751,149759
2011,"Congressional District 2 (112th Congress), Virginia",79534,29517,104420
2011,"Congressional District 3 (112th Congress), Virginia",60493,22409,126778
2011,"Congressional District 4 (112th Congress), Virginia",76218,27752,154294
2011,"Congressional District 5 (112th Congress), Virginia",65933,22685,148443
2011,"Congressional District 6 (112th Congress), Virginia",77053,23009,156888
2011,"Congressional District 7 (112th Congress), Virginia",122675,31139,130939
2011,"Congressional District 8 (112th Congress), Virginia",158064,50417,66278
2011,"Congressional District 9 (112th Congress), Virginia",50443,18791,155698
2011,"Congressional District 10 (112th Congress), Virginia",162585,44103,109099
2011,"Congressional District 11 (112th Congress), Virginia",156823,43232,86017
2011,"Congressional District 1 (112th Congress), Washington",142420,36471,99045
2011,"Congressional District 2 (112th Congress), Washington",88575,27961,132782
2011,"Congressional District 3 (112th Congress), Washington",87585,26868,131006
2011,"Congressional District 4 (112th Congress), Washington",67699,22732,130273
2011,"Congressional District 5 (112th Congress), Washington",82084,22627,127364
2011,"Congressional District 6 (112th Congress), Washington",73334,25188,139576
2011,"Congressional District 7 (112th Congress), Washington",164184,31430,68429
2011,"Congressional District 8 (112th Congress), Washington",144455,38978,118119
2011,"Congressional District 9 (112th Congress), Washington",74759,29415,145914
2011,"Congressional District 1 (112th Congress), West Virginia",54360,20813,176415
