year,district,unemp_rate
2006,"Congressional District 1 (109th Congress), Alabama",6.3
2006,"Congressional District 2 (109th Congress), Alabama",7.1
2006,"Congressional District 3 (109th Congress), Alabama",9.2
2006,"Congressional District 4 (109th Congress), Alabama",6.4
2006,"Congressional District 5 (109th Congress), Alabama",5.8
2006,"Congressional District 6 (109th Congress), Alabama",4.0
2006,"Congressional District 7 (109th Congress), Alabama",10.4
2006,"Congressional District (at Large) (109th Congress), Alaska",9.4
2006,"Congressional District 1 (109th Congress), Arizona",5.0
2006,"Congressional District 2 (109th Congress), Arizona",4.8
2006,"Congressional District 3 (109th Congress), Arizona",4.1
2006,"Congressional District 4 (109th Congress), Arizona",5.4
2006,"Congressional District 5 (109th Congress), Arizona",3.8
2006,"Congressional District 6 (109th Congress), Arizona",3.6
2006,"Congressional District 7 (109th Congress), Arizona",8.4
2006,"Congressional District 8 (109th Congress), Arizona",4.6
2006,"Congressional District 1 (109th Congress), Arkansas",8.6
2006,"Congressional District 2 (109th Congress), Arkansas",5.5
2006,"Congressional District 3 (109th Congress), Arkansas",5.4
2006,"Congressional District 4 (109th Congress), Arkansas",9.0
2006,"Congressional District 1 (109th Congress), California",7.1
2006,"Congressional District 2 (109th Congress), California",9.3
2006,"Congressional District 3 (109th Congress), California",5.8
2006,"Congressional District 4 (109th Congress), California",5.8
2006,"Congressional District 5 (109th Congress), California",9.0
2006,"Congressional District 6 (109th Congress), California",5.1
2006,"Congressional District 7 (109th Congress), California",6.7
2006,"Congressional District 8 (109th Congress), California",6.1
2006,"Congressional District 9 (109th Congress), California",8.7
2006,"Congressional District 10 (109th Congress), California",6.1
2006,"Congressional District 11 (109th Congress), California",6.4
2006,"Congressional District 12 (109th Congress), California",4.7
2006,"Congressional District 13 (109th Congress), California",6.2
2006,"Congressional District 14 (109th Congress), California",4.8
2006,"Congressional District 15 (109th Congress), California",5.7
2006,"Congressional District 16 (109th Congress), California",7.1
2006,"Congressional District 17 (109th Congress), California",9.8
2006,"Congressional District 18 (109th Congress), California",11.8
2006,"Congressional District 19 (109th Congress), California",8.3
2006,"Congressional District 20 (109th Congress), California",12.9
2006,"Congressional District 21 (109th Congress), California",8.9
2006,"Congressional District 22 (109th Congress), California",7.1
2006,"Congressional District 23 (109th Congress), California",5.6
2006,"Congressional District 24 (109th Congress), California",5.0
2006,"Congressional District 25 (109th Congress), California",7.5
2006,"Congressional District 26 (109th Congress), California",6.0
2006,"Congressional District 27 (109th Congress), California",4.7
2006,"Congressional District 28 (109th Congress), California",5.9
2006,"Congressional District 29 (109th Congress), California",5.5
2006,"Congressional District 30 (109th Congress), California",5.8
2006,"Congressional District 31 (109th Congress), California",7.3
2006,"Congressional District 32 (109th Congress), California",6.9
2006,"Congressional District 33 (109th Congress), California",8.7
2006,"Congressional District 34 (109th Congress), California",7.5
2006,"Congressional District 35 (109th Congress), California",6.6
2006,"Congressional District 36 (109th Congress), California",5.4
2006,"Congressional District 37 (109th Congress), California",9.1
2006,"Congressional District 38 (109th Congress), California",6.7
2006,"Congressional District 39 (109th Congress), California",6.6
2006,"Congressional District 40 (109th Congress), California",5.0
2006,"Congressional District 41 (109th Congress), California",7.6
2006,"Congressional District 42 (109th Congress), California",4.7
2006,"Congressional District 43 (109th Congress), California",7.0
2006,"Congressional District 44 (109th Congress), California",7.5
2006,"Congressional District 45 (109th Congress), California",7.2
2006,"Congressional District 46 (109th Congress), California",4.4
2006,"Congressional District 47 (109th Congress), California",6.0
2006,"Congressional District 48 (109th Congress), California",3.7
2006,"Congressional District 49 (109th Congress), California",5.2
2006,"Congressional District 50 (109th Congress), California",4.5
2006,"Congressional District 51 (109th Congress), California",6.6
2006,"Congressional District 52 (109th Congress), California",4.5
2006,"Congressional District 53 (109th Congress), California",5.5
2006,"Congressional District 1 (109th Congress), Colorado",6.6
2006,"Congressional District 2 (109th Congress), Colorado",4.7
2006,"Congressional District 3 (109th Congress), Colorado",5.2
2006,"Congressional District 4 (109th Congress), Colorado",5.3
2006,"Congressional District 5 (109th Congress), Colorado",6.2
2006,"Congressional District 6 (109th Congress), Colorado",4.2
2006,"Congressional District 7 (109th Congress), Colorado",6.7
2006,"Congressional District 1 (109th Congress), Connecticut",7.0
2006,"Congressional District 2 (109th Congress), Connecticut",5.7
2006,"Congressional District 3 (109th Congress), Connecticut",6.6
2006,"Congressional District 4 (109th Congress), Connecticut",5.3
2006,"Congressional District 5 (109th Congress), Connecticut",6.1
2006,"Congressional District (at Large) (109th Congress), Delaware",5.9
2006,"Delegate District (at Large) (109th Congress), District of Columbia",8.5
2006,"Congressional District 1 (109th Congress), Florida",5.6
2006,"Congressional District 2 (109th Congress), Florida",6.1
2006,"Congressional District 3 (109th Congress), Florida",8.2
2006,"Congressional District 4 (109th Congress), Florida",5.0
2006,"Congressional District 5 (109th Congress), Florida",6.5
2006,"Congressional District 6 (109th Congress), Florida",6.4
2006,"Congressional District 7 (109th Congress), Florida",4.1
2006,"Congressional District 8 (109th Congress), Florida",5.4
2006,"Congressional District 9 (109th Congress), Florida",5.1
2006,"Congressional District 10 (109th Congress), Florida",4.5
2006,"Congressional District 11 (109th Congress), Florida",6.8
2006,"Congressional District 12 (109th Congress), Florida",5.6
2006,"Congressional District 13 (109th Congress), Florida",4.2
2006,"Congressional District 14 (109th Congress), Florida",3.8
2006,"Congressional District 15 (109th Congress), Florida",5.4
2006,"Congressional District 16 (109th Congress), Florida",5.0
2006,"Congressional District 17 (109th Congress), Florida",8.8
2006,"Congressional District 18 (109th Congress), Florida",4.0
2006,"Congressional District 19 (109th Congress), Florida",5.3
2006,"Congressional District 20 (109th Congress), Florida",4.3
2006,"Congressional District 21 (109th Congress), Florida",5.0
2006,"Congressional District 22 (109th Congress), Florida",4.1
2006,"Congressional District 23 (109th Congress), Florida",8.0
2006,"Congressional District 24 (109th Congress), Florida",4.5
2006,"Congressional District 25 (109th Congress), Florida",5.3
2006,"Congressional District 1 (109th Congress), Georgia",5.8
2006,"Congressional District 2 (109th Congress), Georgia",8.9
2006,"Congressional District 3 (109th Congress), Georgia",8.2
2006,"Congressional District 4 (109th Congress), Georgia",9.0
2006,"Congressional District 5 (109th Congress), Georgia",8.6
2006,"Congressional District 6 (109th Congress), Georgia",4.3
2006,"Congressional District 7 (109th Congress), Georgia",5.3
2006,"Congressional District 8 (109th Congress), Georgia",6.2
2006,"Congressional District 9 (109th Congress), Georgia",6.0
2006,"Congressional District 10 (109th Congress), Georgia",5.1
2006,"Congressional District 11 (109th Congress), Georgia",6.9
2006,"Congressional District 12 (109th Congress), Georgia",7.2
2006,"Congressional District 13 (109th Congress), Georgia",9.8
2006,"Congressional District 1 (109th Congress), Hawaii",4.4
2006,"Congressional District 2 (109th Congress), Hawaii",4.3
2006,"Congressional District 1 (109th Congress), Idaho",5.9
2006,"Congressional District 2 (109th Congress), Idaho",4.6
2006,"Congressional District 1 (109th Congress), Illinois",13.0
2006,"Congressional District 2 (109th Congress), Illinois",14.7
2006,"Congressional District 3 (109th Congress), Illinois",7.0
2006,"Congressional District 4 (109th Congress), Illinois",8.4
2006,"Congressional District 5 (109th Congress), Illinois",6.4
2006,"Congressional District 6 (109th Congress), Illinois",5.4
2006,"Congressional District 7 (109th Congress), Illinois",11.5
2006,"Congressional District 8 (109th Congress), Illinois",6.2
2006,"Congressional District 9 (109th Congress), Illinois",6.6
2006,"Congressional District 10 (109th Congress), Illinois",4.8
2006,"Congressional District 11 (109th Congress), Illinois",6.3
2006,"Congressional District 12 (109th Congress), Illinois",8.7
2006,"Congressional District 13 (109th Congress), Illinois",5.2
2006,"Congressional District 14 (109th Congress), Illinois",5.9
2006,"Congressional District 15 (109th Congress), Illinois",5.8
2006,"Congressional District 16 (109th Congress), Illinois",6.3
2006,"Congressional District 17 (109th Congress), Illinois",7.8
2006,"Congressional District 18 (109th Congress), Illinois",5.6
2006,"Congressional District 19 (109th Congress), Illinois",5.8
2006,"Congressional District 1 (109th Congress), Indiana",8.5
2006,"Congressional District 2 (109th Congress), Indiana",6.9
2006,"Congressional District 3 (109th Congress), Indiana",5.8
2006,"Congressional District 4 (109th Congress), Indiana",6.4
2006,"Congressional District 5 (109th Congress), Indiana",5.0
2006,"Congressional District 6 (109th Congress), Indiana",7.3
2006,"Congressional District 7 (109th Congress), Indiana",10.0
2006,"Congressional District 8 (109th Congress), Indiana",6.6
2006,"Congressional District 9 (109th Congress), Indiana",6.0
2006,"Congressional District 1 (109th Congress), Iowa",5.3
2006,"Congressional District 2 (109th Congress), Iowa",5.4
2006,"Congressional District 3 (109th Congress), Iowa",4.7
2006,"Congressional District 4 (109th Congress), Iowa",4.2
2006,"Congressional District 5 (109th Congress), Iowa",4.9
2006,"Congressional District 1 (109th Congress), Kansas",4.0
2006,"Congressional District 2 (109th Congress), Kansas",5.4
2006,"Congressional District 3 (109th Congress), Kansas",5.4
2006,"Congressional District 4 (109th Congress), Kansas",6.3
2006,"Congressional District 1 (109th Congress), Kentucky",7.3
2006,"Congressional District 2 (109th Congress), Kentucky",6.4
2006,"Congressional District 3 (109th Congress), Kentucky",7.3
2006,"Congressional District 4 (109th Congress), Kentucky",6.7
2006,"Congressional District 5 (109th Congress), Kentucky",8.3
2006,"Congressional District 6 (109th Congress), Kentucky",5.9
2006,"Congressional District 1 (109th Congress), Louisiana",6.1
2006,"Congressional District 2 (109th Congress), Louisiana",11.6
2006,"Congressional District 3 (109th Congress), Louisiana",6.0
2006,"Congressional District 4 (109th Congress), Louisiana",8.2
2006,"Congressional District 5 (109th Congress), Louisiana",9.5
2006,"Congressional District 6 (109th Congress), Louisiana",7.9
2006,"Congressional District 7 (109th Congress), Louisiana",7.1
2006,"Congressional District 1 (109th Congress), Maine",4.7
2006,"Congressional District 2 (109th Congress), Maine",6.0
2006,"Congressional District 1 (109th Congress), Maryland",4.8
2006,"Congressional District 2 (109th Congress), Maryland",6.3
2006,"Congressional District 3 (109th Congress), Maryland",4.4
2006,"Congressional District 4 (109th Congress), Maryland",6.5
2006,"Congressional District 5 (109th Congress), Maryland",5.1
2006,"Congressional District 6 (109th Congress), Maryland",3.8
2006,"Congressional District 7 (109th Congress), Maryland",7.9
2006,"Congressional District 8 (109th Congress), Maryland",4.1
2006,"Congressional District 1 (109th Congress), Massachusetts",6.6
2006,"Congressional District 2 (109th Congress), Massachusetts",6.7
