year,district,unemp_rate
2009,"Congressional District 1 (111th Congress), Alabama",11.4
2009,"Congressional District 2 (111th Congress), Alabama",10.3
2009,"Congressional District 3 (111th Congress), Alabama",13.7
2009,"Congressional District 4 (111th Congress), Alabama",11.2
2009,"Congressional District 5 (111th Congress), Alabama",10.8
2009,"Congressional District 6 (111th Congress), Alabama",7.7
2009,"Congressional District 7 (111th Congress), Alabama",13.6
2009,"Congressional District (at Large) (111th Congress), Alaska",9.5
2009,"Congressional District 1 (111th Congress), Arizona",12.4
2009,"Congressional District 2 (111th Congress), Arizona",10.9
2009,"Congressional District 3 (111th Congress), Arizona",9.8
2009,"Congressional District 4 (111th Congress), Arizona",14.0
2009,"Congressional District 5 (111th Congress), Arizona",8.3
2009,"Congressional District 6 (111th Congress), Arizona",9.7
2009,"Congressional District 7 (111th Congress), Arizona",12.4
2009,"Congressional District 8 (111th Congress), Arizona",8.5
2009,"Congressional District 1 (111th Congress), Arkansas",10.1
2009,"Congressional District 2 (111th Congress), Arkansas",9.3
2009,"Congressional District 3 (111th Congress), Arkansas",7.6
2009,"Congressional District 4 (111th Congress), Arkansas",10.0
2009,"Congressional District 1 (111th Congress), California",9.8
2009,"Congressional District 2 (111th Congress), California",14.3
2009,"Congressional District 3 (111th Congress), California",11.2
2009,"Congressional District 4 (111th Congress), California",10.6
2009,"Congressional District 5 (111th Congress), California",14.9
2009,"Congressional District 6 (111th Congress), California",8.9
2009,"Congressional District 7 (111th Congress), California",11.6
2009,"Congressional District 8 (111th Congress), California",9.9
2009,"Congressional District 9 (111th Congress), California",10.5
2009,"Congressional District 10 (111th Congress), California",9.8
2009,"Congressional District 11 (111th Congress), California",11.8
2009,"Congressional District 12 (111th Congress), California",8.7
2009,"Congressional District 13 (111th Congress), California",11.2
2009,"Congressional District 14 (111th Congress), California",8.3
2009,"Congressional District 15 (111th Congress), California",10.0
2009,"Congressional District 16 (111th Congress), California",11.7
2009,"Congressional District 17 (111th Congress), California",12.5
2009,"Congressional District 18 (111th Congress), California",19.1
2009,"Congressional District 19 (111th Congress), California",12.1
2009,"Congressional District 20 (111th Congress), California",16.7
2009,"Congressional District 21 (111th Congress), California",12.9
2009,"Congressional District 22 (111th Congress), California",11.9
2009,"Congressional District 23 (111th Congress), California",9.0
2009,"Congressional District 24 (111th Congress), California",8.8
2009,"Congressional District 25 (111th Congress), California",12.4
2009,"Congressional District 26 (111th Congress), California",9.5
2009,"Congressional District 27 (111th Congress), California",10.2
2009,"Congressional District 28 (111th Congress), California",12.8
2009,"Congressional District 29 (111th Congress), California",10.0
2009,"Congressional District 30 (111th Congress), California",8.6
2009,"Congressional District 31 (111th Congress), California",11.7
2009,"Congressional District 32 (111th Congress), California",11.2
2009,"Congressional District 33 (111th Congress), California",12.4
2009,"Congressional District 34 (111th Congress), California",11.0
2009,"Congressional District 35 (111th Congress), California",12.6
2009,"Congressional District 36 (111th Congress), California",9.1
2009,"Congressional District 37 (111th Congress), California",13.6
2009,"Congressional District 38 (111th Congress), California",10.6
2009,"Congressional District 39 (111th Congress), California",11.0
2009,"Congressional District 40 (111th Congress), California",9.6
2009,"Congressional District 41 (111th Congress), California",13.7
2009,"Congressional District 42 (111th Congress), California",9.2
2009,"Congressional District 43 (111th Congress), California",15.8
2009,"Congressional District 44 (111th Congress), California",12.7
2009,"Congressional District 45 (111th Congress), California",14.3
2009,"Congressional District 46 (111th Congress), California",9.5
2009,"Congressional District 47 (111th Congress), California",11.4
2009,"Congressional District 48 (111th Congress), California",7.7
2009,"Congressional District 49 (111th Congress), California",13.4
2009,"Congressional District 50 (111th Congress), California",8.0
2009,"Congressional District 51 (111th Congress), California",12.6
2009,"Congressional District 52 (111th Congress), California",9.1
2009,"Congressional District 53 (111th Congress), California",9.6
2009,"Congressional District 1 (111th Congress), Colorado",9.7
2009,"Congressional District 2 (111th Congress), Colorado",8.1
2009,"Congressional District 3 (111th Congress), Colorado",8.5
2009,"Congressional District 4 (111th Congress), Colorado",8.3
2009,"Congressional District 5 (111th Congress), Colorado",8.5
2009,"Congressional District 6 (111th Congress), Colorado",7.3
2009,"Congressional District 7 (111th Congress), Colorado",9.4
2009,"Congressional District 1 (111th Congress), Connecticut",9.1
2009,"Congressional District 2 (111th Congress), Connecticut",8.2
2009,"Congressional District 3 (111th Congress), Connecticut",9.2
2009,"Congressional District 4 (111th Congress), Connecticut",9.9
2009,"Congressional District 5 (111th Congress), Connecticut",9.8
2009,"Congressional District (at Large) (111th Congress), Delaware",8.6
2009,"Delegate District (at Large) (111th Congress), District of Columbia",11.1
2009,"Congressional District 1 (111th Congress), Florida",12.0
2009,"Congressional District 2 (111th Congress), Florida",11.6
2009,"Congressional District 3 (111th Congress), Florida",18.9
2009,"Congressional District 4 (111th Congress), Florida",9.6
2009,"Congressional District 5 (111th Congress), Florida",13.9
2009,"Congressional District 6 (111th Congress), Florida",10.3
2009,"Congressional District 7 (111th Congress), Florida",10.6
2009,"Congressional District 8 (111th Congress), Florida",11.1
2009,"Congressional District 9 (111th Congress), Florida",10.5
2009,"Congressional District 10 (111th Congress), Florida",10.4
2009,"Congressional District 11 (111th Congress), Florida",14.4
2009,"Congressional District 12 (111th Congress), Florida",11.9
2009,"Congressional District 13 (111th Congress), Florida",13.2
2009,"Congressional District 14 (111th Congress), Florida",13.4
2009,"Congressional District 15 (111th Congress), Florida",13.0
2009,"Congressional District 16 (111th Congress), Florida",14.4
2009,"Congressional District 17 (111th Congress), Florida",15.6
2009,"Congressional District 18 (111th Congress), Florida",8.6
2009,"Congressional District 19 (111th Congress), Florida",11.7
2009,"Congressional District 20 (111th Congress), Florida",10.5
2009,"Congressional District 21 (111th Congress), Florida",11.4
