year,district,mortgage_cost
2010,"Congressional District 1 (111th Congress), Alabama",763
2010,"Congressional District 2 (111th Congress), Alabama",684
2010,"Congressional District 3 (111th Congress), Alabama",677
2010,"Congressional District 4 (111th Congress), Alabama",587
2010,"Congressional District 5 (111th Congress), Alabama",712
2010,"Congressional District 6 (111th Congress), Alabama",972
2010,"Congressional District 7 (111th Congress), Alabama",695
2010,"Congressional District (at Large) (111th Congress), Alaska",1167
2010,"Congressional District 1 (111th Congress), Arizona",730
2010,"Congressional District 2 (111th Congress), Arizona",1022
2010,"Congressional District 3 (111th Congress), Arizona",1117
2010,"Congressional District 4 (111th Congress), Arizona",842
2010,"Congressional District 5 (111th Congress), Arizona",1130
2010,"Congressional District 6 (111th Congress), Arizona",1151
2010,"Congressional District 7 (111th Congress), Arizona",869
2010,"Congressional District 8 (111th Congress), Arizona",943
2010,"Congressional District 1 (111th Congress), Arkansas",570
2010,"Congressional District 2 (111th Congress), Arkansas",747
2010,"Congressional District 3 (111th Congress), Arkansas",699
2010,"Congressional District 4 (111th Congress), Arkansas",564
2010,"Congressional District 1 (111th Congress), California",1135
2010,"Congressional District 2 (111th Congress), California",937
2010,"Congressional District 3 (111th Congress), California",1408
2010,"Congressional District 4 (111th Congress), California",1392
2010,"Congressional District 5 (111th Congress), California",1055
2010,"Congressional District 6 (111th Congress), California",1592
2010,"Congressional District 7 (111th Congress), California",1458
2010,"Congressional District 8 (111th Congress), California",1523
2010,"Congressional District 9 (111th Congress), California",1305
2010,"Congressional District 10 (111th Congress), California",1700
2010,"Congressional District 11 (111th Congress), California",1673
2010,"Congressional District 12 (111th Congress), California",1782
2010,"Congressional District 13 (111th Congress), California",1581
2010,"Congressional District 14 (111th Congress), California",1708
2010,"Congressional District 15 (111th Congress), California",1722
2010,"Congressional District 16 (111th Congress), California",1718
2010,"Congressional District 17 (111th Congress), California",1386
2010,"Congressional District 18 (111th Congress), California",977
2010,"Congressional District 19 (111th Congress), California",1150
2010,"Congressional District 20 (111th Congress), California",823
2010,"Congressional District 21 (111th Congress), California",986
2010,"Congressional District 22 (111th Congress), California",1113
2010,"Congressional District 23 (111th Congress), California",1377
2010,"Congressional District 24 (111th Congress), California",1711
2010,"Congressional District 25 (111th Congress), California",1419
2010,"Congressional District 26 (111th Congress), California",1615
2010,"Congressional District 27 (111th Congress), California",1497
2010,"Congressional District 28 (111th Congress), California",1362
2010,"Congressional District 29 (111th Congress), California",1425
2010,"Congressional District 30 (111th Congress), California",1845
2010,"Congressional District 31 (111th Congress), California",984
2010,"Congressional District 32 (111th Congress), California",1260
2010,"Congressional District 33 (111th Congress), California",1218
2010,"Congressional District 34 (111th Congress), California",1036
2010,"Congressional District 35 (111th Congress), California",1156
2010,"Congressional District 36 (111th Congress), California",1567
2010,"Congressional District 37 (111th Congress), California",1190
2010,"Congressional District 38 (111th Congress), California",1304
2010,"Congressional District 39 (111th Congress), California",1384
2010,"Congressional District 40 (111th Congress), California",1475
2010,"Congressional District 41 (111th Congress), California",1106
2010,"Congressional District 42 (111th Congress), California",1966
2010,"Congressional District 43 (111th Congress), California",1216
2010,"Congressional District 44 (111th Congress), California",1640
2010,"Congressional District 45 (111th Congress), California",1279
2010,"Congressional District 46 (111th Congress), California",1593
2010,"Congressional District 47 (111th Congress), California",1318
2010,"Congressional District 48 (111th Congress), California",1926
2010,"Congressional District 49 (111th Congress), California",1521
2010,"Congressional District 50 (111th Congress), California",1836
2010,"Congressional District 51 (111th Congress), California",1244
2010,"Congressional District 52 (111th Congress), California",1533
2010,"Congressional District 53 (111th Congress), California",1267
2010,"Congressional District 1 (111th Congress), Colorado",955
