year,district,bach_deg_num,high_school_num,median_HH_income
2015,"Congressional District 30 (114th Congress), California",151919,101231,33194
2015,"Congressional District 31 (114th Congress), California",62629,114600,24331
2015,"Congressional District 32 (114th Congress), California",69771,126502,23607
2015,"Congressional District 33 (114th Congress), California",183896,53796,50083
2015,"Congressional District 34 (114th Congress), California",87293,103404,19261
2015,"Congressional District 35 (114th Congress), California",49732,123287,22778
2015,"Congressional District 36 (114th Congress), California",63061,139901,22443
2015,"Congressional District 37 (114th Congress), California",113127,87712,27060
2015,"Congressional District 38 (114th Congress), California",74434,130860,26524
2015,"Congressional District 39 (114th Congress), California",138830,91922,32446
2015,"Congressional District 40 (114th Congress), California",30824,97982,19837
2015,"Congressional District 41 (114th Congress), California",49046,121040,24322
2015,"Congressional District 42 (114th Congress), California",77206,130317,30136
2015,"Congressional District 43 (114th Congress), California",81647,116496,24055
2015,"Congressional District 44 (114th Congress), California",42765,110005,20983
2015,"Congressional District 45 (114th Congress), California",176054,63591,41571
2015,"Congressional District 46 (114th Congress), California",57840,110237,22411
2015,"Congressional District 47 (114th Congress), California",97004,98630,28087
2015,"Congressional District 48 (114th Congress), California",148393,77250,36834
2015,"Congressional District 49 (114th Congress), California",130819,80630,34073
2015,"Congressional District 50 (114th Congress), California",90908,118904,29869
2015,"Congressional District 51 (114th Congress), California",44219,111549,19465
2015,"Congressional District 52 (114th Congress), California",168871,63879,39949
2015,"Congressional District 53 (114th Congress), California",125668,94744,31246
2015,"Congressional District 1 (114th Congress), Colorado",163525,97524,35086
2015,"Congressional District 2 (114th Congress), Colorado",169464,83817,32315
2015,"Congressional District 3 (114th Congress), Colorado",103269,136147,25844
2015,"Congressional District 4 (114th Congress), Colorado",114603,121934,33307
2015,"Congressional District 5 (114th Congress), Colorado",108597,118834,29043
2015,"Congressional District 6 (114th Congress), Colorado",139864,102814,35922
2015,"Congressional District 7 (114th Congress), Colorado",109710,135914,31988
2015,"Congressional District 1 (114th Congress), Connecticut",106398,133965,35421
2015,"Congressional District 2 (114th Congress), Connecticut",97561,143615,34543
2015,"Congressional District 3 (114th Congress), Connecticut",97753,148227,32577
2015,"Congressional District 4 (114th Congress), Connecticut",132640,108286,37201
2015,"Congressional District 5 (114th Congress), Connecticut",101581,144823,33754
2015,"Congressional District (at Large) (114th Congress), Delaware",117581,194810,31251
2015,"Delegate District (at Large) (114th Congress), District of Columbia",112629,82181,41724
2015,"Congressional District 1 (114th Congress), Florida",91341,138902,26234
2015,"Congressional District 2 (114th Congress), Florida",75558,141009,23350
2015,"Congressional District 3 (114th Congress), Florida",73381,151293,24522
2015,"Congressional District 4 (114th Congress), Florida",109884,141043,30573
2015,"Congressional District 5 (114th Congress), Florida",60275,155909,20519
2015,"Congressional District 6 (114th Congress), Florida",105938,167090,25245
2015,"Congressional District 7 (114th Congress), Florida",118338,124437,28376
2015,"Congressional District 8 (114th Congress), Florida",89222,166723,25814
2015,"Congressional District 9 (114th Congress), Florida",93651,163959,22736
2015,"Congressional District 10 (114th Congress), Florida",112735,155704,26795
2015,"Congressional District 11 (114th Congress), Florida",77331,213800,23048
2015,"Congressional District 12 (114th Congress), Florida",99759,155315,26860
2015,"Congressional District 13 (114th Congress), Florida",103939,164841,26714
2015,"Congressional District 14 (114th Congress), Florida",95250,146868,24464
2015,"Congressional District 15 (114th Congress), Florida",94532,141308,26852
2015,"Congressional District 16 (114th Congress), Florida",110827,180226,27569
2015,"Congressional District 17 (114th Congress), Florida",64642,201574,22971
2015,"Congressional District 18 (114th Congress), Florida",107642,155736,28079
2015,"Congressional District 19 (114th Congress), Florida",110261,167551,26838
2015,"Congressional District 20 (114th Congress), Florida",70187,173748,20801
2015,"Congressional District 21 (114th Congress), Florida",129444,129317,30521
2015,"Congressional District 22 (114th Congress), Florida",136339,122688,30482
2015,"Congressional District 23 (114th Congress), Florida",128869,131054,28037
2015,"Congressional District 24 (114th Congress), Florida",69731,143341,21103
2015,"Congressional District 25 (114th Congress), Florida",94415,157916,21851
2015,"Congressional District 26 (114th Congress), Florida",98584,155736,23927
2015,"Congressional District 27 (114th Congress), Florida",98264,154791,21057
2015,"Congressional District 1 (114th Congress), Georgia",72119,143579,24565
2015,"Congressional District 2 (114th Congress), Georgia",48044,153263,19733
2015,"Congressional District 3 (114th Congress), Georgia",79902,151414,26030
2015,"Congressional District 4 (114th Congress), Georgia",93183,123227,26387
2015,"Congressional District 5 (114th Congress), Georgia",114378,111120,27168
2015,"Congressional District 6 (114th Congress), Georgia",179034,64943,41170
2015,"Congressional District 7 (114th Congress), Georgia",135792,110767,31464
2015,"Congressional District 8 (114th Congress), Georgia",52899,157318,23245
2015,"Congressional District 9 (114th Congress), Georgia",69513,155825,24435
2015,"Congressional District 10 (114th Congress), Georgia",69311,153520,23517
2015,"Congressional District 11 (114th Congress), Georgia",133102,105645,32229
2015,"Congressional District 12 (114th Congress), Georgia",57784,149666,22116
2015,"Congressional District 13 (114th Congress), Georgia",90239,142101,27053
2015,"Congressional District 14 (114th Congress), Georgia",49149,156914,23691
2015,"Congressional District 1 (114th Congress), Hawaii",113293,123391,33116
2015,"Congressional District 2 (114th Congress), Hawaii",91740,144177,31204
2015,"Congressional District 1 (114th Congress), Idaho",95419,162544,24900
2015,"Congressional District 2 (114th Congress), Idaho",94147,130123,22840
2015,"Congressional District 1 (114th Congress), Illinois",75807,132924,25564
2015,"Congressional District 2 (114th Congress), Illinois",67843,142663,25211
2015,"Congressional District 3 (114th Congress), Illinois",81661,151326,30012
2015,"Congressional District 4 (114th Congress), Illinois",71248,120814,23543
2015,"Congressional District 5 (114th Congress), Illinois",164585,98839,41557
2015,"Congressional District 6 (114th Congress), Illinois",145832,87786,40951
2015,"Congressional District 7 (114th Congress), Illinois",107445,114393,27180
2015,"Congressional District 8 (114th Congress), Illinois",112613,109550,31037
2015,"Congressional District 9 (114th Congress), Illinois",154530,90958,33686
2015,"Congressional District 10 (114th Congress), Illinois",121322,95313,32831
2015,"Congressional District 11 (114th Congress), Illinois",99100,113230,30561
2015,"Congressional District 12 (114th Congress), Illinois",66151,152282,26008
2015,"Congressional District 13 (114th Congress), Illinois",82594,142774,26114
2015,"Congressional District 14 (114th Congress), Illinois",119936,113792,37284
2015,"Congressional District 15 (114th Congress), Illinois",63403,168995,27025
2015,"Congressional District 16 (114th Congress), Illinois",66802,165367,27432
2015,"Congressional District 17 (114th Congress), Illinois",57462,165856,25300
2015,"Congressional District 18 (114th Congress), Illinois",99363,147330,31791
2015,"Congressional District 1 (114th Congress), Indiana",71606,169521,27103
2015,"Congressional District 2 (114th Congress), Indiana",61859,171190,25350
2015,"Congressional District 3 (114th Congress), Indiana",70794,167962,26720
2015,"Congressional District 4 (114th Congress), Indiana",79426,165247,27107
2015,"Congressional District 5 (114th Congress), Indiana",141164,122142,33026
2015,"Congressional District 6 (114th Congress), Indiana",60201,193304,25626
2015,"Congressional District 7 (114th Congress), Indiana",72579,148643,22988
2015,"Congressional District 8 (114th Congress), Indiana",60558,186935,24687
2015,"Congressional District 9 (114th Congress), Indiana",79036,171831,26443
2015,"Congressional District 1 (114th Congress), Iowa",89343,174082,28987
2015,"Congressional District 2 (114th Congress), Iowa",85009,172832,27417
2015,"Congressional District 3 (114th Congress), Iowa",118712,153153,31439
2015,"Congressional District 4 (114th Congress), Iowa",83971,164845,26552
2015,"Congressional District 1 (114th Congress), Kansas",72958,129618,25881
2015,"Congressional District 2 (114th Congress), Kansas",79705,141054,26024
2015,"Congressional District 3 (114th Congress), Kansas",148970,97507,35768
2015,"Congressional District 4 (114th Congress), Kansas",82862,133099,27781
2015,"Congressional District 1 (114th Congress), Kentucky",47235,191819,21692
2015,"Congressional District 2 (114th Congress), Kentucky",58493,177680,23380
2015,"Congressional District 3 (114th Congress), Kentucky",99041,141055,27346
2015,"Congressional District 4 (114th Congress), Kentucky",83804,164696,27833
2015,"Congressional District 5 (114th Congress), Kentucky",32983,185451,17724
2015,"Congressional District 6 (114th Congress), Kentucky",85309,141840,25636
2015,"Congressional District 1 (114th Congress), Louisiana",106605,166181,28065
2015,"Congressional District 2 (114th Congress), Louisiana",76900,167837,22438
2015,"Congressional District 3 (114th Congress), Louisiana",71436,185566,23809
2015,"Congressional District 4 (114th Congress), Louisiana",62669,181235,22387
2015,"Congressional District 5 (114th Congress), Louisiana",55654,192761,20026
2015,"Congressional District 6 (114th Congress), Louisiana",97475,162953,30331
2015,"Congressional District 1 (114th Congress), Maine",116954,141438,29404
2015,"Congressional District 2 (114th Congress), Maine",70559,172894,22692
2015,"Congressional District 1 (114th Congress), Maryland",90929,162229,32114
2015,"Congressional District 2 (114th Congress), Maryland",95806,147794,32023
2015,"Congressional District 3 (114th Congress), Maryland",131936,110320,39773
2015,"Congressional District 4 (114th Congress), Maryland",98830,129226,36961
2015,"Congressional District 5 (114th Congress), Maryland",101324,136234,42106
2015,"Congressional District 6 (114th Congress), Maryland",111843,124718,35388
2015,"Congressional District 7 (114th Congress), Maryland",101932,129719,30550
2015,"Congressional District 8 (114th Congress), Maryland",133752,89085,42293
2015,"Congressional District 1 (114th Congress), Massachusetts",87258,155398,26621
2015,"Congressional District 2 (114th Congress), Massachusetts",105556,138592,29572
2015,"Congressional District 3 (114th Congress), Massachusetts",107278,141538,32062
2015,"Congressional District 4 (114th Congress), Massachusetts",132924,103119,40327
2015,"Congressional District 5 (114th Congress), Massachusetts",145372,106332,41066
2015,"Congressional District 6 (114th Congress), Massachusetts",132535,135168,35796
2015,"Congressional District 7 (114th Congress), Massachusetts",117449,120424,28628
2015,"Congressional District 8 (114th Congress), Massachusetts",149674,129365,37973
2015,"Congressional District 9 (114th Congress), Massachusetts",108669,154487,30664
2015,"Congressional District 1 (114th Congress), Michigan",78341,169397,23482
2015,"Congressional District 2 (114th Congress), Michigan",82141,151382,25118
2015,"Congressional District 3 (114th Congress), Michigan",97475,139066,26190
2015,"Congressional District 4 (114th Congress), Michigan",61701,170575,23382
2015,"Congressional District 5 (114th Congress), Michigan",59424,157782,23254
2015,"Congressional District 6 (114th Congress), Michigan",80573,139550,25789
2015,"Congressional District 7 (114th Congress), Michigan",71884,162304,27116
2015,"Congressional District 8 (114th Congress), Michigan",110661,105331,31029
2015,"Congressional District 9 (114th Congress), Michigan",90309,142135,29280
2015,"Congressional District 10 (114th Congress), Michigan",71908,162688,28738
2015,"Congressional District 11 (114th Congress), Michigan",132576,95633,37179
2015,"Congressional District 12 (114th Congress), Michigan",84524,117597,28596
2015,"Congressional District 13 (114th Congress), Michigan",45405,148659,19384
2015,"Congressional District 14 (114th Congress), Michigan",78624,117373,22305
2015,"Congressional District 1 (114th Congress), Minnesota",81420,134865,30012
2015,"Congressional District 2 (114th Congress), Minnesota",123457,106486,36880
2015,"Congressional District 3 (114th Congress), Minnesota",153699,88796,40561
2015,"Congressional District 4 (114th Congress), Minnesota",123662,98566,31781
2015,"Congressional District 5 (114th Congress), Minnesota",134207,87156,31080
2015,"Congressional District 6 (114th Congress), Minnesota",91637,120765,34137
2015,"Congressional District 7 (114th Congress), Minnesota",69055,149240,28347
2015,"Congressional District 8 (114th Congress), Minnesota",70447,155296,26640
2015,"Congressional District 1 (114th Congress), Mississippi",65058,155945,22747
2015,"Congressional District 2 (114th Congress), Mississippi",50413,149068,19641
2015,"Congressional District 3 (114th Congress), Mississippi",75280,144168,24130
2015,"Congressional District 4 (114th Congress), Mississippi",62285,156609,22454
2015,"Congressional District 1 (114th Congress), Missouri",86238,130367,25309
2015,"Congressional District 2 (114th Congress), Missouri",150960,106804,37329
2015,"Congressional District 3 (114th Congress), Missouri",84778,179859,29038
2015,"Congressional District 4 (114th Congress), Missouri",77059,167531,22958
2015,"Congressional District 5 (114th Congress), Missouri",88087,159627,27226
2015,"Congressional District 6 (114th Congress), Missouri",91342,172872,27725
2015,"Congressional District 7 (114th Congress), Missouri",77707,167157,23750
2015,"Congressional District 8 (114th Congress), Missouri",50751,185736,20931
2015,"Congressional District (at Large) (114th Congress), Montana",144135,222399,25507
2015,"Congressional District 1 (114th Congress), Nebraska",78095,109488,28844
2015,"Congressional District 2 (114th Congress), Nebraska",106001,90231,32365
2015,"Congressional District 3 (114th Congress), Nebraska",60460,132149,25783
2015,"Congressional District 1 (114th Congress), Nevada",50592,146913,22566
2015,"Congressional District 2 (114th Congress), Nevada",79188,124044,29245
2015,"Congressional District 3 (114th Congress), Nevada",112006,134667,33304
2015,"Congressional District 4 (114th Congress), Nevada",63162,143527,27693
2015,"Congressional District 1 (114th Congress), New Hampshire",109181,132327,32530
2015,"Congressional District 2 (114th Congress), New Hampshire",96332,134751,31953
2015,"Congressional District 1 (114th Congress), New Jersey",101460,159282,31337
2015,"Congressional District 2 (114th Congress), New Jersey",87361,179953,27415
2015,"Congressional District 3 (114th Congress), New Jersey",112985,166620,34031
2015,"Congressional District 4 (114th Congress), New Jersey",120444,138715,35453
2015,"Congressional District 5 (114th Congress), New Jersey",152027,126639,41788
2015,"Congressional District 6 (114th Congress), New Jersey",119083,139055,35764
2015,"Congressional District 7 (114th Congress), New Jersey",154591,110426,45343
2015,"Congressional District 8 (114th Congress), New Jersey",110308,153114,27527
2015,"Congressional District 9 (114th Congress), New Jersey",110529,168677,30634
2015,"Congressional District 10 (114th Congress), New Jersey",90514,166196,25617
2015,"Congressional District 11 (114th Congress), New Jersey",157617,116872,46469
2015,"Congressional District 12 (114th Congress), New Jersey",120388,131828,34451
2015,"Congressional District 1 (114th Congress), New Mexico",77623,115091,26024
2015,"Congressional District 2 (114th Congress), New Mexico",53058,132316,20817
2015,"Congressional District 3 (114th Congress), New Mexico",67435,122400,24650
2015,"Congressional District 1 (114th Congress), New York",92838,142263,36970
2015,"Congressional District 2 (114th Congress), New York",86794,152753,33810
2015,"Congressional District 3 (114th Congress), New York",142698,105613,43335
2015,"Congressional District 4 (114th Congress), New York",111974,125075,39243
2015,"Congressional District 5 (114th Congress), New York",86268,152520,28019
2015,"Congressional District 6 (114th Congress), New York",121955,142633,30379
2015,"Congressional District 7 (114th Congress), New York",100650,120395,24284
2015,"Congressional District 8 (114th Congress), New York",102017,148160,26724
2015,"Congressional District 9 (114th Congress), New York",113735,136836,29381
2015,"Congressional District 10 (114th Congress), New York",165693,73931,47981
2015,"Congressional District 11 (114th Congress), New York",103379,146974,32272
2015,"Congressional District 12 (114th Congress), New York",233457,56659,60928
2015,"Congressional District 13 (114th Congress), New York",100240,115408,21350
2015,"Congressional District 14 (114th Congress), New York",86227,150034,26338
2015,"Congressional District 15 (114th Congress), New York",47867,125395,16458
2015,"Congressional District 16 (114th Congress), New York",104156,119906,33005
2015,"Congressional District 17 (114th Congress), New York",112540,103752,36485
2015,"Congressional District 18 (114th Congress), New York",94699,133077,34306
2015,"Congressional District 19 (114th Congress), New York",75105,162278,27580
2015,"Congressional District 20 (114th Congress), New York",98245,130750,31485
2015,"Congressional District 21 (114th Congress), New York",61649,175449,26003
2015,"Congressional District 22 (114th Congress), New York",65017,166223,25733
2015,"Congressional District 23 (114th Congress), New York",65949,165919,24687
2015,"Congressional District 24 (114th Congress), New York",85995,139470,29077
2015,"Congressional District 25 (114th Congress), New York",100459,122268,28749
2015,"Congressional District 26 (114th Congress), New York",81262,141934,25566
2015,"Congressional District 27 (114th Congress), New York",86210,159348,31565
2015,"Congressional District 1 (114th Congress), North Carolina",62624,147303,20227
2015,"Congressional District 2 (114th Congress), North Carolina",101149,130193,27958
2015,"Congressional District 3 (114th Congress), North Carolina",80183,141242,23633
2015,"Congressional District 4 (114th Congress), North Carolina",121133,102377,26481
2015,"Congressional District 5 (114th Congress), North Carolina",90089,147476,24890
2015,"Congressional District 6 (114th Congress), North Carolina",101934,137827,26988
2015,"Congressional District 7 (114th Congress), North Carolina",86453,152415,24669
2015,"Congressional District 8 (114th Congress), North Carolina",64665,162504,23604
2015,"Congressional District 9 (114th Congress), North Carolina",179798,93945,37138
2015,"Congressional District 10 (114th Congress), North Carolina",79161,161153,22794
2015,"Congressional District 11 (114th Congress), North Carolina",77771,158343,22532
2015,"Congressional District 12 (114th Congress), North Carolina",86647,135532,22452
2015,"Congressional District 13 (114th Congress), North Carolina",145805,115200,32300
2015,"Congressional District (at Large) (114th Congress), North Dakota",105625,135670,31782
2015,"Congressional District 1 (114th Congress), Ohio",105368,138254,29280
2015,"Congressional District 2 (114th Congress), Ohio",99150,154356,28368
2015,"Congressional District 3 (114th Congress), Ohio",87497,151182,24260
2015,"Congressional District 4 (114th Congress), Ohio",51825,204833,26253
2015,"Congressional District 5 (114th Congress), Ohio",74587,176185,28518
2015,"Congressional District 6 (114th Congress), Ohio",49885,211740,23412
2015,"Congressional District 7 (114th Congress), Ohio",65836,201789,26054
2015,"Congressional District 8 (114th Congress), Ohio",72957,175329,26841
2015,"Congressional District 9 (114th Congress), Ohio",68582,163906,23661
2015,"Congressional District 10 (114th Congress), Ohio",81760,141328,26112
2015,"Congressional District 11 (114th Congress), Ohio",66604,137782,22068
2015,"Congressional District 12 (114th Congress), Ohio",132780,133200,32460
2015,"Congressional District 13 (114th Congress), Ohio",67584,193421,23766
2015,"Congressional District 14 (114th Congress), Ohio",104757,155160,31732
2015,"Congressional District 15 (114th Congress), Ohio",97586,165909,29558
2015,"Congressional District 16 (114th Congress), Ohio",102251,160449,31286
2015,"Congressional District 1 (114th Congress), Oklahoma",104961,143224,28360
2015,"Congressional District 2 (114th Congress), Oklahoma",61960,184303,21806
2015,"Congressional District 3 (114th Congress), Oklahoma",75287,178572,24295
2015,"Congressional District 4 (114th Congress), Oklahoma",80039,160561,26402
2015,"Congressional District 5 (114th Congress), Oklahoma",99518,141715,26330
2015,"Congressional District 1 (114th Congress), Oregon",142982,106588,31036
2015,"Congressional District 2 (114th Congress), Oregon",85315,159809,24024
2015,"Congressional District 3 (114th Congress), Oregon",144568,109887,27692
2015,"Congressional District 4 (114th Congress), Oregon",87836,140625,22648
2015,"Congressional District 5 (114th Congress), Oregon",105543,138021,27044
2015,"Congressional District 1 (114th Congress), Pennsylvania",76002,171218,25554
2015,"Congressional District 2 (114th Congress), Pennsylvania",94003,137886,22870
2015,"Congressional District 3 (114th Congress), Pennsylvania",79281,202123,25163
2015,"Congressional District 4 (114th Congress), Pennsylvania",83072,191003,29381
2015,"Congressional District 5 (114th Congress), Pennsylvania",70990,206827,24234
2015,"Congressional District 6 (114th Congress), Pennsylvania",129630,142373,36645
2015,"Congressional District 7 (114th Congress), Pennsylvania",119996,141401,37182
2015,"Congressional District 8 (114th Congress), Pennsylvania",117921,145176,36701
2015,"Congressional District 9 (114th Congress), Pennsylvania",57082,232664,24411
2015,"Congressional District 10 (114th Congress), Pennsylvania",69559,208385,25626
2015,"Congressional District 11 (114th Congress), Pennsylvania",71083,203349,27389
2015,"Congressional District 12 (114th Congress), Pennsylvania",98664,181585,29129
2015,"Congressional District 13 (114th Congress), Pennsylvania",105583,147297,29443
2015,"Congressional District 14 (114th Congress), Pennsylvania",93830,161957,25122
2015,"Congressional District 15 (114th Congress), Pennsylvania",83654,170017,29428
2015,"Congressional District 16 (114th Congress), Pennsylvania",77297,169376,26754
2015,"Congressional District 17 (114th Congress), Pennsylvania",67963,196003,25312
2015,"Congressional District 18 (114th Congress), Pennsylvania",115889,166162,30879
2015,"Congressional District 1 (114th Congress), Rhode Island",69527,103099,26627
2015,"Congressional District 2 (114th Congress), Rhode Island",71604,101196,32032
2015,"Congressional District 1 (114th Congress), South Carolina",134033,122525,31385
2015,"Congressional District 2 (114th Congress), South Carolina",97588,121708,28641
2015,"Congressional District 3 (114th Congress), South Carolina",59532,147723,22121
2015,"Congressional District 4 (114th Congress), South Carolina",92537,121960,25229
2015,"Congressional District 5 (114th Congress), South Carolina",73186,146426,24938
2015,"Congressional District 6 (114th Congress), South Carolina",52874,148246,20230
2015,"Congressional District 7 (114th Congress), South Carolina",66093,168511,21728
2015,"Congressional District (at Large) (114th Congress), South Dakota",110562,175958,27699
2015,"Congressional District 1 (114th Congress), Tennessee",62919,190171,21263
2015,"Congressional District 2 (114th Congress), Tennessee",87944,153114,24692
2015,"Congressional District 3 (114th Congress), Tennessee",71063,177972,22502
2015,"Congressional District 4 (114th Congress), Tennessee",70921,174999,24775
2015,"Congressional District 5 (114th Congress), Tennessee",116489,132182,28744
2015,"Congressional District 6 (114th Congress), Tennessee",75274,190997,25391
2015,"Congressional District 7 (114th Congress), Tennessee",89409,163047,26089
2015,"Congressional District 8 (114th Congress), Tennessee",83117,157022,27117
2015,"Congressional District 9 (114th Congress), Tennessee",62844,142633,22274
2015,"Congressional District 1 (114th Congress), Texas",63536,139034,23175
2015,"Congressional District 2 (114th Congress), Texas",127884,101292,36623
2015,"Congressional District 3 (114th Congress), Texas",181003,76090,42159
2015,"Congressional District 4 (114th Congress), Texas",63427,165386,25183
2015,"Congressional District 5 (114th Congress), Texas",64987,145264,24198
2015,"Congressional District 6 (114th Congress), Texas",99324,115081,31439
2015,"Congressional District 7 (114th Congress), Texas",147679,86857,40081
2015,"Congressional District 8 (114th Congress), Texas",101192,141332,31092
2015,"Congressional District 9 (114th Congress), Texas",80397,123064,23794
2015,"Congressional District 10 (114th Congress), Texas",133390,113659,34283
2015,"Congressional District 11 (114th Congress), Texas",71946,145740,26985
2015,"Congressional District 12 (114th Congress), Texas",105331,136032,31014
2015,"Congressional District 13 (114th Congress), Texas",65766,138320,25372
2015,"Congressional District 14 (114th Congress), Texas",80320,139770,30216
2015,"Congressional District 15 (114th Congress), Texas",56614,108203,20177
2015,"Congressional District 16 (114th Congress), Texas",77778,113488,22278
2015,"Congressional District 17 (114th Congress), Texas",91284,115253,25082
2015,"Congressional District 18 (114th Congress), Texas",65329,132225,23839
2015,"Congressional District 19 (114th Congress), Texas",59262,136116,23128
2015,"Congressional District 20 (114th Congress), Texas",74606,125185,24270
2015,"Congressional District 21 (114th Congress), Texas",155347,99124,32384
2015,"Congressional District 22 (114th Congress), Texas",150759,107064,41097
2015,"Congressional District 23 (114th Congress), Texas",62725,125936,23116
2015,"Congressional District 24 (114th Congress), Texas",149060,95257,36880
2015,"Congressional District 25 (114th Congress), Texas",121090,115811,31713
2015,"Congressional District 26 (114th Congress), Texas",145858,100324,35804
2015,"Congressional District 27 (114th Congress), Texas",62086,146129,24534
2015,"Congressional District 28 (114th Congress), Texas",52409,115277,20993
2015,"Congressional District 29 (114th Congress), Texas",30015,130939,22419
2015,"Congressional District 30 (114th Congress), Texas",63110,128037,23893
2015,"Congressional District 31 (114th Congress), Texas",119647,117935,31358
2015,"Congressional District 32 (114th Congress), Texas",136704,87226,33360
2015,"Congressional District 33 (114th Congress), Texas",33244,120659,21580
2015,"Congressional District 34 (114th Congress), Texas",45094,120409,17943
2015,"Congressional District 35 (114th Congress), Texas",67728,159451,22427
2015,"Congressional District 36 (114th Congress), Texas",60335,158685,29648
2015,"Congressional District 1 (114th Congress), Utah",84367,117272,27766
2015,"Congressional District 2 (114th Congress), Utah",88075,115997,26209
2015,"Congressional District 3 (114th Congress), Utah",106955,69991,24708
2015,"Congressional District 4 (114th Congress), Utah",88905,118562,30490
2015,"Congressional District (at Large) (114th Congress), Vermont",97824,127127,28825
2015,"Congressional District 1 (114th Congress), Virginia",103842,130594,35072
2015,"Congressional District 2 (114th Congress), Virginia",98243,123949,31113
2015,"Congressional District 3 (114th Congress), Virginia",76148,140015,23758
2015,"Congressional District 4 (114th Congress), Virginia",88242,145951,31141
2015,"Congressional District 5 (114th Congress), Virginia",77177,157163,25648
2015,"Congressional District 6 (114th Congress), Virginia",82579,164469,24424
2015,"Congressional District 7 (114th Congress), Virginia",135388,128559,35787
2015,"Congressional District 8 (114th Congress), Virginia",166636,74095,51077
2015,"Congressional District 9 (114th Congress), Virginia",64308,164851,21789
2015,"Congressional District 10 (114th Congress), Virginia",164178,89151,46561
2015,"Congressional District 11 (114th Congress), Virginia",152476,80360,45452
2015,"Congressional District 1 (114th Congress), Washington",136276,98446,39458
2015,"Congressional District 2 (114th Congress), Washington",103994,117670,30904
2015,"Congressional District 3 (114th Congress), Washington",76169,129364,29176
2015,"Congressional District 4 (114th Congress), Washington",57232,119455,25562
2015,"Congressional District 5 (114th Congress), Washington",80651,120681,23907
2015,"Congressional District 6 (114th Congress), Washington",87754,125833,28634
2015,"Congressional District 7 (114th Congress), Washington",194544,64566,41809
2015,"Congressional District 8 (114th Congress), Washington",108322,120912,35564
2015,"Congressional District 9 (114th Congress), Washington",132264,101555,35215
2015,"Congressional District 10 (114th Congress), Washington",82501,129167,30659
2015,"Congressional District 1 (114th Congress), West Virginia",59109,170123,22665
