year,district,median_age
2012,"Congressional District 1 (113th Congress), Alabama",38.7
2012,"Congressional District 2 (113th Congress), Alabama",37.8
2012,"Congressional District 3 (113th Congress), Alabama",37.3
2012,"Congressional District 4 (113th Congress), Alabama",40.6
2012,"Congressional District 5 (113th Congress), Alabama",38.9
2012,"Congressional District 6 (113th Congress), Alabama",38.6
2012,"Congressional District 7 (113th Congress), Alabama",35.5
2012,"Congressional District (at Large) (113th Congress), Alaska",33.8
2012,"Congressional District 1 (113th Congress), Arizona",36.3
2012,"Congressional District 2 (113th Congress), Arizona",40.6
2012,"Congressional District 3 (113th Congress), Arizona",30.1
2012,"Congressional District 4 (113th Congress), Arizona",45.7
2012,"Congressional District 5 (113th Congress), Arizona",37.8
2012,"Congressional District 6 (113th Congress), Arizona",40.8
2012,"Congressional District 7 (113th Congress), Arizona",29.0
2012,"Congressional District 8 (113th Congress), Arizona",40.5
2012,"Congressional District 9 (113th Congress), Arizona",32.7
2012,"Congressional District 1 (113th Congress), Arkansas",39.4
2012,"Congressional District 2 (113th Congress), Arkansas",36.4
2012,"Congressional District 3 (113th Congress), Arkansas",35.0
2012,"Congressional District 4 (113th Congress), Arkansas",40.5
2012,"Congressional District 1 (113th Congress), California",42.3
2012,"Congressional District 2 (113th Congress), California",43.0
2012,"Congressional District 3 (113th Congress), California",34.6
2012,"Congressional District 4 (113th Congress), California",43.7
2012,"Congressional District 5 (113th Congress), California",39.7
2012,"Congressional District 6 (113th Congress), California",33.4
2012,"Congressional District 7 (113th Congress), California",36.9
2012,"Congressional District 8 (113th Congress), California",33.6
2012,"Congressional District 9 (113th Congress), California",33.5
2012,"Congressional District 10 (113th Congress), California",34.0
2012,"Congressional District 11 (113th Congress), California",39.0
2012,"Congressional District 12 (113th Congress), California",38.3
2012,"Congressional District 13 (113th Congress), California",36.6
2012,"Congressional District 14 (113th Congress), California",39.8
2012,"Congressional District 15 (113th Congress), California",37.5
2012,"Congressional District 16 (113th Congress), California",29.4
