year,district,median_age
2013,"Congressional District 10 (113th Congress), Illinois",37.3
2013,"Congressional District 11 (113th Congress), Illinois",34.9
2013,"Congressional District 12 (113th Congress), Illinois",38.7
2013,"Congressional District 13 (113th Congress), Illinois",34.8
2013,"Congressional District 14 (113th Congress), Illinois",38.5
2013,"Congressional District 15 (113th Congress), Illinois",41.1
2013,"Congressional District 16 (113th Congress), Illinois",40.2
2013,"Congressional District 17 (113th Congress), Illinois",39.3
2013,"Congressional District 18 (113th Congress), Illinois",40.4
2013,"Congressional District 1 (113th Congress), Indiana",38.4
2013,"Congressional District 2 (113th Congress), Indiana",37.5
2013,"Congressional District 3 (113th Congress), Indiana",36.9
2013,"Congressional District 4 (113th Congress), Indiana",36.5
2013,"Congressional District 5 (113th Congress), Indiana",37.6
2013,"Congressional District 6 (113th Congress), Indiana",40.2
2013,"Congressional District 7 (113th Congress), Indiana",33.2
2013,"Congressional District 8 (113th Congress), Indiana",39.7
2013,"Congressional District 9 (113th Congress), Indiana",37.1
2013,"Congressional District 1 (113th Congress), Iowa",38.6
2013,"Congressional District 2 (113th Congress), Iowa",37.9
2013,"Congressional District 3 (113th Congress), Iowa",36.7
2013,"Congressional District 4 (113th Congress), Iowa",39.4
2013,"Congressional District 1 (113th Congress), Kansas",35.0
2013,"Congressional District 2 (113th Congress), Kansas",37.1
2013,"Congressional District 3 (113th Congress), Kansas",36.0
2013,"Congressional District 4 (113th Congress), Kansas",35.8
2013,"Congressional District 1 (113th Congress), Kentucky",39.9
2013,"Congressional District 2 (113th Congress), Kentucky",38.5
2013,"Congressional District 3 (113th Congress), Kentucky",38.1
2013,"Congressional District 4 (113th Congress), Kentucky",38.4
2013,"Congressional District 5 (113th Congress), Kentucky",40.5
2013,"Congressional District 6 (113th Congress), Kentucky",36.1
2013,"Congressional District 1 (113th Congress), Louisiana",37.9
2013,"Congressional District 2 (113th Congress), Louisiana",35.3
2013,"Congressional District 3 (113th Congress), Louisiana",35.8
2013,"Congressional District 4 (113th Congress), Louisiana",36.0
2013,"Congressional District 5 (113th Congress), Louisiana",36.1
2013,"Congressional District 6 (113th Congress), Louisiana",35.1
2013,"Congressional District 1 (113th Congress), Maine",44.0
2013,"Congressional District 2 (113th Congress), Maine",44.1
2013,"Congressional District 1 (113th Congress), Maryland",42.4
2013,"Congressional District 2 (113th Congress), Maryland",36.8
2013,"Congressional District 3 (113th Congress), Maryland",37.3
2013,"Congressional District 4 (113th Congress), Maryland",36.5
2013,"Congressional District 5 (113th Congress), Maryland",37.8
2013,"Congressional District 6 (113th Congress), Maryland",38.1
2013,"Congressional District 7 (113th Congress), Maryland",37.1
2013,"Congressional District 8 (113th Congress), Maryland",40.3
2013,"Congressional District 1 (113th Congress), Massachusetts",40.4
2013,"Congressional District 2 (113th Congress), Massachusetts",38.2
2013,"Congressional District 3 (113th Congress), Massachusetts",40.0
2013,"Congressional District 4 (113th Congress), Massachusetts",40.4
2013,"Congressional District 5 (113th Congress), Massachusetts",38.0
2013,"Congressional District 6 (113th Congress), Massachusetts",42.4
2013,"Congressional District 7 (113th Congress), Massachusetts",32.0
2013,"Congressional District 8 (113th Congress), Massachusetts",39.0
2013,"Congressional District 9 (113th Congress), Massachusetts",45.4
2013,"Congressional District 1 (113th Congress), Michigan",45.8
2013,"Congressional District 2 (113th Congress), Michigan",36.4
2013,"Congressional District 3 (113th Congress), Michigan",37.1
2013,"Congressional District 4 (113th Congress), Michigan",40.8
2013,"Congressional District 5 (113th Congress), Michigan",40.7
2013,"Congressional District 6 (113th Congress), Michigan",38.8
2013,"Congressional District 7 (113th Congress), Michigan",41.1
2013,"Congressional District 8 (113th Congress), Michigan",38.3
2013,"Congressional District 9 (113th Congress), Michigan",39.9
2013,"Congressional District 10 (113th Congress), Michigan",42.7
2013,"Congressional District 11 (113th Congress), Michigan",41.2
2013,"Congressional District 12 (113th Congress), Michigan",35.8
2013,"Congressional District 13 (113th Congress), Michigan",36.5
2013,"Congressional District 14 (113th Congress), Michigan",38.8
2013,"Congressional District 1 (113th Congress), Minnesota",38.3
2013,"Congressional District 2 (113th Congress), Minnesota",37.3
2013,"Congressional District 3 (113th Congress), Minnesota",38.9
2013,"Congressional District 4 (113th Congress), Minnesota",35.7
2013,"Congressional District 5 (113th Congress), Minnesota",34.1
2013,"Congressional District 6 (113th Congress), Minnesota",36.2
2013,"Congressional District 7 (113th Congress), Minnesota",40.9
2013,"Congressional District 8 (113th Congress), Minnesota",42.9
2013,"Congressional District 1 (113th Congress), Mississippi",37.8
2013,"Congressional District 2 (113th Congress), Mississippi",35.4
2013,"Congressional District 3 (113th Congress), Mississippi",37.2
2013,"Congressional District 4 (113th Congress), Mississippi",36.1
2013,"Congressional District 1 (113th Congress), Missouri",35.5
2013,"Congressional District 2 (113th Congress), Missouri",42.0
2013,"Congressional District 3 (113th Congress), Missouri",38.3
2013,"Congressional District 4 (113th Congress), Missouri",36.6
2013,"Congressional District 5 (113th Congress), Missouri",36.8
2013,"Congressional District 6 (113th Congress), Missouri",38.2
2013,"Congressional District 7 (113th Congress), Missouri",37.6
2013,"Congressional District 8 (113th Congress), Missouri",40.4
2013,"Congressional District (at Large) (113th Congress), Montana",39.6
2013,"Congressional District 1 (113th Congress), Nebraska",35.2
2013,"Congressional District 2 (113th Congress), Nebraska",34.1
2013,"Congressional District 3 (113th Congress), Nebraska",40.9
2013,"Congressional District 1 (113th Congress), Nevada",35.7
2013,"Congressional District 2 (113th Congress), Nevada",38.7
2013,"Congressional District 3 (113th Congress), Nevada",39.2
2013,"Congressional District 4 (113th Congress), Nevada",34.8
2013,"Congressional District 1 (113th Congress), New Hampshire",41.9
2013,"Congressional District 2 (113th Congress), New Hampshire",42.7
2013,"Congressional District 1 (113th Congress), New Jersey",38.6
2013,"Congressional District 2 (113th Congress), New Jersey",41.2
2013,"Congressional District 3 (113th Congress), New Jersey",42.9
2013,"Congressional District 4 (113th Congress), New Jersey",42.3
2013,"Congressional District 5 (113th Congress), New Jersey",42.8
2013,"Congressional District 6 (113th Congress), New Jersey",37.2
2013,"Congressional District 7 (113th Congress), New Jersey",42.2
2013,"Congressional District 8 (113th Congress), New Jersey",34.3
2013,"Congressional District 9 (113th Congress), New Jersey",37.2
2013,"Congressional District 10 (113th Congress), New Jersey",35.2
2013,"Congressional District 11 (113th Congress), New Jersey",42.6
2013,"Congressional District 12 (113th Congress), New Jersey",39.2
2013,"Congressional District 1 (113th Congress), New Mexico",36.9
2013,"Congressional District 2 (113th Congress), New Mexico",35.8
2013,"Congressional District 3 (113th Congress), New Mexico",38.1
2013,"Congressional District 1 (113th Congress), New York",41.0
2013,"Congressional District 2 (113th Congress), New York",40.3
2013,"Congressional District 3 (113th Congress), New York",43.4
2013,"Congressional District 4 (113th Congress), New York",40.5
2013,"Congressional District 5 (113th Congress), New York",36.6
2013,"Congressional District 6 (113th Congress), New York",41.1
2013,"Congressional District 7 (113th Congress), New York",33.4
2013,"Congressional District 8 (113th Congress), New York",36.0
2013,"Congressional District 9 (113th Congress), New York",35.4
2013,"Congressional District 10 (113th Congress), New York",35.0
2013,"Congressional District 11 (113th Congress), New York",39.3
2013,"Congressional District 12 (113th Congress), New York",36.2
2013,"Congressional District 13 (113th Congress), New York",34.4
2013,"Congressional District 14 (113th Congress), New York",35.7
2013,"Congressional District 15 (113th Congress), New York",31.0
2013,"Congressional District 16 (113th Congress), New York",39.4
2013,"Congressional District 17 (113th Congress), New York",38.1
2013,"Congressional District 18 (113th Congress), New York",39.3
2013,"Congressional District 19 (113th Congress), New York",43.9
2013,"Congressional District 20 (113th Congress), New York",38.6
2013,"Congressional District 21 (113th Congress), New York",40.4
2013,"Congressional District 22 (113th Congress), New York",40.8
2013,"Congressional District 23 (113th Congress), New York",40.0
2013,"Congressional District 24 (113th Congress), New York",39.6
2013,"Congressional District 25 (113th Congress), New York",38.2
2013,"Congressional District 26 (113th Congress), New York",38.7
2013,"Congressional District 27 (113th Congress), New York",43.2
2013,"Congressional District 1 (113th Congress), North Carolina",36.2
2013,"Congressional District 2 (113th Congress), North Carolina",36.0
2013,"Congressional District 3 (113th Congress), North Carolina",34.9
2013,"Congressional District 4 (113th Congress), North Carolina",32.7
2013,"Congressional District 5 (113th Congress), North Carolina",40.6
2013,"Congressional District 6 (113th Congress), North Carolina",41.7
2013,"Congressional District 7 (113th Congress), North Carolina",40.3
2013,"Congressional District 8 (113th Congress), North Carolina",38.5
2013,"Congressional District 9 (113th Congress), North Carolina",38.2
2013,"Congressional District 10 (113th Congress), North Carolina",41.2
2013,"Congressional District 11 (113th Congress), North Carolina",44.3
2013,"Congressional District 12 (113th Congress), North Carolina",32.0
2013,"Congressional District 13 (113th Congress), North Carolina",39.4
2013,"Congressional District (at Large) (113th Congress), North Dakota",35.5
2013,"Congressional District 1 (113th Congress), Ohio",37.3
2013,"Congressional District 2 (113th Congress), Ohio",40.0
2013,"Congressional District 3 (113th Congress), Ohio",32.5
2013,"Congressional District 4 (113th Congress), Ohio",40.7
2013,"Congressional District 5 (113th Congress), Ohio",38.6
2013,"Congressional District 6 (113th Congress), Ohio",42.6
2013,"Congressional District 7 (113th Congress), Ohio",40.6
2013,"Congressional District 8 (113th Congress), Ohio",38.7
2013,"Congressional District 9 (113th Congress), Ohio",38.4
2013,"Congressional District 10 (113th Congress), Ohio",38.9
2013,"Congressional District 11 (113th Congress), Ohio",38.1
2013,"Congressional District 12 (113th Congress), Ohio",37.8
2013,"Congressional District 13 (113th Congress), Ohio",40.9
2013,"Congressional District 14 (113th Congress), Ohio",43.3
2013,"Congressional District 15 (113th Congress), Ohio",38.1
2013,"Congressional District 16 (113th Congress), Ohio",42.9
2013,"Congressional District 1 (113th Congress), Oklahoma",36.0
2013,"Congressional District 2 (113th Congress), Oklahoma",39.6
2013,"Congressional District 3 (113th Congress), Oklahoma",36.2
2013,"Congressional District 4 (113th Congress), Oklahoma",35.4
2013,"Congressional District 5 (113th Congress), Oklahoma",34.4
2013,"Congressional District 1 (113th Congress), Oregon",37.4
2013,"Congressional District 2 (113th Congress), Oregon",42.1
2013,"Congressional District 3 (113th Congress), Oregon",36.8
2013,"Congressional District 4 (113th Congress), Oregon",41.4
2013,"Congressional District 5 (113th Congress), Oregon",39.2
2013,"Congressional District 1 (113th Congress), Pennsylvania",32.7
2013,"Congressional District 2 (113th Congress), Pennsylvania",34.0
2013,"Congressional District 3 (113th Congress), Pennsylvania",42.5
2013,"Congressional District 4 (113th Congress), Pennsylvania",40.9
2013,"Congressional District 5 (113th Congress), Pennsylvania",40.4
2013,"Congressional District 6 (113th Congress), Pennsylvania",40.6
2013,"Congressional District 7 (113th Congress), Pennsylvania",41.4
2013,"Congressional District 8 (113th Congress), Pennsylvania",42.7
2013,"Congressional District 9 (113th Congress), Pennsylvania",42.7
2013,"Congressional District 10 (113th Congress), Pennsylvania",42.9
2013,"Congressional District 11 (113th Congress), Pennsylvania",42.1
2013,"Congressional District 12 (113th Congress), Pennsylvania",44.7
2013,"Congressional District 13 (113th Congress), Pennsylvania",39.0
2013,"Congressional District 14 (113th Congress), Pennsylvania",38.4
2013,"Congressional District 15 (113th Congress), Pennsylvania",41.3
2013,"Congressional District 16 (113th Congress), Pennsylvania",37.7
2013,"Congressional District 17 (113th Congress), Pennsylvania",42.0
2013,"Congressional District 18 (113th Congress), Pennsylvania",44.5
2013,"Congressional District 1 (113th Congress), Rhode Island",39.4
2013,"Congressional District 2 (113th Congress), Rhode Island",40.5
2013,"Congressional District 1 (113th Congress), South Carolina",37.7
2013,"Congressional District 2 (113th Congress), South Carolina",38.5
2013,"Congressional District 3 (113th Congress), South Carolina",40.3
2013,"Congressional District 4 (113th Congress), South Carolina",37.8
2013,"Congressional District 5 (113th Congress), South Carolina",39.6
2013,"Congressional District 6 (113th Congress), South Carolina",34.6
2013,"Congressional District 7 (113th Congress), South Carolina",41.5
2013,"Congressional District (at Large) (113th Congress), South Dakota",36.6
2013,"Congressional District 1 (113th Congress), Tennessee",42.9
2013,"Congressional District 2 (113th Congress), Tennessee",39.5
2013,"Congressional District 3 (113th Congress), Tennessee",41.1
2013,"Congressional District 4 (113th Congress), Tennessee",37.0
2013,"Congressional District 5 (113th Congress), Tennessee",34.7
2013,"Congressional District 6 (113th Congress), Tennessee",40.8
2013,"Congressional District 7 (113th Congress), Tennessee",37.1
2013,"Congressional District 8 (113th Congress), Tennessee",40.4
2013,"Congressional District 9 (113th Congress), Tennessee",32.9
2013,"Congressional District 1 (113th Congress), Texas",36.3
2013,"Congressional District 2 (113th Congress), Texas",35.1
2013,"Congressional District 3 (113th Congress), Texas",35.9
2013,"Congressional District 4 (113th Congress), Texas",39.0
2013,"Congressional District 5 (113th Congress), Texas",35.8
2013,"Congressional District 6 (113th Congress), Texas",34.9
2013,"Congressional District 7 (113th Congress), Texas",34.3
2013,"Congressional District 8 (113th Congress), Texas",36.1
2013,"Congressional District 9 (113th Congress), Texas",32.1
2013,"Congressional District 10 (113th Congress), Texas",35.4
2013,"Congressional District 11 (113th Congress), Texas",35.6
2013,"Congressional District 12 (113th Congress), Texas",35.2
2013,"Congressional District 13 (113th Congress), Texas",35.7
2013,"Congressional District 14 (113th Congress), Texas",36.6
2013,"Congressional District 15 (113th Congress), Texas",30.4
2013,"Congressional District 16 (113th Congress), Texas",31.6
2013,"Congressional District 17 (113th Congress), Texas",31.7
2013,"Congressional District 18 (113th Congress), Texas",32.0
2013,"Congressional District 19 (113th Congress), Texas",33.1
2013,"Congressional District 20 (113th Congress), Texas",32.6
2013,"Congressional District 21 (113th Congress), Texas",37.9
2013,"Congressional District 22 (113th Congress), Texas",35.4
2013,"Congressional District 23 (113th Congress), Texas",33.0
2013,"Congressional District 24 (113th Congress), Texas",35.4
2013,"Congressional District 25 (113th Congress), Texas",36.1
2013,"Congressional District 26 (113th Congress), Texas",34.4
2013,"Congressional District 27 (113th Congress), Texas",36.5
2013,"Congressional District 28 (113th Congress), Texas",31.4
2013,"Congressional District 29 (113th Congress), Texas",28.4
2013,"Congressional District 30 (113th Congress), Texas",32.6
2013,"Congressional District 31 (113th Congress), Texas",33.5
2013,"Congressional District 32 (113th Congress), Texas",35.7
2013,"Congressional District 33 (113th Congress), Texas",28.9
2013,"Congressional District 34 (113th Congress), Texas",32.1
2013,"Congressional District 35 (113th Congress), Texas",30.4
2013,"Congressional District 36 (113th Congress), Texas",37.7
2013,"Congressional District 1 (113th Congress), Utah",30.1
2013,"Congressional District 2 (113th Congress), Utah",31.9
2013,"Congressional District 3 (113th Congress), Utah",27.7
2013,"Congressional District 4 (113th Congress), Utah",30.5
2013,"Congressional District (at Large) (113th Congress), Vermont",42.5
2013,"Congressional District 1 (113th Congress), Virginia",38.5
2013,"Congressional District 2 (113th Congress), Virginia",35.0
2013,"Congressional District 3 (113th Congress), Virginia",32.9
2013,"Congressional District 4 (113th Congress), Virginia",38.9
2013,"Congressional District 5 (113th Congress), Virginia",41.7
2013,"Congressional District 6 (113th Congress), Virginia",39.9
2013,"Congressional District 7 (113th Congress), Virginia",39.6
2013,"Congressional District 8 (113th Congress), Virginia",35.6
2013,"Congressional District 9 (113th Congress), Virginia",41.9
2013,"Congressional District 10 (113th Congress), Virginia",36.8
2013,"Congressional District 11 (113th Congress), Virginia",35.6
2013,"Congressional District 1 (113th Congress), Washington",38.4
2013,"Congressional District 2 (113th Congress), Washington",37.4
2013,"Congressional District 3 (113th Congress), Washington",39.1
2013,"Congressional District 4 (113th Congress), Washington",33.5
2013,"Congressional District 5 (113th Congress), Washington",37.5
2013,"Congressional District 6 (113th Congress), Washington",42.0
2013,"Congressional District 7 (113th Congress), Washington",36.9
2013,"Congressional District 8 (113th Congress), Washington",38.6
2013,"Congressional District 9 (113th Congress), Washington",36.7
2013,"Congressional District 10 (113th Congress), Washington",35.3
2013,"Congressional District 1 (113th Congress), West Virginia",40.7
2013,"Congressional District 2 (113th Congress), West Virginia",42.0
2013,"Congressional District 3 (113th Congress), West Virginia",42.2
2013,"Congressional District 1 (113th Congress), Wisconsin",39.9
2013,"Congressional District 2 (113th Congress), Wisconsin",36.4
2013,"Congressional District 3 (113th Congress), Wisconsin",38.7
2013,"Congressional District 4 (113th Congress), Wisconsin",32.5
2013,"Congressional District 5 (113th Congress), Wisconsin",40.7
2013,"Congressional District 6 (113th Congress), Wisconsin",41.7
2013,"Congressional District 7 (113th Congress), Wisconsin",43.4
2013,"Congressional District 8 (113th Congress), Wisconsin",39.8
2013,"Congressional District (at Large) (113th Congress), Wyoming",36.6
2013,"Resident Commissioner District (at Large) (113th Congress), Puerto Rico",38.6
