year,district,mortgage_cost
2012,"Congressional District 3 (113th Congress), Louisiana",634
2012,"Congressional District 4 (113th Congress), Louisiana",637
2012,"Congressional District 5 (113th Congress), Louisiana",556
2012,"Congressional District 6 (113th Congress), Louisiana",853
2012,"Congressional District 1 (113th Congress), Maine",1009
2012,"Congressional District 2 (113th Congress), Maine",726
2012,"Congressional District 1 (113th Congress), Maryland",1148
2012,"Congressional District 2 (113th Congress), Maryland",1203
2012,"Congressional District 3 (113th Congress), Maryland",1444
2012,"Congressional District 4 (113th Congress), Maryland",1492
2012,"Congressional District 5 (113th Congress), Maryland",1687
2012,"Congressional District 6 (113th Congress), Maryland",1399
2012,"Congressional District 7 (113th Congress), Maryland",1101
2012,"Congressional District 8 (113th Congress), Maryland",1702
2012,"Congressional District 1 (113th Congress), Massachusetts",950
2012,"Congressional District 2 (113th Congress), Massachusetts",1143
2012,"Congressional District 3 (113th Congress), Massachusetts",1245
2012,"Congressional District 4 (113th Congress), Massachusetts",1577
2012,"Congressional District 5 (113th Congress), Massachusetts",1537
2012,"Congressional District 6 (113th Congress), Massachusetts",1459
2012,"Congressional District 7 (113th Congress), Massachusetts",1319
2012,"Congressional District 8 (113th Congress), Massachusetts",1488
2012,"Congressional District 9 (113th Congress), Massachusetts",1199
2012,"Congressional District 1 (113th Congress), Michigan",662
2012,"Congressional District 2 (113th Congress), Michigan",785
2012,"Congressional District 3 (113th Congress), Michigan",831
2012,"Congressional District 4 (113th Congress), Michigan",708
2012,"Congressional District 5 (113th Congress), Michigan",706
2012,"Congressional District 6 (113th Congress), Michigan",788
2012,"Congressional District 7 (113th Congress), Michigan",842
2012,"Congressional District 8 (113th Congress), Michigan",1045
2012,"Congressional District 9 (113th Congress), Michigan",891
2012,"Congressional District 10 (113th Congress), Michigan",922
2012,"Congressional District 11 (113th Congress), Michigan",1167
2012,"Congressional District 12 (113th Congress), Michigan",920
2012,"Congressional District 13 (113th Congress), Michigan",733
2012,"Congressional District 14 (113th Congress), Michigan",870
2012,"Congressional District 1 (113th Congress), Minnesota",777
2012,"Congressional District 2 (113th Congress), Minnesota",1231
2012,"Congressional District 3 (113th Congress), Minnesota",1298
2012,"Congressional District 4 (113th Congress), Minnesota",1034
2012,"Congressional District 5 (113th Congress), Minnesota",1021
2012,"Congressional District 6 (113th Congress), Minnesota",1208
2012,"Congressional District 7 (113th Congress), Minnesota",698
2012,"Congressional District 8 (113th Congress), Minnesota",787
2012,"Congressional District 1 (113th Congress), Mississippi",655
2012,"Congressional District 2 (113th Congress), Mississippi",581
2012,"Congressional District 3 (113th Congress), Mississippi",651
2012,"Congressional District 4 (113th Congress), Mississippi",694
2012,"Congressional District 1 (113th Congress), Missouri",830
2012,"Congressional District 2 (113th Congress), Missouri",1141
2012,"Congressional District 3 (113th Congress), Missouri",829
2012,"Congressional District 4 (113th Congress), Missouri",716
2012,"Congressional District 5 (113th Congress), Missouri",818
2012,"Congressional District 6 (113th Congress), Missouri",774
2012,"Congressional District 7 (113th Congress), Missouri",682
2012,"Congressional District 8 (113th Congress), Missouri",561
2012,"Congressional District (at Large) (113th Congress), Montana",734
2012,"Congressional District 1 (113th Congress), Nebraska",820
2012,"Congressional District 2 (113th Congress), Nebraska",959
2012,"Congressional District 3 (113th Congress), Nebraska",633
2012,"Congressional District 1 (113th Congress), Nevada",864
2012,"Congressional District 2 (113th Congress), Nevada",967
2012,"Congressional District 3 (113th Congress), Nevada",1228
2012,"Congressional District 4 (113th Congress), Nevada",1081
2012,"Congressional District 1 (113th Congress), New Hampshire",1256
2012,"Congressional District 2 (113th Congress), New Hampshire",1233
2012,"Congressional District 1 (113th Congress), New Jersey",1297
2012,"Congressional District 2 (113th Congress), New Jersey",1223
2012,"Congressional District 3 (113th Congress), New Jersey",1482
2012,"Congressional District 4 (113th Congress), New Jersey",1618
2012,"Congressional District 5 (113th Congress), New Jersey",1875
2012,"Congressional District 6 (113th Congress), New Jersey",1506
2012,"Congressional District 7 (113th Congress), New Jersey",1906
2012,"Congressional District 8 (113th Congress), New Jersey",1269
2012,"Congressional District 9 (113th Congress), New Jersey",1401
2012,"Congressional District 10 (113th Congress), New Jersey",1213
2012,"Congressional District 11 (113th Congress), New Jersey",1914
2012,"Congressional District 12 (113th Congress), New Jersey",1562
2012,"Congressional District 1 (113th Congress), New Mexico",856
2012,"Congressional District 2 (113th Congress), New Mexico",625
2012,"Congressional District 3 (113th Congress), New Mexico",781
2012,"Congressional District 1 (113th Congress), New York",1905
2012,"Congressional District 2 (113th Congress), New York",1989
2012,"Congressional District 3 (113th Congress), New York",2144
2012,"Congressional District 4 (113th Congress), New York",1982
2012,"Congressional District 5 (113th Congress), New York",1466
2012,"Congressional District 6 (113th Congress), New York",1325
2012,"Congressional District 7 (113th Congress), New York",1220
2012,"Congressional District 8 (113th Congress), New York",1175
2012,"Congressional District 9 (113th Congress), New York",1182
2012,"Congressional District 10 (113th Congress), New York",1662
2012,"Congressional District 11 (113th Congress), New York",1341
2012,"Congressional District 12 (113th Congress), New York",1832
2012,"Congressional District 13 (113th Congress), New York",1044
2012,"Congressional District 14 (113th Congress), New York",1319
2012,"Congressional District 15 (113th Congress), New York",946
2012,"Congressional District 16 (113th Congress), New York",1382
2012,"Congressional District 17 (113th Congress), New York",1898
2012,"Congressional District 18 (113th Congress), New York",1637
2012,"Congressional District 19 (113th Congress), New York",1009
2012,"Congressional District 20 (113th Congress), New York",987
2012,"Congressional District 21 (113th Congress), New York",813
2012,"Congressional District 22 (113th Congress), New York",743
2012,"Congressional District 23 (113th Congress), New York",718
2012,"Congressional District 24 (113th Congress), New York",841
2012,"Congressional District 25 (113th Congress), New York",903
2012,"Congressional District 26 (113th Congress), New York",742
2012,"Congressional District 27 (113th Congress), New York",895
2012,"Congressional District 1 (113th Congress), North Carolina",717
2012,"Congressional District 2 (113th Congress), North Carolina",878
2012,"Congressional District 3 (113th Congress), North Carolina",867
2012,"Congressional District 4 (113th Congress), North Carolina",944
2012,"Congressional District 5 (113th Congress), North Carolina",721
2012,"Congressional District 6 (113th Congress), North Carolina",800
2012,"Congressional District 7 (113th Congress), North Carolina",807
2012,"Congressional District 8 (113th Congress), North Carolina",702
2012,"Congressional District 9 (113th Congress), North Carolina",1197
2012,"Congressional District 10 (113th Congress), North Carolina",736
2012,"Congressional District 11 (113th Congress), North Carolina",625
2012,"Congressional District 12 (113th Congress), North Carolina",801
2012,"Congressional District 13 (113th Congress), North Carolina",1037
2012,"Congressional District (at Large) (113th Congress), North Dakota",668
2012,"Congressional District 1 (113th Congress), Ohio",912
2012,"Congressional District 2 (113th Congress), Ohio",855
2012,"Congressional District 3 (113th Congress), Ohio",843
2012,"Congressional District 4 (113th Congress), Ohio",725
2012,"Congressional District 5 (113th Congress), Ohio",785
2012,"Congressional District 6 (113th Congress), Ohio",599
2012,"Congressional District 7 (113th Congress), Ohio",729
2012,"Congressional District 8 (113th Congress), Ohio",816
2012,"Congressional District 9 (113th Congress), Ohio",715
2012,"Congressional District 10 (113th Congress), Ohio",824
2012,"Congressional District 11 (113th Congress), Ohio",742
2012,"Congressional District 12 (113th Congress), Ohio",1036
2012,"Congressional District 13 (113th Congress), Ohio",702
2012,"Congressional District 14 (113th Congress), Ohio",973
2012,"Congressional District 15 (113th Congress), Ohio",897
2012,"Congressional District 16 (113th Congress), Ohio",883
2012,"Congressional District 1 (113th Congress), Oklahoma",832
2012,"Congressional District 2 (113th Congress), Oklahoma",553
2012,"Congressional District 3 (113th Congress), Oklahoma",624
2012,"Congressional District 4 (113th Congress), Oklahoma",758
2012,"Congressional District 5 (113th Congress), Oklahoma",790
2012,"Congressional District 1 (113th Congress), Oregon",1209
2012,"Congressional District 2 (113th Congress), Oregon",842
2012,"Congressional District 3 (113th Congress), Oregon",1122
2012,"Congressional District 4 (113th Congress), Oregon",860
2012,"Congressional District 5 (113th Congress), Oregon",1015
2012,"Congressional District 1 (113th Congress), Pennsylvania",890
2012,"Congressional District 2 (113th Congress), Pennsylvania",872
2012,"Congressional District 3 (113th Congress), Pennsylvania",693
2012,"Congressional District 4 (113th Congress), Pennsylvania",983
2012,"Congressional District 5 (113th Congress), Pennsylvania",673
2012,"Congressional District 6 (113th Congress), Pennsylvania",1322
2012,"Congressional District 7 (113th Congress), Pennsylvania",1385
2012,"Congressional District 8 (113th Congress), Pennsylvania",1408
2012,"Congressional District 9 (113th Congress), Pennsylvania",638
2012,"Congressional District 10 (113th Congress), Pennsylvania",777
2012,"Congressional District 11 (113th Congress), Pennsylvania",797
2012,"Congressional District 12 (113th Congress), Pennsylvania",762
2012,"Congressional District 13 (113th Congress), Pennsylvania",1078
2012,"Congressional District 14 (113th Congress), Pennsylvania",740
2012,"Congressional District 15 (113th Congress), Pennsylvania",1005
2012,"Congressional District 16 (113th Congress), Pennsylvania",970
2012,"Congressional District 17 (113th Congress), Pennsylvania",826
2012,"Congressional District 18 (113th Congress), Pennsylvania",812
2012,"Congressional District 1 (113th Congress), Rhode Island",1039
2012,"Congressional District 2 (113th Congress), Rhode Island",1217
2012,"Congressional District 1 (113th Congress), South Carolina",1108
2012,"Congressional District 2 (113th Congress), South Carolina",850
2012,"Congressional District 3 (113th Congress), South Carolina",648
2012,"Congressional District 4 (113th Congress), South Carolina",768
2012,"Congressional District 5 (113th Congress), South Carolina",727
2012,"Congressional District 6 (113th Congress), South Carolina",696
2012,"Congressional District 7 (113th Congress), South Carolina",682
2012,"Congressional District (at Large) (113th Congress), South Dakota",712
2012,"Congressional District 1 (113th Congress), Tennessee",587
2012,"Congressional District 2 (113th Congress), Tennessee",768
2012,"Congressional District 3 (113th Congress), Tennessee",678
2012,"Congressional District 4 (113th Congress), Tennessee",754
2012,"Congressional District 5 (113th Congress), Tennessee",890
2012,"Congressional District 6 (113th Congress), Tennessee",735
2012,"Congressional District 7 (113th Congress), Tennessee",782
2012,"Congressional District 8 (113th Congress), Tennessee",812
2012,"Congressional District 9 (113th Congress), Tennessee",869
2012,"Congressional District 1 (113th Congress), Texas",676
2012,"Congressional District 2 (113th Congress), Texas",1164
2012,"Congressional District 3 (113th Congress), Texas",1389
2012,"Congressional District 4 (113th Congress), Texas",708
2012,"Congressional District 5 (113th Congress), Texas",789
2012,"Congressional District 6 (113th Congress), Texas",1032
2012,"Congressional District 7 (113th Congress), Texas",1191
2012,"Congressional District 8 (113th Congress), Texas",995
2012,"Congressional District 9 (113th Congress), Texas",901
2012,"Congressional District 10 (113th Congress), Texas",1091
2012,"Congressional District 11 (113th Congress), Texas",697
2012,"Congressional District 12 (113th Congress), Texas",998
2012,"Congressional District 13 (113th Congress), Texas",684
2012,"Congressional District 14 (113th Congress), Texas",833
2012,"Congressional District 15 (113th Congress), Texas",655
2012,"Congressional District 16 (113th Congress), Texas",793
2012,"Congressional District 17 (113th Congress), Texas",844
2012,"Congressional District 18 (113th Congress), Texas",840
2012,"Congressional District 19 (113th Congress), Texas",694
2012,"Congressional District 20 (113th Congress), Texas",853
2012,"Congressional District 21 (113th Congress), Texas",1083
2012,"Congressional District 22 (113th Congress), Texas",1366
2012,"Congressional District 23 (113th Congress), Texas",728
2012,"Congressional District 24 (113th Congress), Texas",1050
2012,"Congressional District 25 (113th Congress), Texas",1025
2012,"Congressional District 26 (113th Congress), Texas",1323
2012,"Congressional District 27 (113th Congress), Texas",772
2012,"Congressional District 28 (113th Congress), Texas",752
2012,"Congressional District 29 (113th Congress), Texas",742
2012,"Congressional District 30 (113th Congress), Texas",906
2012,"Congressional District 31 (113th Congress), Texas",1077
2012,"Congressional District 32 (113th Congress), Texas",1128
2012,"Congressional District 33 (113th Congress), Texas",724
2012,"Congressional District 34 (113th Congress), Texas",574
2012,"Congressional District 35 (113th Congress), Texas",862
2012,"Congressional District 36 (113th Congress), Texas",777
2012,"Congressional District 1 (113th Congress), Utah",966
2012,"Congressional District 2 (113th Congress), Utah",946
2012,"Congressional District 3 (113th Congress), Utah",1070
2012,"Congressional District 4 (113th Congress), Utah",1145
2012,"Congressional District (at Large) (113th Congress), Vermont",1031
2012,"Congressional District 1 (113th Congress), Virginia",1373
2012,"Congressional District 2 (113th Congress), Virginia",1237
2012,"Congressional District 3 (113th Congress), Virginia",957
2012,"Congressional District 4 (113th Congress), Virginia",1162
2012,"Congressional District 5 (113th Congress), Virginia",763
2012,"Congressional District 6 (113th Congress), Virginia",808
2012,"Congressional District 7 (113th Congress), Virginia",1220
2012,"Congressional District 8 (113th Congress), Virginia",1764
2012,"Congressional District 9 (113th Congress), Virginia",566
2012,"Congressional District 10 (113th Congress), Virginia",1934
2012,"Congressional District 11 (113th Congress), Virginia",1831
2012,"Congressional District 1 (113th Congress), Washington",1536
2012,"Congressional District 2 (113th Congress), Washington",1159
2012,"Congressional District 3 (113th Congress), Washington",1018
2012,"Congressional District 4 (113th Congress), Washington",820
2012,"Congressional District 5 (113th Congress), Washington",822
2012,"Congressional District 6 (113th Congress), Washington",1043
2012,"Congressional District 7 (113th Congress), Washington",1295
2012,"Congressional District 8 (113th Congress), Washington",1404
2012,"Congressional District 9 (113th Congress), Washington",1288
2012,"Congressional District 10 (113th Congress), Washington",1151
2012,"Congressional District 1 (113th Congress), West Virginia",539
2012,"Congressional District 2 (113th Congress), West Virginia",643
2012,"Congressional District 3 (113th Congress), West Virginia",463
2012,"Congressional District 1 (113th Congress), Wisconsin",1010
2012,"Congressional District 2 (113th Congress), Wisconsin",1023
2012,"Congressional District 3 (113th Congress), Wisconsin",771
2012,"Congressional District 4 (113th Congress), Wisconsin",842
2012,"Congressional District 5 (113th Congress), Wisconsin",1058
2012,"Congressional District 6 (113th Congress), Wisconsin",835
2012,"Congressional District 7 (113th Congress), Wisconsin",772
2012,"Congressional District 8 (113th Congress), Wisconsin",829
2012,"Congressional District (at Large) (113th Congress), Wyoming",787
2012,"Resident Commissioner District (at Large) (113th Congress), Puerto Rico",355
