year,district,black_pop,total_pop,white_pop
2017,"Congressional District 2 (115th Congress), Louisiana",497648,797298,245614
2017,"Congressional District 3 (115th Congress), Louisiana",195677,788118,552065
2017,"Congressional District 4 (115th Congress), Louisiana",257292,753143,456657
2017,"Congressional District 5 (115th Congress), Louisiana",266475,740217,450459
2017,"Congressional District 6 (115th Congress), Louisiana",184311,796589,563606
2017,"Congressional District 1 (115th Congress), Maine",11595,683279,643530
2017,"Congressional District 2 (115th Congress), Maine",4777,652628,618081
2017,"Congressional District 1 (115th Congress), Maryland",88318,734002,602375
2017,"Congressional District 2 (115th Congress), Maryland",270602,765155,401242
2017,"Congressional District 3 (115th Congress), Maryland",179605,763763,460835
2017,"Congressional District 4 (115th Congress), Maryland",391377,761353,224640
2017,"Congressional District 5 (115th Congress), Maryland",296695,768507,371366
2017,"Congressional District 6 (115th Congress), Maryland",98677,779616,503747
2017,"Congressional District 7 (115th Congress), Maryland",378297,718158,258085
2017,"Congressional District 8 (115th Congress), Maryland",103102,761623,500193
2017,"Congressional District 1 (115th Congress), Massachusetts",47737,736460,623837
2017,"Congressional District 2 (115th Congress), Massachusetts",40734,744124,616168
2017,"Congressional District 3 (115th Congress), Massachusetts",26471,769115,620262
2017,"Congressional District 4 (115th Congress), Massachusetts",26409,752077,642388
2017,"Congressional District 5 (115th Congress), Massachusetts",46371,766210,580059
2017,"Congressional District 6 (115th Congress), Massachusetts",30657,774450,665700
2017,"Congressional District 7 (115th Congress), Massachusetts",207585,806820,410387
2017,"Congressional District 8 (115th Congress), Massachusetts",81128,762640,568356
2017,"Congressional District 9 (115th Congress), Massachusetts",24795,747923,660254
2017,"Congressional District 1 (115th Congress), Michigan",10654,698974,643137
2017,"Congressional District 2 (115th Congress), Michigan",48375,737365,623634
2017,"Congressional District 3 (115th Congress), Michigan",61777,743830,624129
2017,"Congressional District 4 (115th Congress), Michigan",13499,702994,660158
2017,"Congressional District 5 (115th Congress), Michigan",117190,677788,522432
2017,"Congressional District 6 (115th Congress), Michigan",57604,718436,608381
2017,"Congressional District 7 (115th Congress), Michigan",29673,701645,639635
2017,"Congressional District 8 (115th Congress), Michigan",42434,736333,626999
2017,"Congressional District 9 (115th Congress), Michigan",102616,720890,559797
2017,"Congressional District 10 (115th Congress), Michigan",19866,717703,663301
2017,"Congressional District 11 (115th Congress), Michigan",39924,727901,589866
2017,"Congressional District 12 (115th Congress), Michigan",74526,708060,557120
2017,"Congressional District 13 (115th Congress), Michigan",362959,674157,259550
2017,"Congressional District 14 (115th Congress), Michigan",393518,696235,236636
2017,"Congressional District 1 (115th Congress), Minnesota",21519,675755,607868
2017,"Congressional District 2 (115th Congress), Minnesota",35989,705074,591484
2017,"Congressional District 3 (115th Congress), Minnesota",58965,714299,573015
2017,"Congressional District 4 (115th Congress), Minnesota",76030,714075,504033
2017,"Congressional District 5 (115th Congress), Minnesota",121180,721389,471334
2017,"Congressional District 6 (115th Congress), Minnesota",28557,716009,641830
2017,"Congressional District 7 (115th Congress), Minnesota",11556,662695,602078
2017,"Congressional District 8 (115th Congress), Minnesota",7334,667310,618823
2017,"Congressional District 1 (115th Congress), Mississippi",209781,764896,521584
2017,"Congressional District 2 (115th Congress), Mississippi",472556,701238,213783
2017,"Congressional District 3 (115th Congress), Mississippi",266839,749247,451622
2017,"Congressional District 4 (115th Congress), Mississippi",185157,768719,548898
2017,"Congressional District 1 (115th Congress), Missouri",360470,729026,311886
2017,"Congressional District 2 (115th Congress), Missouri",30467,764043,674785
2017,"Congressional District 3 (115th Congress), Missouri",26674,792954,733418
2017,"Congressional District 4 (115th Congress), Missouri",34500,769533,686335
2017,"Congressional District 5 (115th Congress), Missouri",165680,770628,525412
2017,"Congressional District 6 (115th Congress), Missouri",32864,773740,689918
2017,"Congressional District 7 (115th Congress), Missouri",14433,777380,712308
2017,"Congressional District 8 (115th Congress), Missouri",33292,736228,679535
2017,"Congressional District (at Large) (115th Congress), Montana",4635,1050493,930548
2017,"Congressional District 1 (115th Congress), Nebraska",18097,648060,573117
2017,"Congressional District 2 (115th Congress), Nebraska",63758,668800,545230
2017,"Congressional District 3 (115th Congress), Nebraska",7097,603216,558745
2017,"Congressional District 1 (115th Congress), Nevada",85892,720730,347135
2017,"Congressional District 2 (115th Congress), Nevada",13900,720704,580440
2017,"Congressional District 3 (115th Congress), Nevada",62540,803545,536054
2017,"Congressional District 4 (115th Congress), Nevada",112218,753060,473230
2017,"Congressional District 1 (115th Congress), New Hampshire",11036,673194,629671
2017,"Congressional District 2 (115th Congress), New Hampshire",11373,669601,620080
2017,"Congressional District 1 (115th Congress), New Jersey",123169,729675,501645
2017,"Congressional District 2 (115th Congress), New Jersey",90530,713380,537329
2017,"Congressional District 3 (115th Congress), New Jersey",87268,746035,597209
2017,"Congressional District 4 (115th Congress), New Jersey",49970,756825,634911
2017,"Congressional District 5 (115th Congress), New Jersey",39097,746385,590207
2017,"Congressional District 6 (115th Congress), New Jersey",76555,742483,462121
2017,"Congressional District 7 (115th Congress), New Jersey",37641,754222,597367
2017,"Congressional District 8 (115th Congress), New Jersey",72821,777484,445341
2017,"Congressional District 9 (115th Congress), New Jersey",73737,769504,481800
2017,"Congressional District 10 (115th Congress), New Jersey",404441,781893,217684
2017,"Congressional District 11 (115th Congress), New Jersey",26686,729569,597063
2017,"Congressional District 12 (115th Congress), New Jersey",135657,758189,449561
2017,"Congressional District 1 (115th Congress), New Mexico",19113,696688,545988
2017,"Congressional District 2 (115th Congress), New Mexico",14898,694692,581641
2017,"Congressional District 3 (115th Congress), New Mexico",10420,696690,454391
2017,"Congressional District 1 (115th Congress), New York",37140,718652,627374
2017,"Congressional District 2 (115th Congress), New York",79729,721373,538998
2017,"Congressional District 3 (115th Congress), New York",30856,725627,528071
2017,"Congressional District 4 (115th Congress), New York",107046,728807,465917
2017,"Congressional District 5 (115th Congress), New York",383985,798555,139306
2017,"Congressional District 6 (115th Congress), New York",27818,761797,330217
2017,"Congressional District 7 (115th Congress), New York",78038,755717,364752
2017,"Congressional District 8 (115th Congress), New York",416704,793532,244335
2017,"Congressional District 9 (115th Congress), New York",351773,750170,279027
2017,"Congressional District 10 (115th Congress), New York",34118,733275,499476
2017,"Congressional District 11 (115th Congress), New York",62492,755204,517368
2017,"Congressional District 12 (115th Congress), New York",36774,714279,518707
2017,"Congressional District 13 (115th Congress), New York",228167,802800,210492
2017,"Congressional District 14 (115th Congress), New York",76703,691813,298249
2017,"Congressional District 15 (115th Congress), New York",282080,781143,133669
2017,"Congressional District 16 (115th Congress), New York",250943,742552,337798
2017,"Congressional District 17 (115th Congress), New York",78346,746412,518483
2017,"Congressional District 18 (115th Congress), New York",71673,730114,562858
2017,"Congressional District 19 (115th Congress), New York",33744,700975,615592
2017,"Congressional District 20 (115th Congress), New York",71078,732130,580145
2017,"Congressional District 21 (115th Congress), New York",24939,705669,646146
2017,"Congressional District 22 (115th Congress), New York",28308,696819,624453
2017,"Congressional District 23 (115th Congress), New York",20147,702026,634383
2017,"Congressional District 24 (115th Congress), New York",60423,707889,594560
2017,"Congressional District 25 (115th Congress), New York",113925,719033,536566
2017,"Congressional District 26 (115th Congress), New York",130629,714521,505151
2017,"Congressional District 27 (115th Congress), New York",19406,718515,671264
2017,"Congressional District 1 (115th Congress), North Carolina",331997,759049,368007
2017,"Congressional District 2 (115th Congress), North Carolina",162920,835806,598492
2017,"Congressional District 3 (115th Congress), North Carolina",157555,755647,541366
2017,"Congressional District 4 (115th Congress), North Carolina",190091,856104,519494
2017,"Congressional District 5 (115th Congress), North Carolina",110370,758376,601715
2017,"Congressional District 6 (115th Congress), North Carolina",156888,768546,548638
2017,"Congressional District 7 (115th Congress), North Carolina",149828,800096,599131
2017,"Congressional District 8 (115th Congress), North Carolina",188055,789484,519725
2017,"Congressional District 9 (115th Congress), North Carolina",143596,788020,519805
2017,"Congressional District 10 (115th Congress), North Carolina",91407,760410,616913
2017,"Congressional District 11 (115th Congress), North Carolina",26014,759358,687713
2017,"Congressional District 12 (115th Congress), North Carolina",324166,860866,397225
2017,"Congressional District 13 (115th Congress), North Carolina",173692,781657,548521
2017,"Congressional District (at Large) (115th Congress), North Dakota",23294,755393,654116
2017,"Congressional District 1 (115th Congress), Ohio",158038,740851,529224
2017,"Congressional District 2 (115th Congress), Ohio",64630,728153,629814
2017,"Congressional District 3 (115th Congress), Ohio",271328,782878,419577
2017,"Congressional District 4 (115th Congress), Ohio",36602,710603,640309
2017,"Congressional District 5 (115th Congress), Ohio",20061,717547,656075
2017,"Congressional District 6 (115th Congress), Ohio",16897,696153,661763
2017,"Congressional District 7 (115th Congress), Ohio",27856,725665,670846
2017,"Congressional District 8 (115th Congress), Ohio",43920,730445,644120
2017,"Congressional District 9 (115th Congress), Ohio",117332,720715,529396
2017,"Congressional District 10 (115th Congress), Ohio",119610,721456,550466
2017,"Congressional District 11 (115th Congress), Ohio",360708,675475,266886
2017,"Congressional District 12 (115th Congress), Ohio",38427,780529,675727
2017,"Congressional District 13 (115th Congress), Ohio",83173,715559,587140
2017,"Congressional District 14 (115th Congress), Ohio",37485,724790,652988
2017,"Congressional District 15 (115th Congress), Ohio",30907,772776,701488
2017,"Congressional District 16 (115th Congress), Ohio",14379,715014,664255
2017,"Congressional District 1 (115th Congress), Oklahoma",70264,803883,573287
2017,"Congressional District 2 (115th Congress), Oklahoma",23795,744806,492087
2017,"Congressional District 3 (115th Congress), Oklahoma",27561,774066,613579
2017,"Congressional District 4 (115th Congress), Oklahoma",53272,789947,595799
2017,"Congressional District 5 (115th Congress), Oklahoma",111824,818162,562740
2017,"Congressional District 1 (115th Congress), Oregon",15029,844175,675017
2017,"Congressional District 2 (115th Congress), Oregon",5192,821129,739241
2017,"Congressional District 3 (115th Congress), Oregon",43459,842158,660691
2017,"Congressional District 4 (115th Congress), Oregon",5902,803611,709844
2017,"Congressional District 5 (115th Congress), Oregon",8168,831703,712449
2017,"Congressional District 1 (115th Congress), Pennsylvania",267639,728366,332193
2017,"Congressional District 2 (115th Congress), Pennsylvania",411207,726135,245744
2017,"Congressional District 3 (115th Congress), Pennsylvania",30709,691184,631323
2017,"Congressional District 4 (115th Congress), Pennsylvania",57402,729945,623934
2017,"Congressional District 5 (115th Congress), Pennsylvania",18967,696063,649753
2017,"Congressional District 6 (115th Congress), Pennsylvania",39874,728576,618782
2017,"Congressional District 7 (115th Congress), Pennsylvania",41358,725762,622048
2017,"Congressional District 8 (115th Congress), Pennsylvania",28907,713998,624282
2017,"Congressional District 9 (115th Congress), Pennsylvania",19825,687620,648066
2017,"Congressional District 10 (115th Congress), Pennsylvania",25172,694398,643550
2017,"Congressional District 11 (115th Congress), Pennsylvania",44144,701056,617299
2017,"Congressional District 12 (115th Congress), Pennsylvania",24502,689237,634236
2017,"Congressional District 13 (115th Congress), Pennsylvania",127968,728475,469565
2017,"Congressional District 14 (115th Congress), Pennsylvania",142364,687028,489032
2017,"Congressional District 15 (115th Congress), Pennsylvania",41814,734824,616828
2017,"Congressional District 16 (115th Congress), Pennsylvania",52219,731802,604697
2017,"Congressional District 17 (115th Congress), Pennsylvania",44208,697535,608471
2017,"Congressional District 18 (115th Congress), Pennsylvania",18802,713533,659685
2017,"Congressional District 1 (115th Congress), Rhode Island",44282,539250,415975
2017,"Congressional District 2 (115th Congress), Rhode Island",22378,520389,450283
2017,"Congressional District 1 (115th Congress), South Carolina",152737,782340,581337
2017,"Congressional District 2 (115th Congress), South Carolina",169771,713488,500554
2017,"Congressional District 3 (115th Congress), South Carolina",128875,687378,525825
2017,"Congressional District 4 (115th Congress), South Carolina",130730,731886,537222
2017,"Congressional District 5 (115th Congress), South Carolina",189083,718465,493772
2017,"Congressional District 6 (115th Congress), South Carolina",380428,670725,261733
2017,"Congressional District 7 (115th Congress), South Carolina",205761,720087,479776
2017,"Congressional District (at Large) (115th Congress), South Dakota",16987,869666,736581
2017,"Congressional District 1 (115th Congress), Tennessee",20486,714912,670881
2017,"Congressional District 2 (115th Congress), Tennessee",46180,747673,665729
2017,"Congressional District 3 (115th Congress), Tennessee",78206,733082,620351
2017,"Congressional District 4 (115th Congress), Tennessee",74529,782024,662369
2017,"Congressional District 5 (115th Congress), Tennessee",186387,774096,527040
2017,"Congressional District 6 (115th Congress), Tennessee",34483,772984,703869
2017,"Congressional District 7 (115th Congress), Tennessee",76872,778057,655408
2017,"Congressional District 8 (115th Congress), Tennessee",141559,716130,531992
2017,"Congressional District 9 (115th Congress), Tennessee",463973,697026,183952
2017,"Congressional District 1 (115th Congress), Texas",126692,717376,552624
2017,"Congressional District 2 (115th Congress), Texas",93043,772262,522695
2017,"Congressional District 3 (115th Congress), Texas",85527,870763,596600
2017,"Congressional District 4 (115th Congress), Texas",76068,747188,607184
2017,"Congressional District 5 (115th Congress), Texas",111031,769579,595147
2017,"Congressional District 6 (115th Congress), Texas",171623,792043,515052
2017,"Congressional District 7 (115th Congress), Texas",115864,800081,518089
2017,"Congressional District 8 (115th Congress), Texas",78845,863498,713846
2017,"Congressional District 9 (115th Congress), Texas",290104,789535,307132
2017,"Congressional District 10 (115th Congress), Texas",89980,846261,596955
2017,"Congressional District 11 (115th Congress), Texas",28810,759467,640080
2017,"Congressional District 12 (115th Congress), Texas",70349,806551,630953
2017,"Congressional District 13 (115th Congress), Texas",38442,713480,601574
2017,"Congressional District 14 (115th Congress), Texas",152875,765031,540561
2017,"Congressional District 15 (115th Congress), Texas",15360,790730,659057
2017,"Congressional District 16 (115th Congress), Texas",26702,742384,571370
2017,"Congressional District 17 (115th Congress), Texas",99676,771567,580432
2017,"Congressional District 18 (115th Congress), Texas",276779,800402,401002
2017,"Congressional District 19 (115th Congress), Texas",45700,734202,612852
2017,"Congressional District 20 (115th Congress), Texas",41029,806372,678705
2017,"Congressional District 21 (115th Congress), Texas",31383,809322,692055
2017,"Congressional District 22 (115th Congress), Texas",118698,897080,549421
2017,"Congressional District 23 (115th Congress), Texas",26870,769276,631195
2017,"Congressional District 24 (115th Congress), Texas",101061,800103,511962
2017,"Congressional District 25 (115th Congress), Texas",53321,789825,658522
2017,"Congressional District 26 (115th Congress), Texas",69384,879237,682926
2017,"Congressional District 27 (115th Congress), Texas",38993,740277,635866
2017,"Congressional District 28 (115th Congress), Texas",35603,753502,657044
2017,"Congressional District 29 (115th Congress), Texas",90376,761833,596785
2017,"Congressional District 30 (115th Congress), Texas",333593,774443,365513
2017,"Congressional District 31 (115th Congress), Texas",97883,853799,639222
2017,"Congressional District 32 (115th Congress), Texas",112612,763452,520153
2017,"Congressional District 33 (115th Congress), Texas",113850,753565,485868
2017,"Congressional District 34 (115th Congress), Texas",8248,727595,667801
2017,"Congressional District 35 (115th Congress), Texas",85700,830041,575889
2017,"Congressional District 36 (115th Congress), Texas",71157,742474,617008
2017,"Congressional District 1 (115th Congress), Utah",7936,763612,685906
2017,"Congressional District 2 (115th Congress), Utah",9511,765809,630455
2017,"Congressional District 3 (115th Congress), Utah",3805,767012,698546
2017,"Congressional District 4 (115th Congress), Utah",16417,805400,642106
2017,"Congressional District (at Large) (115th Congress), Vermont",8260,623657,587265
2017,"Congressional District 1 (115th Congress), Virginia",132436,805159,581323
2017,"Congressional District 2 (115th Congress), Virginia",145143,741514,496237
2017,"Congressional District 3 (115th Congress), Virginia",342735,739840,331787
2017,"Congressional District 4 (115th Congress), Virginia",316574,771899,400954
2017,"Congressional District 5 (115th Congress), Virginia",133689,727064,553164
2017,"Congressional District 6 (115th Congress), Virginia",86003,752763,619380
2017,"Congressional District 7 (115th Congress), Virginia",146430,790084,551853
2017,"Congressional District 8 (115th Congress), Virginia",119677,801609,502739
2017,"Congressional District 9 (115th Congress), Virginia",37729,711755,646102
2017,"Congressional District 10 (115th Congress), Virginia",64415,850118,581866
2017,"Congressional District 11 (115th Congress), Virginia",102810,778215,449294
2017,"Congressional District 1 (115th Congress), Washington",10416,744868,575417
2017,"Congressional District 2 (115th Congress), Washington",23491,745184,570102
2017,"Congressional District 3 (115th Congress), Washington",11387,731931,634711
2017,"Congressional District 4 (115th Congress), Washington",7015,724053,542579
2017,"Congressional District 5 (115th Congress), Washington",9985,716859,626123
2017,"Congressional District 6 (115th Congress), Washington",24468,713112,580682
2017,"Congressional District 7 (115th Congress), Washington",32177,768408,559909
2017,"Congressional District 8 (115th Congress), Washington",18980,757166,567419
2017,"Congressional District 9 (115th Congress), Washington",87030,765319,385195
2017,"Congressional District 10 (115th Congress), Washington",46635,738843,540224
2017,"Congressional District 1 (115th Congress), West Virginia",16758,611376,574921
2017,"Congressional District 2 (115th Congress), West Virginia",30023,621635,566106
