year,district,bach_deg_num,median_HH_income,high_school_num
2007,"Congressional District 28 (110th Congress), California",72689,24111,91997
2007,"Congressional District 29 (110th Congress), California",111956,27392,100318
2007,"Congressional District 30 (110th Congress), California",162830,41088,61744
2007,"Congressional District 31 (110th Congress), California",56765,16911,96551
2007,"Congressional District 32 (110th Congress), California",46595,20833,111983
2007,"Congressional District 33 (110th Congress), California",93933,22165,90152
2007,"Congressional District 34 (110th Congress), California",30746,18063,98892
2007,"Congressional District 35 (110th Congress), California",44418,20570,100805
2007,"Congressional District 36 (110th Congress), California",121099,33356,90255
2007,"Congressional District 37 (110th Congress), California",51241,20776,94562
2007,"Congressional District 38 (110th Congress), California",41399,20761,109654
2007,"Congressional District 39 (110th Congress), California",48695,23456,106488
2007,"Congressional District 40 (110th Congress), California",87316,29973,95217
2007,"Congressional District 41 (110th Congress), California",52888,24391,136370
2007,"Congressional District 42 (110th Congress), California",114382,37421,93274
2007,"Congressional District 43 (110th Congress), California",34788,22367,120416
2007,"Congressional District 44 (110th Congress), California",82619,29109,126125
2007,"Congressional District 45 (110th Congress), California",77292,24972,149612
2007,"Congressional District 46 (110th Congress), California",113984,35078,93463
2007,"Congressional District 47 (110th Congress), California",33004,20555,84711
2007,"Congressional District 48 (110th Congress), California",153102,41994,69381
2007,"Congressional District 49 (110th Congress), California",71309,26132,127065
2007,"Congressional District 50 (110th Congress), California",124525,35444,80974
2007,"Congressional District 51 (110th Congress), California",53504,22418,108799
2007,"Congressional District 52 (110th Congress), California",90088,33421,87027
2007,"Congressional District 53 (110th Congress), California",95657,26437,84174
2007,"Congressional District 1 (110th Congress), Colorado",100861,26948,98278
2007,"Congressional District 2 (110th Congress), Colorado",119512,31617,107284
2007,"Congressional District 3 (110th Congress), Colorado",83675,23971,141059
2007,"Congressional District 4 (110th Congress), Colorado",90399,24282,121887
2007,"Congressional District 5 (110th Congress), Colorado",93156,26292,117080
2007,"Congressional District 6 (110th Congress), Colorado",156293,38677,88289
2007,"Congressional District 7 (110th Congress), Colorado",77276,28140,123475
2007,"Congressional District 1 (110th Congress), Connecticut",88094,30917,142099
2007,"Congressional District 2 (110th Congress), Connecticut",84117,31030,152990
2007,"Congressional District 3 (110th Congress), Connecticut",78115,29934,151931
2007,"Congressional District 4 (110th Congress), Connecticut",111318,35444,102052
2007,"Congressional District 5 (110th Congress), Connecticut",93669,31712,146111
2007,"Congressional District (at Large) (110th Congress), Delaware",90173,29120,191244
2007,"Delegate District (at Large) (110th Congress), District of Columbia",86234,32968,87444
2007,"Congressional District 1 (110th Congress), Florida",66405,22831,149121
2007,"Congressional District 2 (110th Congress), Florida",73696,23191,141562
2007,"Congressional District 3 (110th Congress), Florida",40484,20843,149951
2007,"Congressional District 4 (110th Congress), Florida",82955,28412,156292
2007,"Congressional District 5 (110th Congress), Florida",82902,23091,233672
2007,"Congressional District 6 (110th Congress), Florida",77916,23855,178230
2007,"Congressional District 7 (110th Congress), Florida",102740,25689,170995
2007,"Congressional District 8 (110th Congress), Florida",104566,26080,159416
2007,"Congressional District 9 (110th Congress), Florida",103925,26924,161355
2007,"Congressional District 10 (110th Congress), Florida",87057,26104,142952
2007,"Congressional District 11 (110th Congress), Florida",71781,22583,140937
2007,"Congressional District 12 (110th Congress), Florida",73943,25754,188475
2007,"Congressional District 13 (110th Congress), Florida",97455,26331,175466
2007,"Congressional District 14 (110th Congress), Florida",106589,27632,199256
2007,"Congressional District 15 (110th Congress), Florida",89261,24532,175735
2007,"Congressional District 16 (110th Congress), Florida",76155,24074,190662
2007,"Congressional District 17 (110th Congress), Florida",48411,20003,142284
2007,"Congressional District 18 (110th Congress), Florida",86580,21114,116194
2007,"Congressional District 19 (110th Congress), Florida",104672,26700,154963
2007,"Congressional District 20 (110th Congress), Florida",105839,31473,123078
2007,"Congressional District 21 (110th Congress), Florida",90212,21366,130404
2007,"Congressional District 22 (110th Congress), Florida",121715,31876,131717
2007,"Congressional District 23 (110th Congress), Florida",48743,20445,145203
2007,"Congressional District 24 (110th Congress), Florida",96391,26656,155537
2007,"Congressional District 25 (110th Congress), Florida",83234,24036,149003
2007,"Congressional District 1 (110th Congress), Georgia",55593,22945,144954
2007,"Congressional District 2 (110th Congress), Georgia",34657,19441,138561
2007,"Congressional District 3 (110th Congress), Georgia",76904,26196,167650
2007,"Congressional District 4 (110th Congress), Georgia",82324,25712,117994
2007,"Congressional District 5 (110th Congress), Georgia",116001,27703,100588
2007,"Congressional District 6 (110th Congress), Georgia",197132,38326,92709
2007,"Congressional District 7 (110th Congress), Georgia",125454,30949,145021
2007,"Congressional District 8 (110th Congress), Georgia",46902,21902,163296
2007,"Congressional District 9 (110th Congress), Georgia",67381,23980,165515
2007,"Congressional District 10 (110th Congress), Georgia",64953,21471,148954
2007,"Congressional District 11 (110th Congress), Georgia",79840,26472,157974
2007,"Congressional District 12 (110th Congress), Georgia",42010,19170,153233
2007,"Congressional District 13 (110th Congress), Georgia",79346,26988,156062
2007,"Congressional District 1 (110th Congress), Hawaii",90988,31022,122725
2007,"Congressional District 2 (110th Congress), Hawaii",77778,27769,138047
2007,"Congressional District 1 (110th Congress), Idaho",86068,23506,166740
2007,"Congressional District 2 (110th Congress), Idaho",73265,22391,115757
2007,"Congressional District 1 (110th Congress), Illinois",51574,21946,138065
2007,"Congressional District 2 (110th Congress), Illinois",53214,23141,115704
2007,"Congressional District 3 (110th Congress), Illinois",61993,28588,141976
2007,"Congressional District 4 (110th Congress), Illinois",45374,21137,88850
2007,"Congressional District 5 (110th Congress), Illinois",101559,29623,123823
2007,"Congressional District 6 (110th Congress), Illinois",108268,31393,107905
2007,"Congressional District 7 (110th Congress), Illinois",82663,26758,95631
2007,"Congressional District 8 (110th Congress), Illinois",110526,33622,116877
2007,"Congressional District 9 (110th Congress), Illinois",116594,30847,98861
2007,"Congressional District 10 (110th Congress), Illinois",122139,35854,76870
2007,"Congressional District 11 (110th Congress), Illinois",67508,26062,170076
2007,"Congressional District 12 (110th Congress), Illinois",53555,22205,144548
2007,"Congressional District 13 (110th Congress), Illinois",138045,36740,105351
2007,"Congressional District 14 (110th Congress), Illinois",101011,28871,131612
2007,"Congressional District 15 (110th Congress), Illinois",69054,22432,145732
2007,"Congressional District 16 (110th Congress), Illinois",75149,26037,164509
2007,"Congressional District 17 (110th Congress), Illinois",50853,21027,159623
2007,"Congressional District 18 (110th Congress), Illinois",70425,25492,154433
2007,"Congressional District 19 (110th Congress), Illinois",61913,24467,152506
2007,"Congressional District 1 (110th Congress), Indiana",61194,25181,176963
2007,"Congressional District 2 (110th Congress), Indiana",54464,22843,172612
2007,"Congressional District 3 (110th Congress), Indiana",65953,26267,165529
2007,"Congressional District 4 (110th Congress), Indiana",79202,26461,174388
2007,"Congressional District 5 (110th Congress), Indiana",120105,30598,150494
2007,"Congressional District 6 (110th Congress), Indiana",44049,22426,191754
2007,"Congressional District 7 (110th Congress), Indiana",61703,24264,135896
2007,"Congressional District 8 (110th Congress), Indiana",48497,22348,181683
2007,"Congressional District 9 (110th Congress), Indiana",51083,22951,192903
2007,"Congressional District 1 (110th Congress), Iowa",61097,22926,140281
2007,"Congressional District 2 (110th Congress), Iowa",71132,24013,128610
2007,"Congressional District 3 (110th Congress), Iowa",84980,28579,140266
2007,"Congressional District 4 (110th Congress), Iowa",65261,23816,138697
2007,"Congressional District 5 (110th Congress), Iowa",48211,22442,154363
2007,"Congressional District 1 (110th Congress), Kansas",60257,22088,144256
2007,"Congressional District 2 (110th Congress), Kansas",74776,22846,149274
2007,"Congressional District 3 (110th Congress), Kansas",131647,30206,105146
2007,"Congressional District 4 (110th Congress), Kansas",73260,24472,142343
2007,"Congressional District 1 (110th Congress), Kentucky",38141,19586,182267
2007,"Congressional District 2 (110th Congress), Kentucky",44946,21933,193338
2007,"Congressional District 3 (110th Congress), Kentucky",80534,25099,141589
2007,"Congressional District 4 (110th Congress), Kentucky",69186,23703,167315
2007,"Congressional District 5 (110th Congress), Kentucky",28194,14718,169516
2007,"Congressional District 6 (110th Congress), Kentucky",79466,23260,149960
2007,"Congressional District 1 (110th Congress), Louisiana",86826,25017,130831
2007,"Congressional District 2 (110th Congress), Louisiana",32106,18449,83670
2007,"Congressional District 3 (110th Congress), Louisiana",35610,20734,161773
2007,"Congressional District 4 (110th Congress), Louisiana",50794,20592,153932
2007,"Congressional District 5 (110th Congress), Louisiana",43309,18483,159004
2007,"Congressional District 6 (110th Congress), Louisiana",75443,23164,139484
2007,"Congressional District 7 (110th Congress), Louisiana",54068,20294,151001
2007,"Congressional District 1 (110th Congress), Maine",99046,26008,152530
2007,"Congressional District 2 (110th Congress), Maine",62499,20867,182455
2007,"Congressional District 1 (110th Congress), Maryland",85861,31152,156273
2007,"Congressional District 2 (110th Congress), Maryland",65360,30216,146020
2007,"Congressional District 3 (110th Congress), Maryland",105134,35053,113436
2007,"Congressional District 4 (110th Congress), Maryland",91752,37357,115416
2007,"Congressional District 5 (110th Congress), Maryland",94708,38372,136937
2007,"Congressional District 6 (110th Congress), Maryland",84395,31164,164975
2007,"Congressional District 7 (110th Congress), Maryland",73470,25962,116423
2007,"Congressional District 8 (110th Congress), Maryland",125105,41360,69571
2007,"Congressional District 1 (110th Congress), Massachusetts",71764,25534,141139
2007,"Congressional District 2 (110th Congress), Massachusetts",71399,26723,149668
2007,"Congressional District 3 (110th Congress), Massachusetts",94398,30223,115267
2007,"Congressional District 4 (110th Congress), Massachusetts",90268,31160,115754
2007,"Congressional District 5 (110th Congress), Massachusetts",99504,31664,110452
2007,"Congressional District 6 (110th Congress), Massachusetts",108912,32370,117200
2007,"Congressional District 7 (110th Congress), Massachusetts",105828,32750,120664
2007,"Congressional District 8 (110th Congress), Massachusetts",90639,25267,98998
2007,"Congressional District 9 (110th Congress), Massachusetts",102077,32026,125278
2007,"Congressional District 10 (110th Congress), Massachusetts",121023,32198,119759
2007,"Congressional District 1 (110th Congress), Michigan",56264,19970,179000
2007,"Congressional District 2 (110th Congress), Michigan",63177,22060,162227
2007,"Congressional District 3 (110th Congress), Michigan",78444,24610,132933
2007,"Congressional District 4 (110th Congress), Michigan",61368,20924,160129
2007,"Congressional District 5 (110th Congress), Michigan",49705,23065,153940
2007,"Congressional District 6 (110th Congress), Michigan",68919,22399,143153
2007,"Congressional District 7 (110th Congress), Michigan",63859,24869,161595
2007,"Congressional District 8 (110th Congress), Michigan",88390,27465,123378
2007,"Congressional District 9 (110th Congress), Michigan",119386,35255,90980
2007,"Congressional District 10 (110th Congress), Michigan",67356,26576,173297
2007,"Congressional District 11 (110th Congress), Michigan",97005,32261,137968
2007,"Congressional District 12 (110th Congress), Michigan",60859,26994,140988
2007,"Congressional District 13 (110th Congress), Michigan",33440,18148,125014
2007,"Congressional District 14 (110th Congress), Michigan",36880,20032,132496
2007,"Congressional District 15 (110th Congress), Michigan",68087,25288,137261
2007,"Congressional District 1 (110th Congress), Minnesota",68707,25113,137157
2007,"Congressional District 2 (110th Congress), Minnesota",118477,34854,117829
2007,"Congressional District 3 (110th Congress), Minnesota",127174,36485,96824
2007,"Congressional District 4 (110th Congress), Minnesota",89153,29682,98155
2007,"Congressional District 5 (110th Congress), Minnesota",100801,27382,93283
2007,"Congressional District 6 (110th Congress), Minnesota",94280,32255,142492
2007,"Congressional District 7 (110th Congress), Minnesota",60013,22367,139003
2007,"Congressional District 8 (110th Congress), Minnesota",61073,23060,156094
2007,"Congressional District 1 (110th Congress), Mississippi",53194,19166,165912
2007,"Congressional District 2 (110th Congress), Mississippi",52506,16266,124321
2007,"Congressional District 3 (110th Congress), Mississippi",70192,19753,145914
2007,"Congressional District 4 (110th Congress), Mississippi",53065,19981,150574
2007,"Congressional District 1 (110th Congress), Missouri",53788,22139,113206
2007,"Congressional District 2 (110th Congress), Missouri",120719,33162,108473
2007,"Congressional District 3 (110th Congress), Missouri",74583,26203,135892
2007,"Congressional District 4 (110th Congress), Missouri",49921,21707,168354
2007,"Congressional District 5 (110th Congress), Missouri",69890,24782,132101
2007,"Congressional District 6 (110th Congress), Missouri",74366,25841,163746
2007,"Congressional District 7 (110th Congress), Missouri",67840,20958,154400
2007,"Congressional District 8 (110th Congress), Missouri",36110,17842,170864
2007,"Congressional District 9 (110th Congress), Missouri",60247,21777,158211
2007,"Congressional District (at Large) (110th Congress), Montana",117607,21189,208019
2007,"Congressional District 1 (110th Congress), Nebraska",72689,24228,118528
2007,"Congressional District 2 (110th Congress), Nebraska",90210,27045,97125
2007,"Congressional District 3 (110th Congress), Nebraska",50601,21489,134807
2007,"Congressional District 1 (110th Congress), Nevada",60141,27019,165111
2007,"Congressional District 2 (110th Congress), Nevada",75900,27063,158768
2007,"Congressional District 3 (110th Congress), Nevada",105354,31486,198062
2007,"Congressional District 1 (110th Congress), New Hampshire",95015,30173,137600
2007,"Congressional District 2 (110th Congress), New Hampshire",93523,28459,139916
2007,"Congressional District 1 (110th Congress), New Jersey",69286,28775,160360
2007,"Congressional District 2 (110th Congress), New Jersey",66766,27200,176191
2007,"Congressional District 3 (110th Congress), New Jersey",97771,33404,153035
2007,"Congressional District 4 (110th Congress), New Jersey",87850,30300,160694
2007,"Congressional District 5 (110th Congress), New Jersey",119994,39708,124625
2007,"Congressional District 6 (110th Congress), New Jersey",94181,31373,140233
2007,"Congressional District 7 (110th Congress), New Jersey",117427,40201,119706
2007,"Congressional District 8 (110th Congress), New Jersey",81785,30032,143111
2007,"Congressional District 9 (110th Congress), New Jersey",108625,33437,142618
2007,"Congressional District 10 (110th Congress), New Jersey",59077,25411,146336
2007,"Congressional District 11 (110th Congress), New Jersey",138436,42515,110861
2007,"Congressional District 12 (110th Congress), New Jersey",120372,39229,114668
2007,"Congressional District 13 (110th Congress), New Jersey",79068,25660,130365
2007,"Congressional District 1 (110th Congress), New Mexico",74757,24632,114371
2007,"Congressional District 2 (110th Congress), New Mexico",47743,17435,123357
2007,"Congressional District 3 (110th Congress), New Mexico",62883,21756,126752
2007,"Congressional District 1 (110th Congress), New York",78593,35281,140603
2007,"Congressional District 2 (110th Congress), New York",83561,33822,129937
2007,"Congressional District 3 (110th Congress), New York",94588,38089,128859
2007,"Congressional District 4 (110th Congress), New York",84704,32707,120571
2007,"Congressional District 5 (110th Congress), New York",97834,27162,122955
2007,"Congressional District 6 (110th Congress), New York",66294,25556,148903
2007,"Congressional District 7 (110th Congress), New York",66307,24916,152691
2007,"Congressional District 8 (110th Congress), New York",151646,36763,96364
2007,"Congressional District 9 (110th Congress), New York",115281,30700,136070
2007,"Congressional District 10 (110th Congress), New York",65464,23342,130990
2007,"Congressional District 11 (110th Congress), New York",80857,25467,128001
2007,"Congressional District 12 (110th Congress), New York",75836,20708,124403
2007,"Congressional District 13 (110th Congress), New York",79480,30155,170555
2007,"Congressional District 14 (110th Congress), New York",171620,50569,64650
2007,"Congressional District 15 (110th Congress), New York",89078,19672,92471
2007,"Congressional District 16 (110th Congress), New York",27070,14776,105649
2007,"Congressional District 17 (110th Congress), New York",74847,28724,119273
2007,"Congressional District 18 (110th Congress), New York",108026,36923,102380
2007,"Congressional District 19 (110th Congress), New York",92724,34491,131242
2007,"Congressional District 20 (110th Congress), New York",76395,27792,155823
2007,"Congressional District 21 (110th Congress), New York",72504,26514,142581
2007,"Congressional District 22 (110th Congress), New York",65515,22692,140226
2007,"Congressional District 23 (110th Congress), New York",46219,21785,170635
2007,"Congressional District 24 (110th Congress), New York",56960,22281,153745
2007,"Congressional District 25 (110th Congress), New York",73899,25307,129001
2007,"Congressional District 26 (110th Congress), New York",70417,25154,141272
2007,"Congressional District 27 (110th Congress), New York",57008,22930,146324
2007,"Congressional District 28 (110th Congress), New York",54638,21175,125021
2007,"Congressional District 29 (110th Congress), New York",68387,23529,142687
2007,"Congressional District 1 (110th Congress), North Carolina",34900,17119,139261
2007,"Congressional District 2 (110th Congress), North Carolina",52945,21767,145071
2007,"Congressional District 3 (110th Congress), North Carolina",65493,24174,138596
2007,"Congressional District 4 (110th Congress), North Carolina",152747,31632,79525
2007,"Congressional District 5 (110th Congress), North Carolina",68687,22736,144931
2007,"Congressional District 6 (110th Congress), North Carolina",80869,25218,145413
2007,"Congressional District 7 (110th Congress), North Carolina",61986,21059,149888
2007,"Congressional District 8 (110th Congress), North Carolina",55167,22800,135344
2007,"Congressional District 9 (110th Congress), North Carolina",152622,31810,116193
2007,"Congressional District 10 (110th Congress), North Carolina",52758,21040,154569
2007,"Congressional District 11 (110th Congress), North Carolina",72977,21644,144548
2007,"Congressional District 12 (110th Congress), North Carolina",66673,21524,137790
2007,"Congressional District 13 (110th Congress), North Carolina",98155,24954,135744
2007,"Congressional District (at Large) (110th Congress), North Dakota",79929,22949,117971
2007,"Congressional District 1 (110th Congress), Ohio",63776,22645,136172
2007,"Congressional District 2 (110th Congress), Ohio",93734,27888,139688
2007,"Congressional District 3 (110th Congress), Ohio",69852,25659,141753
2007,"Congressional District 4 (110th Congress), Ohio",40321,23472,190896
2007,"Congressional District 5 (110th Congress), Ohio",44409,24207,183447
2007,"Congressional District 6 (110th Congress), Ohio",42229,18911,191061
2007,"Congressional District 7 (110th Congress), Ohio",57459,25207,166716
2007,"Congressional District 8 (110th Congress), Ohio",55379,23982,162409
2007,"Congressional District 9 (110th Congress), Ohio",57654,23906,141754
2007,"Congressional District 10 (110th Congress), Ohio",65962,25566,141166
2007,"Congressional District 11 (110th Congress), Ohio",48796,20810,114317
2007,"Congressional District 12 (110th Congress), Ohio",114640,30184,120961
2007,"Congressional District 13 (110th Congress), Ohio",71734,25414,153880
2007,"Congressional District 14 (110th Congress), Ohio",90272,28497,147034
2007,"Congressional District 15 (110th Congress), Ohio",94751,27050,126586
2007,"Congressional District 16 (110th Congress), Ohio",67266,23383,174086
2007,"Congressional District 17 (110th Congress), Ohio",49863,21834,176557
2007,"Congressional District 18 (110th Congress), Ohio",33119,20920,197373
2007,"Congressional District 1 (110th Congress), Oklahoma",90058,25058,132377
2007,"Congressional District 2 (110th Congress), Oklahoma",45461,18709,183646
2007,"Congressional District 3 (110th Congress), Oklahoma",63032,20791,164101
2007,"Congressional District 4 (110th Congress), Oklahoma",68973,22713,164584
2007,"Congressional District 5 (110th Congress), Oklahoma",88067,22606,128830
2007,"Congressional District 1 (110th Congress), Oregon",125743,27614,116082
2007,"Congressional District 2 (110th Congress), Oregon",74690,22431,163694
2007,"Congressional District 3 (110th Congress), Oregon",94222,26639,132003
2007,"Congressional District 4 (110th Congress), Oregon",74074,21784,155035
2007,"Congressional District 5 (110th Congress), Oregon",89008,24002,130351
2007,"Congressional District 1 (110th Congress), Pennsylvania",39281,18293,146218
2007,"Congressional District 2 (110th Congress), Pennsylvania",55593,21352,121970
2007,"Congressional District 3 (110th Congress), Pennsylvania",55697,20924,198152
2007,"Congressional District 4 (110th Congress), Pennsylvania",87818,26100,161479
2007,"Congressional District 5 (110th Congress), Pennsylvania",49197,19237,199785
2007,"Congressional District 6 (110th Congress), Pennsylvania",112784,31917,140650
2007,"Congressional District 7 (110th Congress), Pennsylvania",100401,32027,132243
2007,"Congressional District 8 (110th Congress), Pennsylvania",91303,31180,142632
2007,"Congressional District 9 (110th Congress), Pennsylvania",46704,21447,222591
2007,"Congressional District 10 (110th Congress), Pennsylvania",57101,21511,200648
2007,"Congressional District 11 (110th Congress), Pennsylvania",55667,21672,199382
2007,"Congressional District 12 (110th Congress), Pennsylvania",47730,19590,203930
2007,"Congressional District 13 (110th Congress), Pennsylvania",90115,28914,147960
2007,"Congressional District 14 (110th Congress), Pennsylvania",56060,21102,138686
2007,"Congressional District 15 (110th Congress), Pennsylvania",75625,26198,171630
2007,"Congressional District 16 (110th Congress), Pennsylvania",78773,26034,162717
2007,"Congressional District 17 (110th Congress), Pennsylvania",61968,25865,202301
2007,"Congressional District 18 (110th Congress), Pennsylvania",101379,26543,157792
2007,"Congressional District 19 (110th Congress), Pennsylvania",81693,27448,190069
2007,"Congressional District 1 (110th Congress), Rhode Island",61843,26004,98717
2007,"Congressional District 2 (110th Congress), Rhode Island",66282,26847,107129
2007,"Congressional District 1 (110th Congress), South Carolina",99073,26456,169660
2007,"Congressional District 2 (110th Congress), South Carolina",102105,27026,144482
2007,"Congressional District 3 (110th Congress), South Carolina",59021,21342,152936
2007,"Congressional District 4 (110th Congress), South Carolina",81809,22718,154851
2007,"Congressional District 5 (110th Congress), South Carolina",57870,21848,169984
2007,"Congressional District 6 (110th Congress), South Carolina",45202,17630,162102
2007,"Congressional District (at Large) (110th Congress), South Dakota",92168,22451,172858
2007,"Congressional District 1 (110th Congress), Tennessee",47763,19005,173790
2007,"Congressional District 2 (110th Congress), Tennessee",79342,22657,150815
2007,"Congressional District 3 (110th Congress), Tennessee",61224,21139,156981
2007,"Congressional District 4 (110th Congress), Tennessee",38076,19738,188881
2007,"Congressional District 5 (110th Congress), Tennessee",94211,26176,129151
2007,"Congressional District 6 (110th Congress), Tennessee",63897,22766,188705
2007,"Congressional District 7 (110th Congress), Tennessee",105150,29107,132058
2007,"Congressional District 8 (110th Congress), Tennessee",41581,20392,181624
2007,"Congressional District 9 (110th Congress), Tennessee",53321,21407,110298
2007,"Congressional District 1 (110th Congress), Texas",56987,20345,151867
2007,"Congressional District 2 (110th Congress), Texas",83825,27496,136959
2007,"Congressional District 3 (110th Congress), Texas",145220,32554,95324
2007,"Congressional District 4 (110th Congress), Texas",79508,24499,158995
2007,"Congressional District 5 (110th Congress), Texas",63427,24649,145760
2007,"Congressional District 6 (110th Congress), Texas",84756,26407,130840
2007,"Congressional District 7 (110th Congress), Texas",159451,37075,95285
2007,"Congressional District 8 (110th Congress), Texas",72583,24452,172961
2007,"Congressional District 9 (110th Congress), Texas",60486,21173,116466
2007,"Congressional District 10 (110th Congress), Texas",135841,31947,130446
2007,"Congressional District 11 (110th Congress), Texas",54748,21567,143199
2007,"Congressional District 12 (110th Congress), Texas",79352,26544,138832
2007,"Congressional District 13 (110th Congress), Texas",54122,21088,134290
2007,"Congressional District 14 (110th Congress), Texas",74972,25902,132772
2007,"Congressional District 15 (110th Congress), Texas",42260,15425,118866
2007,"Congressional District 16 (110th Congress), Texas",52342,16669,103386
2007,"Congressional District 17 (110th Congress), Texas",63373,20797,133359
2007,"Congressional District 18 (110th Congress), Texas",43175,20547,122323
2007,"Congressional District 19 (110th Congress), Texas",59598,19821,127884
2007,"Congressional District 20 (110th Congress), Texas",46079,19193,132228
2007,"Congressional District 21 (110th Congress), Texas",122603,29307,113049
2007,"Congressional District 22 (110th Congress), Texas",120443,31500,133885
2007,"Congressional District 23 (110th Congress), Texas",65507,20290,127103
2007,"Congressional District 24 (110th Congress), Texas",125156,31851,108540
2007,"Congressional District 25 (110th Congress), Texas",94802,24375,115038
2007,"Congressional District 26 (110th Congress), Texas",115216,28535,132915
2007,"Congressional District 27 (110th Congress), Texas",45450,17522,107912
2007,"Congressional District 28 (110th Congress), Texas",46821,16003,123992
2007,"Congressional District 29 (110th Congress), Texas",19252,20091,111369
2007,"Congressional District 30 (110th Congress), Texas",48879,20962,118246
2007,"Congressional District 31 (110th Congress), Texas",94383,27413,130663
2007,"Congressional District 32 (110th Congress), Texas",101505,27101,78456
2007,"Congressional District 1 (110th Congress), Utah",94078,24732,138505
2007,"Congressional District 2 (110th Congress), Utah",111832,24836,131138
2007,"Congressional District 3 (110th Congress), Utah",87317,22090,129289
2007,"Congressional District (at Large) (110th Congress), Vermont",88510,25349,139139
2007,"Congressional District 1 (110th Congress), Virginia",91718,31016,143890
2007,"Congressional District 2 (110th Congress), Virginia",77797,28800,122803
2007,"Congressional District 3 (110th Congress), Virginia",52662,23761,135326
2007,"Congressional District 4 (110th Congress), Virginia",67168,28046,158158
2007,"Congressional District 5 (110th Congress), Virginia",61215,21777,149793
2007,"Congressional District 6 (110th Congress), Virginia",73111,22992,154205
2007,"Congressional District 7 (110th Congress), Virginia",114278,31514,132127
2007,"Congressional District 8 (110th Congress), Virginia",139210,49630,61795
2007,"Congressional District 9 (110th Congress), Virginia",48825,17838,147113
2007,"Congressional District 10 (110th Congress), Virginia",142107,40892,101735
2007,"Congressional District 11 (110th Congress), Virginia",143436,44306,83491
2007,"Congressional District 1 (110th Congress), Washington",133345,36336,97687
2007,"Congressional District 2 (110th Congress), Washington",82391,26854,139522
2007,"Congressional District 3 (110th Congress), Washington",77264,27109,143737
2007,"Congressional District 4 (110th Congress), Washington",51443,20974,138198
2007,"Congressional District 5 (110th Congress), Washington",74783,21747,126329
2007,"Congressional District 6 (110th Congress), Washington",65469,25067,137585
2007,"Congressional District 7 (110th Congress), Washington",147723,32183,72765
2007,"Congressional District 8 (110th Congress), Washington",141618,38906,114291
2007,"Congressional District 9 (110th Congress), Washington",68916,30196,137461
2007,"Congressional District 1 (110th Congress), West Virginia",45274,18866,170887
