year,district,median_age
2006,"Congressional District 1 (109th Congress), Alabama",37.0
2006,"Congressional District 2 (109th Congress), Alabama",37.3
2006,"Congressional District 3 (109th Congress), Alabama",35.8
2006,"Congressional District 4 (109th Congress), Alabama",38.7
2006,"Congressional District 5 (109th Congress), Alabama",38.1
2006,"Congressional District 6 (109th Congress), Alabama",38.3
2006,"Congressional District 7 (109th Congress), Alabama",34.8
2006,"Congressional District (at Large) (109th Congress), Alaska",33.5
2006,"Congressional District 1 (109th Congress), Arizona",35.7
2006,"Congressional District 2 (109th Congress), Arizona",38.5
2006,"Congressional District 3 (109th Congress), Arizona",36.0
2006,"Congressional District 4 (109th Congress), Arizona",28.2
2006,"Congressional District 5 (109th Congress), Arizona",36.1
2006,"Congressional District 6 (109th Congress), Arizona",33.2
2006,"Congressional District 7 (109th Congress), Arizona",31.0
2006,"Congressional District 8 (109th Congress), Arizona",41.0
2006,"Congressional District 1 (109th Congress), Arkansas",38.1
2006,"Congressional District 2 (109th Congress), Arkansas",36.5
2006,"Congressional District 3 (109th Congress), Arkansas",35.2
2006,"Congressional District 4 (109th Congress), Arkansas",39.0
2006,"Congressional District 1 (109th Congress), California",35.8
2006,"Congressional District 2 (109th Congress), California",35.8
2006,"Congressional District 3 (109th Congress), California",36.6
2006,"Congressional District 4 (109th Congress), California",38.9
2006,"Congressional District 5 (109th Congress), California",32.1
2006,"Congressional District 6 (109th Congress), California",40.8
2006,"Congressional District 7 (109th Congress), California",36.5
2006,"Congressional District 8 (109th Congress), California",38.9
2006,"Congressional District 9 (109th Congress), California",36.3
2006,"Congressional District 10 (109th Congress), California",37.2
2006,"Congressional District 11 (109th Congress), California",35.1
2006,"Congressional District 12 (109th Congress), California",40.7
2006,"Congressional District 13 (109th Congress), California",36.6
2006,"Congressional District 14 (109th Congress), California",38.0
2006,"Congressional District 15 (109th Congress), California",37.0
2006,"Congressional District 16 (109th Congress), California",34.3
2006,"Congressional District 17 (109th Congress), California",32.7
2006,"Congressional District 18 (109th Congress), California",29.8
2006,"Congressional District 19 (109th Congress), California",33.4
2006,"Congressional District 20 (109th Congress), California",27.7
2006,"Congressional District 21 (109th Congress), California",29.6
2006,"Congressional District 22 (109th Congress), California",33.6
2006,"Congressional District 23 (109th Congress), California",32.9
2006,"Congressional District 24 (109th Congress), California",37.1
2006,"Congressional District 25 (109th Congress), California",31.4
2006,"Congressional District 26 (109th Congress), California",37.2
2006,"Congressional District 27 (109th Congress), California",35.9
2006,"Congressional District 28 (109th Congress), California",32.9
2006,"Congressional District 29 (109th Congress), California",39.5
2006,"Congressional District 30 (109th Congress), California",40.7
2006,"Congressional District 31 (109th Congress), California",31.1
2006,"Congressional District 32 (109th Congress), California",33.0
2006,"Congressional District 33 (109th Congress), California",34.1
2006,"Congressional District 34 (109th Congress), California",29.5
2006,"Congressional District 35 (109th Congress), California",29.9
2006,"Congressional District 36 (109th Congress), California",36.4
2006,"Congressional District 37 (109th Congress), California",30.4
2006,"Congressional District 38 (109th Congress), California",31.4
2006,"Congressional District 39 (109th Congress), California",30.1
2006,"Congressional District 40 (109th Congress), California",35.3
2006,"Congressional District 41 (109th Congress), California",33.2
2006,"Congressional District 42 (109th Congress), California",36.8
2006,"Congressional District 43 (109th Congress), California",27.8
2006,"Congressional District 44 (109th Congress), California",30.7
2006,"Congressional District 45 (109th Congress), California",33.7
2006,"Congressional District 46 (109th Congress), California",39.9
2006,"Congressional District 47 (109th Congress), California",28.8
2006,"Congressional District 48 (109th Congress), California",37.6
2006,"Congressional District 49 (109th Congress), California",31.7
2006,"Congressional District 50 (109th Congress), California",36.9
2006,"Congressional District 51 (109th Congress), California",31.1
2006,"Congressional District 52 (109th Congress), California",37.2
2006,"Congressional District 53 (109th Congress), California",30.5
2006,"Congressional District 1 (109th Congress), Colorado",34.9
2006,"Congressional District 2 (109th Congress), Colorado",34.3
2006,"Congressional District 3 (109th Congress), Colorado",37.5
2006,"Congressional District 4 (109th Congress), Colorado",33.8
2006,"Congressional District 5 (109th Congress), Colorado",35.2
2006,"Congressional District 6 (109th Congress), Colorado",37.1
2006,"Congressional District 7 (109th Congress), Colorado",35.1
2006,"Congressional District 1 (109th Congress), Connecticut",39.1
2006,"Congressional District 2 (109th Congress), Connecticut",39.1
2006,"Congressional District 3 (109th Congress), Connecticut",38.2
2006,"Congressional District 4 (109th Congress), Connecticut",39.0
