year,district,unemp_rate
2012,"Congressional District 1 (113th Congress), Alabama",11.6
2012,"Congressional District 2 (113th Congress), Alabama",9.1
2012,"Congressional District 3 (113th Congress), Alabama",10.3
2012,"Congressional District 4 (113th Congress), Alabama",9.4
2012,"Congressional District 5 (113th Congress), Alabama",9.8
2012,"Congressional District 6 (113th Congress), Alabama",5.9
2012,"Congressional District 7 (113th Congress), Alabama",14.3
2012,"Congressional District (at Large) (113th Congress), Alaska",7.8
2012,"Congressional District 1 (113th Congress), Arizona",12.2
2012,"Congressional District 2 (113th Congress), Arizona",9.1
2012,"Congressional District 3 (113th Congress), Arizona",12.6
2012,"Congressional District 4 (113th Congress), Arizona",13.0
2012,"Congressional District 5 (113th Congress), Arizona",6.4
2012,"Congressional District 6 (113th Congress), Arizona",7.6
2012,"Congressional District 7 (113th Congress), Arizona",12.6
2012,"Congressional District 8 (113th Congress), Arizona",7.6
2012,"Congressional District 9 (113th Congress), Arizona",9.0
2012,"Congressional District 1 (113th Congress), Arkansas",10.0
2012,"Congressional District 2 (113th Congress), Arkansas",7.9
2012,"Congressional District 3 (113th Congress), Arkansas",6.7
2012,"Congressional District 4 (113th Congress), Arkansas",9.4
2012,"Congressional District 1 (113th Congress), California",14.0
2012,"Congressional District 2 (113th Congress), California",8.7
2012,"Congressional District 3 (113th Congress), California",12.4
2012,"Congressional District 4 (113th Congress), California",12.9
2012,"Congressional District 5 (113th Congress), California",11.7
2012,"Congressional District 6 (113th Congress), California",14.7
2012,"Congressional District 7 (113th Congress), California",13.6
2012,"Congressional District 8 (113th Congress), California",16.0
2012,"Congressional District 9 (113th Congress), California",15.7
2012,"Congressional District 10 (113th Congress), California",15.9
2012,"Congressional District 11 (113th Congress), California",8.9
2012,"Congressional District 12 (113th Congress), California",7.4
2012,"Congressional District 13 (113th Congress), California",11.0
2012,"Congressional District 14 (113th Congress), California",8.4
2012,"Congressional District 15 (113th Congress), California",9.0
2012,"Congressional District 16 (113th Congress), California",16.7
2012,"Congressional District 17 (113th Congress), California",8.1
2012,"Congressional District 18 (113th Congress), California",6.3
2012,"Congressional District 19 (113th Congress), California",10.6
2012,"Congressional District 20 (113th Congress), California",9.6
2012,"Congressional District 21 (113th Congress), California",17.6
2012,"Congressional District 22 (113th Congress), California",13.3
2012,"Congressional District 23 (113th Congress), California",11.6
2012,"Congressional District 24 (113th Congress), California",8.4
2012,"Congressional District 25 (113th Congress), California",10.3
2012,"Congressional District 26 (113th Congress), California",10.1
2012,"Congressional District 27 (113th Congress), California",9.5
2012,"Congressional District 28 (113th Congress), California",11.5
2012,"Congressional District 29 (113th Congress), California",13.5
2012,"Congressional District 30 (113th Congress), California",10.6
2012,"Congressional District 31 (113th Congress), California",13.1
2012,"Congressional District 32 (113th Congress), California",12.8
2012,"Congressional District 33 (113th Congress), California",8.6
2012,"Congressional District 34 (113th Congress), California",13.8
2012,"Congressional District 35 (113th Congress), California",13.0
2012,"Congressional District 36 (113th Congress), California",17.0
2012,"Congressional District 37 (113th Congress), California",11.6
2012,"Congressional District 38 (113th Congress), California",9.4
2012,"Congressional District 39 (113th Congress), California",9.7
2012,"Congressional District 40 (113th Congress), California",13.1
2012,"Congressional District 41 (113th Congress), California",15.6
2012,"Congressional District 42 (113th Congress), California",12.5
2012,"Congressional District 43 (113th Congress), California",11.7
2012,"Congressional District 44 (113th Congress), California",15.2
2012,"Congressional District 45 (113th Congress), California",7.1
2012,"Congressional District 46 (113th Congress), California",10.5
2012,"Congressional District 47 (113th Congress), California",10.4
2012,"Congressional District 48 (113th Congress), California",8.6
2012,"Congressional District 49 (113th Congress), California",7.5
2012,"Congressional District 50 (113th Congress), California",9.7
2012,"Congressional District 51 (113th Congress), California",16.3
2012,"Congressional District 52 (113th Congress), California",6.7
2012,"Congressional District 53 (113th Congress), California",10.0
2012,"Congressional District 1 (113th Congress), Colorado",7.2
2012,"Congressional District 2 (113th Congress), Colorado",6.9
2012,"Congressional District 3 (113th Congress), Colorado",8.8
2012,"Congressional District 4 (113th Congress), Colorado",6.9
2012,"Congressional District 5 (113th Congress), Colorado",9.3
2012,"Congressional District 6 (113th Congress), Colorado",7.7
2012,"Congressional District 7 (113th Congress), Colorado",8.2
2012,"Congressional District 1 (113th Congress), Connecticut",10.1
2012,"Congressional District 2 (113th Congress), Connecticut",7.8
2012,"Congressional District 3 (113th Congress), Connecticut",10.7
2012,"Congressional District 4 (113th Congress), Connecticut",10.3
2012,"Congressional District 5 (113th Congress), Connecticut",9.7
2012,"Congressional District (at Large) (113th Congress), Delaware",8.8
2012,"Delegate District (at Large) (113th Congress), District of Columbia",10.3
