year,district,mortgage_cost
2011,"Congressional District 1 (112th Congress), Iowa",729
2011,"Congressional District 2 (112th Congress), Iowa",780
2011,"Congressional District 3 (112th Congress), Iowa",865
2011,"Congressional District 4 (112th Congress), Iowa",690
2011,"Congressional District 5 (112th Congress), Iowa",644
2011,"Congressional District 1 (112th Congress), Kansas",633
2011,"Congressional District 2 (112th Congress), Kansas",757
2011,"Congressional District 3 (112th Congress), Kansas",1080
2011,"Congressional District 4 (112th Congress), Kansas",787
2011,"Congressional District 1 (112th Congress), Kentucky",575
2011,"Congressional District 2 (112th Congress), Kentucky",693
2011,"Congressional District 3 (112th Congress), Kentucky",808
2011,"Congressional District 4 (112th Congress), Kentucky",800
2011,"Congressional District 5 (112th Congress), Kentucky",474
2011,"Congressional District 6 (112th Congress), Kentucky",772
2011,"Congressional District 1 (112th Congress), Louisiana",891
2011,"Congressional District 2 (112th Congress), Louisiana",889
2011,"Congressional District 3 (112th Congress), Louisiana",653
2011,"Congressional District 4 (112th Congress), Louisiana",662
2011,"Congressional District 5 (112th Congress), Louisiana",557
2011,"Congressional District 6 (112th Congress), Louisiana",833
2011,"Congressional District 7 (112th Congress), Louisiana",630
2011,"Congressional District 1 (112th Congress), Maine",1008
2011,"Congressional District 2 (112th Congress), Maine",720
2011,"Congressional District 1 (112th Congress), Maryland",1261
2011,"Congressional District 2 (112th Congress), Maryland",1151
2011,"Congressional District 3 (112th Congress), Maryland",1425
2011,"Congressional District 4 (112th Congress), Maryland",1606
2011,"Congressional District 5 (112th Congress), Maryland",1705
2011,"Congressional District 6 (112th Congress), Maryland",1269
2011,"Congressional District 7 (112th Congress), Maryland",1144
2011,"Congressional District 8 (112th Congress), Maryland",1724
2011,"Congressional District 1 (112th Congress), Massachusetts",972
2011,"Congressional District 2 (112th Congress), Massachusetts",1075
2011,"Congressional District 3 (112th Congress), Massachusetts",1213
2011,"Congressional District 4 (112th Congress), Massachusetts",1363
2011,"Congressional District 5 (112th Congress), Massachusetts",1387
2011,"Congressional District 6 (112th Congress), Massachusetts",1473
2011,"Congressional District 7 (112th Congress), Massachusetts",1444
2011,"Congressional District 8 (112th Congress), Massachusetts",1392
2011,"Congressional District 9 (112th Congress), Massachusetts",1489
2011,"Congressional District 10 (112th Congress), Massachusetts",1469
2011,"Congressional District 1 (112th Congress), Michigan",628
2011,"Congressional District 2 (112th Congress), Michigan",776
2011,"Congressional District 3 (112th Congress), Michigan",874
2011,"Congressional District 4 (112th Congress), Michigan",753
2011,"Congressional District 5 (112th Congress), Michigan",753
2011,"Congressional District 6 (112th Congress), Michigan",782
2011,"Congressional District 7 (112th Congress), Michigan",828
2011,"Congressional District 8 (112th Congress), Michigan",1009
2011,"Congressional District 9 (112th Congress), Michigan",1159
2011,"Congressional District 10 (112th Congress), Michigan",941
2011,"Congressional District 11 (112th Congress), Michigan",1069
2011,"Congressional District 12 (112th Congress), Michigan",890
2011,"Congressional District 13 (112th Congress), Michigan",741
2011,"Congressional District 14 (112th Congress), Michigan",801
2011,"Congressional District 15 (112th Congress), Michigan",965
2011,"Congressional District 1 (112th Congress), Minnesota",791
2011,"Congressional District 2 (112th Congress), Minnesota",1338
2011,"Congressional District 3 (112th Congress), Minnesota",1305
2011,"Congressional District 4 (112th Congress), Minnesota",986
2011,"Congressional District 5 (112th Congress), Minnesota",1005
2011,"Congressional District 6 (112th Congress), Minnesota",1223
2011,"Congressional District 7 (112th Congress), Minnesota",722
2011,"Congressional District 8 (112th Congress), Minnesota",782
2011,"Congressional District 1 (112th Congress), Mississippi",661
2011,"Congressional District 2 (112th Congress), Mississippi",613
2011,"Congressional District 3 (112th Congress), Mississippi",645
2011,"Congressional District 4 (112th Congress), Mississippi",733
2011,"Congressional District 1 (112th Congress), Missouri",875
2011,"Congressional District 2 (112th Congress), Missouri",1199
2011,"Congressional District 3 (112th Congress), Missouri",885
2011,"Congressional District 4 (112th Congress), Missouri",696
2011,"Congressional District 5 (112th Congress), Missouri",870
2011,"Congressional District 6 (112th Congress), Missouri",841
2011,"Congressional District 7 (112th Congress), Missouri",704
2011,"Congressional District 8 (112th Congress), Missouri",556
2011,"Congressional District 9 (112th Congress), Missouri",736
2011,"Congressional District (at Large) (112th Congress), Montana",726
2011,"Congressional District 1 (112th Congress), Nebraska",791
2011,"Congressional District 2 (112th Congress), Nebraska",949
2011,"Congressional District 3 (112th Congress), Nebraska",615
2011,"Congressional District 1 (112th Congress), Nevada",982
2011,"Congressional District 2 (112th Congress), Nevada",991
2011,"Congressional District 3 (112th Congress), Nevada",1174
2011,"Congressional District 1 (112th Congress), New Hampshire",1251
2011,"Congressional District 2 (112th Congress), New Hampshire",1192
2011,"Congressional District 1 (112th Congress), New Jersey",1259
2011,"Congressional District 2 (112th Congress), New Jersey",1240
2011,"Congressional District 3 (112th Congress), New Jersey",1485
2011,"Congressional District 4 (112th Congress), New Jersey",1486
2011,"Congressional District 5 (112th Congress), New Jersey",1975
2011,"Congressional District 6 (112th Congress), New Jersey",1496
2011,"Congressional District 7 (112th Congress), New Jersey",1965
2011,"Congressional District 8 (112th Congress), New Jersey",1443
2011,"Congressional District 9 (112th Congress), New Jersey",1450
2011,"Congressional District 10 (112th Congress), New Jersey",1201
2011,"Congressional District 11 (112th Congress), New Jersey",1968
2011,"Congressional District 12 (112th Congress), New Jersey",1713
2011,"Congressional District 13 (112th Congress), New Jersey",1215
2011,"Congressional District 1 (112th Congress), New Mexico",850
2011,"Congressional District 2 (112th Congress), New Mexico",604
2011,"Congressional District 3 (112th Congress), New Mexico",811
2011,"Congressional District 1 (112th Congress), New York",1889
2011,"Congressional District 2 (112th Congress), New York",2042
2011,"Congressional District 3 (112th Congress), New York",2106
2011,"Congressional District 4 (112th Congress), New York",1972
2011,"Congressional District 5 (112th Congress), New York",1431
2011,"Congressional District 6 (112th Congress), New York",1418
2011,"Congressional District 7 (112th Congress), New York",1177
2011,"Congressional District 8 (112th Congress), New York",1556
2011,"Congressional District 9 (112th Congress), New York",1262
2011,"Congressional District 10 (112th Congress), New York",1175
2011,"Congressional District 11 (112th Congress), New York",1185
2011,"Congressional District 12 (112th Congress), New York",1187
2011,"Congressional District 13 (112th Congress), New York",1378
2011,"Congressional District 14 (112th Congress), New York",1666
2011,"Congressional District 15 (112th Congress), New York",1035
2011,"Congressional District 16 (112th Congress), New York",934
2011,"Congressional District 17 (112th Congress), New York",1299
2011,"Congressional District 18 (112th Congress), New York",1850
2011,"Congressional District 19 (112th Congress), New York",1732
2011,"Congressional District 20 (112th Congress), New York",1013
2011,"Congressional District 21 (112th Congress), New York",946
2011,"Congressional District 22 (112th Congress), New York",998
2011,"Congressional District 23 (112th Congress), New York",771
2011,"Congressional District 24 (112th Congress), New York",755
2011,"Congressional District 25 (112th Congress), New York",909
2011,"Congressional District 26 (112th Congress), New York",888
2011,"Congressional District 27 (112th Congress), New York",731
2011,"Congressional District 28 (112th Congress), New York",756
2011,"Congressional District 29 (112th Congress), New York",827
2011,"Congressional District 1 (112th Congress), North Carolina",688
2011,"Congressional District 2 (112th Congress), North Carolina",848
2011,"Congressional District 3 (112th Congress), North Carolina",885
2011,"Congressional District 4 (112th Congress), North Carolina",1108
2011,"Congressional District 5 (112th Congress), North Carolina",711
2011,"Congressional District 6 (112th Congress), North Carolina",826
2011,"Congressional District 7 (112th Congress), North Carolina",791
2011,"Congressional District 8 (112th Congress), North Carolina",827
2011,"Congressional District 9 (112th Congress), North Carolina",1105
2011,"Congressional District 10 (112th Congress), North Carolina",703
2011,"Congressional District 11 (112th Congress), North Carolina",688
2011,"Congressional District 12 (112th Congress), North Carolina",835
2011,"Congressional District 13 (112th Congress), North Carolina",882
2011,"Congressional District (at Large) (112th Congress), North Dakota",671
2011,"Congressional District 1 (112th Congress), Ohio",829
2011,"Congressional District 2 (112th Congress), Ohio",971
2011,"Congressional District 3 (112th Congress), Ohio",861
2011,"Congressional District 4 (112th Congress), Ohio",698
2011,"Congressional District 5 (112th Congress), Ohio",748
2011,"Congressional District 6 (112th Congress), Ohio",612
2011,"Congressional District 7 (112th Congress), Ohio",855
2011,"Congressional District 8 (112th Congress), Ohio",854
2011,"Congressional District 9 (112th Congress), Ohio",766
2011,"Congressional District 10 (112th Congress), Ohio",814
2011,"Congressional District 11 (112th Congress), Ohio",786
2011,"Congressional District 12 (112th Congress), Ohio",1028
2011,"Congressional District 13 (112th Congress), Ohio",871
2011,"Congressional District 14 (112th Congress), Ohio",962
2011,"Congressional District 15 (112th Congress), Ohio",950
2011,"Congressional District 16 (112th Congress), Ohio",784
2011,"Congressional District 17 (112th Congress), Ohio",689
2011,"Congressional District 18 (112th Congress), Ohio",686
2011,"Congressional District 1 (112th Congress), Oklahoma",819
2011,"Congressional District 2 (112th Congress), Oklahoma",562
2011,"Congressional District 3 (112th Congress), Oklahoma",624
2011,"Congressional District 4 (112th Congress), Oklahoma",770
2011,"Congressional District 5 (112th Congress), Oklahoma",780
2011,"Congressional District 1 (112th Congress), Oregon",1143
2011,"Congressional District 2 (112th Congress), Oregon",857
2011,"Congressional District 3 (112th Congress), Oregon",1065
2011,"Congressional District 4 (112th Congress), Oregon",822
2011,"Congressional District 5 (112th Congress), Oregon",1000
2011,"Congressional District 1 (112th Congress), Pennsylvania",821
2011,"Congressional District 2 (112th Congress), Pennsylvania",876
2011,"Congressional District 3 (112th Congress), Pennsylvania",675
2011,"Congressional District 4 (112th Congress), Pennsylvania",862
2011,"Congressional District 5 (112th Congress), Pennsylvania",662
2011,"Congressional District 6 (112th Congress), Pennsylvania",1293
2011,"Congressional District 7 (112th Congress), Pennsylvania",1347
2011,"Congressional District 8 (112th Congress), Pennsylvania",1407
2011,"Congressional District 9 (112th Congress), Pennsylvania",682
2011,"Congressional District 10 (112th Congress), Pennsylvania",779
2011,"Congressional District 11 (112th Congress), Pennsylvania",805
2011,"Congressional District 12 (112th Congress), Pennsylvania",598
2011,"Congressional District 13 (112th Congress), Pennsylvania",1127
2011,"Congressional District 14 (112th Congress), Pennsylvania",703
2011,"Congressional District 15 (112th Congress), Pennsylvania",1082
2011,"Congressional District 16 (112th Congress), Pennsylvania",1000
2011,"Congressional District 17 (112th Congress), Pennsylvania",848
2011,"Congressional District 18 (112th Congress), Pennsylvania",866
2011,"Congressional District 19 (112th Congress), Pennsylvania",992
2011,"Congressional District 1 (112th Congress), Rhode Island",1107
2011,"Congressional District 2 (112th Congress), Rhode Island",1169
2011,"Congressional District 1 (112th Congress), South Carolina",961
2011,"Congressional District 2 (112th Congress), South Carolina",912
2011,"Congressional District 3 (112th Congress), South Carolina",674
2011,"Congressional District 4 (112th Congress), South Carolina",779
2011,"Congressional District 5 (112th Congress), South Carolina",707
2011,"Congressional District 6 (112th Congress), South Carolina",657
2011,"Congressional District (at Large) (112th Congress), South Dakota",693
2011,"Congressional District 1 (112th Congress), Tennessee",606
2011,"Congressional District 2 (112th Congress), Tennessee",801
2011,"Congressional District 3 (112th Congress), Tennessee",697
2011,"Congressional District 4 (112th Congress), Tennessee",597
2011,"Congressional District 5 (112th Congress), Tennessee",919
2011,"Congressional District 6 (112th Congress), Tennessee",816
2011,"Congressional District 7 (112th Congress), Tennessee",1026
2011,"Congressional District 8 (112th Congress), Tennessee",662
2011,"Congressional District 9 (112th Congress), Tennessee",870
2011,"Congressional District 1 (112th Congress), Texas",683
2011,"Congressional District 2 (112th Congress), Texas",969
2011,"Congressional District 3 (112th Congress), Texas",1220
2011,"Congressional District 4 (112th Congress), Texas",870
2011,"Congressional District 5 (112th Congress), Texas",850
2011,"Congressional District 6 (112th Congress), Texas",983
2011,"Congressional District 7 (112th Congress), Texas",1185
2011,"Congressional District 8 (112th Congress), Texas",850
2011,"Congressional District 9 (112th Congress), Texas",841
2011,"Congressional District 10 (112th Congress), Texas",1143
2011,"Congressional District 11 (112th Congress), Texas",686
2011,"Congressional District 12 (112th Congress), Texas",951
2011,"Congressional District 13 (112th Congress), Texas",666
2011,"Congressional District 14 (112th Congress), Texas",892
2011,"Congressional District 15 (112th Congress), Texas",592
2011,"Congressional District 16 (112th Congress), Texas",765
2011,"Congressional District 17 (112th Congress), Texas",782
2011,"Congressional District 18 (112th Congress), Texas",817
2011,"Congressional District 19 (112th Congress), Texas",673
2011,"Congressional District 20 (112th Congress), Texas",766
2011,"Congressional District 21 (112th Congress), Texas",1077
2011,"Congressional District 22 (112th Congress), Texas",1204
2011,"Congressional District 23 (112th Congress), Texas",813
2011,"Congressional District 24 (112th Congress), Texas",1091
2011,"Congressional District 25 (112th Congress), Texas",976
2011,"Congressional District 26 (112th Congress), Texas",1158
2011,"Congressional District 27 (112th Congress), Texas",726
2011,"Congressional District 28 (112th Congress), Texas",687
2011,"Congressional District 29 (112th Congress), Texas",741
2011,"Congressional District 30 (112th Congress), Texas",867
2011,"Congressional District 31 (112th Congress), Texas",995
2011,"Congressional District 32 (112th Congress), Texas",974
2011,"Congressional District 1 (112th Congress), Utah",958
2011,"Congressional District 2 (112th Congress), Utah",980
2011,"Congressional District 3 (112th Congress), Utah",1118
2011,"Congressional District (at Large) (112th Congress), Vermont",1042
2011,"Congressional District 1 (112th Congress), Virginia",1317
2011,"Congressional District 2 (112th Congress), Virginia",1281
2011,"Congressional District 3 (112th Congress), Virginia",989
2011,"Congressional District 4 (112th Congress), Virginia",1153
2011,"Congressional District 5 (112th Congress), Virginia",751
2011,"Congressional District 6 (112th Congress), Virginia",817
2011,"Congressional District 7 (112th Congress), Virginia",1168
2011,"Congressional District 8 (112th Congress), Virginia",1730
2011,"Congressional District 9 (112th Congress), Virginia",563
2011,"Congressional District 10 (112th Congress), Virginia",1803
2011,"Congressional District 11 (112th Congress), Virginia",1963
2011,"Congressional District 1 (112th Congress), Washington",1506
2011,"Congressional District 2 (112th Congress), Washington",1191
2011,"Congressional District 3 (112th Congress), Washington",1059
2011,"Congressional District 4 (112th Congress), Washington",814
2011,"Congressional District 5 (112th Congress), Washington",814
2011,"Congressional District 6 (112th Congress), Washington",975
2011,"Congressional District 7 (112th Congress), Washington",1246
2011,"Congressional District 8 (112th Congress), Washington",1666
2011,"Congressional District 9 (112th Congress), Washington",1169
2011,"Congressional District 1 (112th Congress), West Virginia",548
2011,"Congressional District 2 (112th Congress), West Virginia",635
2011,"Congressional District 3 (112th Congress), West Virginia",482
2011,"Congressional District 1 (112th Congress), Wisconsin",994
2011,"Congressional District 2 (112th Congress), Wisconsin",1035
2011,"Congressional District 3 (112th Congress), Wisconsin",851
2011,"Congressional District 4 (112th Congress), Wisconsin",829
2011,"Congressional District 5 (112th Congress), Wisconsin",1179
2011,"Congressional District 6 (112th Congress), Wisconsin",824
2011,"Congressional District 7 (112th Congress), Wisconsin",742
2011,"Congressional District 8 (112th Congress), Wisconsin",840
2011,"Congressional District (at Large) (112th Congress), Wyoming",826
2011,"Resident Commissioner District (at Large) (112th Congress), Puerto Rico",325
