year,district,black_pop,total_pop,white_pop
2013,"Congressional District 1 (113th Congress), Alabama",194215,695176,470677
2013,"Congressional District 2 (113th Congress), Alabama",216113,690074,445267
2013,"Congressional District 3 (113th Congress), Alabama",178428,697761,485491
2013,"Congressional District 4 (113th Congress), Alabama",49936,685175,607896
2013,"Congressional District 5 (113th Congress), Alabama",121651,701220,540055
2013,"Congressional District 6 (113th Congress), Alabama",104159,697436,555776
2013,"Congressional District 7 (113th Congress), Alabama",419600,666880,225316
2013,"Congressional District (at Large) (113th Congress), Alaska",25077,735132,487762
2013,"Congressional District 1 (113th Congress), Arizona",15508,723969,479847
2013,"Congressional District 2 (113th Congress), Arizona",29446,717970,572388
2013,"Congressional District 3 (113th Congress), Arizona",34069,722963,549555
2013,"Congressional District 4 (113th Congress), Arizona",14790,732689,648799
2013,"Congressional District 5 (113th Congress), Arizona",23161,759102,647918
2013,"Congressional District 6 (113th Congress), Arizona",22729,737884,635220
2013,"Congressional District 7 (113th Congress), Arizona",73411,749222,496677
2013,"Congressional District 8 (113th Congress), Arizona",27030,741374,640410
2013,"Congressional District 9 (113th Congress), Arizona",37829,741451,562652
2013,"Congressional District 1 (113th Congress), Arkansas",131617,729971,573842
2013,"Congressional District 2 (113th Congress), Arkansas",163794,751463,546937
2013,"Congressional District 3 (113th Congress), Arkansas",25575,757765,645079
2013,"Congressional District 4 (113th Congress), Arkansas",142942,720174,539868
2013,"Congressional District 1 (113th Congress), California",10138,707992,612506
2013,"Congressional District 2 (113th Congress), California",10379,713816,572803
2013,"Congressional District 3 (113th Congress), California",46842,714407,465608
2013,"Congressional District 4 (113th Congress), California",9259,703377,599100
2013,"Congressional District 5 (113th Congress), California",42602,715332,480460
2013,"Congressional District 6 (113th Congress), California",89862,729428,391073
2013,"Congressional District 7 (113th Congress), California",54000,721042,476287
2013,"Congressional District 8 (113th Congress), California",57978,709384,535817
2013,"Congressional District 9 (113th Congress), California",61842,724907,394902
2013,"Congressional District 10 (113th Congress), California",23289,722266,510112
2013,"Congressional District 11 (113th Congress), California",65661,733916,459824
2013,"Congressional District 12 (113th Congress), California",42096,734662,370270
2013,"Congressional District 13 (113th Congress), California",135824,732753,328917
2013,"Congressional District 14 (113th Congress), California",23838,721245,352598
2013,"Congressional District 15 (113th Congress), California",42714,734837,358217
2013,"Congressional District 16 (113th Congress), California",43374,715257,408040
2013,"Congressional District 17 (113th Congress), California",21158,732118,242807
2013,"Congressional District 18 (113th Congress), California",11360,731201,497767
2013,"Congressional District 19 (113th Congress), California",26544,746071,327308
2013,"Congressional District 20 (113th Congress), California",14431,725199,567103
2013,"Congressional District 21 (113th Congress), California",30461,711414,508949
2013,"Congressional District 22 (113th Congress), California",23832,730271,552179
2013,"Congressional District 23 (113th Congress), California",41983,726292,555989
2013,"Congressional District 24 (113th Congress), California",14558,722008,524598
2013,"Congressional District 25 (113th Congress), California",56346,716815,468855
2013,"Congressional District 26 (113th Congress), California",12724,712804,561067
2013,"Congressional District 27 (113th Congress), California",33832,716835,292939
2013,"Congressional District 28 (113th Congress), California",20539,708212,480929
2013,"Congressional District 29 (113th Congress), California",28658,692267,405149
2013,"Congressional District 30 (113th Congress), California",30296,744617,488605
2013,"Congressional District 31 (113th Congress), California",81239,725024,462001
2013,"Congressional District 32 (113th Congress), California",23123,706167,352076
2013,"Congressional District 33 (113th Congress), California",20393,717954,534563
2013,"Congressional District 34 (113th Congress), California",31221,712425,269444
2013,"Congressional District 35 (113th Congress), California",53785,728298,409676
2013,"Congressional District 36 (113th Congress), California",30220,722653,487100
2013,"Congressional District 37 (113th Congress), California",168280,732610,310617
2013,"Congressional District 38 (113th Congress), California",30340,725481,425266
2013,"Congressional District 39 (113th Congress), California",16729,721014,398670
2013,"Congressional District 40 (113th Congress), California",33569,718451,386174
2013,"Congressional District 41 (113th Congress), California",66604,734942,425860
2013,"Congressional District 42 (113th Congress), California",40629,746215,501879
2013,"Congressional District 43 (113th Congress), California",163215,730217,260963
2013,"Congressional District 44 (113th Congress), California",118233,706791,337769
2013,"Congressional District 45 (113th Congress), California",14303,733706,472326
2013,"Congressional District 46 (113th Congress), California",12753,726686,424827
2013,"Congressional District 47 (113th Congress), California",56653,721957,397440
2013,"Congressional District 48 (113th Congress), California",7213,723140,485041
2013,"Congressional District 49 (113th Congress), California",27121,717823,559745
2013,"Congressional District 50 (113th Congress), California",19781,730427,579893
2013,"Congressional District 51 (113th Congress), California",51834,743982,482413
2013,"Congressional District 52 (113th Congress), California",21313,713904,494718
2013,"Congressional District 53 (113th Congress), California",54050,741909,491780
2013,"Congressional District 1 (113th Congress), Colorado",66092,772255,609212
2013,"Congressional District 2 (113th Congress), Colorado",7226,755671,684942
2013,"Congressional District 3 (113th Congress), Colorado",8972,721617,632435
2013,"Congressional District 4 (113th Congress), Colorado",8974,748624,644084
2013,"Congressional District 5 (113th Congress), Colorado",41239,749815,610070
2013,"Congressional District 6 (113th Congress), Colorado",66905,765338,568235
2013,"Congressional District 7 (113th Congress), Colorado",10147,755047,666874
2013,"Congressional District 1 (113th Congress), Connecticut",108479,716580,507916
2013,"Congressional District 2 (113th Congress), Connecticut",27086,714637,622753
2013,"Congressional District 3 (113th Congress), Connecticut",98562,716738,529883
2013,"Congressional District 4 (113th Congress), Connecticut",90237,735823,536689
2013,"Congressional District 5 (113th Congress), Connecticut",46634,712302,581440
2013,"Congressional District (at Large) (113th Congress), Delaware",200249,925749,637606
2013,"Delegate District (at Large) (113th Congress), District of Columbia",315504,646449,264080
2013,"Congressional District 1 (113th Congress), Florida",98175,729553,564429
2013,"Congressional District 2 (113th Congress), Florida",178280,710751,495094
2013,"Congressional District 3 (113th Congress), Florida",94953,707112,561978
2013,"Congressional District 4 (113th Congress), Florida",89385,705007,556631
2013,"Congressional District 5 (113th Congress), Florida",380490,729368,280477
2013,"Congressional District 6 (113th Congress), Florida",60106,722788,617816
2013,"Congressional District 7 (113th Congress), Florida",66725,716811,578988
2013,"Congressional District 8 (113th Congress), Florida",72043,704053,590716
2013,"Congressional District 9 (113th Congress), Florida",82592,768459,570759
2013,"Congressional District 10 (113th Congress), Florida",88039,732296,549957
2013,"Congressional District 11 (113th Congress), Florida",64988,715956,623317
2013,"Congressional District 12 (113th Congress), Florida",32471,719044,638524
2013,"Congressional District 13 (113th Congress), Florida",42592,699288,601901
2013,"Congressional District 14 (113th Congress), Florida",185821,733381,467325
2013,"Congressional District 15 (113th Congress), Florida",100569,718325,549878
2013,"Congressional District 16 (113th Congress), Florida",50432,727073,644922
2013,"Congressional District 17 (113th Congress), Florida",69042,721297,609142
2013,"Congressional District 18 (113th Congress), Florida",92611,705469,563551
2013,"Congressional District 19 (113th Congress), Florida",57264,738554,638124
2013,"Congressional District 20 (113th Congress), Florida",389096,728883,295648
2013,"Congressional District 21 (113th Congress), Florida",95934,738875,572964
2013,"Congressional District 22 (113th Congress), Florida",86798,734319,595941
2013,"Congressional District 23 (113th Congress), Florida",76832,719732,556190
2013,"Congressional District 24 (113th Congress), Florida",396071,725282,282988
2013,"Congressional District 25 (113th Congress), Florida",58709,740305,639525
2013,"Congressional District 26 (113th Congress), Florida",77369,741247,621390
