year,district,mortgage_cost
2006,"Congressional District 1 (109th Congress), Alabama",686
2006,"Congressional District 2 (109th Congress), Alabama",589
2006,"Congressional District 3 (109th Congress), Alabama",594
2006,"Congressional District 4 (109th Congress), Alabama",507
2006,"Congressional District 5 (109th Congress), Alabama",639
2006,"Congressional District 6 (109th Congress), Alabama",858
2006,"Congressional District 7 (109th Congress), Alabama",600
2006,"Congressional District (at Large) (109th Congress), Alaska",1015
2006,"Congressional District 1 (109th Congress), Arizona",661
2006,"Congressional District 2 (109th Congress), Arizona",975
2006,"Congressional District 3 (109th Congress), Arizona",1082
2006,"Congressional District 4 (109th Congress), Arizona",815
2006,"Congressional District 5 (109th Congress), Arizona",1074
2006,"Congressional District 6 (109th Congress), Arizona",1132
2006,"Congressional District 7 (109th Congress), Arizona",727
2006,"Congressional District 8 (109th Congress), Arizona",831
2006,"Congressional District 1 (109th Congress), Arkansas",524
2006,"Congressional District 2 (109th Congress), Arkansas",701
2006,"Congressional District 3 (109th Congress), Arkansas",641
2006,"Congressional District 4 (109th Congress), Arkansas",508
2006,"Congressional District 1 (109th Congress), California",997
2006,"Congressional District 2 (109th Congress), California",842
2006,"Congressional District 3 (109th Congress), California",1371
2006,"Congressional District 4 (109th Congress), California",1261
2006,"Congressional District 5 (109th Congress), California",1026
2006,"Congressional District 6 (109th Congress), California",1525
2006,"Congressional District 7 (109th Congress), California",1466
2006,"Congressional District 8 (109th Congress), California",1315
2006,"Congressional District 9 (109th Congress), California",1210
2006,"Congressional District 10 (109th Congress), California",1736
2006,"Congressional District 11 (109th Congress), California",1721
2006,"Congressional District 12 (109th Congress), California",1689
2006,"Congressional District 13 (109th Congress), California",1496
2006,"Congressional District 14 (109th Congress), California",1626
2006,"Congressional District 15 (109th Congress), California",1627
2006,"Congressional District 16 (109th Congress), California",1695
2006,"Congressional District 17 (109th Congress), California",1320
2006,"Congressional District 18 (109th Congress), California",976
2006,"Congressional District 19 (109th Congress), California",1072
2006,"Congressional District 20 (109th Congress), California",716
2006,"Congressional District 21 (109th Congress), California",866
2006,"Congressional District 22 (109th Congress), California",1067
2006,"Congressional District 23 (109th Congress), California",1292
2006,"Congressional District 24 (109th Congress), California",1684
2006,"Congressional District 25 (109th Congress), California",1419
2006,"Congressional District 26 (109th Congress), California",1539
2006,"Congressional District 27 (109th Congress), California",1320
2006,"Congressional District 28 (109th Congress), California",1202
2006,"Congressional District 29 (109th Congress), California",1231
2006,"Congressional District 30 (109th Congress), California",1680
2006,"Congressional District 31 (109th Congress), California",877
2006,"Congressional District 32 (109th Congress), California",1162
2006,"Congressional District 33 (109th Congress), California",1035
2006,"Congressional District 34 (109th Congress), California",894
2006,"Congressional District 35 (109th Congress), California",1011
2006,"Congressional District 36 (109th Congress), California",1331
2006,"Congressional District 37 (109th Congress), California",1048
2006,"Congressional District 38 (109th Congress), California",1190
2006,"Congressional District 39 (109th Congress), California",1228
2006,"Congressional District 40 (109th Congress), California",1398
2006,"Congressional District 41 (109th Congress), California",1073
2006,"Congressional District 42 (109th Congress), California",1929
2006,"Congressional District 43 (109th Congress), California",1170
2006,"Congressional District 44 (109th Congress), California",1527
2006,"Congressional District 45 (109th Congress), California",1206
2006,"Congressional District 46 (109th Congress), California",1481
2006,"Congressional District 47 (109th Congress), California",1249
2006,"Congressional District 48 (109th Congress), California",1877
2006,"Congressional District 49 (109th Congress), California",1484
2006,"Congressional District 50 (109th Congress), California",1689
2006,"Congressional District 51 (109th Congress), California",1188
2006,"Congressional District 52 (109th Congress), California",1498
2006,"Congressional District 53 (109th Congress), California",1167
2006,"Congressional District 1 (109th Congress), Colorado",926
2006,"Congressional District 2 (109th Congress), Colorado",1310
2006,"Congressional District 3 (109th Congress), Colorado",803
2006,"Congressional District 4 (109th Congress), Colorado",961
2006,"Congressional District 5 (109th Congress), Colorado",1026
2006,"Congressional District 6 (109th Congress), Colorado",1582
2006,"Congressional District 7 (109th Congress), Colorado",1029
2006,"Congressional District 1 (109th Congress), Connecticut",1081
2006,"Congressional District 2 (109th Congress), Connecticut",1199
2006,"Congressional District 3 (109th Congress), Connecticut",1193
2006,"Congressional District 4 (109th Congress), Connecticut",1671
2006,"Congressional District 5 (109th Congress), Connecticut",1197
2006,"Congressional District (at Large) (109th Congress), Delaware",919
2006,"Delegate District (at Large) (109th Congress), District of Columbia",1088
2006,"Congressional District 1 (109th Congress), Florida",778
2006,"Congressional District 2 (109th Congress), Florida",760
2006,"Congressional District 3 (109th Congress), Florida",740
2006,"Congressional District 4 (109th Congress), Florida",898
2006,"Congressional District 5 (109th Congress), Florida",757
