year,district,mortgage_cost
2016,"Congressional District 1 (115th Congress), Alabama",793
2016,"Congressional District 2 (115th Congress), Alabama",724
2016,"Congressional District 3 (115th Congress), Alabama",694
2016,"Congressional District 4 (115th Congress), Alabama",588
2016,"Congressional District 5 (115th Congress), Alabama",769
2016,"Congressional District 6 (115th Congress), Alabama",943
2016,"Congressional District 7 (115th Congress), Alabama",701
2016,"Congressional District (at Large) (115th Congress), Alaska",1278
2016,"Congressional District 1 (115th Congress), Arizona",790
2016,"Congressional District 2 (115th Congress), Arizona",852
2016,"Congressional District 3 (115th Congress), Arizona",881
2016,"Congressional District 4 (115th Congress), Arizona",810
2016,"Congressional District 5 (115th Congress), Arizona",1257
2016,"Congressional District 6 (115th Congress), Arizona",1175
2016,"Congressional District 7 (115th Congress), Arizona",889
2016,"Congressional District 8 (115th Congress), Arizona",1115
2016,"Congressional District 9 (115th Congress), Arizona",1039
2016,"Congressional District 1 (115th Congress), Arkansas",582
2016,"Congressional District 2 (115th Congress), Arkansas",804
2016,"Congressional District 3 (115th Congress), Arkansas",756
2016,"Congressional District 4 (115th Congress), Arkansas",555
2016,"Congressional District 1 (115th Congress), California",994
2016,"Congressional District 2 (115th Congress), California",1525
2016,"Congressional District 3 (115th Congress), California",1266
2016,"Congressional District 4 (115th Congress), California",1451
2016,"Congressional District 5 (115th Congress), California",1560
2016,"Congressional District 6 (115th Congress), California",1145
2016,"Congressional District 7 (115th Congress), California",1363
2016,"Congressional District 8 (115th Congress), California",1092
2016,"Congressional District 9 (115th Congress), California",1267
2016,"Congressional District 10 (115th Congress), California",1249
2016,"Congressional District 11 (115th Congress), California",1769
2016,"Congressional District 12 (115th Congress), California",1940
2016,"Congressional District 13 (115th Congress), California",1575
2016,"Congressional District 14 (115th Congress), California",2227
2016,"Congressional District 15 (115th Congress), California",2149
2016,"Congressional District 16 (115th Congress), California",927
2016,"Congressional District 17 (115th Congress), California",2331
2016,"Congressional District 18 (115th Congress), California",2342
2016,"Congressional District 19 (115th Congress), California",2038
2016,"Congressional District 20 (115th Congress), California",1529
2016,"Congressional District 21 (115th Congress), California",909
2016,"Congressional District 22 (115th Congress), California",1115
2016,"Congressional District 23 (115th Congress), California",1091
2016,"Congressional District 24 (115th Congress), California",1512
2016,"Congressional District 25 (115th Congress), California",1631
2016,"Congressional District 26 (115th Congress), California",1775
2016,"Congressional District 27 (115th Congress), California",1557
2016,"Congressional District 28 (115th Congress), California",1550
2016,"Congressional District 29 (115th Congress), California",1399
2016,"Congressional District 30 (115th Congress), California",1851
2016,"Congressional District 31 (115th Congress), California",1319
2016,"Congressional District 32 (115th Congress), California",1453
2016,"Congressional District 33 (115th Congress), California",2214
2016,"Congressional District 34 (115th Congress), California",1149
