year,district,unemp_rate
2008,"Congressional District 1 (110th Congress), Alabama",7.2
2008,"Congressional District 2 (110th Congress), Alabama",6.6
2008,"Congressional District 3 (110th Congress), Alabama",8.0
2008,"Congressional District 4 (110th Congress), Alabama",6.4
2008,"Congressional District 5 (110th Congress), Alabama",6.8
2008,"Congressional District 6 (110th Congress), Alabama",4.6
2008,"Congressional District 7 (110th Congress), Alabama",10.0
2008,"Congressional District (at Large) (110th Congress), Alaska",7.7
2008,"Congressional District 1 (110th Congress), Arizona",7.1
2008,"Congressional District 2 (110th Congress), Arizona",6.2
2008,"Congressional District 3 (110th Congress), Arizona",5.1
2008,"Congressional District 4 (110th Congress), Arizona",6.7
2008,"Congressional District 5 (110th Congress), Arizona",4.5
2008,"Congressional District 6 (110th Congress), Arizona",5.3
2008,"Congressional District 7 (110th Congress), Arizona",9.2
2008,"Congressional District 8 (110th Congress), Arizona",5.1
2008,"Congressional District 1 (110th Congress), Arkansas",7.7
2008,"Congressional District 2 (110th Congress), Arkansas",6.0
2008,"Congressional District 3 (110th Congress), Arkansas",4.7
2008,"Congressional District 4 (110th Congress), Arkansas",8.7
2008,"Congressional District 1 (110th Congress), California",7.7
2008,"Congressional District 2 (110th Congress), California",10.7
2008,"Congressional District 3 (110th Congress), California",7.4
2008,"Congressional District 4 (110th Congress), California",7.2
2008,"Congressional District 5 (110th Congress), California",10.4
2008,"Congressional District 6 (110th Congress), California",5.5
2008,"Congressional District 7 (110th Congress), California",7.7
2008,"Congressional District 8 (110th Congress), California",6.1
2008,"Congressional District 9 (110th Congress), California",6.8
2008,"Congressional District 10 (110th Congress), California",6.3
2008,"Congressional District 11 (110th Congress), California",8.6
2008,"Congressional District 12 (110th Congress), California",5.2
2008,"Congressional District 13 (110th Congress), California",6.7
2008,"Congressional District 14 (110th Congress), California",4.6
2008,"Congressional District 15 (110th Congress), California",6.3
2008,"Congressional District 16 (110th Congress), California",6.6
2008,"Congressional District 17 (110th Congress), California",8.7
2008,"Congressional District 18 (110th Congress), California",12.7
2008,"Congressional District 19 (110th Congress), California",9.2
2008,"Congressional District 20 (110th Congress), California",11.9
2008,"Congressional District 21 (110th Congress), California",8.6
2008,"Congressional District 22 (110th Congress), California",7.8
2008,"Congressional District 23 (110th Congress), California",6.3
2008,"Congressional District 24 (110th Congress), California",5.4
2008,"Congressional District 25 (110th Congress), California",8.6
2008,"Congressional District 26 (110th Congress), California",6.6
2008,"Congressional District 27 (110th Congress), California",6.1
2008,"Congressional District 28 (110th Congress), California",6.9
2008,"Congressional District 29 (110th Congress), California",6.5
2008,"Congressional District 30 (110th Congress), California",5.1
2008,"Congressional District 31 (110th Congress), California",8.1
2008,"Congressional District 32 (110th Congress), California",7.6
2008,"Congressional District 33 (110th Congress), California",8.3
2008,"Congressional District 34 (110th Congress), California",6.2
2008,"Congressional District 35 (110th Congress), California",8.6
2008,"Congressional District 36 (110th Congress), California",5.9
2008,"Congressional District 37 (110th Congress), California",8.9
2008,"Congressional District 38 (110th Congress), California",7.9
2008,"Congressional District 39 (110th Congress), California",6.3
2008,"Congressional District 40 (110th Congress), California",6.3
2008,"Congressional District 41 (110th Congress), California",11.2
2008,"Congressional District 42 (110th Congress), California",4.7
2008,"Congressional District 43 (110th Congress), California",10.5
2008,"Congressional District 44 (110th Congress), California",8.9
2008,"Congressional District 45 (110th Congress), California",9.2
2008,"Congressional District 46 (110th Congress), California",5.0
2008,"Congressional District 47 (110th Congress), California",8.9
2008,"Congressional District 48 (110th Congress), California",5.1
2008,"Congressional District 49 (110th Congress), California",9.8
2008,"Congressional District 50 (110th Congress), California",5.3
2008,"Congressional District 51 (110th Congress), California",8.7
2008,"Congressional District 52 (110th Congress), California",7.2
2008,"Congressional District 53 (110th Congress), California",7.3
2008,"Congressional District 1 (110th Congress), Colorado",5.1
2008,"Congressional District 2 (110th Congress), Colorado",3.9
2008,"Congressional District 3 (110th Congress), Colorado",5.0
2008,"Congressional District 4 (110th Congress), Colorado",4.8
2008,"Congressional District 5 (110th Congress), Colorado",5.9
2008,"Congressional District 6 (110th Congress), Colorado",4.5
2008,"Congressional District 7 (110th Congress), Colorado",5.4
2008,"Congressional District 1 (110th Congress), Connecticut",6.5
2008,"Congressional District 2 (110th Congress), Connecticut",5.4
2008,"Congressional District 3 (110th Congress), Connecticut",6.7
2008,"Congressional District 4 (110th Congress), Connecticut",7.3
2008,"Congressional District 5 (110th Congress), Connecticut",6.2
2008,"Congressional District (at Large) (110th Congress), Delaware",6.6
2008,"Delegate District (at Large) (110th Congress), District of Columbia",7.8
2008,"Congressional District 1 (110th Congress), Florida",7.6
2008,"Congressional District 2 (110th Congress), Florida",6.8
2008,"Congressional District 3 (110th Congress), Florida",10.8
2008,"Congressional District 4 (110th Congress), Florida",6.2
2008,"Congressional District 5 (110th Congress), Florida",9.7
2008,"Congressional District 6 (110th Congress), Florida",6.8
2008,"Congressional District 7 (110th Congress), Florida",6.7
2008,"Congressional District 8 (110th Congress), Florida",7.1
2008,"Congressional District 9 (110th Congress), Florida",6.3
2008,"Congressional District 10 (110th Congress), Florida",6.3
2008,"Congressional District 11 (110th Congress), Florida",8.2
2008,"Congressional District 12 (110th Congress), Florida",7.1
2008,"Congressional District 13 (110th Congress), Florida",8.6
2008,"Congressional District 14 (110th Congress), Florida",8.1
2008,"Congressional District 15 (110th Congress), Florida",7.6
2008,"Congressional District 16 (110th Congress), Florida",9.3
2008,"Congressional District 17 (110th Congress), Florida",9.6
2008,"Congressional District 18 (110th Congress), Florida",5.9
2008,"Congressional District 19 (110th Congress), Florida",7.4
2008,"Congressional District 20 (110th Congress), Florida",5.9
2008,"Congressional District 21 (110th Congress), Florida",6.4
2008,"Congressional District 22 (110th Congress), Florida",5.9
