year,district,mortgage_cost
2005,"Congressional District 1 (109th Congress), Alabama",615
2005,"Congressional District 2 (109th Congress), Alabama",545
2005,"Congressional District 3 (109th Congress), Alabama",532
2005,"Congressional District 4 (109th Congress), Alabama",468
2005,"Congressional District 5 (109th Congress), Alabama",593
2005,"Congressional District 6 (109th Congress), Alabama",774
2005,"Congressional District 7 (109th Congress), Alabama",571
2005,"Congressional District (at Large) (109th Congress), Alaska",976
2005,"Congressional District 1 (109th Congress), Arizona",619
2005,"Congressional District 2 (109th Congress), Arizona",921
2005,"Congressional District 3 (109th Congress), Arizona",944
2005,"Congressional District 4 (109th Congress), Arizona",747
2005,"Congressional District 5 (109th Congress), Arizona",985
2005,"Congressional District 6 (109th Congress), Arizona",1016
2005,"Congressional District 7 (109th Congress), Arizona",676
2005,"Congressional District 8 (109th Congress), Arizona",772
2005,"Congressional District 1 (109th Congress), Arkansas",504
2005,"Congressional District 2 (109th Congress), Arkansas",672
2005,"Congressional District 3 (109th Congress), Arkansas",598
2005,"Congressional District 4 (109th Congress), Arkansas",473
2005,"Congressional District 1 (109th Congress), California",967
2005,"Congressional District 2 (109th Congress), California",794
2005,"Congressional District 3 (109th Congress), California",1249
2005,"Congressional District 4 (109th Congress), California",1211
2005,"Congressional District 5 (109th Congress), California",939
2005,"Congressional District 6 (109th Congress), California",1513
2005,"Congressional District 7 (109th Congress), California",1395
2005,"Congressional District 8 (109th Congress), California",1223
2005,"Congressional District 9 (109th Congress), California",1139
2005,"Congressional District 10 (109th Congress), California",1574
2005,"Congressional District 11 (109th Congress), California",1563
2005,"Congressional District 12 (109th Congress), California",1544
2005,"Congressional District 13 (109th Congress), California",1451
2005,"Congressional District 14 (109th Congress), California",1574
2005,"Congressional District 15 (109th Congress), California",1497
2005,"Congressional District 16 (109th Congress), California",1592
2005,"Congressional District 17 (109th Congress), California",1288
2005,"Congressional District 18 (109th Congress), California",904
2005,"Congressional District 19 (109th Congress), California",987
2005,"Congressional District 20 (109th Congress), California",666
2005,"Congressional District 21 (109th Congress), California",790
2005,"Congressional District 22 (109th Congress), California",963
2005,"Congressional District 23 (109th Congress), California",1260
2005,"Congressional District 24 (109th Congress), California",1595
2005,"Congressional District 25 (109th Congress), California",1244
2005,"Congressional District 26 (109th Congress), California",1408
2005,"Congressional District 27 (109th Congress), California",1251
2005,"Congressional District 28 (109th Congress), California",1140
2005,"Congressional District 29 (109th Congress), California",1155
2005,"Congressional District 30 (109th Congress), California",1560
2005,"Congressional District 31 (109th Congress), California",799
2005,"Congressional District 32 (109th Congress), California",1088
2005,"Congressional District 33 (109th Congress), California",961
2005,"Congressional District 34 (109th Congress), California",841
2005,"Congressional District 35 (109th Congress), California",958
2005,"Congressional District 36 (109th Congress), California",1278
2005,"Congressional District 37 (109th Congress), California",955
2005,"Congressional District 38 (109th Congress), California",1090
2005,"Congressional District 39 (109th Congress), California",1132
2005,"Congressional District 40 (109th Congress), California",1362
2005,"Congressional District 41 (109th Congress), California",965
2005,"Congressional District 42 (109th Congress), California",1753
2005,"Congressional District 43 (109th Congress), California",1041
2005,"Congressional District 44 (109th Congress), California",1413
2005,"Congressional District 45 (109th Congress), California",1146
2005,"Congressional District 46 (109th Congress), California",1425
2005,"Congressional District 47 (109th Congress), California",1168
2005,"Congressional District 48 (109th Congress), California",1715
2005,"Congressional District 49 (109th Congress), California",1338
2005,"Congressional District 50 (109th Congress), California",1592
2005,"Congressional District 51 (109th Congress), California",1046
2005,"Congressional District 52 (109th Congress), California",1433
2005,"Congressional District 53 (109th Congress), California",1115
2005,"Congressional District 1 (109th Congress), Colorado",888
2005,"Congressional District 2 (109th Congress), Colorado",1221
2005,"Congressional District 3 (109th Congress), Colorado",721
2005,"Congressional District 4 (109th Congress), Colorado",934
2005,"Congressional District 5 (109th Congress), Colorado",956
2005,"Congressional District 6 (109th Congress), Colorado",1482
