year,district,black_pop,total_pop,white_pop
2012,"Congressional District 17 (113th Congress), California",21374,719276,242214
2012,"Congressional District 18 (113th Congress), California",13795,736397,502414
2012,"Congressional District 19 (113th Congress), California",21023,712983,358326
2012,"Congressional District 20 (113th Congress), California",15330,721890,555539
2012,"Congressional District 21 (113th Congress), California",31234,712866,471144
2012,"Congressional District 22 (113th Congress), California",22320,717545,517179
2012,"Congressional District 23 (113th Congress), California",40268,713959,533668
2012,"Congressional District 24 (113th Congress), California",14570,716974,559594
2012,"Congressional District 25 (113th Congress), California",48819,717685,464699
2012,"Congressional District 26 (113th Congress), California",15038,711999,554789
2012,"Congressional District 27 (113th Congress), California",32054,710190,316863
2012,"Congressional District 28 (113th Congress), California",21127,727828,495526
2012,"Congressional District 29 (113th Congress), California",30912,722810,449952
2012,"Congressional District 30 (113th Congress), California",34092,729053,491626
2012,"Congressional District 31 (113th Congress), California",71489,724413,437402
2012,"Congressional District 32 (113th Congress), California",20268,718635,369434
2012,"Congressional District 33 (113th Congress), California",19900,701029,535436
2012,"Congressional District 34 (113th Congress), California",29467,708100,240547
2012,"Congressional District 35 (113th Congress), California",48727,718067,410225
2012,"Congressional District 36 (113th Congress), California",32498,714975,462849
2012,"Congressional District 37 (113th Congress), California",186577,716299,280913
2012,"Congressional District 38 (113th Congress), California",32114,715745,400795
2012,"Congressional District 39 (113th Congress), California",13116,718996,390410
2012,"Congressional District 40 (113th Congress), California",34008,694514,373645
2012,"Congressional District 41 (113th Congress), California",67596,726487,431902
2012,"Congressional District 42 (113th Congress), California",38725,745833,532828
2012,"Congressional District 43 (113th Congress), California",167064,697985,255509
2012,"Congressional District 44 (113th Congress), California",108941,714989,298270
2012,"Congressional District 45 (113th Congress), California",12063,724219,465988
2012,"Congressional District 46 (113th Congress), California",11873,717993,432443
2012,"Congressional District 47 (113th Congress), California",53021,722624,405090
2012,"Congressional District 48 (113th Congress), California",7515,717809,494190
2012,"Congressional District 49 (113th Congress), California",17398,714647,549135
2012,"Congressional District 50 (113th Congress), California",19694,721337,581165
2012,"Congressional District 51 (113th Congress), California",51201,738513,481102
2012,"Congressional District 52 (113th Congress), California",21617,704272,488857
2012,"Congressional District 53 (113th Congress), California",61336,725892,476957
2012,"Congressional District 1 (113th Congress), Colorado",67616,750153,581901
2012,"Congressional District 2 (113th Congress), Colorado",5465,743592,672359
2012,"Congressional District 3 (113th Congress), Colorado",8121,720338,630284
2012,"Congressional District 4 (113th Congress), Colorado",11974,738491,655012
2012,"Congressional District 5 (113th Congress), Colorado",44790,740514,614930
2012,"Congressional District 6 (113th Congress), Colorado",71290,748467,570255
2012,"Congressional District 7 (113th Congress), Colorado",9036,746027,651932
2012,"Congressional District 1 (113th Congress), Connecticut",109162,723908,526395
2012,"Congressional District 2 (113th Congress), Connecticut",26331,709756,623903
2012,"Congressional District 3 (113th Congress), Connecticut",94536,712314,535449
2012,"Congressional District 4 (113th Congress), Connecticut",88687,728616,538426
2012,"Congressional District 5 (113th Congress), Connecticut",47634,715753,580799
2012,"Congressional District (at Large) (113th Congress), Delaware",196950,917092,639294
2012,"Delegate District (at Large) (113th Congress), District of Columbia",313224,632323,250657
2012,"Congressional District 1 (113th Congress), Florida",94731,721000,557371
2012,"Congressional District 2 (113th Congress), Florida",175825,707654,488507
2012,"Congressional District 3 (113th Congress), Florida",93929,702872,554499
2012,"Congressional District 4 (113th Congress), Florida",92713,706401,548004
2012,"Congressional District 5 (113th Congress), Florida",371149,710781,276079
2012,"Congressional District 6 (113th Congress), Florida",75473,711266,592847
2012,"Congressional District 7 (113th Congress), Florida",64553,720817,590909
2012,"Congressional District 8 (113th Congress), Florida",70002,703604,588973
2012,"Congressional District 9 (113th Congress), Florida",86932,734323,553383
2012,"Congressional District 10 (113th Congress), Florida",86059,721521,557334
2012,"Congressional District 11 (113th Congress), Florida",61572,705020,614056
2012,"Congressional District 12 (113th Congress), Florida",30817,695511,615889
2012,"Congressional District 13 (113th Congress), Florida",40748,701546,611070
2012,"Congressional District 14 (113th Congress), Florida",191275,739489,472627
2012,"Congressional District 15 (113th Congress), Florida",93523,702728,544054
2012,"Congressional District 16 (113th Congress), Florida",47533,714190,631393
2012,"Congressional District 17 (113th Congress), Florida",64607,711198,607161
2012,"Congressional District 18 (113th Congress), Florida",85758,710837,575821
2012,"Congressional District 19 (113th Congress), Florida",55405,722151,621818
2012,"Congressional District 20 (113th Congress), Florida",390158,730502,284808
2012,"Congressional District 21 (113th Congress), Florida",87517,717852,570569
2012,"Congressional District 22 (113th Congress), Florida",79447,702250,571528
2012,"Congressional District 23 (113th Congress), Florida",81430,729345,552890
2012,"Congressional District 24 (113th Congress), Florida",400225,725188,281513
2012,"Congressional District 25 (113th Congress), Florida",53831,716312,625765
2012,"Congressional District 26 (113th Congress), Florida",72200,726532,618514
2012,"Congressional District 27 (113th Congress), Florida",58387,726678,635134
2012,"Congressional District 1 (113th Congress), Georgia",212429,714669,453912
2012,"Congressional District 2 (113th Congress), Georgia",357561,693841,299910
2012,"Congressional District 3 (113th Congress), Georgia",164853,704557,500337
2012,"Congressional District 4 (113th Congress), Georgia",421565,714225,223432
2012,"Congressional District 5 (113th Congress), Georgia",433202,731123,237151
2012,"Congressional District 6 (113th Congress), Georgia",89430,716576,512315
2012,"Congressional District 7 (113th Congress), Georgia",134492,716539,411591
2012,"Congressional District 8 (113th Congress), Georgia",215408,705710,452548
2012,"Congressional District 9 (113th Congress), Georgia",48815,705834,610759
2012,"Congressional District 10 (113th Congress), Georgia",174996,708026,492873
2012,"Congressional District 11 (113th Congress), Georgia",110605,708052,533677
2012,"Congressional District 12 (113th Congress), Georgia",243051,701142,419866
2012,"Congressional District 13 (113th Congress), Georgia",396761,707070,249382
2012,"Congressional District 14 (113th Congress), Georgia",60199,692581,595093
2012,"Congressional District 1 (113th Congress), Hawaii",13884,692981,129102
2012,"Congressional District 2 (113th Congress), Hawaii",11729,699332,218150
2012,"Congressional District 1 (113th Congress), Idaho",3631,801178,743291
2012,"Congressional District 2 (113th Congress), Idaho",5128,794550,715080
2012,"Congressional District 1 (113th Congress), Illinois",370342,709052,287682
2012,"Congressional District 2 (113th Congress), Illinois",392380,709903,268842
2012,"Congressional District 3 (113th Congress), Illinois",31444,704438,544699
2012,"Congressional District 4 (113th Congress), Illinois",33005,712964,439311
2012,"Congressional District 5 (113th Congress), Illinois",19251,718231,580321
2012,"Congressional District 6 (113th Congress), Illinois",21109,725312,620413
2012,"Congressional District 7 (113th Congress), Illinois",377174,736759,241277
2012,"Congressional District 8 (113th Congress), Illinois",36783,726418,505409
2012,"Congressional District 9 (113th Congress), Illinois",64052,719112,524545
2012,"Congressional District 10 (113th Congress), Illinois",46695,709209,554691
2012,"Congressional District 11 (113th Congress), Illinois",77182,722173,479400
2012,"Congressional District 12 (113th Congress), Illinois",116744,707195,560562
2012,"Congressional District 13 (113th Congress), Illinois",78272,710784,584746
2012,"Congressional District 14 (113th Congress), Illinois",24193,721774,633360
2012,"Congressional District 15 (113th Congress), Illinois",31819,712171,659530
2012,"Congressional District 16 (113th Congress), Illinois",27659,706170,637721
2012,"Congressional District 17 (113th Congress), Illinois",77234,703477,580899
2012,"Congressional District 18 (113th Congress), Illinois",28098,720113,655229
2012,"Congressional District 1 (113th Congress), Indiana",140726,721586,505137
2012,"Congressional District 2 (113th Congress), Indiana",49796,718237,624834
2012,"Congressional District 3 (113th Congress), Indiana",45039,725862,639112
2012,"Congressional District 4 (113th Congress), Indiana",26569,730336,668395
2012,"Congressional District 5 (113th Congress), Indiana",62700,734074,624451
2012,"Congressional District 6 (113th Congress), Indiana",15996,720934,672514
2012,"Congressional District 7 (113th Congress), Indiana",209896,735936,439760
2012,"Congressional District 8 (113th Congress), Indiana",29009,722056,668105
2012,"Congressional District 9 (113th Congress), Indiana",18440,728313,670695
2012,"Congressional District 1 (113th Congress), Iowa",24659,766320,707238
2012,"Congressional District 2 (113th Congress), Iowa",28416,769399,702850
2012,"Congressional District 3 (113th Congress), Iowa",28732,779001,698166
2012,"Congressional District 4 (113th Congress), Iowa",9853,759466,709693
2012,"Congressional District 1 (113th Congress), Kansas",23918,725222,643345
2012,"Congressional District 2 (113th Congress), Kansas",29280,712841,626560
2012,"Congressional District 3 (113th Congress), Kansas",64174,731176,598855
2012,"Congressional District 4 (113th Congress), Kansas",50042,716666,600124
2012,"Congressional District 1 (113th Congress), Kentucky",48960,725929,651933
2012,"Congressional District 2 (113th Congress), Kentucky",41773,733449,656118
2012,"Congressional District 3 (113th Congress), Kentucky",155577,732786,533501
2012,"Congressional District 4 (113th Congress), Kentucky",24839,735547,681685
2012,"Congressional District 5 (113th Congress), Kentucky",9914,716945,692387
2012,"Congressional District 6 (113th Congress), Kentucky",63521,735759,628993
2012,"Congressional District 1 (113th Congress), Louisiana",102982,766284,608985
2012,"Congressional District 2 (113th Congress), Louisiana",476743,771285,248309
2012,"Congressional District 3 (113th Congress), Louisiana",185943,762579,540355
2012,"Congressional District 4 (113th Congress), Louisiana",260853,763545,467675
2012,"Congressional District 5 (113th Congress), Louisiana",269915,758851,471738
2012,"Congressional District 6 (113th Congress), Louisiana",186803,779349,554444
2012,"Congressional District 1 (113th Congress), Maine",8560,666642,631679
2012,"Congressional District 2 (113th Congress), Maine",5054,662550,632649
2012,"Congressional District 1 (113th Congress), Maryland",85030,728148,603580
2012,"Congressional District 2 (113th Congress), Maryland",236005,732150,419782
2012,"Congressional District 3 (113th Congress), Maryland",157503,724325,473183
2012,"Congressional District 4 (113th Congress), Maryland",386856,733160,231641
2012,"Congressional District 5 (113th Congress), Maryland",271986,736564,391763
2012,"Congressional District 6 (113th Congress), Maryland",89960,743616,527449
2012,"Congressional District 7 (113th Congress), Maryland",406648,738549,259947
2012,"Congressional District 8 (113th Congress), Maryland",86948,748051,510345
2012,"Congressional District 1 (113th Congress), Massachusetts",44785,723665,602686
2012,"Congressional District 2 (113th Congress), Massachusetts",33556,745433,635587
2012,"Congressional District 3 (113th Congress), Massachusetts",29423,735424,569930
2012,"Congressional District 4 (113th Congress), Massachusetts",20306,733708,643772
2012,"Congressional District 5 (113th Congress), Massachusetts",37495,743098,591804
2012,"Congressional District 6 (113th Congress), Massachusetts",22164,745067,642015
2012,"Congressional District 7 (113th Congress), Massachusetts",196421,745166,385974
2012,"Congressional District 8 (113th Congress), Massachusetts",70723,743817,586824
2012,"Congressional District 9 (113th Congress), Massachusetts",18654,730766,665304
2012,"Congressional District 1 (113th Congress), Michigan",11655,705862,652080
2012,"Congressional District 2 (113th Congress), Michigan",42326,709805,618573
2012,"Congressional District 3 (113th Congress), Michigan",62809,715155,606698
2012,"Congressional District 4 (113th Congress), Michigan",12263,703135,662240
2012,"Congressional District 5 (113th Congress), Michigan",124572,697597,541363
2012,"Congressional District 6 (113th Congress), Michigan",60336,708661,603221
2012,"Congressional District 7 (113th Congress), Michigan",29169,702643,645176
2012,"Congressional District 8 (113th Congress), Michigan",43603,708716,613176
2012,"Congressional District 9 (113th Congress), Michigan",78860,712307,581254
2012,"Congressional District 10 (113th Congress), Michigan",21928,702490,651214
2012,"Congressional District 11 (113th Congress), Michigan",36678,716311,596561
2012,"Congressional District 12 (113th Congress), Michigan",78922,707109,563767
2012,"Congressional District 13 (113th Congress), Michigan",391579,695949,262732
2012,"Congressional District 14 (113th Congress), Michigan",393660,697620,242371
2012,"Congressional District 1 (113th Congress), Minnesota",17617,667630,616511
2012,"Congressional District 2 (113th Congress), Minnesota",26071,673690,583025
2012,"Congressional District 3 (113th Congress), Minnesota",45514,677779,561044
2012,"Congressional District 4 (113th Congress), Minnesota",63764,678318,504028
2012,"Congressional District 5 (113th Congress), Minnesota",110076,683365,477221
2012,"Congressional District 6 (113th Congress), Minnesota",14611,676155,622669
2012,"Congressional District 7 (113th Congress), Minnesota",3843,660525,613086
2012,"Congressional District 8 (113th Congress), Minnesota",5669,661677,619110
2012,"Congressional District 1 (113th Congress), Mississippi",204573,750432,522345
2012,"Congressional District 2 (113th Congress), Mississippi",472761,726870,238973
2012,"Congressional District 3 (113th Congress), Mississippi",268563,752313,460216
2012,"Congressional District 4 (113th Congress), Mississippi",177723,755311,547202
2012,"Congressional District 1 (113th Congress), Missouri",363394,739775,325286
2012,"Congressional District 2 (113th Congress), Missouri",28859,758082,678780
2012,"Congressional District 3 (113th Congress), Missouri",25592,754587,702520
2012,"Congressional District 4 (113th Congress), Missouri",28687,755257,677718
2012,"Congressional District 5 (113th Congress), Missouri",165672,753184,520341
2012,"Congressional District 6 (113th Congress), Missouri",30625,755177,685684
2012,"Congressional District 7 (113th Congress), Missouri",13098,756482,699583
2012,"Congressional District 8 (113th Congress), Missouri",35704,749444,692087
2012,"Congressional District (at Large) (113th Congress), Montana",3605,1005141,896467
2012,"Congressional District 1 (113th Congress), Nebraska",14268,620321,563064
2012,"Congressional District 2 (113th Congress), Nebraska",65289,627439,500089
2012,"Congressional District 3 (113th Congress), Nebraska",5926,607765,571799
2012,"Congressional District 1 (113th Congress), Nevada",66026,671913,410479
2012,"Congressional District 2 (113th Congress), Nevada",12318,687019,571775
2012,"Congressional District 3 (113th Congress), Nevada",52694,709730,495013
2012,"Congressional District 4 (113th Congress), Nevada",96658,690269,444936
2012,"Congressional District 1 (113th Congress), New Hampshire",10021,660114,619211
2012,"Congressional District 2 (113th Congress), New Hampshire",6494,660604,622694
2012,"Congressional District 1 (113th Congress), New Jersey",129162,730393,497654
2012,"Congressional District 2 (113th Congress), New Jersey",94667,734730,543406
2012,"Congressional District 3 (113th Congress), New Jersey",76867,741972,603920
2012,"Congressional District 4 (113th Congress), New Jersey",45516,731763,630991
2012,"Congressional District 5 (113th Congress), New Jersey",36369,742297,584716
2012,"Congressional District 6 (113th Congress), New Jersey",73662,740331,491296
2012,"Congressional District 7 (113th Congress), New Jersey",29984,744206,598904
2012,"Congressional District 8 (113th Congress), New Jersey",82650,757415,425471
2012,"Congressional District 9 (113th Congress), New Jersey",85444,746408,480663
2012,"Congressional District 10 (113th Congress), New Jersey",389589,720703,211527
2012,"Congressional District 11 (113th Congress), New Jersey",30196,730671,608365
2012,"Congressional District 12 (113th Congress), New Jersey",133582,743701,434762
2012,"Congressional District 1 (113th Congress), New Mexico",19020,693772,478973
2012,"Congressional District 2 (113th Congress), New Mexico",11649,697941,560674
2012,"Congressional District 3 (113th Congress), New Mexico",12174,693825,460206
2012,"Congressional District 1 (113th Congress), New York",34795,723680,639937
2012,"Congressional District 2 (113th Congress), New York",69356,723128,557512
2012,"Congressional District 3 (113th Congress), New York",23719,714718,553180
2012,"Congressional District 4 (113th Congress), New York",103842,724357,494665
2012,"Congressional District 5 (113th Congress), New York",379011,756219,137813
2012,"Congressional District 6 (113th Congress), New York",27506,724352,356557
2012,"Congressional District 7 (113th Congress), New York",81691,751575,373501
2012,"Congressional District 8 (113th Congress), New York",410833,722663,213991
2012,"Congressional District 9 (113th Congress), New York",388858,730215,237698
2012,"Congressional District 10 (113th Congress), New York",30086,723234,521013
2012,"Congressional District 11 (113th Congress), New York",55361,729998,522029
2012,"Congressional District 12 (113th Congress), New York",33222,705637,538578
2012,"Congressional District 13 (113th Congress), New York",230221,757166,198271
2012,"Congressional District 14 (113th Congress), New York",75094,725501,335671
2012,"Congressional District 15 (113th Congress), New York",231983,724874,108969
2012,"Congressional District 16 (113th Congress), New York",241239,728126,346471
2012,"Congressional District 17 (113th Congress), New York",79911,732626,515449
2012,"Congressional District 18 (113th Congress), New York",62749,717264,570230
2012,"Congressional District 19 (113th Congress), New York",34264,712305,636541
2012,"Congressional District 20 (113th Congress), New York",65141,723814,590036
2012,"Congressional District 21 (113th Congress), New York",22724,720703,665300
2012,"Congressional District 22 (113th Congress), New York",25719,713911,646056
2012,"Congressional District 23 (113th Congress), New York",19400,717153,659543
2012,"Congressional District 24 (113th Congress), New York",58951,712871,608489
2012,"Congressional District 25 (113th Congress), New York",113508,722261,545767
2012,"Congressional District 26 (113th Congress), New York",128978,712523,520746
2012,"Congressional District 27 (113th Congress), New York",18448,719387,673383
2012,"Congressional District 1 (113th Congress), North Carolina",391891,733833,287191
2012,"Congressional District 2 (113th Congress), North Carolina",124491,766976,559500
2012,"Congressional District 3 (113th Congress), North Carolina",138287,747569,560438
2012,"Congressional District 4 (113th Congress), North Carolina",248964,759828,416932
2012,"Congressional District 5 (113th Congress), North Carolina",91217,741095,611032
2012,"Congressional District 6 (113th Congress), North Carolina",115805,741006,577450
2012,"Congressional District 7 (113th Congress), North Carolina",130413,748939,555199
2012,"Congressional District 8 (113th Congress), North Carolina",138263,741884,514537
2012,"Congressional District 9 (113th Congress), North Carolina",97711,760982,599847
2012,"Congressional District 10 (113th Congress), North Carolina",86720,741547,609331
2012,"Congressional District 11 (113th Congress), North Carolina",25588,735269,666388
2012,"Congressional District 12 (113th Congress), North Carolina",390853,775088,291592
2012,"Congressional District 13 (113th Congress), North Carolina",127705,758057,568004
2012,"Congressional District (at Large) (113th Congress), North Dakota",10202,699628,626192
2012,"Congressional District 1 (113th Congress), Ohio",157983,731181,529661
2012,"Congressional District 2 (113th Congress), Ohio",62407,713709,625643
2012,"Congressional District 3 (113th Congress), Ohio",239618,733584,423442
2012,"Congressional District 4 (113th Congress), Ohio",37407,718059,654687
2012,"Congressional District 5 (113th Congress), Ohio",21976,726090,670994
2012,"Congressional District 6 (113th Congress), Ohio",16361,716828,684594
2012,"Congressional District 7 (113th Congress), Ohio",28226,726927,677351
2012,"Congressional District 8 (113th Congress), Ohio",42755,724285,645416
2012,"Congressional District 9 (113th Congress), Ohio",117955,709603,535269
2012,"Congressional District 10 (113th Congress), Ohio",123659,721777,558739
2012,"Congressional District 11 (113th Congress), Ohio",377534,698259,282526
2012,"Congressional District 12 (113th Congress), Ohio",30920,738859,657548
2012,"Congressional District 13 (113th Congress), Ohio",80728,716143,603418
2012,"Congressional District 14 (113th Congress), Ohio",31665,720576,658312
2012,"Congressional District 15 (113th Congress), Ohio",26636,726053,662311
2012,"Congressional District 16 (113th Congress), Ohio",17280,722292,677111
2012,"Congressional District 1 (113th Congress), Oklahoma",65388,764074,559721
2012,"Congressional District 2 (113th Congress), Oklahoma",26725,748575,505388
2012,"Congressional District 3 (113th Congress), Oklahoma",26565,759066,607446
2012,"Congressional District 4 (113th Congress), Oklahoma",52173,771753,599414
2012,"Congressional District 5 (113th Congress), Oklahoma",101969,771352,533643
2012,"Congressional District 1 (113th Congress), Oregon",12165,789881,633927
2012,"Congressional District 2 (113th Congress), Oregon",4251,774864,698808
2012,"Congressional District 3 (113th Congress), Oregon",41809,788710,633015
2012,"Congressional District 4 (113th Congress), Oregon",5731,769897,691917
2012,"Congressional District 5 (113th Congress), Oregon",5763,776001,663924
2012,"Congressional District 1 (113th Congress), Pennsylvania",250882,710941,343674
2012,"Congressional District 2 (113th Congress), Pennsylvania",420062,712760,218076
2012,"Congressional District 3 (113th Congress), Pennsylvania",33321,703111,645988
2012,"Congressional District 4 (113th Congress), Pennsylvania",55518,712526,610748
2012,"Congressional District 5 (113th Congress), Pennsylvania",16330,704058,660711
2012,"Congressional District 6 (113th Congress), Pennsylvania",29658,720487,635727
2012,"Congressional District 7 (113th Congress), Pennsylvania",40684,717111,632427
2012,"Congressional District 8 (113th Congress), Pennsylvania",27588,710932,633462
2012,"Congressional District 9 (113th Congress), Pennsylvania",22629,708137,668506
2012,"Congressional District 10 (113th Congress), Pennsylvania",20597,707613,663499
2012,"Congressional District 11 (113th Congress), Pennsylvania",36430,702158,629296
2012,"Congressional District 12 (113th Congress), Pennsylvania",22576,700573,653910
2012,"Congressional District 13 (113th Congress), Pennsylvania",131854,715961,468902
2012,"Congressional District 14 (113th Congress), Pennsylvania",151295,711042,515339
2012,"Congressional District 15 (113th Congress), Pennsylvania",34395,707651,603189
2012,"Congressional District 16 (113th Congress), Pennsylvania",46190,707348,588276
2012,"Congressional District 17 (113th Congress), Pennsylvania",43991,707168,624722
2012,"Congressional District 18 (113th Congress), Pennsylvania",16003,703959,660367
2012,"Congressional District 1 (113th Congress), Rhode Island",46389,533705,420815
2012,"Congressional District 2 (113th Congress), Rhode Island",21451,516587,437082
2012,"Congressional District 1 (113th Congress), South Carolina",138872,699487,512860
2012,"Congressional District 2 (113th Congress), South Carolina",153422,670436,474303
2012,"Congressional District 3 (113th Congress), South Carolina",124697,665638,514886
2012,"Congressional District 4 (113th Congress), South Carolina",129874,673673,501041
2012,"Congressional District 5 (113th Congress), South Carolina",179706,675124,462522
2012,"Congressional District 6 (113th Congress), South Carolina",379007,667790,257991
2012,"Congressional District 7 (113th Congress), South Carolina",201509,671575,442241
2012,"Congressional District (at Large) (113th Congress), South Dakota",13055,833354,711562
2012,"Congressional District 1 (113th Congress), Tennessee",15856,711525,673368
2012,"Congressional District 2 (113th Congress), Tennessee",47349,714622,637964
2012,"Congressional District 3 (113th Congress), Tennessee",79314,711391,606426
2012,"Congressional District 4 (113th Congress), Tennessee",58520,720979,626013
2012,"Congressional District 5 (113th Congress), Tennessee",184214,725673,470600
2012,"Congressional District 6 (113th Congress), Tennessee",33206,725397,666946
2012,"Congressional District 7 (113th Congress), Tennessee",72099,723286,610247
2012,"Congressional District 8 (113th Congress), Tennessee",132339,705353,542072
2012,"Congressional District 9 (113th Congress), Tennessee",468862,718017,202928
2012,"Congressional District 1 (113th Congress), Texas",128770,710704,545549
2012,"Congressional District 2 (113th Congress), Texas",80030,744871,542361
2012,"Congressional District 3 (113th Congress), Texas",68638,747284,541741
2012,"Congressional District 4 (113th Congress), Texas",74387,705523,580698
2012,"Congressional District 5 (113th Congress), Texas",104443,711115,536795
2012,"Congressional District 6 (113th Congress), Texas",137435,720861,507973
2012,"Congressional District 7 (113th Congress), Texas",85529,717354,496838
2012,"Congressional District 8 (113th Congress), Texas",64601,743782,620887
2012,"Congressional District 9 (113th Congress), Texas",273161,738924,286906
2012,"Congressional District 10 (113th Congress), Texas",70262,708122,557935
2012,"Congressional District 11 (113th Congress), Texas",28251,718201,636755
2012,"Congressional District 12 (113th Congress), Texas",65918,728142,588954
2012,"Congressional District 13 (113th Congress), Texas",35019,703835,609728
2012,"Congressional District 14 (113th Congress), Texas",143814,705051,504723
2012,"Congressional District 15 (113th Congress), Texas",13594,719557,647606
2012,"Congressional District 16 (113th Congress), Texas",27945,722987,599618
2012,"Congressional District 17 (113th Congress), Texas",91939,715138,540760
2012,"Congressional District 18 (113th Congress), Texas",292325,732701,332340
2012,"Congressional District 19 (113th Congress), Texas",43600,707772,580703
2012,"Congressional District 20 (113th Congress), Texas",33609,722751,549757
2012,"Congressional District 21 (113th Congress), Texas",21066,733779,638513
2012,"Congressional District 22 (113th Congress), Texas",93247,750796,473969
2012,"Congressional District 23 (113th Congress), Texas",22628,717598,603487
2012,"Congressional District 24 (113th Congress), Texas",82139,732439,499834
2012,"Congressional District 25 (113th Congress), Texas",58657,730018,610172
2012,"Congressional District 26 (113th Congress), Texas",52012,750127,609347
2012,"Congressional District 27 (113th Congress), Texas",40979,709879,595358
2012,"Congressional District 28 (113th Congress), Texas",33382,732432,631313
2012,"Congressional District 29 (113th Congress), Texas",72477,695573,489327
2012,"Congressional District 30 (113th Congress), Texas",328307,727909,309730
2012,"Congressional District 31 (113th Congress), Texas",82902,739975,577541
2012,"Congressional District 32 (113th Congress), Texas",88770,733807,474508
2012,"Congressional District 33 (113th Congress), Texas",105661,703750,478503
2012,"Congressional District 34 (113th Congress), Texas",11402,716416,637682
2012,"Congressional District 35 (113th Congress), Texas",72119,745662,535012
2012,"Congressional District 36 (113th Congress), Texas",70407,714368,573247
2012,"Congressional District 1 (113th Congress), Utah",6685,711806,634744
2012,"Congressional District 2 (113th Congress), Utah",11041,703528,606691
2012,"Congressional District 3 (113th Congress), Utah",3202,711258,648930
2012,"Congressional District 4 (113th Congress), Utah",10869,728695,624543
2012,"Congressional District (at Large) (113th Congress), Vermont",6411,626011,595252
2012,"Congressional District 1 (113th Congress), Virginia",129427,747797,551535
2012,"Congressional District 2 (113th Congress), Virginia",156026,721969,481541
2012,"Congressional District 3 (113th Congress), Virginia",431782,751694,269464
2012,"Congressional District 4 (113th Congress), Virginia",238869,741349,456092
2012,"Congressional District 5 (113th Congress), Virginia",147324,726296,542575
2012,"Congressional District 6 (113th Congress), Virginia",76674,737755,621653
2012,"Congressional District 7 (113th Congress), Virginia",101657,738355,570670
2012,"Congressional District 8 (113th Congress), Virginia",99989,767596,490792
2012,"Congressional District 9 (113th Congress), Virginia",38936,723791,661164
2012,"Congressional District 10 (113th Congress), Virginia",53172,758321,554932
2012,"Congressional District 11 (113th Congress), Virginia",102402,770944,460649
2012,"Congressional District 1 (113th Congress), Washington",8742,691738,563619
2012,"Congressional District 2 (113th Congress), Washington",17528,689226,556946
2012,"Congressional District 3 (113th Congress), Washington",10854,686267,598005
2012,"Congressional District 4 (113th Congress), Washington",6914,695040,529559
2012,"Congressional District 5 (113th Congress), Washington",11061,678303,601888
2012,"Congressional District 6 (113th Congress), Washington",24058,687387,560609
2012,"Congressional District 7 (113th Congress), Washington",31424,696589,532925
2012,"Congressional District 8 (113th Congress), Washington",15261,690250,557335
2012,"Congressional District 9 (113th Congress), Washington",79551,693597,379166
2012,"Congressional District 10 (113th Congress), Washington",43238,688615,522860
2012,"Congressional District 1 (113th Congress), West Virginia",14732,614520,583257
2012,"Congressional District 2 (113th Congress), West Virginia",22522,627517,579627
