year,district,median_age
2007,"Congressional District 1 (110th Congress), Alabama",37.2
2007,"Congressional District 2 (110th Congress), Alabama",37.3
2007,"Congressional District 3 (110th Congress), Alabama",36.2
2007,"Congressional District 4 (110th Congress), Alabama",38.8
2007,"Congressional District 5 (110th Congress), Alabama",38.3
2007,"Congressional District 6 (110th Congress), Alabama",37.7
2007,"Congressional District 7 (110th Congress), Alabama",35.0
2007,"Congressional District (at Large) (110th Congress), Alaska",33.3
2007,"Congressional District 1 (110th Congress), Arizona",36.5
2007,"Congressional District 2 (110th Congress), Arizona",37.9
2007,"Congressional District 3 (110th Congress), Arizona",36.5
2007,"Congressional District 4 (110th Congress), Arizona",28.1
2007,"Congressional District 5 (110th Congress), Arizona",36.3
2007,"Congressional District 6 (110th Congress), Arizona",34.6
2007,"Congressional District 7 (110th Congress), Arizona",30.9
2007,"Congressional District 8 (110th Congress), Arizona",40.6
2007,"Congressional District 1 (110th Congress), Arkansas",38.3
2007,"Congressional District 2 (110th Congress), Arkansas",36.0
2007,"Congressional District 3 (110th Congress), Arkansas",35.3
2007,"Congressional District 4 (110th Congress), Arkansas",39.3
2007,"Congressional District 1 (110th Congress), California",35.8
2007,"Congressional District 2 (110th Congress), California",35.8
2007,"Congressional District 3 (110th Congress), California",36.3
2007,"Congressional District 4 (110th Congress), California",39.5
2007,"Congressional District 5 (110th Congress), California",32.8
2007,"Congressional District 6 (110th Congress), California",41.7
2007,"Congressional District 7 (110th Congress), California",36.9
2007,"Congressional District 8 (110th Congress), California",39.5
2007,"Congressional District 9 (110th Congress), California",37.3
2007,"Congressional District 10 (110th Congress), California",37.7
2007,"Congressional District 11 (110th Congress), California",35.0
2007,"Congressional District 12 (110th Congress), California",40.7
2007,"Congressional District 13 (110th Congress), California",36.7
2007,"Congressional District 14 (110th Congress), California",39.2
2007,"Congressional District 15 (110th Congress), California",37.2
2007,"Congressional District 16 (110th Congress), California",34.8
2007,"Congressional District 17 (110th Congress), California",33.2
2007,"Congressional District 18 (110th Congress), California",29.7
2007,"Congressional District 19 (110th Congress), California",34.0
2007,"Congressional District 20 (110th Congress), California",27.3
2007,"Congressional District 21 (110th Congress), California",30.1
2007,"Congressional District 22 (110th Congress), California",33.4
2007,"Congressional District 23 (110th Congress), California",32.3
2007,"Congressional District 24 (110th Congress), California",37.5
2007,"Congressional District 25 (110th Congress), California",32.4
2007,"Congressional District 26 (110th Congress), California",36.6
2007,"Congressional District 27 (110th Congress), California",36.4
2007,"Congressional District 28 (110th Congress), California",33.4
2007,"Congressional District 29 (110th Congress), California",39.4
2007,"Congressional District 30 (110th Congress), California",40.3
2007,"Congressional District 31 (110th Congress), California",32.1
2007,"Congressional District 32 (110th Congress), California",33.4
2007,"Congressional District 33 (110th Congress), California",35.1
2007,"Congressional District 34 (110th Congress), California",29.9
2007,"Congressional District 35 (110th Congress), California",31.0
2007,"Congressional District 36 (110th Congress), California",36.9
2007,"Congressional District 37 (110th Congress), California",30.7
2007,"Congressional District 38 (110th Congress), California",32.2
2007,"Congressional District 39 (110th Congress), California",31.2
2007,"Congressional District 40 (110th Congress), California",35.4
2007,"Congressional District 41 (110th Congress), California",32.5
2007,"Congressional District 42 (110th Congress), California",36.9
2007,"Congressional District 43 (110th Congress), California",28.5
2007,"Congressional District 44 (110th Congress), California",30.7
2007,"Congressional District 45 (110th Congress), California",33.3
2007,"Congressional District 46 (110th Congress), California",39.5
2007,"Congressional District 47 (110th Congress), California",30.0
2007,"Congressional District 48 (110th Congress), California",38.6
2007,"Congressional District 49 (110th Congress), California",31.5
2007,"Congressional District 50 (110th Congress), California",36.6
2007,"Congressional District 51 (110th Congress), California",31.8
2007,"Congressional District 52 (110th Congress), California",35.6
2007,"Congressional District 53 (110th Congress), California",32.4
2007,"Congressional District 1 (110th Congress), Colorado",35.3
2007,"Congressional District 2 (110th Congress), Colorado",34.5
2007,"Congressional District 3 (110th Congress), Colorado",37.3
2007,"Congressional District 4 (110th Congress), Colorado",34.2
2007,"Congressional District 5 (110th Congress), Colorado",35.5
2007,"Congressional District 6 (110th Congress), Colorado",37.4
2007,"Congressional District 7 (110th Congress), Colorado",35.6
2007,"Congressional District 1 (110th Congress), Connecticut",39.2
2007,"Congressional District 2 (110th Congress), Connecticut",39.1
2007,"Congressional District 3 (110th Congress), Connecticut",38.2
2007,"Congressional District 4 (110th Congress), Connecticut",39.0
2007,"Congressional District 5 (110th Congress), Connecticut",40.1
2007,"Congressional District (at Large) (110th Congress), Delaware",37.8
2007,"Delegate District (at Large) (110th Congress), District of Columbia",34.9
2007,"Congressional District 1 (110th Congress), Florida",38.2
2007,"Congressional District 2 (110th Congress), Florida",36.4
2007,"Congressional District 3 (110th Congress), Florida",33.6
2007,"Congressional District 4 (110th Congress), Florida",37.6
2007,"Congressional District 5 (110th Congress), Florida",42.9
2007,"Congressional District 6 (110th Congress), Florida",38.0
2007,"Congressional District 7 (110th Congress), Florida",40.7
2007,"Congressional District 8 (110th Congress), Florida",36.6
2007,"Congressional District 9 (110th Congress), Florida",41.8
2007,"Congressional District 10 (110th Congress), Florida",46.0
2007,"Congressional District 11 (110th Congress), Florida",35.4
2007,"Congressional District 12 (110th Congress), Florida",37.3
2007,"Congressional District 13 (110th Congress), Florida",46.1
2007,"Congressional District 14 (110th Congress), Florida",44.5
2007,"Congressional District 15 (110th Congress), Florida",41.1
2007,"Congressional District 16 (110th Congress), Florida",43.6
2007,"Congressional District 17 (110th Congress), Florida",34.3
2007,"Congressional District 18 (110th Congress), Florida",41.7
2007,"Congressional District 19 (110th Congress), Florida",46.1
2007,"Congressional District 20 (110th Congress), Florida",40.8
2007,"Congressional District 21 (110th Congress), Florida",40.2
2007,"Congressional District 22 (110th Congress), Florida",45.1
2007,"Congressional District 23 (110th Congress), Florida",33.8
2007,"Congressional District 24 (110th Congress), Florida",39.3
2007,"Congressional District 25 (110th Congress), Florida",35.6
2007,"Congressional District 1 (110th Congress), Georgia",34.4
