congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
99,House,14839,71,41,CA,200,0,1,"LOWERY, William David",L000479,1947,,0.33,-0.254,-295.32526,0.664,721,150,,0.324,-0.269
99,House,14879,71,30,CA,100,0,1,"MARTÍNEZ, Matthew G.",M000206,1929,2011.0,-0.341,0.106,-120.20071,0.844,709,51,,-0.427,0.149
99,House,15004,71,44,CA,100,0,1,"BATES, Jim",B000236,1941,,-0.279,-0.682,-270.31685,0.698,753,115,,-0.254,-0.627
99,House,15005,71,26,CA,100,0,1,"BERMAN, Howard Lawrence",B000410,1941,,-0.404,-0.286,-110.6909,0.859,731,45,,-0.448,-0.409
99,House,15009,71,1,CA,100,0,1,"BOSCO, Douglas Harry",B000648,1946,,-0.271,-0.024,-180.97246,0.762,666,85,,-0.292,-0.025
99,House,15011,71,6,CA,100,0,1,"BOXER, Barbara",B000711,1940,,-0.45,-0.423,-107.77118,0.857,701,44,,-0.534,-0.244
99,House,15032,71,18,CA,100,0,1,"LEHMAN, Richard Henry",L000225,1948,,-0.27,-0.036,-121.45018,0.839,691,44,,-0.396,0.124
99,House,15034,71,27,CA,100,0,1,"LEVINE, Meldon Edises",L000264,1943,,-0.436,-0.24,-111.95894,0.861,748,48,,-0.443,-0.277
99,House,15040,71,37,CA,200,0,1,"McCANDLESS, Alfred A.",M000306,1927,,0.474,-0.225,-216.95777,0.746,741,93,,0.524,-0.23
99,House,15051,71,43,CA,200,0,1,"PACKARD, Ronald C.",P000005,1931,,0.419,0.152,-255.6555,0.712,752,129,,0.412,0.065
99,House,15070,71,34,CA,100,0,1,"TORRES, Esteban Edward",T000316,1930,,-0.487,0.012,-104.08841,0.872,759,40,,-0.48,-0.008
99,House,15078,71,12,CA,200,0,1,"ZSCHAU, Edwin Van Wyck",Z000014,1940,,0.345,-0.745,-248.71458,0.692,675,113,,0.374,-0.856
99,House,15080,71,5,CA,100,0,1,"BURTON, Sala Galante",B001158,1925,1987.0,-0.585,-0.137,-64.82389,0.899,606,27,,-0.571,-0.137
99,House,14051,62,1,CO,100,0,1,"SCHROEDER, Patricia Scott",S000142,1940,,-0.225,-0.974,-384.2932,0.602,758,197,,-0.14,-0.99
99,House,14282,62,2,CO,100,0,1,"WIRTH, Timothy E.",W000647,1939,,-0.293,-0.315,-227.0413,0.726,709,94,,-0.203,-0.331
99,House,14639,62,5,CO,200,0,1,"KRAMER, Kenneth Bentley",K000322,1942,,0.43,-0.084,-250.9742,0.706,721,94,,0.419,-0.389
99,House,14803,62,4,CO,200,0,1,"BROWN, George Hanks (Hank)",B000919,1940,,0.511,-0.762,-266.49498,0.707,770,117,,0.564,-0.826
99,House,15058,62,6,CO,200,0,1,"SCHAEFER, Daniel",S000109,1936,2006.0,0.479,-0.123,-255.90884,0.71,746,108,,0.478,-0.195
99,House,15118,62,3,CO,200,1,1,"STRANG, Michael Lathrop",S000991,1929,2014.0,0.465,-0.174,-245.93873,0.723,759,105,,0.463,-0.173
99,House,13029,1,4,CT,200,0,1,"McKINNEY, Stewart Brett",M000527,1931,1987.0,-0.006,-0.609,-273.268,0.667,675,112,,-0.056,-0.64
99,House,14825,1,2,CT,100,0,1,"GEJDENSON, Samuel",G000120,1948,,-0.416,-0.486,-119.39081,0.854,757,50,,-0.375,-0.288
99,House,14877,1,1,CT,100,0,1,"KENNELLY, Barbara Bailey",K000118,1936,,-0.346,-0.13,-115.55577,0.857,747,46,,-0.312,-0.232
99,House,15028,1,6,CT,200,0,1,"JOHNSON, Nancy Lee",J000163,1935,,0.122,-0.513,-384.29541,0.602,756,222,,0.058,-0.231
99,House,15045,1,3,CT,100,0,1,"MORRISON, Bruce Andrew",M000992,1944,,-0.396,-0.59,-124.20728,0.841,717,51,,-0.44,-0.614
99,House,15123,1,5,CT,200,1,1,"ROWLAND, John",R000482,1957,,0.169,-0.399,-309.42932,0.669,770,152,,0.204,-0.342
99,House,15015,11,1,DE,100,0,1,"CARPER, Thomas Richard",C000174,1947,,-0.174,-0.218,-300.57076,0.67579,767,136,,-0.112,-0.211
99,House,633,43,3,FL,100,0,1,"BENNETT, Charles Edward",B000371,1910,2003.0,-0.088,0.421,-325.24064,0.658,777,153,,-0.166,0.207
99,House,3078,43,19,FL,100,0,1,"FASCELL, Dante Bruno",F000041,1917,1998.0,-0.4,0.229,-165.8001,0.799,739,61,,-0.369,0.399
99,House,7333,43,18,FL,100,0,1,"PEPPER, Claude Denson",P000218,1900,1989.0,-0.422,0.357,-157.05344,0.814,763,64,,-0.416,0.65
99,House,10587,43,2,FL,100,0,1,"FUQUA, Don",F000430,1933,,-0.173,0.715,-130.98022,0.821,665,53,,-0.205,0.73
99,House,10588,43,7,FL,100,0,1,"GIBBONS, Sam Melville",G000153,1920,2012.0,-0.233,0.17,-312.99063,0.645,714,136,,-0.134,0.025
99,House,12007,43,4,FL,100,0,1,"CHAPPELL, William Venroe, Jr.",C000321,1922,1989.0,-0.098,0.916,-185.35459,0.769,706,84,,-0.178,0.962
99,House,13047,43,8,FL,200,0,1,"YOUNG, Charles William (Bill)",Y000031,1930,2013.0,0.325,-0.112,-280.61885,0.68,728,127,,0.32,-0.285
99,House,14029,43,17,FL,100,0,1,"LEHMAN, William",L000226,1913,2005.0,-0.483,-0.001,-112.41207,0.86,747,46,,-0.554,0.094
99,House,14428,43,10,FL,200,0,1,"IRELAND, Andrew Poysell (Andy)",I000029,1930,,0.42,-0.312,-191.32767,0.77,733,85,,0.427,-0.309
99,House,14636,43,1,FL,100,0,1,"HUTTO, Earl Dewitt",H001018,1926,,-0.007,0.732,-227.93789,0.737,748,105,,0.038,0.824
99,House,14648,43,14,FL,100,0,1,"MICA, Daniel Andrew",M000688,1944,,-0.184,0.363,-194.88368,0.769,743,82,,-0.235,0.464
99,House,14651,43,11,FL,100,0,1,"NELSON, Clarence William (Bill)",N000032,1942,,-0.193,0.339,-359.24135,0.62981,777,156,,-0.047,0.379
99,House,14842,43,5,FL,200,0,1,"McCOLLUM, Ira William, Jr. (Bill)",M000350,1944,,0.377,-0.101,-282.24683,0.688,754,139,,0.389,-0.026
99,House,14860,43,15,FL,200,0,1,"SHAW, Eugene Clay, Jr.",S000303,1939,2013.0,0.3,-0.142,-232.16068,0.735,755,89,,0.387,-0.324
99,House,15006,43,9,FL,200,0,1,"BILIRAKIS, Michael",B000463,1930,,0.382,-0.219,-244.8016,0.721,748,110,,0.407,-0.347
99,House,15035,43,12,FL,200,0,1,"LEWIS, Thomas F.",L000295,1924,2003.0,0.387,-0.324,-239.41184,0.733,772,102,,0.351,-0.323
99,House,15037,43,13,FL,200,0,1,"MACK, Connie, III",M000019,1940,,0.466,-0.321,-196.43921,0.773,764,83,,0.579,-0.416
99,House,15038,43,6,FL,100,0,1,"MacKAY, Kenneth Hood, Jr. (Buddy)",M000023,1933,,-0.13,-0.117,-270.96627,0.69,729,112,,-0.139,-0.114
99,House,15062,43,16,FL,100,0,1,"SMITH, Lawrence Jack",S000586,1941,,-0.355,0.075,-168.52433,0.798,745,62,,-0.257,0.028
99,House,14404,44,10,GA,100,0,1,"BARNARD, Druie Douglas, Jr.",B000153,1922,,-0.028,0.639,-225.5018,0.721,688,107,,-0.006,0.796
99,House,14429,44,9,GA,100,0,1,"JENKINS, Edgar Lanier (Ed)",J000083,1933,2012.0,-0.116,0.678,-226.90371,0.735,736,102,,-0.096,0.549
99,House,14467,44,5,GA,100,0,1,"FOWLER, Wyche, Jr.",F000329,1940,,-0.237,0.196,-122.06831,0.773,475,55,,-0.189,0.169
99,House,14627,44,6,GA,200,0,1,"GINGRICH, Newton Leroy",G000225,1943,,0.377,-0.257,-201.10693,0.757,724,80,,0.416,-0.39
99,House,14831,44,2,GA,100,0,1,"HATCHER, Charles Floyd",H000340,1939,,-0.202,0.722,-153.792,0.797,677,61,,-0.213,0.746
99,House,15053,44,3,GA,100,0,1,"RAY, Richard Belmont",R000080,1927,1999.0,0.035,0.56,-322.97501,0.655,764,147,,0.072,0.558
99,House,15057,44,8,GA,100,0,1,"ROWLAND, James Roy, Jr.",R000481,1926,,-0.127,0.616,-174.71454,0.798,776,78,,-0.14,0.722
99,House,15069,44,1,GA,100,0,1,"THOMAS, Robert Lindsay",T000184,1943,,-0.14,0.673,-181.70042,0.791,776,82,,-0.134,0.78
99,House,15081,44,7,GA,100,0,1,"DARDEN, George (Buddy)",D000051,1943,,-0.161,0.691,-230.73255,0.74,768,115,,-0.051,0.74
99,House,15120,44,4,GA,200,1,1,"SWINDALL, Patrick Lynn",S001122,1950,,0.513,-0.289,-167.76835,0.804,769,64,,0.508,-0.219
99,House,14400,82,2,HI,100,0,1,"AKAKA, Daniel Kahikina",A000069,1924,,-0.419,0.273,-146.77979,0.817,728,66,,-0.499,0.486
99,House,14425,82,1,HI,100,0,1,"HEFTEL, Cecil Landau",H000449,1924,2010.0,-0.269,0.243,-143.02928,0.695,393,57,,-0.146,0.005
99,House,15245,82,1,HI,100,2,2,"ABERCROMBIE, Neil",A000014,1938,,-0.432,-0.026,-13.62704,0.836,76,5,,-0.482,0.055
99,House,14809,63,1,ID,200,0,1,"CRAIG, Larry Edwin",C000858,1945,,0.494,-0.014,-207.20239,0.759,750,85,,0.501,0.01
99,House,15117,63,2,ID,100,1,1,"STALLINGS, Richard Howard",S000785,1940,,-0.084,0.224,-293.91699,0.672,739,152,,-0.058,0.049
99,House,6455,21,18,IL,200,0,1,"MICHEL, Robert Henry",M000692,1923,,0.372,-0.157,-295.89813,0.666,727,150,,0.374,-0.03
99,House,7610,21,21,IL,100,0,1,"PRICE, Charles Melvin",P000522,1905,1988.0,-0.429,0.346,-146.04758,0.81,695,62,,-0.365,0.516
99,House,8080,21,8,IL,100,0,1,"ROSTENKOWSKI, Daniel David",R000458,1928,2010.0,-0.39,0.246,-114.50196,0.845,680,55,,-0.358,0.138
99,House,10421,21,9,IL,100,0,1,"YATES, Sidney Richard",Y000013,1909,2000.0,-0.494,-0.494,-139.93302,0.825,727,51,,-0.513,-0.561
99,House,10703,21,11,IL,100,0,1,"ANNUNZIO, Frank",A000212,1915,2001.0,-0.398,0.351,-127.01778,0.844,750,54,,-0.316,0.115
99,House,12041,21,12,IL,200,0,1,"CRANE, Philip Miller",C000873,1930,2014.0,0.739,0.023,-171.22213,0.782,695,59,,0.794,-0.282
99,House,14033,21,15,IL,200,0,1,"MADIGAN, Edward Rell",M000041,1936,1994.0,0.247,-0.396,-277.81774,0.675,708,128,,0.287,-0.359
99,House,14041,21,4,IL,200,0,1,"O'BRIEN, George Miller",O000010,1917,1986.0,0.169,-0.132,-193.48227,0.584,360,108,,0.124,0.038
99,House,14068,21,7,IL,100,0,1,"COLLINS, Cardiss",C000634,1931,2013.0,-0.552,-0.218,-75.18238,0.897,689,23,,-0.551,-0.278
99,House,14239,21,6,IL,200,0,1,"HYDE, Henry John",H001022,1924,2007.0,0.312,-0.18,-314.06733,0.652,733,162,,0.35,0.078
99,House,14271,21,3,IL,100,0,1,"RUSSO, Martin Anthony",R000543,1944,,-0.192,-0.209,-243.58697,0.716,729,110,,-0.243,-0.239
99,House,14677,21,10,IL,200,0,1,"PORTER, John Edward",P000444,1935,,0.217,-0.604,-404.5339,0.584,752,199,,0.259,-0.406
99,House,14841,21,16,IL,200,0,1,"MARTIN, Lynn Morley",M000195,1939,,0.345,-0.67,-266.4509,0.702,752,129,,0.386,-0.626
99,House,14856,21,2,IL,100,0,1,"SAVAGE, Gus",S000081,1925,2015.0,-0.671,-0.39,-102.1486,0.86,679,40,,-0.676,-0.329
99,House,15021,21,20,IL,100,0,1,"DURBIN, Richard Joseph",D000563,1944,,-0.363,-0.364,-307.1561,0.67036,768,109,,-0.22,-0.618
99,House,15023,21,17,IL,100,0,1,"EVANS, Lane Allen",E000250,1951,2014.0,-0.454,-0.181,-104.76425,0.872,763,47,,-0.473,-0.3
99,House,15036,21,5,IL,100,0,1,"LIPINSKI, William Oliver",L000342,1937,,-0.176,0.3,-208.53732,0.746,712,98,,-0.232,0.454
99,House,15079,21,1,IL,100,0,1,"HAYES, Charles Arthur",H000388,1918,1997.0,-0.656,-0.395,-112.23986,0.86,742,45,,-0.673,-0.322
99,House,15088,21,19,IL,100,1,1,"BRUCE, Terry Lee",B000971,1944,,-0.268,-0.032,-211.50737,0.761,776,86,,-0.242,-0.189
99,House,15098,21,13,IL,200,1,1,"FAWELL, Harris W.",F000049,1929,,0.332,-0.616,-312.59353,0.666,770,146,,0.385,-0.779
99,House,15101,21,22,IL,100,1,1,"GRAY, Kenneth James",G000400,1924,2014.0,-0.438,0.615,-148.43663,0.809,700,66,,-0.346,0.44
99,House,15102,21,14,IL,200,1,1,"GROTBERG, John",G000499,1925,1986.0,0.416,-0.225,-111.75395,0.75,389,44,,0.415,-0.242
99,House,10732,22,9,IN,100,0,1,"HAMILTON, Lee Herbert",H000114,1931,,-0.171,-0.053,-229.9428,0.743,775,110,,-0.16,-0.136
99,House,10742,22,10,IN,100,0,1,"JACOBS, Andrew, Jr.",J000033,1932,2013.0,-0.07,-0.846,-398.43213,0.591,758,197,,-0.057,-0.998
99,House,11036,22,7,IN,200,0,1,"MYERS, John Thomas",M001130,1927,2015.0,0.236,0.254,-359.76189,0.623,759,171,,0.187,0.379
99,House,13018,22,5,IN,200,0,1,"HILLIS, Elwood Haynes",H000624,1926,,0.173,-0.106,-250.68302,0.645,572,112,,0.233,0.196
99,House,14274,22,2,IN,100,0,1,"SHARP, Philip Riley",S000294,1942,,-0.166,-0.283,-231.19666,0.735,750,107,,-0.145,-0.3
99,House,14806,22,4,IN,200,0,1,"COATS, Daniel Ray",C000542,1943,,0.375,-0.227,-270.6393,0.702,766,130,,0.324,-0.233
99,House,14834,22,3,IN,200,0,1,"HILER, John Patrick",H000586,1953,,0.413,-0.35,-199.17678,0.772,769,81,,0.428,-0.293
99,House,15014,22,6,IN,200,0,1,"BURTON, Danny Lee",B001149,1938,,0.585,-0.026,-172.58031,0.796,755,72,,0.552,-0.105
99,House,15041,22,8,IN,100,1,1,"McCLOSKEY, Francis Xavier",M000342,1939,2003.0,-0.336,0.094,-168.27945,0.785,695,81,,-0.249,0.044
99,House,15124,22,1,IN,100,1,1,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.246,-182.18443,0.79075,776,80,,-0.335,-0.127
99,House,8672,31,4,IA,100,0,1,"SMITH, Neal Edward",S000596,1920,,-0.313,0.174,-243.45155,0.719,737,97,,-0.256,0.101
99,House,14205,31,6,IA,100,0,1,"BEDELL, Berkley Warren",B000298,1921,,-0.24,-0.595,-231.09814,0.727,726,95,,-0.317,-0.571
99,House,14432,31,1,IA,200,0,1,"LEACH, James Albert Smith",L000169,1942,,0.141,-0.79,-335.6534,0.638,747,153,,0.122,-0.993
99,House,14668,31,2,IA,200,0,1,"TAUKE, Thomas Joseph",T000053,1950,,0.27,-0.775,-323.55389,0.652,756,161,,0.288,-0.884
99,House,14820,31,3,IA,200,0,1,"EVANS, Thomas Cooper",E000259,1924,2005.0,0.247,-0.969,-326.46474,0.629,703,167,,0.301,-0.892
99,House,15106,31,5,IA,200,1,1,"LIGHTFOOT, James Ross",L000305,1938,,0.391,-0.211,-315.43683,0.666,776,127,,0.344,-0.501
99,House,14422,32,4,KS,100,0,1,"GLICKMAN, Daniel Robert",G000240,1944,,-0.133,-0.149,-280.5116,0.693,764,125,,-0.126,-0.132
99,House,14670,32,5,KS,200,0,1,"WHITTAKER, Robert Russell",W000426,1939,,0.346,-0.318,-265.11522,0.701,745,116,,0.347,-0.412
99,House,14852,32,1,KS,200,0,1,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.414,-0.094,-288.41251,0.68111,751,114,,0.414,-0.393
99,House,15061,32,2,KS,100,0,1,"SLATTERY, James Charles",S000477,1948,,-0.099,-0.04,-312.4771,0.665,766,142,,-0.073,-0.075
99,House,15109,32,3,KS,200,1,1,"MEYERS, Jan",M000684,1928,,0.208,-0.541,-324.19931,0.653,760,158,,0.228,-0.555
99,House,6845,51,2,KY,100,0,1,"NATCHER, William Huston",N000009,1909,1994.0,-0.288,0.575,-148.02441,0.827,777,61,,-0.313,0.564
99,House,10626,51,4,KY,200,0,1,"SNYDER, Marion Gene",S000669,1928,2007.0,0.26,0.298,-247.92975,0.702,700,124,,0.248,0.524
99,House,13024,51,3,KY,100,0,1,"MAZZOLI, Romano Louis",M000291,1932,,-0.186,-0.016,-303.17582,0.675,771,129,,-0.096,0.04
99,House,14237,51,1,KY,100,0,1,"HUBBARD, Carroll, Jr.",H000878,1937,,-0.038,0.476,-391.05343,0.59,742,191,,0.076,0.459
99,House,14635,51,6,KY,200,0,1,"HOPKINS, Larry Jones",H000776,1933,,0.347,-0.242,-322.41529,0.655,763,154,,0.286,-0.059
99,House,14854,51,5,KY,200,0,1,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.333,0.092,-303.91823,0.67284,767,169,,0.293,-0.069
99,House,15228,51,7,KY,100,1,1,"PERKINS, Carl Christopher",P000229,1954,,-0.56,0.793,-180.17755,0.793,776,79,,-0.584,0.762
99,House,10602,45,8,LA,100,1,1,"LONG, Gillis William",L000417,1923,1985.0,-0.368,0.604,,,,,,-0.723,0.691
99,House,13056,45,7,LA,100,0,1,"BREAUX, John Berlinger",B000780,1944,,-0.123,0.702,-162.81087,0.715,485,72,,-0.019,0.476
99,House,14067,45,2,LA,100,0,1,"BOGGS, Corinne Claiborne (Lindy)",B000592,1916,2013.0,-0.359,0.501,-150.78265,0.813,727,67,,-0.417,0.62
99,House,14259,45,6,LA,200,0,1,"MOORE, William Henson, III",M000923,1939,,0.24,0.144,-167.17141,0.727,525,75,,0.231,0.387
99,House,14427,45,5,LA,100,0,1,"HUCKABY, Thomas Jerald",H000901,1941,,-0.009,0.507,-277.4577,0.665,679,127,,0.004,0.27
99,House,14469,45,1,LA,200,0,1,"LIVINGSTON, Robert Linlithgow, Jr.",L000371,1943,,0.326,0.109,-288.42163,0.675,735,146,,0.342,0.078
99,House,14679,45,3,LA,100,0,1,"TAUZIN, Wilbert Joseph (Billy)",T000058,1943,,0.03,0.568,-260.76127,0.708,754,125,,0.023,0.42
99,House,14853,45,4,LA,100,0,1,"ROEMER, Charles Elson (Buddy), III",R000384,1943,,0.178,-0.415,-461.63016,0.542,753,194,,0.134,-0.27
99,House,15128,45,8,LA,100,2,2,"LONG, Catherine Small",L000411,1924,,-0.347,0.341,-139.07801,0.805,640,60,,-0.34,0.316
99,House,14661,2,2,ME,200,0,1,"SNOWE, Olympia Jean",S000663,1947,,0.091,-0.548,-295.15361,0.683,773,118,,0.102,-0.63
99,House,15042,2,1,ME,200,0,1,"McKERNAN, John Rettie, Jr.",M000512,1948,,0.137,-0.708,-279.38707,0.691,755,112,,0.175,-0.752
99,House,13031,52,7,MD,100,0,1,"MITCHELL, Parren James",M000826,1922,2007.0,-0.526,-0.851,-212.9805,0.721,651,87,,-0.995,-0.096
99,House,14021,52,4,MD,200,0,1,"HOLT, Marjorie Sewell",H000747,1920,,0.368,0.061,-330.26899,0.604,654,162,,0.292,0.083
99,House,14440,52,3,MD,100,0,1,"MIKULSKI, Barbara Ann",M000702,1936,,-0.37,-0.128,-117.26667,0.843,689,50,,-0.363,-0.09
99,House,14604,52,8,MD,100,0,1,"BARNES, Michael Darr",B000160,1943,,-0.343,-0.513,-121.24222,0.84,694,46,,-0.425,-0.305
