year,district,black_pop,total_pop,white_pop,mortgage_cost,median_age,bach_deg_num,median_HH_income,high_school_num,unemp_rate
2011,"Congressional District 1 (112th Congress), Alabama",195366,693871,469202,793,38.6,64308.0,23254.0,154277.0,11.3
2011,"Congressional District 2 (112th Congress), Alabama",215736,675534,433488,683,37.7,58075.0,21170.0,144827.0,12.0
2011,"Congressional District 3 (112th Congress), Alabama",220342,683940,440065,686,36.9,55126.0,19326.0,138814.0,13.0
2011,"Congressional District 4 (112th Congress), Alabama",36302,663272,598410,574,40.9,36112.0,20033.0,153360.0,11.6
2011,"Congressional District 5 (112th Congress), Alabama",132512,724822,548779,721,39.4,80818.0,23140.0,143429.0,10.0
2011,"Congressional District 6 (112th Congress), Alabama",99060,756153,618563,964,38.2,109104.0,27764.0,130987.0,8.8
2011,"Congressional District 7 (112th Congress), Alabama",381777,605148,209603,705,34.6,39945.0,16759.0,119756.0,15.8
2011,"Congressional District (at Large) (112th Congress), Alaska",23143,722718,482698,1186,33.9,77153.0,30234.0,128373.0,8.8
2011,"Congressional District 1 (112th Congress), Arizona",11525,782847,554034,721,39.8,66454.0,19950.0,148343.0,13.6
2011,"Congressional District 2 (112th Congress), Arizona",35257,977812,836588,982,40.7,101424.0,26490.0,191810.0,10.9
2011,"Congressional District 3 (112th Congress), Arizona",25376,744992,634457,1132,36.8,114705.0,30094.0,104995.0,9.4
2011,"Congressional District 4 (112th Congress), Arizona",61293,706413,494054,829,28.8,37029.0,20403.0,109394.0,13.7
2011,"Congressional District 5 (112th Congress), Arizona",29496,670825,555543,1113,36.5,116369.0,30639.0,79004.0,8.1
2011,"Congressional District 6 (112th Congress), Arizona",36529,976065,820528,1095,35.3,125763.0,29427.0,145123.0,9.6
2011,"Congressional District 7 (112th Congress), Arizona",36789,848389,606217,786,31.9,49841.0,19334.0,140643.0,15.2
2011,"Congressional District 8 (112th Congress), Arizona",29675,775162,639606,918,41.8,107961.0,26214.0,117275.0,9.9
2011,"Congressional District 1 (112th Congress), Arkansas",115828,689463,553463,586,38.7,47133.0,19160.0,185842.0,11.5
2011,"Congressional District 2 (112th Congress), Arkansas",162731,761152,557714,777,36.5,86422.0,24204.0,156786.0,8.8
2011,"Congressional District 3 (112th Congress), Arkansas",23280,835605,721911,700,35.7,80227.0,21606.0,177035.0,7.5
2011,"Congressional District 4 (112th Congress), Arkansas",161525,651759,463160,538,40.2,41121.0,18352.0,173553.0,10.3
2011,"Congressional District 1 (112th Congress), California",11986,706481,544284,1158,37.4,86225.0,23339.0,106705.0,12.1
2011,"Congressional District 2 (112th Congress), California",11758,706272,575471,923,38.3,62123.0,20871.0,116575.0,15.6
2011,"Congressional District 3 (112th Congress), California",49472,794092,561630,1341,39.0,101600.0,29259.0,119017.0,13.6
2011,"Congressional District 4 (112th Congress), California",10487,782874,664869,1362,42.2,113942.0,27785.0,114747.0,12.9
2011,"Congressional District 5 (112th Congress), California",94920,714409,361859,1046,32.8,72516.0,22250.0,101997.0,16.5
2011,"Congressional District 6 (112th Congress), California",14748,670074,534184,1540,41.6,116227.0,31342.0,87306.0,9.8
2011,"Congressional District 7 (112th Congress), California",96471,665450,358480,1386,37.0,84096.0,28897.0,107968.0,13.6
2011,"Congressional District 8 (112th Congress), California",45454,679309,341888,1561,38.0,168923.0,32599.0,74689.0,7.4
2011,"Congressional District 9 (112th Congress), California",133075,653676,319163,1329,36.4,106496.0,29327.0,71966.0,10.8
2011,"Congressional District 10 (112th Congress), California",57598,725592,480798,1736,38.6,117186.0,35116.0,95513.0,10.4
2011,"Congressional District 11 (112th Congress), California",34898,796102,544581,1632,36.4,109161.0,31737.0,106806.0,13.4
2011,"Congressional District 12 (112th Congress), California",14473,654689,342182,1848,40.3,134929.0,37030.0,80423.0,8.4
2011,"Congressional District 13 (112th Congress), California",49824,678312,253858,1621,36.8,106352.0,31670.0,111974.0,10.7
2011,"Congressional District 14 (112th Congress), California",16282,665921,442677,1806,38.0,127528.0,42178.0,56259.0,8.8
2011,"Congressional District 15 (112th Congress), California",16947,696695,336336,1775,36.8,126542.0,37171.0,78929.0,9.6
2011,"Congressional District 16 (112th Congress), California",22485,675185,333830,1670,35.4,96741.0,27650.0,94133.0,11.2
2011,"Congressional District 17 (112th Congress), California",15705,672672,513631,1362,33.3,68553.0,22273.0,79548.0,11.7
2011,"Congressional District 18 (112th Congress), California",46826,740984,481920,949,30.3,31063.0,17842.0,114093.0,19.9
2011,"Congressional District 19 (112th Congress), California",23903,767195,580098,1070,34.6,66723.0,22739.0,126257.0,15.1
2011,"Congressional District 20 (112th Congress), California",41955,742267,456332,848,28.6,25532.0,15637.0,99769.0,18.0
2011,"Congressional District 21 (112th Congress), California",22910,798337,556259,961,30.6,57957.0,20550.0,108141.0,15.3
2011,"Congressional District 22 (112th Congress), California",56057,801041,614476,1101,34.6,64543.0,24449.0,138399.0,13.0
2011,"Congressional District 23 (112th Congress), California",13227,697463,534518,1423,31.8,74425.0,22290.0,74596.0,10.2
2011,"Congressional District 24 (112th Congress), California",12761,694489,537963,1787,39.8,101030.0,31153.0,87593.0,10.9
2011,"Congressional District 25 (112th Congress), California",76997,854447,527396,1367,31.9,69117.0,26101.0,123531.0,13.6
2011,"Congressional District 26 (112th Congress), California",29294,699167,411069,1598,39.2,110790.0,32013.0,88163.0,8.8
2011,"Congressional District 27 (112th Congress), California",26336,703110,436680,1518,36.6,101057.0,24992.0,105741.0,10.3
2011,"Congressional District 28 (112th Congress), California",27324,644752,437365,1377,33.2,78065.0,22408.0,85775.0,13.5
2011,"Congressional District 29 (112th Congress), California",27216,647037,382273,1380,40.4,110946.0,25441.0,89800.0,10.3
2011,"Congressional District 30 (112th Congress), California",22354,685737,525878,1822,39.1,169699.0,40006.0,61612.0,9.3
2011,"Congressional District 31 (112th Congress), California",25095,614639,230623,994,33.8,59193.0,16296.0,81486.0,15.1
2011,"Congressional District 32 (112th Congress), California",13670,634455,287146,1234,34.3,51576.0,20493.0,103425.0,15.1
2011,"Congressional District 33 (112th Congress), California",155552,644532,225897,1222,35.4,97399.0,21424.0,84893.0,12.8
2011,"Congressional District 34 (112th Congress), California",32827,653918,385643,1080,30.6,34756.0,17352.0,90284.0,14.5
2011,"Congressional District 35 (112th Congress), California",188018,657373,257828,1149,31.7,46419.0,19902.0,91600.0,12.1
2011,"Congressional District 36 (112th Congress), California",28370,668270,438824,1573,37.2,130391.0,32384.0,80131.0,10.0
2011,"Congressional District 37 (112th Congress), California",137193,664264,287508,1178,31.2,54702.0,20360.0,87628.0,15.8
2011,"Congressional District 38 (112th Congress), California",22618,646263,371329,1287,33.0,47085.0,21228.0,102847.0,11.7
2011,"Congressional District 39 (112th Congress), California",33564,645865,282781,1361,32.5,45129.0,21854.0,98141.0,12.1
2011,"Congressional District 40 (112th Congress), California",19487,694328,409612,1568,35.7,95716.0,26493.0,97228.0,10.1
2011,"Congressional District 41 (112th Congress), California",56025,787838,555248,1097,35.6,60584.0,24261.0,147156.0,15.7
2011,"Congressional District 42 (112th Congress), California",15803,672041,427132,1951,38.3,118406.0,35531.0,84298.0,9.4
2011,"Congressional District 43 (112th Congress), California",68543,759934,443291,1203,28.1,30093.0,19505.0,115293.0,20.8
2011,"Congressional District 44 (112th Congress), California",48073,868555,585459,1615,32.8,88903.0,26793.0,122957.0,13.6
2011,"Congressional District 45 (112th Congress), California",67323,936555,640128,1241,36.1,81611.0,23275.0,151740.0,15.9
2011,"Congressional District 46 (112th Congress), California",13831,656732,433723,1610,41.5,120513.0,33898.0,79261.0,9.6
2011,"Congressional District 47 (112th Congress), California",10936,637759,336459,1351,30.3,41267.0,20395.0,88548.0,11.4
2011,"Congressional District 48 (112th Congress), California",8855,736274,505293,1918,38.7,167028.0,40881.0,62676.0,8.0
2011,"Congressional District 49 (112th Congress), California",35618,812538,559932,1467,32.4,66706.0,24948.0,120540.0,13.8
2011,"Congressional District 50 (112th Congress), California",16147,774700,576514,1723,38.3,138046.0,32311.0,76315.0,8.2
