year,district,mortgage_cost,median_age,bach_deg_num,median_HH_income,high_school_num,unemp_rate
2009,"Congressional District 21 (111th Congress), New York",952,38.7,73119.0,26899.0,129567.0,8.5
2009,"Congressional District 22 (111th Congress), New York",966,38.2,64676.0,23366.0,129091.0,7.6
2009,"Congressional District 23 (111th Congress), New York",758,38.7,46272.0,22837.0,170642.0,9.3
2009,"Congressional District 24 (111th Congress), New York",755,40.4,55356.0,23260.0,146433.0,7.4
2009,"Congressional District 25 (111th Congress), New York",881,40.3,80476.0,26765.0,122003.0,7.8
2009,"Congressional District 26 (111th Congress), New York",917,40.6,73714.0,26429.0,137787.0,8.2
2009,"Congressional District 27 (111th Congress), New York",749,40.6,63667.0,23562.0,135142.0,9.0
2009,"Congressional District 28 (111th Congress), New York",752,37.9,56417.0,21752.0,127038.0,11.0
2009,"Congressional District 29 (111th Congress), New York",831,41.0,71289.0,24910.0,136472.0,8.1
2009,"Congressional District 1 (111th Congress), North Carolina",669,38.3,36538.0,18302.0,132663.0,15.2
2009,"Congressional District 2 (111th Congress), North Carolina",842,32.6,68584.0,21571.0,127958.0,11.7
2009,"Congressional District 3 (111th Congress), North Carolina",831,35.0,68212.0,22726.0,127411.0,9.8
2009,"Congressional District 4 (111th Congress), North Carolina",1094,34.6,159736.0,32029.0,79953.0,7.1
2009,"Congressional District 5 (111th Congress), North Carolina",708,40.9,71972.0,22731.0,147967.0,9.9
2009,"Congressional District 6 (111th Congress), North Carolina",797,40.1,86096.0,24238.0,148064.0,11.3
2009,"Congressional District 7 (111th Congress), North Carolina",788,38.7,67919.0,20393.0,137836.0,10.6
2009,"Congressional District 8 (111th Congress), North Carolina",799,33.5,56477.0,22538.0,128507.0,12.7
2009,"Congressional District 9 (111th Congress), North Carolina",1112,36.2,156042.0,30755.0,114190.0,10.0
2009,"Congressional District 10 (111th Congress), North Carolina",684,39.5,56770.0,21223.0,147440.0,13.8
2009,"Congressional District 11 (111th Congress), North Carolina",680,43.3,79341.0,20661.0,138433.0,9.9
2009,"Congressional District 12 (111th Congress), North Carolina",819,33.2,73422.0,21559.0,126554.0,14.0
2009,"Congressional District 13 (111th Congress), North Carolina",869,34.9,110397.0,24822.0,121385.0,9.5
2009,"Congressional District (at Large) (111th Congress), North Dakota",630,37.0,80126.0,24753.0,114416.0,3.8
2009,"Congressional District 1 (111th Congress), Ohio",795,36.3,63572.0,23331.0,129612.0,10.2
2009,"Congressional District 2 (111th Congress), Ohio",971,38.2,96085.0,28241.0,137209.0,9.6
2009,"Congressional District 3 (111th Congress), Ohio",864,38.6,64665.0,25081.0,130271.0,12.2
2009,"Congressional District 4 (111th Congress), Ohio",720,39.1,42623.0,22508.0,186751.0,10.7
2009,"Congressional District 5 (111th Congress), Ohio",754,39.0,42662.0,22859.0,183268.0,12.4
2009,"Congressional District 6 (111th Congress), Ohio",620,40.7,44985.0,20463.0,179004.0,10.7
2009,"Congressional District 7 (111th Congress), Ohio",853,37.4,57475.0,23545.0,166631.0,10.6
2009,"Congressional District 8 (111th Congress), Ohio",844,37.4,56234.0,23971.0,158785.0,11.8
2009,"Congressional District 9 (111th Congress), Ohio",770,38.4,54336.0,21988.0,145930.0,14.7
2009,"Congressional District 10 (111th Congress), Ohio",825,40.7,67865.0,24438.0,132634.0,12.8
2009,"Congressional District 11 (111th Congress), Ohio",786,37.8,49323.0,19861.0,102470.0,16.4
2009,"Congressional District 12 (111th Congress), Ohio",1035,35.1,127510.0,29958.0,123458.0,7.9
2009,"Congressional District 13 (111th Congress), Ohio",878,40.4,72223.0,25126.0,149203.0,11.5
2009,"Congressional District 14 (111th Congress), Ohio",1010,42.0,88410.0,27614.0,144391.0,8.7
2009,"Congressional District 15 (111th Congress), Ohio",949,33.2,105613.0,27469.0,121749.0,8.2
2009,"Congressional District 16 (111th Congress), Ohio",798,39.9,65511.0,23516.0,171961.0,9.9
2009,"Congressional District 17 (111th Congress), Ohio",716,39.6,47489.0,21314.0,169594.0,12.9
2009,"Congressional District 18 (111th Congress), Ohio",642,40.2,36565.0,20229.0,194050.0,10.9
2009,"Congressional District 1 (111th Congress), Oklahoma",800,35.2,94932.0,25312.0,134046.0,6.2
2009,"Congressional District 2 (111th Congress), Oklahoma",525,38.2,47988.0,19014.0,171457.0,8.3
2009,"Congressional District 3 (111th Congress), Oklahoma",592,36.8,61451.0,21281.0,162204.0,6.1
2009,"Congressional District 4 (111th Congress), Oklahoma",708,34.8,73835.0,23810.0,156508.0,6.4
2009,"Congressional District 5 (111th Congress), Oklahoma",737,33.7,86536.0,22499.0,131860.0,7.2
2009,"Congressional District 1 (111th Congress), Oregon",1145,36.2,128579.0,27585.0,107228.0,11.4
2009,"Congressional District 2 (111th Congress), Oregon",836,40.9,73534.0,22004.0,146346.0,12.1
2009,"Congressional District 3 (111th Congress), Oregon",1108,35.5,114305.0,26255.0,121310.0,11.6
2009,"Congressional District 4 (111th Congress), Oregon",829,40.5,70150.0,20530.0,132904.0,13.3
2009,"Congressional District 5 (111th Congress), Oregon",1043,38.1,97920.0,24044.0,116945.0,10.7
2009,"Congressional District 1 (111th Congress), Pennsylvania",812,31.9,46899.0,19520.0,146607.0,16.0
2009,"Congressional District 2 (111th Congress), Pennsylvania",859,34.5,68719.0,22813.0,124111.0,12.4
2009,"Congressional District 3 (111th Congress), Pennsylvania",694,40.5,59251.0,21466.0,189913.0,9.9
2009,"Congressional District 4 (111th Congress), Pennsylvania",888,43.6,92298.0,27250.0,161221.0,7.5
2009,"Congressional District 5 (111th Congress), Pennsylvania",646,39.3,48852.0,20127.0,192001.0,9.7
2009,"Congressional District 6 (111th Congress), Pennsylvania",1249,39.1,114427.0,31531.0,148456.0,7.9
2009,"Congressional District 7 (111th Congress), Pennsylvania",1281,39.8,106813.0,33323.0,125117.0,7.6
2009,"Congressional District 8 (111th Congress), Pennsylvania",1425,41.6,93162.0,32481.0,159685.0,8.1
2009,"Congressional District 9 (111th Congress), Pennsylvania",650,41.6,46537.0,22227.0,218532.0,9.1
2009,"Congressional District 10 (111th Congress), Pennsylvania",743,42.8,60859.0,22197.0,190397.0,8.7
2009,"Congressional District 11 (111th Congress), Pennsylvania",783,40.8,59393.0,21841.0,187910.0,9.1
2009,"Congressional District 12 (111th Congress), Pennsylvania",585,43.3,46199.0,20418.0,210031.0,9.1
2009,"Congressional District 13 (111th Congress), Pennsylvania",1093,40.0,91278.0,29329.0,160334.0,9.9
2009,"Congressional District 14 (111th Congress), Pennsylvania",709,38.3,60356.0,20784.0,146713.0,10.2
2009,"Congressional District 15 (111th Congress), Pennsylvania",1044,40.0,81839.0,26397.0,170014.0,8.9
2009,"Congressional District 16 (111th Congress), Pennsylvania",973,36.8,77143.0,25865.0,162882.0,9.3
2009,"Congressional District 17 (111th Congress), Pennsylvania",819,41.0,63694.0,25449.0,195428.0,7.8
2009,"Congressional District 18 (111th Congress), Pennsylvania",856,43.1,100455.0,27882.0,156731.0,7.0
2009,"Congressional District 19 (111th Congress), Pennsylvania",971,39.9,76075.0,27852.0,195293.0,7.5
2009,"Congressional District 1 (111th Congress), Rhode Island",1115,39.3,66841.0,26392.0,95613.0,8.7
2009,"Congressional District 2 (111th Congress), Rhode Island",1192,39.4,67194.0,27160.0,105375.0,10.5
2009,"Congressional District 1 (111th Congress), South Carolina",972,37.2,111772.0,24465.0,158106.0,11.1
2009,"Congressional District 2 (111th Congress), South Carolina",894,37.2,108532.0,27014.0,137681.0,9.8
2009,"Congressional District 3 (111th Congress), South Carolina",639,39.1,62312.0,20039.0,153005.0,12.1
2009,"Congressional District 4 (111th Congress), South Carolina",740,37.6,85862.0,22122.0,150000.0,11.3
2009,"Congressional District 5 (111th Congress), South Carolina",656,38.2,64160.0,21170.0,166312.0,12.5
2009,"Congressional District 6 (111th Congress), South Carolina",638,35.4,47594.0,17496.0,150685.0,14.3
2009,"Congressional District (at Large) (111th Congress), South Dakota",649,36.8,93321.0,23438.0,169343.0,5.2
2009,"Congressional District 1 (111th Congress), Tennessee",578,40.9,50611.0,18716.0,182688.0,12.1
2009,"Congressional District 2 (111th Congress), Tennessee",769,38.8,89814.0,22762.0,150412.0,9.1
2009,"Congressional District 3 (111th Congress), Tennessee",688,39.7,66715.0,21147.0,153770.0,12.1
2009,"Congressional District 4 (111th Congress), Tennessee",586,40.2,43904.0,19898.0,184879.0,11.5
2009,"Congressional District 5 (111th Congress), Tennessee",924,34.8,101829.0,25752.0,125761.0,9.7
2009,"Congressional District 6 (111th Congress), Tennessee",821,35.9,75713.0,23765.0,174575.0,10.1
2009,"Congressional District 7 (111th Congress), Tennessee",998,37.5,111263.0,28603.0,137872.0,8.3
2009,"Congressional District 8 (111th Congress), Tennessee",665,37.8,43274.0,19830.0,166045.0,13.6
2009,"Congressional District 9 (111th Congress), Tennessee",830,33.5,53421.0,19684.0,112397.0,14.7
2009,"Congressional District 1 (111th Congress), Texas",651,36.1,58422.0,20285.0,137916.0,8.7
2009,"Congressional District 2 (111th Congress), Texas",926,34.5,74688.0,27790.0,134775.0,7.6
2009,"Congressional District 3 (111th Congress), Texas",1246,34.0,157596.0,30542.0,96985.0,7.4
2009,"Congressional District 4 (111th Congress), Texas",829,36.8,82157.0,24117.0,158909.0,8.6
2009,"Congressional District 5 (111th Congress), Texas",843,36.2,60250.0,24103.0,148211.0,7.8
2009,"Congressional District 6 (111th Congress), Texas",974,33.1,83659.0,25906.0,134714.0,8.6
2009,"Congressional District 7 (111th Congress), Texas",1209,35.4,161841.0,38000.0,82090.0,5.0
2009,"Congressional District 8 (111th Congress), Texas",793,37.0,81328.0,24964.0,166360.0,7.6
2009,"Congressional District 9 (111th Congress), Texas",861,30.8,60823.0,20627.0,108437.0,9.6
2009,"Congressional District 10 (111th Congress), Texas",1152,32.5,142829.0,30384.0,128654.0,6.9
2009,"Congressional District 11 (111th Congress), Texas",664,36.7,56404.0,22417.0,135046.0,7.0
2009,"Congressional District 12 (111th Congress), Texas",963,33.4,84135.0,25380.0,139145.0,9.9
2009,"Congressional District 13 (111th Congress), Texas",630,36.0,52918.0,21835.0,132815.0,6.8
2009,"Congressional District 14 (111th Congress), Texas",879,36.8,83112.0,27376.0,134356.0,8.1
2009,"Congressional District 15 (111th Congress), Texas",571,30.4,44652.0,16108.0,118508.0,10.6
2009,"Congressional District 16 (111th Congress), Texas",699,31.0,57598.0,18365.0,97135.0,6.9
2009,"Congressional District 17 (111th Congress), Texas",787,31.2,61483.0,19612.0,128003.0,8.1
2009,"Congressional District 18 (111th Congress), Texas",825,31.0,51816.0,20094.0,129162.0,8.5
2009,"Congressional District 19 (111th Congress), Texas",658,31.7,57634.0,20341.0,113816.0,6.3
2009,"Congressional District 20 (111th Congress), Texas",745,31.7,40819.0,19394.0,123814.0,8.9
2009,"Congressional District 21 (111th Congress), Texas",1079,36.1,139543.0,28785.0,111713.0,6.2
2009,"Congressional District 22 (111th Congress), Texas",1224,34.1,127711.0,33500.0,118800.0,6.5
2009,"Congressional District 23 (111th Congress), Texas",772,32.0,71750.0,20508.0,109871.0,9.0
2009,"Congressional District 24 (111th Congress), Texas",1141,33.3,122335.0,31335.0,103345.0,8.3
2009,"Congressional District 25 (111th Congress), Texas",961,31.9,113567.0,24787.0,120528.0,8.4
2009,"Congressional District 26 (111th Congress), Texas",1112,32.5,117292.0,27297.0,133196.0,8.9
2009,"Congressional District 27 (111th Congress), Texas",716,31.2,45958.0,18085.0,106008.0,9.0
2009,"Congressional District 28 (111th Congress), Texas",696,29.4,54822.0,16465.0,109793.0,8.6
2009,"Congressional District 29 (111th Congress), Texas",729,28.5,17228.0,19239.0,109625.0,11.6
2009,"Congressional District 30 (111th Congress), Texas",859,30.8,56858.0,20656.0,121181.0,11.3
2009,"Congressional District 31 (111th Congress), Texas",1006,32.3,95821.0,27859.0,138210.0,8.2
2009,"Congressional District 32 (111th Congress), Texas",971,32.4,101586.0,25678.0,74961.0,9.4
2009,"Congressional District 1 (111th Congress), Utah",993,29.4,99829.0,24368.0,139381.0,8.1
2009,"Congressional District 2 (111th Congress), Utah",982,31.4,118306.0,25584.0,123237.0,7.1
2009,"Congressional District 3 (111th Congress), Utah",1137,25.9,86046.0,22211.0,127673.0,8.3
2009,"Congressional District (at Large) (111th Congress), Vermont",1028,41.5,83936.0,24852.0,136581.0,7.6
2009,"Congressional District 1 (111th Congress), Virginia",1279,37.2,92876.0,31040.0,137533.0,7.6
2009,"Congressional District 2 (111th Congress), Virginia",1234,34.1,75446.0,29113.0,106985.0,7.4
2009,"Congressional District 3 (111th Congress), Virginia",980,32.4,53000.0,23124.0,133456.0,11.9
2009,"Congressional District 4 (111th Congress), Virginia",1144,37.7,71301.0,28057.0,143831.0,8.4
2009,"Congressional District 5 (111th Congress), Virginia",731,41.1,56957.0,22353.0,146254.0,8.2
2009,"Congressional District 6 (111th Congress), Virginia",779,38.7,69207.0,22768.0,149896.0,7.0
2009,"Congressional District 7 (111th Congress), Virginia",1193,38.6,121639.0,31253.0,122911.0,6.1
2009,"Congressional District 8 (111th Congress), Virginia",1690,35.0,154212.0,48192.0,63352.0,6.4
2009,"Congressional District 9 (111th Congress), Virginia",539,40.2,46389.0,18111.0,143699.0,9.6
2009,"Congressional District 10 (111th Congress), Virginia",1923,35.9,154066.0,41985.0,99902.0,5.3
2009,"Congressional District 11 (111th Congress), Virginia",2026,36.9,140289.0,44987.0,76870.0,5.7
2009,"Congressional District 1 (111th Congress), Washington",1501,38.1,132580.0,35735.0,93241.0,7.8
2009,"Congressional District 2 (111th Congress), Washington",1183,38.1,83733.0,27636.0,130392.0,9.8
2009,"Congressional District 3 (111th Congress), Washington",1032,38.2,76464.0,26036.0,146179.0,11.4
2009,"Congressional District 4 (111th Congress), Washington",829,33.0,57138.0,21900.0,119976.0,10.2
2009,"Congressional District 5 (111th Congress), Washington",808,37.2,76542.0,22264.0,127456.0,9.9
2009,"Congressional District 6 (111th Congress), Washington",980,38.7,70554.0,25731.0,135668.0,11.6
2009,"Congressional District 7 (111th Congress), Washington",1255,36.9,167672.0,32708.0,76360.0,7.8
2009,"Congressional District 8 (111th Congress), Washington",1687,37.1,144472.0,39041.0,104968.0,8.3
2009,"Congressional District 9 (111th Congress), Washington",1196,35.1,76706.0,28407.0,133266.0,9.9
2009,"Congressional District 1 (111th Congress), West Virginia",529,40.6,44399.0,19481.0,165442.0,7.7
2009,"Congressional District 2 (111th Congress), West Virginia",597,40.8,55573.0,22427.0,182691.0,8.1
2009,"Congressional District 3 (111th Congress), West Virginia",440,40.8,33050.0,18274.0,169985.0,7.3
2009,"Congressional District 1 (111th Congress), Wisconsin",1043,39.1,87162.0,26818.0,166109.0,9.0
2009,"Congressional District 2 (111th Congress), Wisconsin",1028,35.4,108398.0,27165.0,132563.0,7.2
2009,"Congressional District 3 (111th Congress), Wisconsin",839,37.6,70275.0,23753.0,170159.0,6.4
2009,"Congressional District 4 (111th Congress), Wisconsin",839,31.8,61322.0,20416.0,136686.0,12.8
2009,"Congressional District 5 (111th Congress), Wisconsin",1177,41.3,119848.0,32299.0,127024.0,6.7
2009,"Congressional District 6 (111th Congress), Wisconsin",821,40.3,65933.0,24820.0,185993.0,7.8
2009,"Congressional District 7 (111th Congress), Wisconsin",728,41.7,61709.0,23362.0,179677.0,8.1
2009,"Congressional District 8 (111th Congress), Wisconsin",815,40.2,73937.0,25981.0,185651.0,7.9
2009,"Congressional District (at Large) (111th Congress), Wyoming",786,36.7,56495.0,26682.0,109962.0,5.9
2009,"Resident Commissioner District (at Large) (111th Congress), Puerto Rico",285,36.3,,,,18.9
