year,district,black_pop,total_pop,white_pop,mortgage_cost,median_age,bach_deg_num,high_school_num,median_HH_income,unemp_rate
2015,"Congressional District 2 (114th Congress), Mississippi",480259,724075,226673,654,35.6,50413.0,149068.0,19641.0,11.8
2015,"Congressional District 3 (114th Congress), Mississippi",256668,745475,462619,683,37.4,75280.0,144168.0,24130.0,7.0
2015,"Congressional District 4 (114th Congress), Mississippi",181749,764018,543934,694,37.1,62285.0,156609.0,22454.0,9.4
2015,"Congressional District 1 (114th Congress), Missouri",361855,736055,322220,874,35.4,86238.0,130367.0,25309.0,8.7
2015,"Congressional District 2 (114th Congress), Missouri",28577,767531,682730,1140,42.7,150960.0,106804.0,37329.0,3.4
2015,"Congressional District 3 (114th Congress), Missouri",26087,774899,719936,873,39.1,84778.0,179859.0,29038.0,4.3
2015,"Congressional District 4 (114th Congress), Missouri",40137,762763,677012,747,36.6,77059.0,167531.0,22958.0,5.7
2015,"Congressional District 5 (114th Congress), Missouri",165779,757920,518912,842,36.9,88087.0,159627.0,27226.0,5.0
2015,"Congressional District 6 (114th Congress), Missouri",35273,765667,694869,804,38.5,91342.0,172872.0,27725.0,4.7
2015,"Congressional District 7 (114th Congress), Missouri",14116,770073,707105,714,37.7,77707.0,167157.0,23750.0,4.8
2015,"Congressional District 8 (114th Congress), Missouri",38145,748764,688543,616,40.5,50751.0,185736.0,20931.0,6.5
2015,"Congressional District (at Large) (114th Congress), Montana",4725,1032949,918701,795,39.9,144135.0,222399.0,25507.0,4.5
2015,"Congressional District 1 (114th Congress), Nebraska",19660,638320,569429,849,35.2,78095.0,109488.0,28844.0,3.2
