year,district,black_pop,total_pop,white_pop,mortgage_cost,median_age,bach_deg_num,median_HH_income,high_school_num,unemp_rate
2008,"Congressional District 1 (110th Congress), Alabama",181824,672708,461248,736,37.3,65397.0,22473.0,149143.0,7.2
2008,"Congressional District 2 (110th Congress), Alabama",202187,651681,428880,638,37.0,52767.0,21318.0,142511.0,6.6
2008,"Congressional District 3 (110th Congress), Alabama",218573,665665,430171,654,36.9,49883.0,20190.0,135228.0,8.0
2008,"Congressional District 4 (110th Congress), Alabama",30093,650786,596758,556,38.7,36796.0,20120.0,149766.0,6.4
2008,"Congressional District 5 (110th Congress), Alabama",124371,689993,531875,678,38.4,86221.0,24552.0,135224.0,6.8
2008,"Congressional District 6 (110th Congress), Alabama",90697,739397,624447,946,37.9,106058.0,31082.0,134805.0,4.6
2008,"Congressional District 7 (110th Congress), Alabama",372898,591670,203172,661,35.4,42465.0,18289.0,127411.0,10.0
2008,"Congressional District (at Large) (110th Congress), Alaska",24883,686293,474317,1166,33.0,74728.0,30271.0,112556.0,7.7
2008,"Congressional District 1 (110th Congress), Arizona",15555,767469,524455,747,35.9,57798.0,21428.0,140821.0,7.1
2008,"Congressional District 2 (110th Congress), Arizona",33058,991439,825461,1119,38.1,92666.0,27718.0,186673.0,6.2
2008,"Congressional District 3 (110th Congress), Arizona",28312,734739,615789,1211,36.7,98853.0,30822.0,113511.0,5.1
2008,"Congressional District 4 (110th Congress), Arizona",53502,753506,573413,966,28.4,33056.0,21836.0,115730.0,6.7
2008,"Congressional District 5 (110th Congress), Arizona",21910,689554,591093,1170,36.8,125388.0,32384.0,77345.0,4.5
2008,"Congressional District 6 (110th Congress), Arizona",25761,957920,813968,1193,35.1,106722.0,29921.0,157946.0,5.3
2008,"Congressional District 7 (110th Congress), Arizona",30100,840106,599306,820,31.6,48764.0,20915.0,140414.0,9.2
2008,"Congressional District 8 (110th Congress), Arizona",27560,765447,660502,906,41.0,103757.0,26804.0,115671.0,5.1
2008,"Congressional District 1 (110th Congress), Arkansas",114123,676900,546764,568,38.5,41013.0,18822.0,173853.0,7.7
2008,"Congressional District 2 (110th Congress), Arkansas",148501,725377,538506,737,36.7,74950.0,23395.0,155007.0,6.0
2008,"Congressional District 3 (110th Congress), Arkansas",19582,790522,693070,668,35.1,70148.0,21384.0,167818.0,4.7
2008,"Congressional District 4 (110th Congress), Arkansas",160430,662591,469283,553,39.0,48244.0,18806.0,166430.0,8.7
2008,"Congressional District 1 (110th Congress), California",13474,685423,541322,1134,36.0,79278.0,24170.0,107326.0,7.7
2008,"Congressional District 2 (110th Congress), California",7820,710375,571074,936,35.5,65583.0,20732.0,103098.0,10.7
2008,"Congressional District 3 (110th Congress), California",47494,784306,564117,1478,37.3,101245.0,31186.0,114930.0,7.4
2008,"Congressional District 4 (110th Congress), California",12217,755610,645039,1335,39.8,105531.0,30548.0,126259.0,7.2
2008,"Congressional District 5 (110th Congress), California",94166,678719,361070,1094,32.9,75419.0,25036.0,97161.0,10.4
2008,"Congressional District 6 (110th Congress), California",14993,649613,531774,1640,41.0,114016.0,34113.0,74506.0,5.5
2008,"Congressional District 7 (110th Congress), California",93664,657472,348105,1510,36.4,79752.0,31123.0,96216.0,7.7
2008,"Congressional District 8 (110th Congress), California",44705,664963,363967,1499,40.1,158842.0,36289.0,73338.0,6.1
2008,"Congressional District 9 (110th Congress), California",126853,623814,301173,1325,36.7,94540.0,30326.0,71198.0,6.8
2008,"Congressional District 10 (110th Congress), California",56114,696175,465529,1827,38.0,115744.0,39360.0,82243.0,6.3
2008,"Congressional District 11 (110th Congress), California",38527,802588,547764,1816,34.8,100216.0,32247.0,108186.0,8.6
2008,"Congressional District 12 (110th Congress), California",17792,662783,371681,1817,41.2,129141.0,38264.0,82426.0,5.2
2008,"Congressional District 13 (110th Congress), California",52460,647397,259193,1610,38.0,96546.0,34487.0,106145.0,6.7
2008,"Congressional District 14 (110th Congress), California",18116,653246,420056,1843,38.9,130204.0,42791.0,54413.0,4.6
2008,"Congressional District 15 (110th Congress), California",12817,671729,332137,1826,37.6,118752.0,40276.0,74678.0,6.3
2008,"Congressional District 16 (110th Congress), California",22315,655743,337124,1793,34.8,80678.0,30897.0,84910.0,6.6
2008,"Congressional District 17 (110th Congress), California",16080,642682,501493,1393,33.3,65503.0,24877.0,76651.0,8.7
2008,"Congressional District 18 (110th Congress), California",45951,686109,445543,998,30.1,29534.0,19335.0,106083.0,12.7
2008,"Congressional District 19 (110th Congress), California",31614,767694,592560,1130,33.7,60884.0,23620.0,123376.0,9.2
