year,district,black_pop,total_pop,white_pop,mortgage_cost,median_age,bach_deg_num,median_HH_income,high_school_num,unemp_rate
2010,"Congressional District 1 (111th Congress), Alabama",194656,689835,464769,763,38.4,67941.0,21250.0,150659.0,12.8
2010,"Congressional District 2 (111th Congress), Alabama",206236,666779,431666,684,37.7,53603.0,21548.0,144872.0,9.3
2010,"Congressional District 3 (111th Congress), Alabama",221144,690081,445480,677,36.7,52679.0,18407.0,143273.0,13.9
2010,"Congressional District 4 (111th Congress), Alabama",34217,659152,600810,587,40.2,35033.0,19149.0,153978.0,13.3
2010,"Congressional District 5 (111th Congress), Alabama",126927,719906,552254,712,38.3,79791.0,23489.0,131734.0,11.2
2010,"Congressional District 6 (111th Congress), Alabama",89301,747579,620042,972,37.8,108354.0,28291.0,132778.0,8.7
2010,"Congressional District 7 (111th Congress), Alabama",390499,611966,209255,695,34.7,42462.0,16835.0,130911.0,14.8
2010,"Congressional District (at Large) (111th Congress), Alaska",24711,713985,481446,1167,33.8,83346.0,28202.0,114055.0,9.6
2010,"Congressional District 1 (111th Congress), Arizona",14066,781608,550086,730,38.1,60928.0,19297.0,142844.0,13.7
2010,"Congressional District 2 (111th Congress), Arizona",31846,984825,847333,1022,39.1,92892.0,26093.0,185782.0,12.5
2010,"Congressional District 3 (111th Congress), Arizona",22217,691893,592332,1117,37.9,104476.0,30117.0,108157.0,9.3
2010,"Congressional District 4 (111th Congress), Arizona",73209,708666,482847,842,28.7,34961.0,20248.0,114509.0,14.6
2010,"Congressional District 5 (111th Congress), Arizona",27803,660446,550779,1130,37.4,121210.0,30455.0,80843.0,9.8
2010,"Congressional District 6 (111th Congress), Arizona",36793,970648,793317,1151,35.8,119002.0,28326.0,152816.0,11.0
2010,"Congressional District 7 (111th Congress), Arizona",32333,866463,636082,869,31.1,49330.0,20230.0,142359.0,14.7
2010,"Congressional District 8 (111th Congress), Arizona",25742,749188,642602,943,43.1,109090.0,26643.0,112887.0,9.6
2010,"Congressional District 1 (111th Congress), Arkansas",115632,688562,555700,570,38.8,42418.0,18116.0,171244.0,11.5
2010,"Congressional District 2 (111th Congress), Arkansas",161627,753672,561237,747,36.1,85053.0,23840.0,153591.0,8.1
2010,"Congressional District 3 (111th Congress), Arkansas",21792,825495,712193,699,35.2,79818.0,21567.0,173575.0,7.7
2010,"Congressional District 4 (111th Congress), Arkansas",165360,653877,460565,564,39.8,45599.0,18481.0,165666.0,12.1
2010,"Congressional District 1 (111th Congress), California",12856,710852,553647,1135,37.1,81294.0,23030.0,107321.0,12.2
2010,"Congressional District 2 (111th Congress), California",8706,707923,575773,937,37.6,64447.0,20787.0,116407.0,16.2
2010,"Congressional District 3 (111th Congress), California",50551,790923,547299,1408,38.3,100551.0,29448.0,114832.0,13.2
2010,"Congressional District 4 (111th Congress), California",10218,774590,658960,1392,41.4,109109.0,28615.0,125495.0,12.0
2010,"Congressional District 5 (111th Congress), California",93622,694153,368746,1055,33.1,71247.0,22431.0,96587.0,16.9
2010,"Congressional District 6 (111th Congress), California",15355,663617,544952,1592,41.8,115331.0,31114.0,79342.0,12.0
2010,"Congressional District 7 (111th Congress), California",106175,667980,373572,1458,36.1,72196.0,28334.0,108476.0,13.7
2010,"Congressional District 8 (111th Congress), California",46692,667249,345990,1523,37.7,163882.0,34263.0,75026.0,9.1
2010,"Congressional District 9 (111th Congress), California",129200,649988,308802,1305,35.8,103730.0,27214.0,71700.0,12.3
2010,"Congressional District 10 (111th Congress), California",50747,711957,460354,1700,38.9,123480.0,35399.0,89944.0,11.3
2010,"Congressional District 11 (111th Congress), California",36460,790726,537685,1673,36.7,107225.0,31611.0,105105.0,13.2
2010,"Congressional District 12 (111th Congress), California",11607,655978,345456,1782,40.3,130312.0,38257.0,77281.0,8.9
2010,"Congressional District 13 (111th Congress), California",49468,667840,243452,1581,36.4,104845.0,32656.0,110480.0,12.8
2010,"Congressional District 14 (111th Congress), California",15877,654654,428779,1708,38.5,126352.0,41289.0,56771.0,9.0
2010,"Congressional District 15 (111th Congress), California",18469,688250,324263,1722,36.5,129336.0,36767.0,73840.0,10.2
2010,"Congressional District 16 (111th Congress), California",21324,668121,317298,1718,34.5,93322.0,28869.0,85874.0,13.6
2010,"Congressional District 17 (111th Congress), California",13759,664462,517275,1386,33.4,64363.0,22456.0,80985.0,11.3
2010,"Congressional District 18 (111th Congress), California",40647,726204,489274,977,29.8,30833.0,17478.0,113390.0,19.6
2010,"Congressional District 19 (111th Congress), California",27653,759459,600929,1150,35.3,69548.0,23275.0,120529.0,13.9
2010,"Congressional District 20 (111th Congress), California",49300,743070,448000,823,28.2,23903.0,15329.0,99463.0,17.3
2010,"Congressional District 21 (111th Congress), California",19463,794639,560688,986,30.5,54759.0,20370.0,105669.0,15.9
2010,"Congressional District 22 (111th Congress), California",55723,801417,594898,1113,33.9,64545.0,25705.0,129328.0,12.4
2010,"Congressional District 23 (111th Congress), California",14980,696273,540759,1377,32.4,69707.0,21745.0,77472.0,11.2
2010,"Congressional District 24 (111th Congress), California",9689,687108,520472,1711,38.5,96946.0,31989.0,87837.0,10.1
2010,"Congressional District 25 (111th Congress), California",80907,833546,527663,1419,32.8,70602.0,25009.0,119774.0,14.8
2010,"Congressional District 26 (111th Congress), California",34545,702191,425973,1615,37.8,102610.0,31809.0,92736.0,10.7
2010,"Congressional District 27 (111th Congress), California",32848,694684,432141,1497,36.5,98846.0,25976.0,99506.0,12.1
2010,"Congressional District 28 (111th Congress), California",25980,661126,398571,1362,32.7,79246.0,21959.0,82225.0,13.7
2010,"Congressional District 29 (111th Congress), California",28072,639084,365298,1425,39.2,113884.0,25834.0,82818.0,10.9
2010,"Congressional District 30 (111th Congress), California",20854,650843,511548,1845,40.3,169762.0,41493.0,57297.0,10.9
2010,"Congressional District 31 (111th Congress), California",22118,617286,236308,984,32.8,55580.0,16766.0,79451.0,13.8
2010,"Congressional District 32 (111th Congress), California",14362,640186,260797,1260,34.5,47000.0,20408.0,102556.0,13.2
2010,"Congressional District 33 (111th Congress), California",161068,647747,223063,1218,34.7,99298.0,21575.0,80316.0,13.6
2010,"Congressional District 34 (111th Congress), California",32761,644666,330613,1036,31.3,33897.0,17379.0,89442.0,14.2
2010,"Congressional District 35 (111th Congress), California",186064,652604,249149,1156,31.4,48520.0,21239.0,91133.0,12.6
