year,district,black_pop,total_pop,white_pop,mortgage_cost,median_age,bach_deg_num,median_HH_income,high_school_num,unemp_rate
2012,"Congressional District 52 (113th Congress), California",21617,704272,488857,1750,36.3,156012.0,38051.0,60608.0,6.7
2012,"Congressional District 53 (113th Congress), California",61336,725892,476957,1425,34.2,110185.0,30214.0,98050.0,10.0
2012,"Congressional District 1 (113th Congress), Colorado",67616,750153,581901,1058,34.5,144148.0,30613.0,94361.0,7.2
2012,"Congressional District 2 (113th Congress), Colorado",5465,743592,672359,1262,37.5,154404.0,30921.0,75250.0,6.9
2012,"Congressional District 3 (113th Congress), Colorado",8121,720338,630284,905,39.6,90806.0,24498.0,130048.0,8.8
2012,"Congressional District 4 (113th Congress), Colorado",11974,738491,655012,1123,36.3,103076.0,28842.0,114265.0,6.9
2012,"Congressional District 5 (113th Congress), Colorado",44790,740514,614930,1073,35.3,99897.0,26840.0,113325.0,9.3
2012,"Congressional District 6 (113th Congress), Colorado",71290,748467,570255,1261,35.6,125331.0,32281.0,97406.0,7.7
2012,"Congressional District 7 (113th Congress), Colorado",9036,746027,651932,1125,36.1,100807.0,30298.0,127545.0,8.2
2012,"Congressional District 1 (113th Congress), Connecticut",109162,723908,526395,1218,40.8,96428.0,32127.0,140066.0,10.1
2012,"Congressional District 2 (113th Congress), Connecticut",26331,709756,623903,1274,41.3,90456.0,31773.0,147873.0,7.8
2012,"Congressional District 3 (113th Congress), Connecticut",94536,712314,535449,1319,40.3,93133.0,30626.0,148096.0,10.7
2012,"Congressional District 4 (113th Congress), Connecticut",88687,728616,538426,1814,39.3,133243.0,36496.0,103108.0,10.3
2012,"Congressional District 5 (113th Congress), Connecticut",47634,715753,580799,1281,40.4,90180.0,30751.0,143064.0,9.7
2012,"Congressional District (at Large) (113th Congress), Delaware",196950,917092,639294,1101,39.2,111921.0,28405.0,194904.0,8.8
2012,"Delegate District (at Large) (113th Congress), District of Columbia",313224,632323,250657,1431,33.7,100904.0,38014.0,81081.0,10.3
2012,"Congressional District 1 (113th Congress), Florida",94731,721000,557371,929,38.4,80933.0,25342.0,137693.0,9.2
2012,"Congressional District 2 (113th Congress), Florida",175825,707654,488507,843,36.6,74853.0,22224.0,130739.0,11.0
2012,"Congressional District 3 (113th Congress), Florida",93929,702872,554499,810,38.2,65732.0,21618.0,138068.0,10.7
2012,"Congressional District 4 (113th Congress), Florida",92713,706401,548004,1055,37.5,96698.0,27033.0,139670.0,10.1
2012,"Congressional District 5 (113th Congress), Florida",371149,710781,276079,830,34.2,48617.0,18620.0,157223.0,16.8
2012,"Congressional District 6 (113th Congress), Florida",75473,711266,592847,886,46.4,94250.0,22462.0,156991.0,10.2
2012,"Congressional District 7 (113th Congress), Florida",64553,720817,590909,1116,37.7,101499.0,25570.0,128628.0,10.4
2012,"Congressional District 8 (113th Congress), Florida",70002,703604,588973,865,46.9,86829.0,23328.0,148261.0,14.2
2012,"Congressional District 9 (113th Congress), Florida",86932,734323,553383,1059,34.7,76930.0,21658.0,143586.0,10.9
2012,"Congressional District 10 (113th Congress), Florida",86059,721521,557334,983,40.1,94159.0,25212.0,153681.0,11.0
2012,"Congressional District 11 (113th Congress), Florida",61572,705020,614056,683,52.1,63095.0,20863.0,197054.0,14.9
2012,"Congressional District 12 (113th Congress), Florida",30817,695511,615889,927,45.2,92080.0,25975.0,160194.0,10.5
2012,"Congressional District 13 (113th Congress), Florida",40748,701546,611070,908,47.0,97891.0,26192.0,168455.0,9.4
2012,"Congressional District 14 (113th Congress), Florida",191275,739489,472627,923,35.1,82088.0,22230.0,148930.0,12.3
2012,"Congressional District 15 (113th Congress), Florida",93523,702728,544054,933,37.8,84259.0,26128.0,143615.0,10.9
2012,"Congressional District 16 (113th Congress), Florida",47533,714190,631393,903,50.3,96491.0,25272.0,162485.0,10.8
2012,"Congressional District 17 (113th Congress), Florida",64607,711198,607161,746,46.7,60810.0,21782.0,175012.0,12.7
2012,"Congressional District 18 (113th Congress), Florida",85758,710837,575821,1055,46.0,99135.0,26142.0,137916.0,11.2
2012,"Congressional District 19 (113th Congress), Florida",55405,722151,621818,949,48.7,96533.0,25478.0,157188.0,11.8
2012,"Congressional District 20 (113th Congress), Florida",390158,730502,284808,978,36.4,55800.0,20427.0,165899.0,15.4
2012,"Congressional District 21 (113th Congress), Florida",87517,717852,570569,1182,44.0,115606.0,26942.0,130750.0,10.8
2012,"Congressional District 22 (113th Congress), Florida",79447,702250,571528,1194,44.4,117854.0,27378.0,122782.0,9.8
2012,"Congressional District 23 (113th Congress), Florida",81430,729345,552890,1273,41.1,113752.0,26894.0,128074.0,10.3
2012,"Congressional District 24 (113th Congress), Florida",400225,725188,281513,1068,34.9,62909.0,20091.0,153841.0,15.3
2012,"Congressional District 25 (113th Congress), Florida",53831,716312,625765,1163,38.6,81776.0,21285.0,150477.0,10.1
2012,"Congressional District 26 (113th Congress), Florida",72200,726532,618514,1291,39.9,97727.0,22109.0,146076.0,10.4
2012,"Congressional District 27 (113th Congress), Florida",58387,726678,635134,1134,40.6,91630.0,19203.0,136907.0,11.5
2012,"Congressional District 1 (113th Congress), Georgia",212429,714669,453912,866,34.4,67304.0,23086.0,143898.0,11.1
2012,"Congressional District 2 (113th Congress), Georgia",357561,693841,299910,678,35.5,46101.0,18940.0,145006.0,13.3
2012,"Congressional District 3 (113th Congress), Georgia",164853,704557,500337,937,38.0,68666.0,25661.0,144824.0,11.5
2012,"Congressional District 4 (113th Congress), Georgia",421565,714225,223432,1028,35.1,79908.0,25935.0,122794.0,14.7
2012,"Congressional District 5 (113th Congress), Georgia",433202,731123,237151,1015,33.2,104523.0,23429.0,107576.0,15.2
2012,"Congressional District 6 (113th Congress), Georgia",89430,716576,512315,1262,36.9,179362.0,37038.0,61280.0,7.0
2012,"Congressional District 7 (113th Congress), Georgia",134492,716539,411591,1246,35.2,119153.0,31042.0,107221.0,8.6
2012,"Congressional District 8 (113th Congress), Georgia",215408,705710,452548,728,35.7,52417.0,21811.0,148892.0,10.2
2012,"Congressional District 9 (113th Congress), Georgia",48815,705834,610759,797,39.5,62011.0,21849.0,157015.0,9.4
2012,"Congressional District 10 (113th Congress), Georgia",174996,708026,492873,860,35.5,62658.0,22163.0,145763.0,8.9
2012,"Congressional District 11 (113th Congress), Georgia",110605,708052,533677,1112,35.7,117709.0,30113.0,103372.0,8.5
2012,"Congressional District 12 (113th Congress), Georgia",243051,701142,419866,705,34.7,52956.0,21479.0,151227.0,9.8
2012,"Congressional District 13 (113th Congress), Georgia",396761,707070,249382,1032,35.0,84909.0,26358.0,121316.0,13.7
2012,"Congressional District 14 (113th Congress), Georgia",60199,692581,595093,741,37.0,43080.0,21644.0,150682.0,12.8
2012,"Congressional District 1 (113th Congress), Hawaii",13884,692981,129102,1546,39.0,108687.0,31323.0,119809.0,6.1
2012,"Congressional District 2 (113th Congress), Hawaii",11729,699332,218150,1434,37.2,77899.0,27735.0,149495.0,8.1
2012,"Congressional District 1 (113th Congress), Idaho",3631,801178,743291,850,36.6,84373.0,22266.0,152618.0,8.8
2012,"Congressional District 2 (113th Congress), Idaho",5128,794550,715080,772,33.4,90647.0,22070.0,127844.0,7.2
2012,"Congressional District 1 (113th Congress), Illinois",370342,709052,287682,1054,37.4,74524.0,25358.0,132014.0,17.7
2012,"Congressional District 2 (113th Congress), Illinois",392380,709903,268842,1005,37.2,61761.0,23882.0,135204.0,18.4
2012,"Congressional District 3 (113th Congress), Illinois",31444,704438,544699,1175,37.5,74801.0,27556.0,143336.0,10.1
2012,"Congressional District 4 (113th Congress), Illinois",33005,712964,439311,969,31.4,57751.0,21264.0,118078.0,12.2
2012,"Congressional District 5 (113th Congress), Illinois",19251,718231,580321,1286,35.5,156637.0,36017.0,97329.0,7.1
2012,"Congressional District 6 (113th Congress), Illinois",21109,725312,620413,1646,41.1,153675.0,38831.0,88985.0,8.0
2012,"Congressional District 7 (113th Congress), Illinois",377174,736759,241277,1203,32.9,102094.0,26223.0,112855.0,16.2
2012,"Congressional District 8 (113th Congress), Illinois",36783,726418,505409,1287,35.4,107685.0,30730.0,122070.0,9.0
2012,"Congressional District 9 (113th Congress), Illinois",64052,719112,524545,1249,39.4,141687.0,30802.0,86976.0,7.6
2012,"Congressional District 10 (113th Congress), Illinois",46695,709209,554691,1389,37.1,116386.0,30080.0,99550.0,8.3
2012,"Congressional District 11 (113th Congress), Illinois",77182,722173,479400,1332,34.4,101154.0,30321.0,107997.0,8.7
2012,"Congressional District 12 (113th Congress), Illinois",116744,707195,560562,715,38.5,65397.0,23421.0,153231.0,10.0
2012,"Congressional District 13 (113th Congress), Illinois",78272,710784,584746,759,36.0,78378.0,23287.0,144089.0,9.2
2012,"Congressional District 14 (113th Congress), Illinois",24193,721774,633360,1621,37.7,114888.0,36477.0,110968.0,8.3
2012,"Congressional District 15 (113th Congress), Illinois",31819,712171,659530,635,40.3,58735.0,24609.0,172602.0,8.3
2012,"Congressional District 16 (113th Congress), Illinois",27659,706170,637721,876,39.5,63487.0,26521.0,167240.0,9.5
2012,"Congressional District 17 (113th Congress), Illinois",77234,703477,580899,687,40.2,53755.0,23472.0,170698.0,9.5
2012,"Congressional District 18 (113th Congress), Illinois",28098,720113,655229,798,40.0,101553.0,29970.0,149980.0,6.5
2012,"Congressional District 1 (113th Congress), Indiana",140726,721586,505137,858,38.1,66190.0,25475.0,177247.0,11.3
2012,"Congressional District 2 (113th Congress), Indiana",49796,718237,624834,721,37.3,61239.0,23029.0,171940.0,9.1
2012,"Congressional District 3 (113th Congress), Indiana",45039,725862,639112,707,37.0,67366.0,25675.0,163832.0,8.3
2012,"Congressional District 4 (113th Congress), Indiana",26569,730336,668395,805,36.3,68660.0,24356.0,173860.0,7.4
2012,"Congressional District 5 (113th Congress), Indiana",62700,734074,624451,936,37.6,130487.0,31567.0,117556.0,6.5
2012,"Congressional District 6 (113th Congress), Indiana",15996,720934,672514,718,39.7,54461.0,23358.0,196798.0,9.0
2012,"Congressional District 7 (113th Congress), Indiana",209896,735936,439760,787,33.4,69184.0,22003.0,149251.0,12.8
2012,"Congressional District 8 (113th Congress), Indiana",29009,722056,668105,698,39.4,57705.0,23373.0,187857.0,6.8
2012,"Congressional District 9 (113th Congress), Indiana",18440,728313,670695,808,37.2,67918.0,24426.0,172461.0,7.9
2012,"Congressional District 1 (113th Congress), Iowa",24659,766320,707238,741,38.6,88831.0,27070.0,174030.0,5.8
2012,"Congressional District 2 (113th Congress), Iowa",28416,769399,702850,734,37.9,87678.0,25876.0,162861.0,5.2
2012,"Congressional District 3 (113th Congress), Iowa",28732,779001,698166,887,36.6,116049.0,30595.0,146926.0,5.5
2012,"Congressional District 4 (113th Congress), Iowa",9853,759466,709693,624,39.4,75773.0,24236.0,173825.0,4.9
2012,"Congressional District 1 (113th Congress), Kansas",23918,725222,643345,654,35.0,67333.0,24060.0,138636.0,5.1
2012,"Congressional District 2 (113th Congress), Kansas",29280,712841,626560,723,37.3,76455.0,24098.0,150194.0,7.1
2012,"Congressional District 3 (113th Congress), Kansas",64174,731176,598855,1099,36.0,135384.0,32689.0,90861.0,6.7
2012,"Congressional District 4 (113th Congress), Kansas",50042,716666,600124,763,35.8,83727.0,25744.0,129713.0,7.2
2012,"Congressional District 1 (113th Congress), Kentucky",48960,725929,651933,558,39.8,43370.0,20431.0,181877.0,9.1
2012,"Congressional District 2 (113th Congress), Kentucky",41773,733449,656118,674,38.1,51557.0,22054.0,186210.0,8.8
2012,"Congressional District 3 (113th Congress), Kentucky",155577,732786,533501,805,37.9,89710.0,25053.0,141265.0,9.8
2012,"Congressional District 4 (113th Congress), Kentucky",24839,735547,681685,867,38.0,80535.0,26840.0,157550.0,8.2
2012,"Congressional District 5 (113th Congress), Kentucky",9914,716945,692387,458,40.2,29086.0,15953.0,191628.0,12.9
2012,"Congressional District 6 (113th Congress), Kentucky",63521,735759,628993,779,36.5,84721.0,23207.0,142226.0,7.9
2012,"Congressional District 1 (113th Congress), Louisiana",102982,766284,608985,877,38.1,92768.0,25547.0,152448.0,8.4
2012,"Congressional District 2 (113th Congress), Louisiana",476743,771285,248309,802,35.2,66405.0,20298.0,159365.0,11.5
2012,"Congressional District 3 (113th Congress), Louisiana",185943,762579,540355,634,35.5,64809.0,22058.0,182954.0,8.7
2012,"Congressional District 4 (113th Congress), Louisiana",260853,763545,467675,637,36.3,58352.0,21948.0,175713.0,8.0
2012,"Congressional District 5 (113th Congress), Louisiana",269915,758851,471738,556,36.5,54603.0,19593.0,188601.0,10.5
2012,"Congressional District 6 (113th Congress), Louisiana",186803,779349,554444,853,34.8,96286.0,27353.0,170884.0,6.2
2012,"Congressional District 1 (113th Congress), Maine",8560,666642,631679,1009,43.3,106882.0,26741.0,142504.0,6.6
2012,"Congressional District 2 (113th Congress), Maine",5054,662550,632649,726,43.7,64567.0,21868.0,186763.0,8.7
2012,"Congressional District 1 (113th Congress), Maryland",85030,728148,603580,1148,42.3,87606.0,30597.0,165675.0,8.2
2012,"Congressional District 2 (113th Congress), Maryland",236005,732150,419782,1203,36.3,83471.0,31216.0,150005.0,9.5
2012,"Congressional District 3 (113th Congress), Maryland",157503,724325,473183,1444,37.4,123005.0,38756.0,108504.0,6.7
2012,"Congressional District 4 (113th Congress), Maryland",386856,733160,231641,1492,35.7,90231.0,35488.0,129689.0,9.0
2012,"Congressional District 5 (113th Congress), Maryland",271986,736564,391763,1687,37.8,90422.0,40604.0,131552.0,7.1
2012,"Congressional District 6 (113th Congress), Maryland",89960,743616,527449,1399,38.5,104973.0,34054.0,129717.0,7.2
2012,"Congressional District 7 (113th Congress), Maryland",406648,738549,259947,1101,37.5,93140.0,27394.0,125520.0,12.4
2012,"Congressional District 8 (113th Congress), Maryland",86948,748051,510345,1702,39.6,123082.0,40990.0,94391.0,6.4
2012,"Congressional District 1 (113th Congress), Massachusetts",44785,723665,602686,950,41.3,85418.0,25724.0,153677.0,10.0
2012,"Congressional District 2 (113th Congress), Massachusetts",33556,745433,635587,1143,38.1,99405.0,28111.0,134809.0,8.6
2012,"Congressional District 3 (113th Congress), Massachusetts",29423,735424,569930,1245,39.8,100310.0,30802.0,131742.0,9.2
2012,"Congressional District 4 (113th Congress), Massachusetts",20306,733708,643772,1577,40.3,120379.0,36256.0,105708.0,8.1
2012,"Congressional District 5 (113th Congress), Massachusetts",37495,743098,591804,1537,38.8,139938.0,37220.0,111155.0,6.9
2012,"Congressional District 6 (113th Congress), Massachusetts",22164,745067,642015,1459,42.3,124336.0,35133.0,139688.0,6.9
2012,"Congressional District 7 (113th Congress), Massachusetts",196421,745166,385974,1319,31.3,98914.0,23689.0,119014.0,9.7
2012,"Congressional District 8 (113th Congress), Massachusetts",70723,743817,586824,1488,39.5,138409.0,35579.0,137929.0,8.3
2012,"Congressional District 9 (113th Congress), Massachusetts",18654,730766,665304,1199,44.5,104604.0,28547.0,148200.0,8.7
2012,"Congressional District 1 (113th Congress), Michigan",11655,705862,652080,662,45.6,72121.0,21523.0,182750.0,10.1
2012,"Congressional District 2 (113th Congress), Michigan",42326,709805,618573,785,37.1,72444.0,22867.0,152809.0,9.6
2012,"Congressional District 3 (113th Congress), Michigan",62809,715155,606698,831,36.2,87893.0,24963.0,136547.0,9.8
2012,"Congressional District 4 (113th Congress), Michigan",12263,703135,662240,708,40.6,57961.0,21558.0,167079.0,11.2
2012,"Congressional District 5 (113th Congress), Michigan",124572,697597,541363,706,40.5,53441.0,21896.0,168717.0,14.5
2012,"Congressional District 6 (113th Congress), Michigan",60336,708661,603221,788,38.9,72244.0,22085.0,147435.0,9.3
2012,"Congressional District 7 (113th Congress), Michigan",29169,702643,645176,842,41.3,68502.0,25020.0,162246.0,9.8
2012,"Congressional District 8 (113th Congress), Michigan",43603,708716,613176,1045,38.0,105168.0,27765.0,105098.0,9.2
2012,"Congressional District 9 (113th Congress), Michigan",78860,712307,581254,891,41.4,84674.0,26972.0,144369.0,11.0
2012,"Congressional District 10 (113th Congress), Michigan",21928,702490,651214,922,41.5,65499.0,26484.0,163626.0,9.6
2012,"Congressional District 11 (113th Congress), Michigan",36678,716311,596561,1167,40.6,131510.0,34494.0,102741.0,7.4
2012,"Congressional District 12 (113th Congress), Michigan",78922,707109,563767,920,35.8,76812.0,25759.0,122010.0,10.2
2012,"Congressional District 13 (113th Congress), Michigan",391579,695949,262732,733,36.0,39629.0,17326.0,148179.0,20.2
2012,"Congressional District 14 (113th Congress), Michigan",393660,697620,242371,870,38.7,74212.0,21411.0,120589.0,18.6
2012,"Congressional District 1 (113th Congress), Minnesota",17617,667630,616511,777,37.7,79918.0,26967.0,140921.0,4.6
2012,"Congressional District 2 (113th Congress), Minnesota",26071,673690,583025,1231,37.1,117822.0,35317.0,106757.0,5.8
2012,"Congressional District 3 (113th Congress), Minnesota",45514,677779,561044,1298,39.7,147323.0,37649.0,86907.0,5.0
2012,"Congressional District 4 (113th Congress), Minnesota",63764,678318,504028,1034,35.7,114157.0,30691.0,96865.0,8.0
2012,"Congressional District 5 (113th Congress), Minnesota",110076,683365,477221,1021,33.2,127028.0,28384.0,88515.0,7.7
2012,"Congressional District 6 (113th Congress), Minnesota",14611,676155,622669,1208,36.0,85038.0,32549.0,126215.0,5.9
2012,"Congressional District 7 (113th Congress), Minnesota",3843,660525,613086,698,41.0,69278.0,25707.0,150635.0,5.3
2012,"Congressional District 8 (113th Congress), Minnesota",5669,661677,619110,787,42.6,67062.0,24149.0,155326.0,7.7
2012,"Congressional District 1 (113th Congress), Mississippi",204573,750432,522345,655,36.7,62718.0,20993.0,151425.0,10.4
2012,"Congressional District 2 (113th Congress), Mississippi",472761,726870,238973,581,34.9,51939.0,17228.0,131694.0,15.1
2012,"Congressional District 3 (113th Congress), Mississippi",268563,752313,460216,651,37.0,74700.0,21193.0,147452.0,10.1
2012,"Congressional District 4 (113th Congress), Mississippi",177723,755311,547202,694,36.1,59962.0,20863.0,153571.0,10.2
2012,"Congressional District 1 (113th Congress), Missouri",363394,739775,325286,830,35.0,80447.0,22530.0,123538.0,13.8
2012,"Congressional District 2 (113th Congress), Missouri",28859,758082,678780,1141,42.2,150230.0,34062.0,108019.0,5.3
2012,"Congressional District 3 (113th Congress), Missouri",25592,754587,702520,829,38.4,78210.0,26607.0,171933.0,7.5
2012,"Congressional District 4 (113th Congress), Missouri",28687,755257,677718,716,36.5,71570.0,21697.0,168957.0,8.5
2012,"Congressional District 5 (113th Congress), Missouri",165672,753184,520341,818,36.8,80195.0,24297.0,165979.0,9.7
2012,"Congressional District 6 (113th Congress), Missouri",30625,755177,685684,774,38.4,86762.0,26037.0,170961.0,6.7
2012,"Congressional District 7 (113th Congress), Missouri",13098,756482,699583,682,37.5,75827.0,20870.0,164180.0,8.8
2012,"Congressional District 8 (113th Congress), Missouri",35704,749444,692087,561,40.6,47147.0,19084.0,199210.0,8.8
2012,"Congressional District (at Large) (113th Congress), Montana",3605,1005141,896467,734,40.2,138862.0,23536.0,204215.0,7.2
2012,"Congressional District 1 (113th Congress), Nebraska",14268,620321,563064,820,35.2,74980.0,26459.0,107780.0,5.6
2012,"Congressional District 2 (113th Congress), Nebraska",65289,627439,500089,959,33.8,100959.0,30004.0,88372.0,6.2
2012,"Congressional District 3 (113th Congress), Nebraska",5926,607765,571799,633,40.9,57115.0,24186.0,138198.0,4.2
2012,"Congressional District 1 (113th Congress), Nevada",66026,671913,410479,864,36.3,41040.0,21885.0,144413.0,15.8
2012,"Congressional District 2 (113th Congress), Nevada",12318,687019,571775,967,38.7,71351.0,25963.0,117219.0,11.0
