year,district,black_pop,total_pop,white_pop,mortgage_cost,median_age,bach_deg_num,high_school_num,median_HH_income,unemp_rate
2016,"Congressional District 1 (115th Congress), Alabama",192647,704457,474871,793,39.6,73720.0,158178.0,25500.0,5.7
2016,"Congressional District 2 (115th Congress), Alabama",219450,681621,429562,724,38.2,64329.0,148183.0,23108.0,6.1
2016,"Congressional District 3 (115th Congress), Alabama",186240,709482,492798,694,38.3,64031.0,144060.0,22907.0,6.6
2016,"Congressional District 4 (115th Congress), Alabama",48274,683273,603756,588,40.7,51327.0,157757.0,22069.0,6.1
2016,"Congressional District 5 (115th Congress), Alabama",127192,712529,541334,769,40.1,90532.0,137219.0,26753.0,5.2
2016,"Congressional District 6 (115th Congress), Alabama",104942,706308,554343,943,39.0,109930.0,119956.0,31291.0,4.4
2016,"Congressional District 7 (115th Congress), Alabama",422357,665630,219720,701,36.5,52811.0,145883.0,19440.0,10.9
2016,"Congressional District (at Large) (115th Congress), Alaska",23753,741894,477895,1278,33.5,90861.0,133928.0,31981.0,8.0
2016,"Congressional District 1 (115th Congress), Arizona",17994,766924,501533,790,37.5,71911.0,129997.0,23997.0,9.0
2016,"Congressional District 2 (115th Congress), Arizona",29259,722770,589720,852,40.8,97801.0,107850.0,25908.0,6.6
2016,"Congressional District 3 (115th Congress), Arizona",33567,752284,483361,881,32.7,50853.0,125460.0,21896.0,9.5
2016,"Congressional District 4 (115th Congress), Arizona",12380,753807,661739,810,47.9,66553.0,164128.0,24763.0,7.1
2016,"Congressional District 5 (115th Congress), Arizona",27576,785110,664846,1257,37.5,117145.0,108817.0,33273.0,5.0
2016,"Congressional District 6 (115th Congress), Arizona",16806,764776,647628,1175,42.3,158682.0,98763.0,35935.0,5.0
2016,"Congressional District 7 (115th Congress), Arizona",80721,818387,469488,889,29.7,43889.0,131581.0,21835.0,6.4
2016,"Congressional District 8 (115th Congress), Arizona",30356,782511,659281,1115,42.6,107049.0,132930.0,31315.0,5.4
2016,"Congressional District 9 (115th Congress), Arizona",51015,784502,577348,1039,33.5,121896.0,105971.0,30582.0,5.5
2016,"Congressional District 1 (115th Congress), Arkansas",128849,725733,564015,582,39.9,53291.0,188548.0,21826.0,7.2
2016,"Congressional District 2 (115th Congress), Arkansas",169451,758929,538884,804,36.9,92424.0,153864.0,26855.0,4.7
2016,"Congressional District 3 (115th Congress), Arkansas",24659,794237,659604,756,35.3,86672.0,156727.0,25715.0,3.3
2016,"Congressional District 4 (115th Congress), Arkansas",141557,709349,527563,555,40.8,50221.0,182830.0,21343.0,5.8
2016,"Congressional District 1 (115th Congress), California",9277,703162,612131,994,43.0,74088.0,123490.0,23679.0,7.4
2016,"Congressional District 2 (115th Congress), California",9593,716202,570621,1525,44.1,128218.0,95315.0,31246.0,5.9
2016,"Congressional District 3 (115th Congress), California",46680,740253,492473,1266,35.0,75409.0,107743.0,27183.0,6.3
2016,"Congressional District 4 (115th Congress), California",10067,737169,622130,1451,44.2,113568.0,109052.0,34947.0,5.4
2016,"Congressional District 5 (115th Congress), California",47037,735968,457424,1560,40.4,106891.0,103142.0,31892.0,6.2
2016,"Congressional District 6 (115th Congress), California",98366,763987,399978,1145,33.9,91108.0,124467.0,26842.0,7.6
2016,"Congressional District 7 (115th Congress), California",51534,738468,465884,1363,38.5,106181.0,100091.0,33332.0,5.7
2016,"Congressional District 8 (115th Congress), California",65440,723600,548716,1092,34.5,48196.0,131187.0,24185.0,9.5
2016,"Congressional District 9 (115th Congress), California",72228,760794,415860,1267,35.1,63096.0,124854.0,27265.0,8.5
2016,"Congressional District 10 (115th Congress), California",25270,744989,532992,1249,34.4,54502.0,134339.0,26325.0,9.2
2016,"Congressional District 11 (115th Congress), California",57698,756337,464397,1769,39.7,140399.0,82285.0,37547.0,6.1
2016,"Congressional District 12 (115th Congress), California",39062,756991,369650,1940,37.8,214645.0,69146.0,51055.0,4.3
2016,"Congressional District 13 (115th Congress), California",129791,755243,315788,1575,37.0,139750.0,75232.0,34901.0,5.2
2016,"Congressional District 14 (115th Congress), California",20072,749041,332808,2227,39.6,158041.0,89655.0,41653.0,3.8
2016,"Congressional District 15 (115th Congress), California",38862,769371,360658,2149,38.6,145648.0,101042.0,43528.0,4.0
