year,district,black_pop,total_pop,white_pop,mortgage_cost,median_age,bach_deg_num,high_school_num,median_HH_income,unemp_rate
2014,"Congressional District 1 (114th Congress), Alabama",194320,696783,468456,798,39.5,71101.0,154423.0,23349.0,8.3
2014,"Congressional District 2 (114th Congress), Alabama",209361,678622,443780,698,38.0,59726.0,146658.0,22063.0,9.2
2014,"Congressional District 3 (114th Congress), Alabama",183400,706574,492627,684,38.0,58202.0,154346.0,21601.0,9.1
2014,"Congressional District 4 (114th Congress), Alabama",46899,683372,596472,590,40.9,46150.0,163907.0,20821.0,7.6
2014,"Congressional District 5 (114th Congress), Alabama",121562,706373,542208,741,39.4,89911.0,128197.0,25580.0,7.6
2014,"Congressional District 6 (114th Congress), Alabama",100977,696788,552743,935,39.3,100772.0,126435.0,28759.0,6.2
2014,"Congressional District 7 (114th Congress), Alabama",435307,680865,223987,702,35.2,52196.0,154699.0,17611.0,12.4
2014,"Congressional District (at Large) (114th Congress), Alaska",24790,736732,483584,1258,33.3,85634.0,131987.0,31557.0,7.6
2014,"Congressional District 1 (114th Congress), Arizona",18230,739373,486153,770,37.0,67744.0,131291.0,22818.0,10.6
2014,"Congressional District 2 (114th Congress), Arizona",25792,713036,580233,843,40.9,94657.0,106740.0,25887.0,7.9
2014,"Congressional District 3 (114th Congress), Arizona",33858,757119,562263,844,31.0,47727.0,117556.0,20035.0,10.2
2014,"Congressional District 4 (114th Congress), Arizona",13189,734258,650401,788,47.2,64237.0,163251.0,22619.0,9.4
2014,"Congressional District 5 (114th Congress), Arizona",20944,781441,670857,1134,36.5,109458.0,113631.0,31803.0,6.1
2014,"Congressional District 6 (114th Congress), Arizona",16303,737185,633444,1104,41.4,140789.0,94687.0,33507.0,6.3
2014,"Congressional District 7 (114th Congress), Arizona",72178,763089,480612,814,28.8,40177.0,119270.0,20334.0,10.3
2014,"Congressional District 8 (114th Congress), Arizona",39115,760904,640193,1070,42.0,92411.0,140171.0,31051.0,6.0
2014,"Congressional District 9 (114th Congress), Arizona",40909,745079,569179,955,33.6,108584.0,93215.0,27933.0,6.1
2014,"Congressional District 1 (114th Congress), Arkansas",132462,723492,570516,612,39.6,50446.0,185076.0,20450.0,7.2
2014,"Congressional District 2 (114th Congress), Arkansas",168144,756326,552349,783,36.6,92135.0,155401.0,24738.0,6.3
2014,"Congressional District 3 (114th Congress), Arkansas",23716,767904,661353,736,35.4,78498.0,155326.0,24013.0,5.3
2014,"Congressional District 4 (114th Congress), Arkansas",143909,718647,538254,559,40.0,51332.0,190983.0,20458.0,8.5
2014,"Congressional District 1 (114th Congress), California",10733,710428,609675,927,42.6,75321.0,121296.0,22840.0,9.2
2014,"Congressional District 2 (114th Congress), California",11582,720049,574227,1436,43.4,122237.0,101360.0,30266.0,6.9
