GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC03_EST_VC36,HC03_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37
Id,Id2,Geography,Total; Estimate; Population 5 years and over,Total; Margin of Error; Population 5 years and over,"Percent of specified language speakers  - Speak English ""very well""; Estimate; Population 5 years and over","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; Population 5 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; Population 5 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; Population 5 years and over",Total; Estimate; Speak only English,Total; Margin of Error; Speak only English,"Percent of specified language speakers  - Speak English ""very well""; Estimate; Speak only English","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; Speak only English","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; Speak only English","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; Speak only English",Total; Estimate; Speak a language other than English,Total; Margin of Error; Speak a language other than English,"Percent of specified language speakers  - Speak English ""very well""; Estimate; Speak a language other than English","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; Speak a language other than English","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; Speak a language other than English","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; Speak a language other than English",Total; Estimate; Speak a language other than English - Spanish or Spanish Creole,Total; Margin of Error; Speak a language other than English - Spanish or Spanish Creole,"Percent of specified language speakers  - Speak English ""very well""; Estimate; Speak a language other than English - Spanish or Spanish Creole","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; Speak a language other than English - Spanish or Spanish Creole","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; Speak a language other than English - Spanish or Spanish Creole","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; Speak a language other than English - Spanish or Spanish Creole",Total; Estimate; Speak a language other than English - Other Indo-European languages,Total; Margin of Error; Speak a language other than English - Other Indo-European languages,"Percent of specified language speakers  - Speak English ""very well""; Estimate; Speak a language other than English - Other Indo-European languages","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; Speak a language other than English - Other Indo-European languages","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; Speak a language other than English - Other Indo-European languages","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; Speak a language other than English - Other Indo-European languages",Total; Estimate; Speak a language other than English - Asian and Pacific Island languages,Total; Margin of Error; Speak a language other than English - Asian and Pacific Island languages,"Percent of specified language speakers  - Speak English ""very well""; Estimate; Speak a language other than English - Asian and Pacific Island languages","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; Speak a language other than English - Asian and Pacific Island languages","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; Speak a language other than English - Asian and Pacific Island languages","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; Speak a language other than English - Asian and Pacific Island languages",Total; Estimate; Speak a language other than English - Other languages,Total; Margin of Error; Speak a language other than English - Other languages,"Percent of specified language speakers  - Speak English ""very well""; Estimate; Speak a language other than English - Other languages","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; Speak a language other than English - Other languages","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; Speak a language other than English - Other languages","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; Speak a language other than English - Other languages",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 5-17 years,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 5-17 years,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 5-17 years","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 5-17 years","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 5-17 years","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 5-17 years",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 18-64 years,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 18-64 years,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 18-64 years","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 18-64 years","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 18-64 years","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 18-64 years",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 65 years and over,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 65 years and over,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 65 years and over","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 65 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 65 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Spanish or Spanish Creole - 65 years and over",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 5-17 years,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 5-17 years,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 5-17 years","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 5-17 years","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 5-17 years","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 5-17 years",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 18-64 years,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 18-64 years,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 18-64 years","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 18-64 years","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 18-64 years","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 18-64 years",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 65 years and over,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 65 years and over,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 65 years and over","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 65 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 65 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other Indo-European languages - 65 years and over",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 5-17 years,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 5-17 years,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 5-17 years","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 5-17 years","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 5-17 years","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 5-17 years",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 18-64 years,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 18-64 years,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 18-64 years","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 18-64 years","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 18-64 years","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 18-64 years",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 65 years and over,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 65 years and over,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 65 years and over","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 65 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 65 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Asian and Pacific Island languages - 65 years and over",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 5-17 years,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 5-17 years,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 5-17 years","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 5-17 years","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 5-17 years","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 5-17 years",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 18-64 years,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 18-64 years,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 18-64 years","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 18-64 years","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 18-64 years","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 18-64 years",Total; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 65 years and over,Total; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 65 years and over,"Percent of specified language speakers  - Speak English ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 65 years and over","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 65 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 65 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; SPEAK A LANGUAGE OTHER THAN ENGLISH - Other languages - 65 years and over",Total; Estimate; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over,Total; Margin of Error; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over,"Percent of specified language speakers  - Speak English ""very well""; Estimate; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over",Total; Estimate; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak only English,Total; Margin of Error; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak only English,"Percent of specified language speakers  - Speak English ""very well""; Estimate; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak only English","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak only English","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak only English","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak only English",Total; Estimate; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English,Total; Margin of Error; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English,"Percent of specified language speakers  - Speak English ""very well""; Estimate; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English",Total; Estimate; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English - Spanish or Spanish Creole,Total; Margin of Error; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English - Spanish or Spanish Creole,"Percent of specified language speakers  - Speak English ""very well""; Estimate; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English - Spanish or Spanish Creole","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English - Spanish or Spanish Creole","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English - Spanish or Spanish Creole","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English - Spanish or Spanish Creole",Total; Estimate; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English - Other languages,Total; Margin of Error; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English - Other languages,"Percent of specified language speakers  - Speak English ""very well""; Estimate; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English - Other languages","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English - Other languages","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English - Other languages","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; CITIZENS 18 YEARS AND OVER - All citizens 18 years and over - Speak a language other than English - Other languages",Total; Estimate; PERCENT IMPUTED - Language status,Total; Margin of Error; PERCENT IMPUTED - Language status,"Percent of specified language speakers  - Speak English ""very well""; Estimate; PERCENT IMPUTED - Language status","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; PERCENT IMPUTED - Language status","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; PERCENT IMPUTED - Language status","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; PERCENT IMPUTED - Language status",Total; Estimate; PERCENT IMPUTED - Language status (speak a language other than English),Total; Margin of Error; PERCENT IMPUTED - Language status (speak a language other than English),"Percent of specified language speakers  - Speak English ""very well""; Estimate; PERCENT IMPUTED - Language status (speak a language other than English)","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; PERCENT IMPUTED - Language status (speak a language other than English)","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; PERCENT IMPUTED - Language status (speak a language other than English)","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; PERCENT IMPUTED - Language status (speak a language other than English)",Total; Estimate; PERCENT IMPUTED - Ability to speak English,Total; Margin of Error; PERCENT IMPUTED - Ability to speak English,"Percent of specified language speakers  - Speak English ""very well""; Estimate; PERCENT IMPUTED - Ability to speak English","Percent of specified language speakers  - Speak English ""very well""; Margin of Error; PERCENT IMPUTED - Ability to speak English","Percent of specified language speakers  - Speak English  less than ""very well""; Estimate; PERCENT IMPUTED - Ability to speak English","Percent of specified language speakers  - Speak English  less than ""very well""; Margin of Error; PERCENT IMPUTED - Ability to speak English"
5001400US0101,0101,"Congressional District 1 (114th Congress), Alabama",654145,3536,98.3,0.5,1.7,0.5,95.1,0.6,(X),(X),(X),(X),4.9,0.6,65.6,8.9,34.4,8.9,2.8,0.5,62.0,12.6,38.0,12.6,0.8,0.2,92.0,6.0,8.0,6.0,1.1,0.2,56.3,13.3,43.7,13.3,0.3,0.1,66.3,22.1,33.7,22.1,18002,3228,62.0,12.6,38.0,12.6,3629,1271,50.7,26.4,49.3,26.4,13281,2666,65.0,12.5,35.0,12.5,1092,503,63.5,23.9,36.5,23.9,4926,1514,92.0,6.0,8.0,6.0,106,171,100.0,61.4,0.0,61.4,3070,1166,91.8,8.8,8.2,8.8,1750,852,91.7,9.7,8.3,9.7,7342,1425,56.3,13.3,43.7,13.3,1203,421,83.3,18.0,16.7,18.0,5193,1212,53.6,12.5,46.4,12.5,946,550,36.6,50.2,63.4,50.2,1989,965,66.3,22.1,33.7,22.1,262,257,100.0,39.0,0.0,39.0,1605,833,62.4,26.7,37.6,26.7,122,142,45.9,54.1,54.1,54.1,524062,3704,99.0,0.3,1.0,0.3,96.2,0.6,(X),(X),(X),(X),3.8,0.6,73.3,8.5,26.7,8.5,2.0,0.5,75.4,12.5,24.6,12.5,1.8,0.4,70.9,9.1,29.1,9.1,5.8,(X),(X),(X),(X),(X),3.0,(X),(X),(X),(X),(X),3.3,(X),(X),(X),(X),(X)
